target_date,decision_rule,decision_rule_order,decision_offset_hours,target_midnight_hkt,decision_time_hkt,decision_time_utc,selected_run_init_utc,selected_cycle_utc,selection_tier,selected_candidate_rank,run_age_hours_at_decision,issued_before_decision,hourly_rows,unique_local_hours,nonmissing_temperature_rows,hours_00_to_23,complete_local_day,forecast_daily_max_c,forecast_daily_min_c,forecast_daily_mean_c,support_available,cache_path,raw_source_origin,selection_rule,unsupported_reason
2024-03-26,12h_prior,2,-12,2024-03-26T00:00:00+08:00,2024-03-25T12:00:00+08:00,2024-03-25T04:00:00+00:00,2024-03-24T12:00:00+00:00,12,core,1,16.000000,True,24,24,24,True,True,29.2000000000,21.0000000000,24.2666666667,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240324_12.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-26,6h_prior,3,-6,2024-03-26T00:00:00+08:00,2024-03-25T18:00:00+08:00,2024-03-25T10:00:00+00:00,2024-03-25T00:00:00+00:00,0,core,1,10.000000,True,24,24,24,True,True,29.4000000000,21.4000000000,24.4500000000,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240325_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-26,event_day_open,4,0,2024-03-26T00:00:00+08:00,2024-03-26T00:00:00+08:00,2024-03-25T16:00:00+00:00,2024-03-25T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,29.4000000000,21.4000000000,24.4500000000,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240325_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-27,24h_prior,1,-24,2024-03-27T00:00:00+08:00,2024-03-26T00:00:00+08:00,2024-03-25T16:00:00+00:00,2024-03-25T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,23.8000000000,20.0000000000,21.4208333333,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240325_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-27,12h_prior,2,-12,2024-03-27T00:00:00+08:00,2024-03-26T12:00:00+08:00,2024-03-26T04:00:00+00:00,2024-03-25T12:00:00+00:00,12,core,1,16.000000,True,24,24,24,True,True,23.5000000000,20.0000000000,21.4291666667,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240325_12.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-27,6h_prior,3,-6,2024-03-27T00:00:00+08:00,2024-03-26T18:00:00+08:00,2024-03-26T10:00:00+00:00,2024-03-26T00:00:00+00:00,0,core,1,10.000000,True,24,24,24,True,True,23.2000000000,20.3000000000,21.5625000000,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240326_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-27,event_day_open,4,0,2024-03-27T00:00:00+08:00,2024-03-27T00:00:00+08:00,2024-03-26T16:00:00+00:00,2024-03-26T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,23.2000000000,20.3000000000,21.5625000000,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240326_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-28,24h_prior,1,-24,2024-03-28T00:00:00+08:00,2024-03-27T00:00:00+08:00,2024-03-26T16:00:00+00:00,2024-03-26T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,28.9000000000,21.8000000000,24.3041666667,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240326_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-28,12h_prior,2,-12,2024-03-28T00:00:00+08:00,2024-03-27T12:00:00+08:00,2024-03-27T04:00:00+00:00,2024-03-26T12:00:00+00:00,12,core,1,16.000000,True,24,24,24,True,True,29.2000000000,21.1000000000,24.0041666667,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240326_12.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-28,6h_prior,3,-6,2024-03-28T00:00:00+08:00,2024-03-27T18:00:00+08:00,2024-03-27T10:00:00+00:00,2024-03-27T00:00:00+00:00,0,core,1,10.000000,True,24,24,24,True,True,27.9000000000,21.4000000000,23.9958333333,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240327_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-28,event_day_open,4,0,2024-03-28T00:00:00+08:00,2024-03-28T00:00:00+08:00,2024-03-27T16:00:00+00:00,2024-03-27T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,27.9000000000,21.4000000000,23.9958333333,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240327_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-29,24h_prior,1,-24,2024-03-29T00:00:00+08:00,2024-03-28T00:00:00+08:00,2024-03-27T16:00:00+00:00,2024-03-27T00:00:00+00:00,0,core,1,16.000000,True,24,24,24,True,True,28.2000000000,21.3000000000,24.0958333333,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240327_00.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
2024-03-29,12h_prior,2,-12,2024-03-29T00:00:00+08:00,2024-03-28T12:00:00+08:00,2024-03-28T04:00:00+00:00,2024-03-27T12:00:00+00:00,12,core,1,16.000000,True,24,24,24,True,True,28.1000000000,21.6000000000,24.1958333333,True,data/raw/ecmwf_final_v85/2024/03/ecmwf_ifs_20240327_12.json.gz,certified_v2_raw_archive,latest eligible complete 00/12 UTC core run after the six-hour availability allowance; 06/18 UTC repair only if no valid core path exists,
