source,grouping_definition,target_date,decision_rule,request_id,run_id,forecast_issue_time_utc,decision_time_utc,source_rows,target_day_rows,unique_local_hours,conflicting_hours,earliest_valid_hour_hkt,latest_valid_hour_hkt,forecast_daily_max_c,source_preference,status,reason,selection_rule,daily_table_forecast_c,daily_source,absolute_difference_c,reconciliation_status
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-03,6h_prior,,,2026-06-02 00:00:00+00:00,2026-06-02 10:00:00+00:00,24,24,24,0,2026-06-03 00:00:00+08:00,2026-06-03 23:00:00+08:00,31.3,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,31.3,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-03,event_day_open,,,2026-06-02 06:00:00+00:00,2026-06-02 16:00:00+00:00,24,24,24,0,2026-06-03 00:00:00+08:00,2026-06-03 23:00:00+08:00,31.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,31.4,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-04,12h_prior,,,2026-06-02 18:00:00+00:00,2026-06-03 04:00:00+00:00,24,24,24,0,2026-06-04 00:00:00+08:00,2026-06-04 23:00:00+08:00,32.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,32.4,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-04,24h_prior,,,2026-06-02 06:00:00+00:00,2026-06-02 16:00:00+00:00,24,24,24,0,2026-06-04 00:00:00+08:00,2026-06-04 23:00:00+08:00,33.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,33.2,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-04,6h_prior,,,2026-06-03 00:00:00+00:00,2026-06-03 10:00:00+00:00,24,24,24,0,2026-06-04 00:00:00+08:00,2026-06-04 23:00:00+08:00,33.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,33.1,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-04,event_day_open,,,2026-06-03 06:00:00+00:00,2026-06-03 16:00:00+00:00,24,24,24,0,2026-06-04 00:00:00+08:00,2026-06-04 23:00:00+08:00,33.3,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,33.3,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-05,12h_prior,,,2026-06-03 18:00:00+00:00,2026-06-04 04:00:00+00:00,24,24,24,0,2026-06-05 00:00:00+08:00,2026-06-05 23:00:00+08:00,33.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,33.2,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-05,24h_prior,,,2026-06-03 06:00:00+00:00,2026-06-03 16:00:00+00:00,24,24,24,0,2026-06-05 00:00:00+08:00,2026-06-05 23:00:00+08:00,33.9,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,33.9,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-05,6h_prior,,,2026-06-04 00:00:00+00:00,2026-06-04 10:00:00+00:00,24,24,24,0,2026-06-05 00:00:00+08:00,2026-06-05 23:00:00+08:00,32.9,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,32.9,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-05,event_day_open,,,2026-06-04 06:00:00+00:00,2026-06-04 16:00:00+00:00,24,24,24,0,2026-06-05 00:00:00+08:00,2026-06-05 23:00:00+08:00,33.5,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,33.5,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-06,12h_prior,,,2026-06-04 18:00:00+00:00,2026-06-05 04:00:00+00:00,24,24,24,0,2026-06-06 00:00:00+08:00,2026-06-06 23:00:00+08:00,30.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,30.1,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-06,24h_prior,,,2026-06-04 06:00:00+00:00,2026-06-04 16:00:00+00:00,24,24,24,0,2026-06-06 00:00:00+08:00,2026-06-06 23:00:00+08:00,30.5,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,30.5,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-06,6h_prior,,,2026-06-05 00:00:00+00:00,2026-06-05 10:00:00+00:00,24,24,24,0,2026-06-06 00:00:00+08:00,2026-06-06 23:00:00+08:00,31.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,31.4,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-06,event_day_open,,,2026-06-05 06:00:00+00:00,2026-06-05 16:00:00+00:00,24,24,24,0,2026-06-06 00:00:00+08:00,2026-06-06 23:00:00+08:00,30.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,30.1,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-07,12h_prior,,,2026-06-05 18:00:00+00:00,2026-06-06 04:00:00+00:00,24,24,24,0,2026-06-07 00:00:00+08:00,2026-06-07 23:00:00+08:00,28.7,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,28.7,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-07,24h_prior,,,2026-06-05 06:00:00+00:00,2026-06-05 16:00:00+00:00,24,24,24,0,2026-06-07 00:00:00+08:00,2026-06-07 23:00:00+08:00,28.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,28.2,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-07,6h_prior,,,2026-06-06 00:00:00+00:00,2026-06-06 10:00:00+00:00,24,24,24,0,2026-06-07 00:00:00+08:00,2026-06-07 23:00:00+08:00,28.5,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,28.5,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-07,event_day_open,,,2026-06-06 06:00:00+00:00,2026-06-06 16:00:00+00:00,24,24,24,0,2026-06-07 00:00:00+08:00,2026-06-07 23:00:00+08:00,27.0,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.0,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-08,12h_prior,,,2026-06-06 18:00:00+00:00,2026-06-07 04:00:00+00:00,24,24,24,0,2026-06-08 00:00:00+08:00,2026-06-08 23:00:00+08:00,27.8,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.8,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-08,24h_prior,,,2026-06-06 06:00:00+00:00,2026-06-06 16:00:00+00:00,24,24,24,0,2026-06-08 00:00:00+08:00,2026-06-08 23:00:00+08:00,28.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,28.1,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-08,6h_prior,,,2026-06-07 00:00:00+00:00,2026-06-07 10:00:00+00:00,24,24,24,0,2026-06-08 00:00:00+08:00,2026-06-08 23:00:00+08:00,27.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.2,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-08,event_day_open,,,2026-06-07 06:00:00+00:00,2026-06-07 16:00:00+00:00,24,24,24,0,2026-06-08 00:00:00+08:00,2026-06-08 23:00:00+08:00,27.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.4,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-09,12h_prior,,,2026-06-07 18:00:00+00:00,2026-06-08 04:00:00+00:00,24,24,24,0,2026-06-09 00:00:00+08:00,2026-06-09 23:00:00+08:00,27.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.6,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-09,24h_prior,,,2026-06-07 06:00:00+00:00,2026-06-07 16:00:00+00:00,24,24,24,0,2026-06-09 00:00:00+08:00,2026-06-09 23:00:00+08:00,26.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,26.2,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-09,6h_prior,,,2026-06-08 00:00:00+00:00,2026-06-08 10:00:00+00:00,24,24,24,0,2026-06-09 00:00:00+08:00,2026-06-09 23:00:00+08:00,27.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.1,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-09,event_day_open,,,2026-06-08 06:00:00+00:00,2026-06-08 16:00:00+00:00,24,24,24,0,2026-06-09 00:00:00+08:00,2026-06-09 23:00:00+08:00,29.8,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,29.8,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-10,12h_prior,,,2026-06-08 18:00:00+00:00,2026-06-09 04:00:00+00:00,24,24,24,0,2026-06-10 00:00:00+08:00,2026-06-10 23:00:00+08:00,28.0,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,28.0,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-10,24h_prior,,,2026-06-08 06:00:00+00:00,2026-06-08 16:00:00+00:00,24,24,24,0,2026-06-10 00:00:00+08:00,2026-06-10 23:00:00+08:00,29.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,29.4,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-10,6h_prior,,,2026-06-09 00:00:00+00:00,2026-06-09 10:00:00+00:00,24,24,24,0,2026-06-10 00:00:00+08:00,2026-06-10 23:00:00+08:00,27.9,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.9,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-10,event_day_open,,,2026-06-09 06:00:00+00:00,2026-06-09 16:00:00+00:00,24,24,24,0,2026-06-10 00:00:00+08:00,2026-06-10 23:00:00+08:00,28.3,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,28.3,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-11,12h_prior,,,2026-06-09 18:00:00+00:00,2026-06-10 04:00:00+00:00,24,24,24,0,2026-06-11 00:00:00+08:00,2026-06-11 23:00:00+08:00,26.8,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,26.8,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-11,24h_prior,,,2026-06-09 06:00:00+00:00,2026-06-09 16:00:00+00:00,24,24,24,0,2026-06-11 00:00:00+08:00,2026-06-11 23:00:00+08:00,27.2,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.2,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-11,6h_prior,,,2026-06-10 00:00:00+00:00,2026-06-10 10:00:00+00:00,24,24,24,0,2026-06-11 00:00:00+08:00,2026-06-11 23:00:00+08:00,27.8,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.8,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-11,event_day_open,,,2026-06-10 06:00:00+00:00,2026-06-10 16:00:00+00:00,24,24,24,0,2026-06-11 00:00:00+08:00,2026-06-11 23:00:00+08:00,28.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,28.6,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-12,12h_prior,,,2026-06-10 18:00:00+00:00,2026-06-11 04:00:00+00:00,24,24,24,0,2026-06-12 00:00:00+08:00,2026-06-12 23:00:00+08:00,28.3,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,28.3,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-12,24h_prior,,,2026-06-10 06:00:00+00:00,2026-06-10 16:00:00+00:00,24,24,24,0,2026-06-12 00:00:00+08:00,2026-06-12 23:00:00+08:00,27.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.4,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-12,6h_prior,,,2026-06-11 00:00:00+00:00,2026-06-11 10:00:00+00:00,24,24,24,0,2026-06-12 00:00:00+08:00,2026-06-12 23:00:00+08:00,28.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,28.1,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-12,event_day_open,,,2026-06-11 06:00:00+00:00,2026-06-11 16:00:00+00:00,24,24,24,0,2026-06-12 00:00:00+08:00,2026-06-12 23:00:00+08:00,27.7,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.7,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-13,12h_prior,,,2026-06-11 18:00:00+00:00,2026-06-12 04:00:00+00:00,24,24,24,0,2026-06-13 00:00:00+08:00,2026-06-13 23:00:00+08:00,29.3,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,29.3,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-13,24h_prior,,,2026-06-11 06:00:00+00:00,2026-06-11 16:00:00+00:00,24,24,24,0,2026-06-13 00:00:00+08:00,2026-06-13 23:00:00+08:00,29.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,29.6,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-13,6h_prior,,,2026-06-12 00:00:00+00:00,2026-06-12 10:00:00+00:00,24,24,24,0,2026-06-13 00:00:00+08:00,2026-06-13 23:00:00+08:00,29.1,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,29.1,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-13,event_day_open,,,2026-06-12 06:00:00+00:00,2026-06-12 16:00:00+00:00,24,24,24,0,2026-06-13 00:00:00+08:00,2026-06-13 23:00:00+08:00,29.4,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,29.4,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,source_target_date_decision_rule_issue_time,2026-06-14,12h_prior,,,2026-06-12 18:00:00+00:00,2026-06-13 04:00:00+00:00,24,24,24,0,2026-06-14 00:00:00+08:00,2026-06-14 23:00:00+08:00,27.6,1900.0,ADMITTED,,latest_admissible_issue_time_then_source_preference,27.6,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,0.0,AGREES_WITHIN_0_15C
