role,source,status,rows,columns,date_column,rule_column,issue_columns,decision_columns,distinct_dates,start_date,end_date,pre_june_dates,june_dates,post_june_dates,rules
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/20_18vD_selected_candidate_blind_predictions.csv,INSPECTED,477,225,event_date,decision_rule,selected_run_key;selected_run_initialisation_utc;selected_run_available_utc,decision_rule;decision_rule_order;decision_cutoff_utc,40,2026-05-22,2026-06-30,10,30,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/21_18vA_blind_evaluation_feature_panel.csv,INSPECTED,159,18,event_date,decision_rule,run_initialisation_hour_utc;selected_run_key;selected_run_initialisation_utc;selected_run_available_utc,decision_rule;decision_rule_order;decision_cutoff_utc,40,2026-05-22,2026-06-30,10,30,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/22_18xC_unblinded_signal_outcome_panel.csv,INSPECTED,115,66,event_date,decision_rule,,decision_cutoff_utc_x;decision_rule;decision_rule_order;decision_cutoff_utc_y,40,2026-05-22,2026-06-30,10,30,0,12h_prior;24h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/23_18xB_blind_trading_signal_panel.csv,INSPECTED,115,61,event_date,decision_rule,,decision_cutoff_utc_x;decision_rule;decision_rule_order;decision_cutoff_utc_y,40,2026-05-22,2026-06-30,10,30,0,12h_prior;24h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/24_18vC_all_candidate_oof_predictions.csv,INSPECTED,1296,218,event_date,decision_rule,,decision_rule;decision_rule_order,38,2026-04-12,2026-05-21,38,0,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/25_18vB1_baseline_gp_oof_predictions.csv,INSPECTED,1008,216,event_date,decision_rule,,decision_rule;decision_rule_order,38,2026-04-12,2026-05-21,38,0,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/26_18vB2_tree_oof_predictions.csv,INSPECTED,288,216,event_date,decision_rule,,decision_rule;decision_rule_order,38,2026-04-12,2026-05-21,38,0,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/27_18vA_development_labelled_feature_panel.csv,INSPECTED,144,20,event_date,decision_rule,run_initialisation_hour_utc;selected_run_key;selected_run_initialisation_utc;selected_run_available_utc,decision_rule;decision_rule_order;decision_cutoff_utc,38,2026-04-12,2026-05-21,38,0,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/28_18wA_development_uncalibrated_probability_panel.csv,INSPECTED,4488,41,event_date,decision_rule,,decision_rule;decision_rule_order,36,2026-04-12,2026-05-19,36,0,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/29_18wB_development_calibrated_probability_panel.csv,INSPECTED,4488,46,event_date,decision_rule,,decision_rule;decision_rule_order,36,2026-04-12,2026-05-19,36,0,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/30_18vC_common_support_scored_predictions.csv,INSPECTED,1224,225,event_date,decision_rule,,decision_rule;decision_rule_order,36,2026-04-12,2026-05-19,36,0,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/31_18q_june_2026_contract_event_membership.csv,INSPECTED,1320,53,event_date,decision_rule,selected_run_initialisation_utc;selected_run_key,decision_rule;decision_rule_order;decision_cutoff_utc,30,2026-06-01,2026-06-30,0,30,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/32_18q_june_2026_daily_max_forecasts.csv,INSPECTED,120,25,event_date,decision_rule,selected_run_initialisation_utc;selected_run_available_utc;selected_run_key;selected_run_parameter,decision_rule;decision_rule_order;decision_cutoff_utc;decision_cutoff_hkt,30,2026-06-01,2026-06-30,0,30,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/33_18r_june_2026_support_audit_panel.csv,INSPECTED,1320,37,event_date,decision_rule,selected_run_initialisation_utc;selected_run_available_utc;selected_run_key,decision_rule;decision_rule_order;decision_cutoff_hkt;decision_cutoff_utc,30,2026-06-01,2026-06-30,0,30,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/34_18r_june_2026_common_support_contract_panel.csv,INSPECTED,1254,38,event_date,decision_rule,selected_run_initialisation_utc;selected_run_available_utc;selected_run_key,decision_rule;decision_rule_order;decision_cutoff_hkt;decision_cutoff_utc,30,2026-06-01,2026-06-30,0,30,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/35_18r_june_2026_common_support_book_panel.csv,INSPECTED,114,41,event_date,decision_rule,selected_run_initialisation_utc;selected_run_available_utc;selected_run_key,decision_rule;decision_rule_order;decision_cutoff_utc,30,2026-06-01,2026-06-30,0,30,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/36_18o_june_2026_hko_daily_max.csv,INSPECTED,30,17,event_date,,,,30,2026-06-01,2026-06-30,0,30,0,
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/37_june_hko_daily_max_recovered.csv,INSPECTED,30,6,event_date,,,,30,2026-06-01,2026-06-30,0,30,0,
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/38_18xA_development_trade_opportunity_panel.csv,INSPECTED,6996,55,event_date,decision_rule,,decision_rule;decision_rule_order;decision_cutoff_utc,29,2026-04-15,2026-05-16,29,0,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/39_18xA_development_best_edge_book_panel.csv,INSPECTED,636,55,event_date,decision_rule,,decision_rule;decision_rule_order;decision_cutoff_utc,29,2026-04-15,2026-05-16,29,0,0,12h_prior;24h_prior;6h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/40_18xA_selected_development_book_panel.csv,INSPECTED,77,60,event_date,decision_rule,,decision_rule;decision_rule_order;decision_cutoff_utc,29,2026-04-15,2026-05-16,29,0,0,12h_prior;24h_prior;event_day_open
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/41_18r_june_2026_support_exclusions.csv,INSPECTED,66,37,event_date,decision_rule,selected_run_initialisation_utc;selected_run_available_utc;selected_run_key,decision_rule;decision_rule_order;decision_cutoff_hkt;decision_cutoff_utc,4,2026-06-06,2026-06-24,0,4,0,12h_prior;24h_prior;6h_prior
daily_max_forecasts,data/interim/notebook02_sources/daily_max_forecasts/42_hong_kong_raw_weather_benchmark_metrics.csv,INSPECTED,8,6,,,,,0,,,0,0,0,
fetch_inventory,data/interim/notebook02_sources/fetch_inventory/01_18p_june_2026_clob_fetch_inventory.csv,INSPECTED,330,20,event_date,,,,30,2026-06-01,2026-06-30,0,30,0,
fetch_inventory,data/interim/notebook02_sources/fetch_inventory/02_18q_june_2026_unique_run_fetch_inventory.csv,INSPECTED,91,33,,,selected_run_initialisation_utc;selected_run_key;selected_run_parameter,,0,,,0,0,0,
fetch_inventory,data/interim/notebook02_sources/fetch_inventory/03_19a_hko_ecmwf_single_run_fetch_inventory.csv,INSPECTED,224,10,,,run_init_utc,,0,,,0,0,0,
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/01_19a_hko_ecmwf_single_run_hourly_forecasts.csv,INSPECTED,48480,14,forecast_valid_date_hkt,,run_init_utc;run_init_utc_str;lead_hours_from_run_init,,88,2026-03-14,2026-06-09,79,9,0,
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/02_18q_june_2026_unique_run_hourly_temperature.csv,INSPECTED,21600,8,forecast_valid_time_utc_converted_to_hkt,,selected_run_initialisation_utc;selected_run_key,,41,2026-05-30,2026-07-09,2,30,9,
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/03_18q_june_2026_request_hourly_paths.csv,INSPECTED,2856,13,event_date,decision_rule,selected_run_initialisation_utc;selected_run_key,decision_rule;decision_rule_order;decision_cutoff_utc;decision_cutoff_hkt,30,2026-06-01,2026-06-30,0,30,0,12h_prior;24h_prior;6h_prior;event_day_open
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/04_openmeteo_hk_hourly_sample.csv,INSPECTED,24,3,date,,,,1,2026-06-10,2026-06-10,0,1,0,
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/05_hong_kong_step7_baseline_classifier_predictions.csv,INSPECTED,40,37,target_local_date,,forecast_run_time_utc;forecast_issue_time_utc,,1,2026-05-30,2026-05-30,1,0,0,
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/06_hong_kong_market_model_probability_discrepancy.csv,INSPECTED,40,54,target_local_date,,forecast_run_time_utc;forecast_issue_time_utc,,1,2026-05-30,2026-05-30,1,0,0,
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/07_hong_kong_step7_raw_weather_benchmark_comparison.csv,INSPECTED,40,37,target_local_date,,forecast_run_time_utc;forecast_issue_time_utc,,1,2026-05-30,2026-05-30,1,0,0,
hourly_forecasts,data/interim/notebook02_sources/hourly_forecasts/08_hong_kong_threshold_classification_dataset.csv,INSPECTED,40,26,target_local_date,,forecast_run_time_utc;forecast_issue_time_utc,,1,2026-05-30,2026-05-30,1,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/01_18q_june_2026_integrity_checks.csv,INSPECTED,14,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/02_18r_june_2026_integrity_checks.csv,INSPECTED,24,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/03_18p_june_2026_integrity_checks.csv,INSPECTED,16,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/04_19a_hko_ecmwf_forecast_integrity_checks.csv,INSPECTED,12,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/05_21c_integrity_checks.csv,INSPECTED,30,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/06_21a_simple_edge_integrity_checks.csv,INSPECTED,19,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/07_21b_full_event_book_integrity_checks.csv,INSPECTED,19,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/08_20a_integrity_checks.csv,INSPECTED,18,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/09_20e_locked_holdout_integrity_checks.csv,INSPECTED,16,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/10_20c_integrity_checks.csv,INSPECTED,15,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/11_20b_integrity_checks.csv,INSPECTED,14,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/12_19c_integrity_checks.csv,INSPECTED,14,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/13_20d_integrity_checks.csv,INSPECTED,13,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/14_19b_common_support_integrity_checks.csv,INSPECTED,11,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/15_21d_integrity_checks.csv,INSPECTED,10,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/16_18l_clob_recovery_integrity_checks.csv,INSPECTED,10,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/17_18k_hko_contract_event_integrity_checks.csv,INSPECTED,9,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/18_18m_market_only_integrity_checks.csv,INSPECTED,9,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/19_21d_pipeline_integrity_summary.csv,INSPECTED,7,5,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/20_18uB_integrity_checks.csv,INSPECTED,20,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/21_18yB_integrity_checks.csv,INSPECTED,19,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/22_18s_expanded_integrity_checks.csv,INSPECTED,16,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/23_18uA_integrity_checks.csv,INSPECTED,16,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/24_18yA_integrity_checks.csv,INSPECTED,14,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/25_18tB_integrity_checks.csv,INSPECTED,14,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/26_18wD_integrity_checks.csv,INSPECTED,13,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/27_18vC_integrity_checks.csv,INSPECTED,11,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/28_18vD_integrity_checks.csv,INSPECTED,11,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/29_18wC_integrity_checks.csv,INSPECTED,10,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/30_18tA_integrity_checks.csv,INSPECTED,10,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/31_18vA_integrity_checks.csv,INSPECTED,10,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/32_18sA_integrity_checks.csv,INSPECTED,9,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/33_18xA_integrity_checks.csv,INSPECTED,9,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/34_18vB2_integrity_checks.csv,INSPECTED,9,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/35_18xC_integrity_checks.csv,INSPECTED,8,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/36_18wA_integrity_checks.csv,INSPECTED,8,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/37_18vB1_integrity_checks.csv,INSPECTED,8,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/38_18wB_integrity_checks.csv,INSPECTED,8,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/39_18i_hko_empirical_integrity_checks.csv,INSPECTED,6,3,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/40_18xB_integrity_checks.csv,INSPECTED,6,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/41_18xD_integrity_checks.csv,INSPECTED,6,4,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/42_aifs_ens_historical_metadata_integrity.csv,INSPECTED,2,15,,,issue_valid_lead_verified;finite_values_verified,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/43_hong_kong_integrity_checks.csv,INSPECTED,2,5,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/44_21e_release_integrity_summary.csv,INSPECTED,10,6,,,,,0,,,0,0,0,
integrity_checks,data/interim/notebook02_sources/integrity_checks/45_21e_release_integrity_checks.csv,INSPECTED,10,3,,,,,0,,,0,0,0,
issues,data/interim/notebook02_sources/issues/01_19a_hko_ecmwf_forecast_issues.csv,INSPECTED,57,10,event_date,decision_rule,issue_type;run_init_utc;selected_run_init_utc,decision_rule;decision_cutoff_utc,16,2026-03-16,2026-04-02,16,0,0,12h_prior;24h_prior;6h_prior;event_day_open
issues,data/interim/notebook02_sources/issues/02_18l_clob_recovery_issues.csv,INSPECTED,291,8,event_date,decision_rule,issue_type,decision_rule;decision_cutoff_utc,13,2026-03-16,2026-05-21,13,0,0,12h_prior;24h_prior;6h_prior;event_day_open
issues,data/interim/notebook02_sources/issues/03_19c_issues.csv,INSPECTED,9,10,event_date,decision_rule,issue_type,decision_rule,4,2026-04-14,2026-04-18,4,0,0,12h_prior;24h_prior;6h_prior;event_day_open
issues,data/interim/notebook02_sources/issues/04_19b_common_support_issues.csv,INSPECTED,5,7,event_date,decision_rule,issue_type,decision_rule,4,2026-04-14,2026-04-18,4,0,0,12h_prior;24h_prior;6h_prior
issues,data/interim/notebook02_sources/issues/05_18q_june_2026_weather_issues.csv,INSPECTED,2,7,event_date,decision_rule,issue_level;issue_code;selected_run_initialisation_utc,decision_rule,1,2026-06-24,2026-06-24,0,1,0,6h_prior
issues,data/interim/notebook02_sources/issues/06_18o_june_2026_outcome_issues.csv,INSPECTED,1,6,,,issue_level;issue_code,,0,,,0,0,0,
issues,data/interim/notebook02_sources/issues/07_20a_issues.csv,INSPECTED,11,5,,,issue_type,,0,,,0,0,0,
request_plan,data/interim/notebook02_sources/request_plan/01_19a_hko_ecmwf_single_run_request_plan.csv,INSPECTED,292,8,event_date,decision_rule,selected_run_init_utc;selected_run_available_utc_assumed;selected_run_before_cutoff,decision_rule;decision_cutoff_utc;selected_run_before_cutoff,73,2026-03-16,2026-05-31,73,0,0,12h_prior;24h_prior;6h_prior;event_day_open
request_plan,data/interim/notebook02_sources/request_plan/02_18q_june_2026_weather_request_plan.csv,INSPECTED,120,16,event_date,decision_rule,selected_run_initialisation_utc;selected_run_available_utc;selected_run_key;selected_run_parameter,decision_rule;decision_cutoff_utc;decision_rule_order;decision_cutoff_hkt;run_admissible_at_cutoff,30,2026-06-01,2026-06-30,0,30,0,12h_prior;24h_prior;6h_prior;event_day_open
