mixing_lambda,settlement_dates,date_rule_rows,mean_date_log_score,standard_error_date_log_score,mean_date_brier_score,standard_error_date_brier_score,zero_realised_probability_rows,minimum_event_probability,maximum_event_probability,strict_log_score_winner,within_one_standard_error,selected_lambda
0.84,38,152,2.14152071619277,0.03759135857186983,0.8541279676080314,0.009746352159344482,0,0.07636363636363636,0.22666666666666668,False,False,False
0.85,38,152,2.154395144761713,0.03585676649568662,0.8572262698757914,0.009158869978768481,0,0.07727272727272727,0.2181818181818182,False,False,False
0.86,38,152,2.1675782608703273,0.03407113549615434,0.8603694896868742,0.008568554491256422,0,0.07818181818181819,0.20969696969696972,False,False,False
0.87,38,152,2.181086281202696,0.03223050622282089,0.8635576270412791,0.007975393474973497,0,0.07909090909090909,0.20121212121212123,False,False,False
0.88,38,152,2.1949369466524065,0.03033044105191114,0.8667906819390074,0.0073793748223243225,0,0.08,0.19272727272727275,False,False,False
0.89,38,152,2.2091497379033034,0.028365940659281445,0.870068654380058,0.006780486539003252,0,0.08090909090909092,0.18424242424242426,False,False,False
0.9,38,152,2.2237461337198647,0.02633134130037387,0.8733915443644312,0.006178716743047218,0,0.08181818181818182,0.17575757575757572,False,False,False
0.91,38,152,2.2387499231309547,0.024220187136680085,0.8767593518921268,0.005574053663891275,0,0.08272727272727273,0.16727272727272724,False,False,False
0.92,38,152,2.254187586412157,0.0220250699050253,0.8801720769631455,0.004966485641427039,0,0.08363636363636363,0.15878787878787876,False,False,False
0.93,38,152,2.2700887650219204,0.019737425293602524,0.8836297195774868,0.004356001125064132,0,0.08454545454545455,0.15030303030303027,False,False,False
0.94,38,152,2.2864868481844756,0.017347271107027024,0.8871322797351506,0.003742588672794801,0,0.08545454545454545,0.14181818181818187,False,False,False
0.95,38,152,2.3034197148463074,0.014842865931229958,0.8906797574361369,0.003126236950261933,0,0.08636363636363636,0.1333333333333334,False,False,False
0.96,38,152,2.320930686234461,0.012210257326834876,0.8942721526804464,0.0025069347298304584,0,0.08727272727272727,0.12484848484848488,False,False,False
0.97,38,152,2.339069769519454,0.009432673519033163,0.897909465468078,0.0018846708896624838,0,0.08818181818181818,0.11636363636363639,False,False,False
0.98,38,152,2.3578953128457805,0.006489688504632822,0.9015916957990323,0.0012594344127960396,0,0.0890909090909091,0.10787878787878791,False,False,False
0.99,38,152,2.3774762564562746,0.003356050950517302,0.9053188436733094,0.0006312143862278596,0,0.09,0.0993939393939394,False,False,False
1.0,38,152,2.39789527279837,1.460156327451732e-16,0.909090909090909,5.128356371184473e-18,0,0.09090909090909091,0.09090909090909091,False,False,False
