chronology_block,forecast_variant,forecast_variant_display,target_date,date_crps,date_median_mae_c,date_median_bias_c,date_50_coverage,date_50_width_c,date_80_coverage,date_80_width_c,date_90_coverage,date_90_width_c,date_rule_rows
external_test,raw_deterministic,Raw deterministic,2026-06-18,1.6749999999999998,1.6749999999999998,-1.6749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-19,1.7000000000000002,1.7000000000000002,-1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-20,1.4000000000000004,1.4000000000000004,-1.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-21,2.700000000000002,2.700000000000002,-2.700000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-22,2.3499999999999996,2.3499999999999996,-2.3499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-23,1.5750000000000017,1.575000000000002,-1.575000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-24,1.4999999999999964,1.4999999999999964,-1.4999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,3
external_test,raw_deterministic,Raw deterministic,2026-06-25,1.1499999999999986,1.1499999999999986,-1.1499999999999986,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-26,1.1000000000000012,1.1000000000000014,-1.1000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-27,1.6499999999999995,1.6499999999999995,-1.6499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-28,0.8500000000000005,0.8500000000000005,-0.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-29,1.825000000000002,1.825000000000002,-1.825000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,raw_deterministic,Raw deterministic,2026-06-30,3.0000000000000013,3.0000000000000018,-3.0000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,4
external_test,selected_calibrated,Selected calibrated,2026-06-01,0.6431401515151501,1.0749999999999975,-1.0749999999999975,0.25,1.7500000000000036,1.0,3.6250000000000053,1.0,4.624999999999998,4
external_test,selected_calibrated,Selected calibrated,2026-06-02,0.41817171717171675,0.5,-0.5,1.0,1.7500000000000036,1.0,3.6250000000000044,1.0,4.624999999999994,4
external_test,selected_calibrated,Selected calibrated,2026-06-03,0.7437398989898965,1.2749999999999986,-1.2749999999999986,0.0,1.75,1.0,3.6250000000000018,1.0,4.624999999999998,4
external_test,selected_calibrated,Selected calibrated,2026-06-04,0.44528661616161547,0.5500000000000007,0.49999999999999645,0.75,1.75,1.0,3.625000000000009,1.0,4.624999999999998,4
external_test,selected_calibrated,Selected calibrated,2026-06-05,0.43629040404040403,0.4750000000000014,0.47499999999999787,0.75,1.75,1.0,3.6250000000000107,1.0,4.625000000000002,4
external_test,selected_calibrated,Selected calibrated,2026-06-06,1.2444659090909111,1.825000000000001,1.825000000000001,0.0,1.7500000000000027,0.75,3.6250000000000027,0.75,4.624999999999997,4
external_test,selected_calibrated,Selected calibrated,2026-06-07,1.5166881313131317,2.200000000000001,-2.200000000000001,0.0,1.75,0.25,3.625,0.75,4.624999999999999,4
external_test,selected_calibrated,Selected calibrated,2026-06-08,0.9743585858585844,1.5749999999999984,-1.5749999999999984,0.0,1.7500000000000018,0.5,3.6250000000000018,1.0,4.625,4
external_test,selected_calibrated,Selected calibrated,2026-06-09,0.924926767676769,1.2250000000000014,0.9750000000000014,0.5,1.75,0.75,3.625,0.75,4.625,4
external_test,selected_calibrated,Selected calibrated,2026-06-10,1.0097436868686862,1.4999999999999991,1.4999999999999991,0.0,1.7500000000000036,0.75,3.6250000000000036,1.0,4.624999999999998,4
external_test,selected_calibrated,Selected calibrated,2026-06-11,0.4879633838383841,0.6000000000000005,0.2999999999999998,0.75,1.75,1.0,3.625,1.0,4.624999999999999,4
external_test,selected_calibrated,Selected calibrated,2026-06-12,0.5320921717171712,0.8249999999999984,-0.8249999999999984,0.75,1.7500000000000018,1.0,3.6250000000000018,1.0,4.625,4
external_test,selected_calibrated,Selected calibrated,2026-06-13,0.3974646464646465,0.4499999999999993,0.4499999999999993,1.0,1.7500000000000027,1.0,3.6250000000000036,1.0,4.6249999999999964,4
external_test,selected_calibrated,Selected calibrated,2026-06-14,0.3752739898989901,0.2999999999999998,0.10000000000000053,0.75,1.75,1.0,3.625,1.0,4.624999999999999,4
external_test,selected_calibrated,Selected calibrated,2026-06-15,0.390520202020202,0.4500000000000002,-0.1499999999999977,1.0,1.7500000000000036,1.0,3.6250000000000036,1.0,4.624999999999997,4
external_test,selected_calibrated,Selected calibrated,2026-06-16,0.8505896464646457,1.2749999999999986,1.2749999999999986,0.0,1.7500000000000018,0.75,3.6250000000000018,1.0,4.625,4
external_test,selected_calibrated,Selected calibrated,2026-06-17,0.3484116161616163,0.2999999999999998,0.0500000000000016,1.0,1.7500000000000018,1.0,3.6250000000000018,1.0,4.625,4
external_test,selected_calibrated,Selected calibrated,2026-06-18,0.48509090909090863,0.625,0.025000000000000355,0.5,1.7500000000000018,1.0,3.6250000000000018,1.0,4.625,4
external_test,selected_calibrated,Selected calibrated,2026-06-19,0.312868686868687,0.04999999999999982,-8.881784197001252e-16,1.0,1.7500000000000044,1.0,3.6250000000000044,1.0,4.624999999999997,4
external_test,selected_calibrated,Selected calibrated,2026-06-20,0.35778661616161644,0.29999999999999893,0.29999999999999893,1.0,1.7500000000000036,1.0,3.6250000000000036,1.0,4.6249999999999964,4
external_test,selected_calibrated,Selected calibrated,2026-06-21,0.5881212121212125,1.0000000000000053,-1.0000000000000053,0.75,1.7500000000000027,1.0,3.6250000000000027,1.0,4.624999999999994,4
external_test,selected_calibrated,Selected calibrated,2026-06-22,0.45415656565656526,0.6499999999999986,-0.6499999999999986,1.0,1.7500000000000009,1.0,3.6250000000000018,1.0,4.625000000000002,4
external_test,selected_calibrated,Selected calibrated,2026-06-23,0.3214861111111109,0.12499999999999645,0.12499999999999645,1.0,1.7500000000000027,1.0,3.6250000000000027,1.0,4.624999999999999,4
external_test,selected_calibrated,Selected calibrated,2026-06-24,0.3363535353535361,0.20000000000000284,0.20000000000000284,1.0,1.75,1.0,3.625000000000002,1.0,4.625,3
external_test,selected_calibrated,Selected calibrated,2026-06-25,0.4589229797979809,0.5500000000000007,0.5500000000000007,0.5,1.7500000000000036,1.0,3.625000000000007,1.0,4.6249999999999964,4
external_test,selected_calibrated,Selected calibrated,2026-06-26,0.5158989898989896,0.5999999999999979,0.5999999999999979,0.75,1.7500000000000027,1.0,3.6250000000000027,1.0,4.624999999999999,4
external_test,selected_calibrated,Selected calibrated,2026-06-27,0.497527777777778,0.7000000000000002,0.04999999999999982,0.75,1.75,1.0,3.6250000000000027,1.0,4.624999999999999,4
external_test,selected_calibrated,Selected calibrated,2026-06-28,0.590267676767677,0.8500000000000005,0.8500000000000005,0.5,1.7500000000000044,1.0,3.6250000000000044,1.0,4.624999999999994,4
external_test,selected_calibrated,Selected calibrated,2026-06-29,0.3555770202020203,0.3249999999999993,-0.12500000000000178,1.0,1.7500000000000053,1.0,3.6250000000000053,1.0,4.624999999999998,4
external_test,selected_calibrated,Selected calibrated,2026-06-30,0.7578813131313142,1.3000000000000016,-1.3000000000000016,0.0,1.7500000000000018,1.0,3.625000000000006,1.0,4.624999999999994,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-01,0.6529464646464629,1.0749999999999975,-1.0749999999999975,0.25,1.3999999999999986,0.75,2.8999999999999995,1.0,3.6999999999999975,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-02,0.375547474747474,0.5,-0.5,0.75,1.4000000000000012,1.0,2.9000000000000012,1.0,3.6999999999999966,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-03,0.7773151515151491,1.2749999999999986,-1.2749999999999986,0.0,1.3999999999999986,0.75,2.8999999999999995,1.0,3.6999999999999993,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-04,0.40903232323232247,0.5500000000000007,0.49999999999999645,0.5,1.3999999999999986,1.0,2.900000000000004,1.0,3.700000000000001,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-05,0.39741616161616117,0.4750000000000014,0.47499999999999787,0.75,1.3999999999999986,1.0,2.9000000000000057,1.0,3.6999999999999993,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-06,1.3005474747474763,1.825000000000001,1.825000000000001,0.0,1.4000000000000004,0.5,2.9000000000000004,0.75,3.6999999999999984,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-07,1.6250171717171717,2.200000000000001,-2.200000000000001,0.0,1.3999999999999986,0.0,2.8999999999999986,0.25,3.6999999999999993,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-08,1.041002020202019,1.5749999999999984,-1.5749999999999984,0.0,1.4000000000000004,0.25,2.9000000000000004,0.5,3.7,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-09,0.9355474747474755,1.2250000000000014,0.9750000000000014,0.5,1.4000000000000004,0.75,2.9000000000000004,0.75,3.700000000000001,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-10,1.0452949494949484,1.4999999999999991,1.4999999999999991,0.0,1.3999999999999995,0.75,2.8999999999999995,0.75,3.6999999999999984,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-11,0.45516868686868706,0.6000000000000005,0.2999999999999998,0.75,1.4000000000000012,1.0,2.9000000000000012,1.0,3.7,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-12,0.5159515151515144,0.8249999999999984,-0.8249999999999984,0.5,1.4000000000000004,1.0,2.9000000000000004,1.0,3.7,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-13,0.3529212121212118,0.4499999999999993,0.4499999999999993,0.75,1.4000000000000012,1.0,2.9000000000000004,1.0,3.6999999999999993,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-14,0.3250424242424243,0.2999999999999998,0.10000000000000053,0.75,1.4000000000000021,1.0,2.900000000000002,1.0,3.6999999999999993,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-15,0.342820202020202,0.4500000000000002,-0.1499999999999977,1.0,1.4000000000000004,1.0,2.9000000000000004,1.0,3.6999999999999993,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-16,0.8695121212121206,1.2749999999999986,1.2749999999999986,0.0,1.3999999999999995,0.75,2.8999999999999995,0.75,3.7,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-17,0.2932747474747476,0.2999999999999998,0.0500000000000016,1.0,1.3999999999999995,1.0,2.8999999999999995,1.0,3.6999999999999993,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-18,0.4596383838383839,0.625,0.025000000000000355,0.5,1.4000000000000004,1.0,2.9000000000000004,1.0,3.7,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-19,0.25090101010101007,0.04999999999999982,-8.881784197001252e-16,1.0,1.4000000000000012,1.0,2.9000000000000012,1.0,3.6999999999999984,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-20,0.30471414141414144,0.29999999999999893,0.29999999999999893,1.0,1.3999999999999995,1.0,2.8999999999999995,1.0,3.6999999999999975,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-21,0.5839060606060618,1.0000000000000053,-1.0000000000000053,0.25,1.4000000000000004,1.0,2.9000000000000004,1.0,3.6999999999999966,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-22,0.41961313131313127,0.6499999999999986,-0.6499999999999986,0.75,1.3999999999999986,1.0,2.8999999999999986,1.0,3.700000000000001,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-23,0.2614818181818179,0.12499999999999645,0.12499999999999645,1.0,1.4000000000000004,1.0,2.9000000000000004,1.0,3.7,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-24,0.27945319865319923,0.20000000000000284,0.20000000000000284,1.0,1.3999999999999986,1.0,2.9,1.0,3.7000000000000006,3
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-25,0.42617878787878855,0.5500000000000007,0.5500000000000007,0.5,1.4000000000000021,1.0,2.900000000000002,1.0,3.6999999999999975,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-26,0.4827191919191911,0.5999999999999979,0.5999999999999979,0.75,1.3999999999999995,1.0,2.8999999999999995,1.0,3.6999999999999984,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-27,0.4766080808080809,0.7000000000000002,0.04999999999999982,0.5,1.3999999999999995,1.0,2.9000000000000004,1.0,3.7,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-28,0.574587878787879,0.8500000000000005,0.8500000000000005,0.5,1.3999999999999995,1.0,2.8999999999999995,1.0,3.6999999999999966,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-29,0.3014313131313131,0.3249999999999993,-0.12500000000000178,1.0,1.3999999999999995,1.0,2.8999999999999995,1.0,3.6999999999999975,4
external_test,selected_uncalibrated,Selected uncalibrated,2026-06-30,0.7957494949494961,1.3000000000000016,-1.3000000000000016,0.0,1.3999999999999995,0.75,2.9000000000000012,1.0,3.6999999999999966,4
holdout,raw_deterministic,Raw deterministic,2026-05-22,2.2499999999999996,2.249999999999999,-2.249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,raw_deterministic,Raw deterministic,2026-05-23,1.1500000000000004,1.1500000000000004,-1.1500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,raw_deterministic,Raw deterministic,2026-05-24,1.6749999999999998,1.6749999999999998,-1.6749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,raw_deterministic,Raw deterministic,2026-05-25,2.0999999999999996,2.0999999999999996,-2.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,raw_deterministic,Raw deterministic,2026-05-26,1.799999999999999,1.799999999999999,-1.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,raw_deterministic,Raw deterministic,2026-05-27,2.825000000000002,2.825000000000002,-2.825000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,raw_deterministic,Raw deterministic,2026-05-28,1.8999999999999986,1.8999999999999986,-1.8999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,raw_deterministic,Raw deterministic,2026-05-29,0.5999999999999996,0.5999999999999996,-0.34999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,raw_deterministic,Raw deterministic,2026-05-30,2.8500000000000014,2.8500000000000014,-2.8500000000000014,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,raw_deterministic,Raw deterministic,2026-05-31,1.8749999999999982,1.8749999999999982,-1.8749999999999982,0.0,0.0,0.0,0.0,0.0,0.0,4
holdout,selected_calibrated,Selected calibrated,2026-05-22,0.40927020202020203,0.5499999999999998,-0.5499999999999998,1.0,1.75,1.0,3.625000000000006,1.0,4.624999999999996,4
holdout,selected_calibrated,Selected calibrated,2026-05-23,0.46621464646464605,0.5499999999999989,0.5499999999999989,0.75,1.7500000000000018,1.0,3.6250000000000044,1.0,4.624999999999995,4
holdout,selected_calibrated,Selected calibrated,2026-05-24,0.3266628787878789,0.1750000000000007,0.025000000000000355,1.0,1.7500000000000053,1.0,3.6250000000000053,1.0,4.624999999999995,4
holdout,selected_calibrated,Selected calibrated,2026-05-25,0.37296969696969706,0.40000000000000036,-0.40000000000000036,1.0,1.7500000000000036,1.0,3.6250000000000036,1.0,4.624999999999998,4
holdout,selected_calibrated,Selected calibrated,2026-05-26,0.319181818181818,0.09999999999999964,-0.09999999999999964,1.0,1.7500000000000018,1.0,3.6250000000000018,1.0,4.624999999999998,4
holdout,selected_calibrated,Selected calibrated,2026-05-27,0.6532727272727287,1.1250000000000036,-1.1250000000000036,0.25,1.75,1.0,3.625000000000001,1.0,4.624999999999999,4
holdout,selected_calibrated,Selected calibrated,2026-05-28,0.3426666666666666,0.2500000000000018,-0.20000000000000107,1.0,1.7500000000000018,1.0,3.6250000000000027,1.0,4.624999999999996,4
holdout,selected_calibrated,Selected calibrated,2026-05-29,0.9086704545454546,1.3500000000000014,1.3500000000000014,0.25,1.7499999999999982,0.75,3.6250000000000107,1.0,4.6249999999999964,4
holdout,selected_calibrated,Selected calibrated,2026-05-30,0.7010946969696982,1.1500000000000021,-1.1500000000000021,0.25,1.7500000000000018,0.75,3.6250000000000036,1.0,4.6249999999999964,4
holdout,selected_calibrated,Selected calibrated,2026-05-31,0.48925757575757534,0.6749999999999989,-0.17499999999999893,0.75,1.7500000000000018,1.0,3.6250000000000027,1.0,4.624999999999998,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-22,0.3647393939393933,0.5499999999999998,-0.5499999999999998,1.0,1.3999999999999986,1.0,2.9000000000000012,1.0,3.6999999999999966,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-23,0.4322141414141411,0.5499999999999989,0.5499999999999989,0.75,1.4000000000000012,1.0,2.900000000000002,1.0,3.6999999999999975,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-24,0.26703737373737396,0.1750000000000007,0.025000000000000355,1.0,1.4000000000000012,1.0,2.9000000000000012,1.0,3.6999999999999975,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-25,0.3206989898989898,0.40000000000000036,-0.40000000000000036,1.0,1.4000000000000004,1.0,2.9000000000000004,1.0,3.6999999999999993,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-26,0.2579717171717172,0.09999999999999964,-0.09999999999999964,1.0,1.4000000000000004,1.0,2.9000000000000004,1.0,3.700000000000001,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-27,0.6664818181818198,1.1250000000000036,-1.1250000000000036,0.0,1.3999999999999986,1.0,2.8999999999999995,1.0,3.700000000000002,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-28,0.2858000000000002,0.2500000000000018,-0.20000000000000107,1.0,1.4000000000000004,1.0,2.9000000000000004,1.0,3.6999999999999984,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-29,0.9320121212121216,1.3500000000000014,1.3500000000000014,0.25,1.3999999999999986,0.75,2.900000000000004,0.75,3.6999999999999975,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-30,0.7178707070707081,1.1500000000000021,-1.1500000000000021,0.25,1.3999999999999995,0.75,2.9000000000000004,0.75,3.6999999999999993,4
holdout,selected_uncalibrated,Selected uncalibrated,2026-05-31,0.45938585858585823,0.6749999999999989,-0.17499999999999893,0.5,1.4000000000000012,1.0,2.9000000000000012,1.0,3.6999999999999984,4
