transition,split,metric,dates,point_estimate,bootstrap_method,block_length_days,bootstrap_lower_95,bootstrap_upper_95,bootstrap_replications,seed
24h_to_12h,development,realised_probability_change_market,50,0.019756713736110272,circular_moving_block,7.0,0.006564656136537771,0.03358151053043061,10000,20561104
24h_to_12h,development,realised_probability_change_matern,50,0.0039133136810028,circular_moving_block,7.0,-0.010368656685380418,0.019191121792760724,10000,20561104
24h_to_12h,development,market_movement_towards_updated_matern,50,-0.005574259932137412,circular_moving_block,7.0,-0.025053467083200172,0.01251226922659905,10000,20561104
24h_to_12h,june_external,market_update_total_variation,27,0.09083272663872152,ordinary_date,,0.07746481892021712,0.10476186053756678,10000,20561804
24h_to_12h,june_external,matern_update_total_variation,27,0.14592104623571528,ordinary_date,,0.09979171314386678,0.19593975767139307,10000,20561804
24h_to_12h,june_external,update_cosine_similarity,27,0.14656639106602198,ordinary_date,,-0.027974688212748334,0.3162483478552344,10000,20561804
24h_to_12h,june_external,event_sign_alignment_fraction,27,0.5521885521885521,ordinary_date,,0.47474747474747475,0.6195286195286196,10000,20561804
24h_to_12h,june_external,realised_probability_change_market,27,0.0081050106019726,ordinary_date,,-0.01105332299571534,0.02802581309409649,10000,20561804
24h_to_12h,june_external,realised_probability_change_matern,27,0.01593792548422436,ordinary_date,,-0.008253478623509418,0.03799968965489013,10000,20561804
24h_to_12h,june_external,market_movement_towards_updated_matern,27,-0.016245080064166164,ordinary_date,,-0.03228228687771885,-0.0015186638767352072,10000,20561804
24h_to_12h,june_external,market_update_total_variation,27,0.09083272663872152,circular_moving_block,3.0,0.07890291171387674,0.10251790330873237,10000,20561904
24h_to_12h,june_external,matern_update_total_variation,27,0.14592104623571528,circular_moving_block,3.0,0.09947121931289644,0.19455911327992723,10000,20561904
24h_to_12h,june_external,update_cosine_similarity,27,0.14656639106602198,circular_moving_block,3.0,-0.0060447122393988886,0.2952393506909516,10000,20561904
24h_to_12h,june_external,event_sign_alignment_fraction,27,0.5521885521885521,circular_moving_block,3.0,0.49158249158249157,0.6094276094276094,10000,20561904
24h_to_12h,june_external,realised_probability_change_market,27,0.0081050106019726,circular_moving_block,3.0,-0.00800615042992449,0.026070425393094884,10000,20561904
24h_to_12h,june_external,realised_probability_change_matern,27,0.01593792548422436,circular_moving_block,3.0,-0.0037394793364165305,0.03401099675098948,10000,20561904
24h_to_12h,june_external,market_movement_towards_updated_matern,27,-0.016245080064166164,circular_moving_block,3.0,-0.03596096429929789,0.0039928461984384865,10000,20561904
24h_to_12h,june_external,market_update_total_variation,27,0.09083272663872152,circular_moving_block,5.0,0.08044400863561324,0.10129574025715175,10000,20562004
24h_to_12h,june_external,matern_update_total_variation,27,0.14592104623571528,circular_moving_block,5.0,0.10058302630233189,0.18996660488280648,10000,20562004
24h_to_12h,june_external,update_cosine_similarity,27,0.14656639106602198,circular_moving_block,5.0,0.01283342228146277,0.28413746914659443,10000,20562004
24h_to_12h,june_external,event_sign_alignment_fraction,27,0.5521885521885521,circular_moving_block,5.0,0.4949494949494949,0.6060606060606061,10000,20562004
24h_to_12h,june_external,realised_probability_change_market,27,0.0081050106019726,circular_moving_block,5.0,-0.008070665850243715,0.02529481557884119,10000,20562004
24h_to_12h,june_external,realised_probability_change_matern,27,0.01593792548422436,circular_moving_block,5.0,-0.00021821938218075703,0.03096306702456312,10000,20562004
24h_to_12h,june_external,market_movement_towards_updated_matern,27,-0.016245080064166164,circular_moving_block,5.0,-0.03689589434877551,0.0050740018850424905,10000,20562004
24h_to_12h,june_external,market_update_total_variation,27,0.09083272663872152,circular_moving_block,7.0,0.08313045731678545,0.09956865205830383,10000,20562104
24h_to_12h,june_external,matern_update_total_variation,27,0.14592104623571528,circular_moving_block,7.0,0.10695126420193533,0.18545508471281266,10000,20562104
24h_to_12h,june_external,update_cosine_similarity,27,0.14656639106602198,circular_moving_block,7.0,0.013928462527757608,0.2757749467313069,10000,20562104
24h_to_12h,june_external,event_sign_alignment_fraction,27,0.5521885521885521,circular_moving_block,7.0,0.4949494949494949,0.6026936026936027,10000,20562104
24h_to_12h,june_external,realised_probability_change_market,27,0.0081050106019726,circular_moving_block,7.0,-0.005774621855600743,0.0222100170323789,10000,20562104
24h_to_12h,june_external,realised_probability_change_matern,27,0.01593792548422436,circular_moving_block,7.0,0.0025846020090111166,0.027798559280731352,10000,20562104
24h_to_12h,june_external,market_movement_towards_updated_matern,27,-0.016245080064166164,circular_moving_block,7.0,-0.03555321687405594,0.004662730030423983,10000,20562104
24h_to_12h,all_exact_support,market_update_total_variation,77,0.09481779998141503,ordinary_date,,0.08581317759854093,0.10464277655405266,10000,20562804
24h_to_12h,all_exact_support,matern_update_total_variation,77,0.1297704155857858,ordinary_date,,0.10629505682201998,0.15455001538336127,10000,20562804
24h_to_12h,all_exact_support,update_cosine_similarity,77,0.16268683582062954,ordinary_date,,0.05686193289035408,0.2647835645580326,10000,20562804
24h_to_12h,all_exact_support,event_sign_alignment_fraction,77,0.5419126328217237,ordinary_date,,0.49704840613931517,0.5867768595041322,10000,20562804
24h_to_12h,all_exact_support,realised_probability_change_market,77,0.0156710515981659,ordinary_date,,0.00449844600973661,0.027066843310486834,10000,20562804
24h_to_12h,all_exact_support,realised_probability_change_matern,77,0.008129736001612958,ordinary_date,,-0.004898154486391821,0.021468990978641883,10000,20562804
24h_to_12h,all_exact_support,market_movement_towards_updated_matern,77,-0.009315976082329314,ordinary_date,,-0.020681312676010706,0.0017282373664997252,10000,20562804
24h_to_12h,all_exact_support,market_update_total_variation,77,0.09481779998141503,circular_moving_block,3.0,0.08616336320500387,0.10400156449394146,10000,20562904
24h_to_12h,all_exact_support,matern_update_total_variation,77,0.1297704155857858,circular_moving_block,3.0,0.10357401720754889,0.1565030822085517,10000,20562904
24h_to_12h,all_exact_support,update_cosine_similarity,77,0.16268683582062954,circular_moving_block,3.0,0.0566895711700752,0.26971527424286057,10000,20562904
24h_to_12h,all_exact_support,event_sign_alignment_fraction,77,0.5419126328217237,circular_moving_block,3.0,0.49704840613931517,0.5891381345926798,10000,20562904
24h_to_12h,all_exact_support,realised_probability_change_market,77,0.0156710515981659,circular_moving_block,3.0,0.0046091074086966515,0.027386182752908588,10000,20562904
24h_to_12h,all_exact_support,realised_probability_change_matern,77,0.008129736001612958,circular_moving_block,3.0,-0.0037234154942306476,0.019695023742637076,10000,20562904
24h_to_12h,all_exact_support,market_movement_towards_updated_matern,77,-0.009315976082329314,circular_moving_block,3.0,-0.023203907769987455,0.004602473655348125,10000,20562904
24h_to_12h,all_exact_support,market_update_total_variation,77,0.09481779998141503,circular_moving_block,5.0,0.08555396120516351,0.10441731396786755,10000,20563004
24h_to_12h,all_exact_support,matern_update_total_variation,77,0.1297704155857858,circular_moving_block,5.0,0.10354524921667276,0.1564692609006252,10000,20563004
24h_to_12h,all_exact_support,update_cosine_similarity,77,0.16268683582062954,circular_moving_block,5.0,0.061031621103615236,0.26958518825620703,10000,20563004
24h_to_12h,all_exact_support,event_sign_alignment_fraction,77,0.5419126328217237,circular_moving_block,5.0,0.4958677685950412,0.5903187721369538,10000,20563004
24h_to_12h,all_exact_support,realised_probability_change_market,77,0.0156710515981659,circular_moving_block,5.0,0.004513970337164603,0.027261359591893543,10000,20563004
24h_to_12h,all_exact_support,realised_probability_change_matern,77,0.008129736001612958,circular_moving_block,5.0,-0.002974439166851853,0.019443008299389254,10000,20563004
24h_to_12h,all_exact_support,market_movement_towards_updated_matern,77,-0.009315976082329314,circular_moving_block,5.0,-0.023949277315136117,0.005186236548361245,10000,20563004
24h_to_12h,all_exact_support,market_update_total_variation,77,0.09481779998141503,circular_moving_block,7.0,0.08636366185822457,0.10383975516726011,10000,20563104
24h_to_12h,all_exact_support,matern_update_total_variation,77,0.1297704155857858,circular_moving_block,7.0,0.10512319976153318,0.15590506779626095,10000,20563104
24h_to_12h,all_exact_support,update_cosine_similarity,77,0.16268683582062954,circular_moving_block,7.0,0.06525208057611773,0.2654611177616718,10000,20563104
24h_to_12h,all_exact_support,event_sign_alignment_fraction,77,0.5419126328217237,circular_moving_block,7.0,0.4958677685950411,0.58913813459268,10000,20563104
24h_to_12h,all_exact_support,realised_probability_change_market,77,0.0156710515981659,circular_moving_block,7.0,0.005376461092151702,0.026327207296435243,10000,20563104
24h_to_12h,all_exact_support,realised_probability_change_matern,77,0.008129736001612958,circular_moving_block,7.0,-0.0029038030711757003,0.019407152817391627,10000,20563104
24h_to_12h,all_exact_support,market_movement_towards_updated_matern,77,-0.009315976082329314,circular_moving_block,7.0,-0.02390418333127511,0.00519513321774877,10000,20563104
12h_to_6h,development,market_update_total_variation,57,0.14870514970311058,ordinary_date,,0.12878611224925138,0.16926109781719223,10000,20563804
12h_to_6h,development,matern_update_total_variation,57,0.10553690050831743,ordinary_date,,0.08222963931339386,0.13165916111215323,10000,20563804
12h_to_6h,development,update_cosine_similarity,57,-0.04795920561777957,ordinary_date,,-0.1909027995160355,0.09672252345964917,10000,20563804
12h_to_6h,development,event_sign_alignment_fraction,57,0.5311004784688995,ordinary_date,,0.4736443381180225,0.5885167464114833,10000,20563804
12h_to_6h,development,realised_probability_change_market,57,0.023903998989599398,ordinary_date,,-0.0027380004477787637,0.052102227119295,10000,20563804
12h_to_6h,development,realised_probability_change_matern,57,0.008815243669950757,ordinary_date,,-0.004898195206153391,0.022950432594312724,10000,20563804
12h_to_6h,development,market_movement_towards_updated_matern,57,-0.054241821889450544,ordinary_date,,-0.07432284486416312,-0.03418362266056126,10000,20563804
12h_to_6h,development,market_update_total_variation,57,0.14870514970311058,circular_moving_block,3.0,0.1294269132388706,0.16770424682483268,10000,20563904
12h_to_6h,development,matern_update_total_variation,57,0.10553690050831743,circular_moving_block,3.0,0.08034497398310073,0.13297306127713712,10000,20563904
12h_to_6h,development,update_cosine_similarity,57,-0.04795920561777957,circular_moving_block,3.0,-0.18795913067695094,0.09540528587405334,10000,20563904
12h_to_6h,development,event_sign_alignment_fraction,57,0.5311004784688995,circular_moving_block,3.0,0.45933014354066987,0.6044657097288677,10000,20563904
12h_to_6h,development,realised_probability_change_market,57,0.023903998989599398,circular_moving_block,3.0,-0.003224898831946243,0.05126538190440597,10000,20563904
12h_to_6h,development,realised_probability_change_matern,57,0.008815243669950757,circular_moving_block,3.0,-0.0038720064617578497,0.021677292077761763,10000,20563904
12h_to_6h,development,market_movement_towards_updated_matern,57,-0.054241821889450544,circular_moving_block,3.0,-0.07257954748817246,-0.03564781330592352,10000,20563904
12h_to_6h,development,market_update_total_variation,57,0.14870514970311058,circular_moving_block,5.0,0.13065484671849653,0.16741795041268914,10000,20564004
12h_to_6h,development,matern_update_total_variation,57,0.10553690050831743,circular_moving_block,5.0,0.08061651084494931,0.13093099695674015,10000,20564004
12h_to_6h,development,update_cosine_similarity,57,-0.04795920561777957,circular_moving_block,5.0,-0.18724192838141143,0.09484300063613356,10000,20564004
12h_to_6h,development,event_sign_alignment_fraction,57,0.5311004784688995,circular_moving_block,5.0,0.4497607655502393,0.6124800637958528,10000,20564004
12h_to_6h,development,realised_probability_change_market,57,0.023903998989599398,circular_moving_block,5.0,-0.00452307921340643,0.050699153671035994,10000,20564004
12h_to_6h,development,realised_probability_change_matern,57,0.008815243669950757,circular_moving_block,5.0,-0.0032192804940062436,0.020680776865773205,10000,20564004
12h_to_6h,development,market_movement_towards_updated_matern,57,-0.054241821889450544,circular_moving_block,5.0,-0.07097972382070701,-0.03675372772089995,10000,20564004
12h_to_6h,development,market_update_total_variation,57,0.14870514970311058,circular_moving_block,7.0,0.13144586813266054,0.16676937394553012,10000,20564104
12h_to_6h,development,matern_update_total_variation,57,0.10553690050831743,circular_moving_block,7.0,0.08090390363761096,0.1308229220197482,10000,20564104
12h_to_6h,development,update_cosine_similarity,57,-0.04795920561777957,circular_moving_block,7.0,-0.19235980361922914,0.09642762084894078,10000,20564104
12h_to_6h,development,event_sign_alignment_fraction,57,0.5311004784688995,circular_moving_block,7.0,0.4465709728867624,0.6172248803827751,10000,20564104
12h_to_6h,development,realised_probability_change_market,57,0.023903998989599398,circular_moving_block,7.0,-0.005931829205435194,0.05106007873351071,10000,20564104
12h_to_6h,development,realised_probability_change_matern,57,0.008815243669950757,circular_moving_block,7.0,-0.0030049117785905825,0.02033698037891041,10000,20564104
12h_to_6h,development,market_movement_towards_updated_matern,57,-0.054241821889450544,circular_moving_block,7.0,-0.06861169975454395,-0.03893206348338777,10000,20564104
12h_to_6h,june_external,market_update_total_variation,27,0.11779263641542474,ordinary_date,,0.09750663173535869,0.13819888853680684,10000,20564804
12h_to_6h,june_external,matern_update_total_variation,27,0.12057752744773388,ordinary_date,,0.08851433060012512,0.15387361481747305,10000,20564804
12h_to_6h,june_external,update_cosine_similarity,27,0.0647230959709749,ordinary_date,,-0.1442213574429437,0.2706660413643307,10000,20564804
12h_to_6h,june_external,event_sign_alignment_fraction,27,0.5925925925925926,ordinary_date,,0.5218855218855218,0.6632996632996632,10000,20564804
12h_to_6h,june_external,realised_probability_change_market,27,0.0345041983731717,ordinary_date,,0.00907908064367505,0.05990457330204667,10000,20564804
12h_to_6h,june_external,realised_probability_change_matern,27,-0.0005946490056650585,ordinary_date,,-0.017560049961187686,0.0187897000511825,10000,20564804
12h_to_6h,june_external,market_movement_towards_updated_matern,27,-0.014861216745967512,ordinary_date,,-0.03852855519613352,0.008791819147940253,10000,20564804
12h_to_6h,june_external,market_update_total_variation,27,0.11779263641542474,circular_moving_block,3.0,0.09674256780525184,0.14046952939209123,10000,20564904
12h_to_6h,june_external,matern_update_total_variation,27,0.12057752744773388,circular_moving_block,3.0,0.09525134230069426,0.15073960420707652,10000,20564904
12h_to_6h,june_external,update_cosine_similarity,27,0.0647230959709749,circular_moving_block,3.0,-0.09675729024595524,0.21217221872568767,10000,20564904
12h_to_6h,june_external,event_sign_alignment_fraction,27,0.5925925925925926,circular_moving_block,3.0,0.5387205387205387,0.6397306397306397,10000,20564904
12h_to_6h,june_external,realised_probability_change_market,27,0.0345041983731717,circular_moving_block,3.0,0.006903665380726374,0.06890574107258508,10000,20564904
12h_to_6h,june_external,realised_probability_change_matern,27,-0.0005946490056650585,circular_moving_block,3.0,-0.016947073838068896,0.01649653483655902,10000,20564904
12h_to_6h,june_external,market_movement_towards_updated_matern,27,-0.014861216745967512,circular_moving_block,3.0,-0.03805119568622667,0.009456057261795556,10000,20564904
12h_to_6h,june_external,market_update_total_variation,27,0.11779263641542474,circular_moving_block,5.0,0.10218644353447473,0.1344611132285467,10000,20565004
12h_to_6h,june_external,matern_update_total_variation,27,0.12057752744773388,circular_moving_block,5.0,0.09784946648482974,0.14684684674121404,10000,20565004
12h_to_6h,june_external,update_cosine_similarity,27,0.0647230959709749,circular_moving_block,5.0,-0.07100960473864984,0.1843010264323941,10000,20565004
12h_to_6h,june_external,event_sign_alignment_fraction,27,0.5925925925925926,circular_moving_block,5.0,0.5454545454545455,0.6363636363636365,10000,20565004
12h_to_6h,june_external,realised_probability_change_market,27,0.0345041983731717,circular_moving_block,5.0,0.006556067898334422,0.06952404388076881,10000,20565004
12h_to_6h,june_external,realised_probability_change_matern,27,-0.0005946490056650585,circular_moving_block,5.0,-0.014895233355601752,0.01379204794974404,10000,20565004
12h_to_6h,june_external,market_movement_towards_updated_matern,27,-0.014861216745967512,circular_moving_block,5.0,-0.03579675027172364,0.0064932498633575265,10000,20565004
12h_to_6h,june_external,market_update_total_variation,27,0.11779263641542474,circular_moving_block,7.0,0.10493191701501421,0.13008921760406061,10000,20565104
12h_to_6h,june_external,matern_update_total_variation,27,0.12057752744773388,circular_moving_block,7.0,0.09992966061373666,0.1421901178455989,10000,20565104
12h_to_6h,june_external,update_cosine_similarity,27,0.0647230959709749,circular_moving_block,7.0,-0.039890622332144805,0.17039350272885972,10000,20565104
12h_to_6h,june_external,event_sign_alignment_fraction,27,0.5925925925925926,circular_moving_block,7.0,0.5488215488215488,0.6363636363636365,10000,20565104
12h_to_6h,june_external,realised_probability_change_market,27,0.0345041983731717,circular_moving_block,7.0,0.006405336084588138,0.07194191159439836,10000,20565104
12h_to_6h,june_external,realised_probability_change_matern,27,-0.0005946490056650585,circular_moving_block,7.0,-0.01350828386778038,0.013175018344964328,10000,20565104
12h_to_6h,june_external,market_movement_towards_updated_matern,27,-0.014861216745967512,circular_moving_block,7.0,-0.03349091325920925,0.00198539176042445,10000,20565104
12h_to_6h,all_exact_support,market_update_total_variation,84,0.13876898471778296,ordinary_date,,0.1231724377794931,0.15466042240125366,10000,20565804
12h_to_6h,all_exact_support,matern_update_total_variation,84,0.11037138773884413,ordinary_date,,0.09122149959168649,0.13128683065105257,10000,20565804
12h_to_6h,all_exact_support,update_cosine_similarity,84,-0.011739894392822778,ordinary_date,,-0.1262937471446827,0.1031418742742711,10000,20565804
12h_to_6h,all_exact_support,event_sign_alignment_fraction,84,0.5508658008658008,ordinary_date,,0.5054112554112555,0.5963203463203464,10000,20565804
12h_to_6h,all_exact_support,realised_probability_change_market,84,0.027311205934319068,ordinary_date,,0.007305926973088879,0.048612363498854,10000,20565804
12h_to_6h,all_exact_support,realised_probability_change_matern,84,0.0057906353099313876,ordinary_date,,-0.005240690996656501,0.01680499676434583,10000,20565804
12h_to_6h,all_exact_support,market_movement_towards_updated_matern,84,-0.04158377023618814,ordinary_date,,-0.058099025637391985,-0.025174174435782317,10000,20565804
12h_to_6h,all_exact_support,market_update_total_variation,84,0.13876898471778296,circular_moving_block,3.0,0.12291705281197082,0.15509063920722943,10000,20565904
12h_to_6h,all_exact_support,matern_update_total_variation,84,0.11037138773884413,circular_moving_block,3.0,0.09116563454774836,0.13129067252157978,10000,20565904
12h_to_6h,all_exact_support,update_cosine_similarity,84,-0.011739894392822778,circular_moving_block,3.0,-0.12228361174773927,0.09959960424159002,10000,20565904
12h_to_6h,all_exact_support,event_sign_alignment_fraction,84,0.5508658008658008,circular_moving_block,3.0,0.49783549783549785,0.6028138528138528,10000,20565904
12h_to_6h,all_exact_support,realised_probability_change_market,84,0.027311205934319068,circular_moving_block,3.0,0.007093396306766307,0.04817259593139742,10000,20565904
12h_to_6h,all_exact_support,realised_probability_change_matern,84,0.0057906353099313876,circular_moving_block,3.0,-0.00406526483395818,0.01580060678561936,10000,20565904
12h_to_6h,all_exact_support,market_movement_towards_updated_matern,84,-0.04158377023618814,circular_moving_block,3.0,-0.05780018343907714,-0.025103406199232195,10000,20565904
12h_to_6h,all_exact_support,market_update_total_variation,84,0.13876898471778296,circular_moving_block,5.0,0.12324561460858093,0.15472225833323286,10000,20566004
12h_to_6h,all_exact_support,matern_update_total_variation,84,0.11037138773884413,circular_moving_block,5.0,0.09116707480609534,0.13007940891443914,10000,20566004
12h_to_6h,all_exact_support,update_cosine_similarity,84,-0.011739894392822778,circular_moving_block,5.0,-0.1179019949816111,0.09310934167214434,10000,20566004
12h_to_6h,all_exact_support,event_sign_alignment_fraction,84,0.5508658008658008,circular_moving_block,5.0,0.49134199134199136,0.607142857142857,10000,20566004
12h_to_6h,all_exact_support,realised_probability_change_market,84,0.027311205934319068,circular_moving_block,5.0,0.005862014821877973,0.04769432999840979,10000,20566004
12h_to_6h,all_exact_support,realised_probability_change_matern,84,0.0057906353099313876,circular_moving_block,5.0,-0.003887873907502667,0.01520092340368595,10000,20566004
12h_to_6h,all_exact_support,market_movement_towards_updated_matern,84,-0.04158377023618814,circular_moving_block,5.0,-0.0584041949221016,-0.024637672377470773,10000,20566004
12h_to_6h,all_exact_support,market_update_total_variation,84,0.13876898471778296,circular_moving_block,7.0,0.12298917781429852,0.1557950061350906,10000,20566104
12h_to_6h,all_exact_support,matern_update_total_variation,84,0.11037138773884413,circular_moving_block,7.0,0.09187743664653165,0.12938595275218162,10000,20566104
12h_to_6h,all_exact_support,update_cosine_similarity,84,-0.011739894392822778,circular_moving_block,7.0,-0.10719825144945003,0.08513024341398787,10000,20566104
12h_to_6h,all_exact_support,event_sign_alignment_fraction,84,0.5508658008658008,circular_moving_block,7.0,0.4880952380952386,0.6093073593073591,10000,20566104
12h_to_6h,all_exact_support,realised_probability_change_market,84,0.027311205934319068,circular_moving_block,7.0,0.00487357432477204,0.04917948767883086,10000,20566104
12h_to_6h,all_exact_support,realised_probability_change_matern,84,0.0057906353099313876,circular_moving_block,7.0,-0.003769280001886259,0.015103591621814036,10000,20566104
12h_to_6h,all_exact_support,market_movement_towards_updated_matern,84,-0.04158377023618814,circular_moving_block,7.0,-0.057975867568959616,-0.024458460499378377,10000,20566104
6h_to_open,development,market_update_total_variation,56,0.1112567835512818,ordinary_date,,0.0927511537764943,0.13253571168274855,10000,20566804
6h_to_open,development,matern_update_total_variation,56,0.12297530476679673,ordinary_date,,0.1014214901787304,0.1459902306417126,10000,20566804
6h_to_open,development,update_cosine_similarity,56,0.012164909271714217,ordinary_date,,-0.12420730949898964,0.1449726673791545,10000,20566804
6h_to_open,development,event_sign_alignment_fraction,56,0.5649350649350648,ordinary_date,,0.5081168831168831,0.6217532467532465,10000,20566804
6h_to_open,development,realised_probability_change_market,56,0.02251128926691472,ordinary_date,,0.005915084246699754,0.03861500041354028,10000,20566804
6h_to_open,development,realised_probability_change_matern,56,0.018543250875128505,ordinary_date,,0.0035781692881771965,0.03185856398495559,10000,20566804
6h_to_open,development,market_movement_towards_updated_matern,56,-0.03522506992213771,ordinary_date,,-0.055229467340083965,-0.0169317906809188,10000,20566804
6h_to_open,development,market_update_total_variation,56,0.1112567835512818,circular_moving_block,3.0,0.09124110210791196,0.13151507262306555,10000,20566904
6h_to_open,development,matern_update_total_variation,56,0.12297530476679673,circular_moving_block,3.0,0.10105137395849297,0.14546299814091518,10000,20566904
6h_to_open,development,update_cosine_similarity,56,0.012164909271714217,circular_moving_block,3.0,-0.08441715048928586,0.10837557528080408,10000,20566904
6h_to_open,development,event_sign_alignment_fraction,56,0.5649350649350648,circular_moving_block,3.0,0.5162337662337663,0.6120129870129868,10000,20566904
6h_to_open,development,realised_probability_change_market,56,0.02251128926691472,circular_moving_block,3.0,0.0067137893264383125,0.03695820557760915,10000,20566904
6h_to_open,development,realised_probability_change_matern,56,0.018543250875128505,circular_moving_block,3.0,0.007023215455013834,0.030011316181188002,10000,20566904
6h_to_open,development,market_movement_towards_updated_matern,56,-0.03522506992213771,circular_moving_block,3.0,-0.052245954881701015,-0.018796886789500335,10000,20566904
6h_to_open,development,market_update_total_variation,56,0.1112567835512818,circular_moving_block,5.0,0.09038993347372522,0.13237995662160448,10000,20567004
6h_to_open,development,matern_update_total_variation,56,0.12297530476679673,circular_moving_block,5.0,0.10178923124040928,0.14439797413350058,10000,20567004
6h_to_open,development,update_cosine_similarity,56,0.012164909271714217,circular_moving_block,5.0,-0.07313099970142033,0.09964123900257595,10000,20567004
6h_to_open,development,event_sign_alignment_fraction,56,0.5649350649350648,circular_moving_block,5.0,0.521103896103896,0.6087662337662337,10000,20567004
6h_to_open,development,realised_probability_change_market,56,0.02251128926691472,circular_moving_block,5.0,0.007570962989878112,0.036617086559732885,10000,20567004
6h_to_open,development,realised_probability_change_matern,56,0.018543250875128505,circular_moving_block,5.0,0.008215321189431128,0.029379694199833727,10000,20567004
6h_to_open,development,market_movement_towards_updated_matern,56,-0.03522506992213771,circular_moving_block,5.0,-0.05024642431492614,-0.021260354995542016,10000,20567004
6h_to_open,development,market_update_total_variation,56,0.1112567835512818,circular_moving_block,7.0,0.08953400656634376,0.13175173186116856,10000,20567104
6h_to_open,development,matern_update_total_variation,56,0.12297530476679673,circular_moving_block,7.0,0.10370165888434427,0.14317271490561492,10000,20567104
6h_to_open,development,update_cosine_similarity,56,0.012164909271714217,circular_moving_block,7.0,-0.06508403345501274,0.09259046932164632,10000,20567104
6h_to_open,development,event_sign_alignment_fraction,56,0.5649350649350648,circular_moving_block,7.0,0.5275974025974025,0.6038961038961038,10000,20567104
6h_to_open,development,realised_probability_change_market,56,0.02251128926691472,circular_moving_block,7.0,0.0078897449211854,0.0364485003937945,10000,20567104
6h_to_open,development,realised_probability_change_matern,56,0.018543250875128505,circular_moving_block,7.0,0.009589987655386137,0.027747090155115246,10000,20567104
6h_to_open,development,market_movement_towards_updated_matern,56,-0.03522506992213771,circular_moving_block,7.0,-0.04888456246317488,-0.02242313350444517,10000,20567104
