target_date,split,transition_order,transition,transition_family,early_rule,late_rule,events,market_update_total_variation,matern_update_total_variation,update_dot_product,update_cosine_similarity,event_sign_alignment_fraction,realised_probability_change_market,realised_probability_change_matern,distance_to_updated_matern_before,distance_to_updated_matern_after,market_movement_towards_updated_matern
2026-05-08,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.10823119858047213,0.12241601932711939,-1.8107147667509793e-05,-0.0016157625056101965,0.45454545454545453,-0.01126147796983936,0.0422443195945548,0.4131252613167476,0.4010936010603207,0.01203166025642688
2026-05-09,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.0530513991117455,0.09979968259619779,-0.004086187452119434,-0.7515432070285794,0.5454545454545454,0.023945373301010597,-0.018748573494782733,0.1842755936904198,0.195730975678685,-0.011455381988265206
2026-05-10,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.16624796428442992,0.03439180206622675,6.313629674489107e-05,0.01466141165729568,0.8181818181818182,0.10809200150013609,0.00442837507170149,0.3015404947311149,0.2627742655090805,0.038766229222034376
2026-05-11,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.05155418859774033,0.06047960479666498,0.0016711296722520374,0.7051014878319459,0.7272727272727273,0.02067188656930452,-0.006994721406260285,0.319784256684279,0.2889274175955395,0.030856839088739485
2026-05-12,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.04868943585021972,0.007896889066283715,9.371491520637673e-05,0.326880745683391,0.5454545454545454,-0.007659398836406345,0.0034067120135850004,0.14610034759162277,0.16638252241715154,-0.02028217482552877
2026-05-13,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.1249752840876048,0.017689652801900234,-0.002080494384666689,-0.8545682194068916,0.36363636363636365,0.09238383073827437,-0.015475444730698146,0.2619774602598614,0.20602497917491935,0.05595248108494205
2026-05-14,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.16255760034076164,0.013379459966815464,-0.0009133751014806377,-0.40718652123425275,0.45454545454545453,0.09402005201778668,0.0003489705064702864,0.17872743293151108,0.20063677746326025,-0.02190934453174917
2026-05-15,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.03275362318840578,0.3219291651940276,0.005759305335176372,0.44998145033010395,0.7272727272727273,0.026293995859213243,0.11842266507336724,0.13268607853975484,0.10047075762878178,0.03221532091097305
2026-05-16,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.14918535532642574,0.19366196845708,0.0015539212612754698,0.07549420337295916,0.36363636363636365,-0.024757887612362167,0.06415544649858834,0.521537098380265,0.459175197157019,0.062361901223245975
2026-05-22,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.0642547511342722,0.054106444978924986,-0.0031070654048269038,-0.7970856232989515,0.36363636363636365,0.04721134204795957,-0.05410644497892503,0.0811836773282015,0.09459831421502593,-0.013414636886824427
2026-05-23,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.15458341027885053,0.1546245490026467,-0.008965876877252817,-0.4219831560157443,0.2727272727272727,-0.05661517338835943,0.023057830777561544,0.31988686132954136,0.42503710543612305,-0.10515024410658169
2026-05-24,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.047462612874504984,0.024646135353497294,0.0006764980890019941,0.581419178691477,0.6363636363636364,0.033782391079686,0.006173045479563238,0.19757842813248908,0.2450410410069941,-0.04746261287450501
2026-05-25,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.09787090341143749,0.02594758372948664,0.001278970247300249,0.6373288748887201,0.9090909090909091,0.0795256707760901,0.009902586222967857,0.16698322893421882,0.2629696388588984,-0.09598640992467958
2026-05-26,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.12077701772358265,0.05026374139437481,0.0041089505123516785,0.7193476913026264,0.5454545454545454,0.045942889454339886,0.016466064506973077,0.21437653574061724,0.3306163591368657,-0.11623982339624847
2026-05-27,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.0973525155358815,0.07711502808710605,0.0039083252876988194,0.5308231496410847,0.9090909090909091,0.09296898498907522,0.02725720239176016,0.15186383389411548,0.24698936700431465,-0.09512553311019917
2026-05-28,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.10836850175097779,0.10378374908784427,0.014388071534520906,0.8863081508117794,0.9090909090909091,0.10225822178060112,0.10378374908784432,0.2076328365279199,0.1549971521386656,0.052635684389254284
2026-05-29,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.06460147769984664,0.13552430674381888,0.011571909804916982,0.8883841796561533,0.9090909090909091,0.06440054799011752,0.13552430674381888,0.2360982645891814,0.17169771659906394,0.06440054799011746
2026-05-30,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.06012209216807642,0.14753026319872486,0.004292786319662925,0.6764155778451558,0.36363636363636365,-0.029305544199000166,-0.054650375131260726,0.2826778036673304,0.2508745502883543,0.031803253378976104
2026-05-31,development,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.041141276982367914,0.40637352172417185,-0.006894844600472722,-0.4758549672663432,0.18181818181818182,-0.019566486225010227,0.04749113126674975,0.42337692944836536,0.44074610844285156,-0.0173691789944862
2026-06-01,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.05923366950836725,0.20806576588295553,-0.003877742392663428,-0.3922659077453038,0.6363636363636364,0.023550825579019774,0.07646269797580169,0.3177421676666715,0.3017876190583594,0.015954548608312136
2026-06-02,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.06573014783975331,0.11427948270035684,-0.0015982105667204476,-0.22565400155032012,0.09090909090909091,0.013767237077023098,-0.03835849205556957,0.16482260543606517,0.2288739239314363,-0.06405131849537113
2026-06-03,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.09915725569242662,0.10622589457602476,0.005829119329451024,0.532812297610183,0.8181818181818182,0.034326453273237634,0.07736765329921605,0.15550571040107636,0.24588634263760845,-0.09038063223653209
2026-06-04,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.03650067444087704,0.19255480446768897,-0.004747352388994439,-0.6338117930246889,0.09090909090909091,0.022259604964298685,-0.19255480446768897,0.1559654481901072,0.16495441960015528,-0.008988971410048091
2026-06-05,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.1056561012219027,0.17353758190718682,0.01666530784387577,0.8166532617519533,0.45454545454545453,0.04071119149094998,0.033490039337390254,0.13797882007333426,0.21527173608033978,-0.07729291600700552
2026-06-09,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.14326308551088102,0.34762730347620885,0.015964118389133718,0.36978935465295426,0.6363636363636364,-0.10141868486662597,0.016813587522473417,0.110506647808927,0.17746619557730814,-0.06695954776838114
2026-06-10,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.07598174936092422,0.33172598593259,0.0024256265215401077,0.12970992704741247,0.45454545454545453,0.012260014715810397,0.12171142496250066,0.18168828981115542,0.1980131678747368,-0.016324878063581377
2026-06-11,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.0711801001274686,0.08468635280533217,-0.00040410109566561245,-0.10123306233473227,0.5454545454545454,0.026172618277881532,-0.026853677203968834,0.32966542046139174,0.3388159072434575,-0.009150486782065759
2026-06-12,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.14497960008928454,0.2348073388425701,0.008378599328411767,0.3234901882222754,0.5454545454545454,-0.048325936939874636,0.08178927113923612,0.14941698322953936,0.13458143385059645,0.014835549378942908
2026-06-13,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.10606261616925594,0.06312349438582601,0.0007253563203009918,0.16609997851760724,0.45454545454545453,-0.04659535464305464,0.012662937485523773,0.15932779383752899,0.17281653911655065,-0.013488745279021663
2026-06-14,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.12837093147118,0.23060288397740722,0.016348043977849284,0.8166395867816585,0.8181818181818182,0.04687892058231741,0.010397134315227818,0.2009817611992585,0.16699507960371648,0.03398668159554202
2026-06-15,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.05702090609745133,0.06534507509184369,0.000847136687060431,0.35931468105254055,0.7272727272727273,0.02359489131603193,-0.009635150875706183,0.23173560607753332,0.21676695733663642,0.0149686487408969
2026-06-16,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.11275857729492508,0.04105523590309694,0.001758172169612366,0.5410262421159733,0.6363636363636364,-0.06272442817015672,-0.004606141706407857,0.3245539218715429,0.4001313719643382,-0.07557745009279526
2026-06-17,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.08245349421820006,0.1412737828008621,0.0008751673235960326,0.12729081042345447,0.5454545454545454,0.013243571349740524,0.016236709979089575,0.18932903770781837,0.19951923010747982,-0.010190192399661457
2026-06-18,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.0851758455367813,0.49895565835865713,0.0011966953224908997,0.04131476536255169,0.6363636363636364,-0.015725917034906944,0.1297079663504222,0.12833974319058747,0.14408363070877356,-0.01574388751818609
2026-06-19,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.035377308200776135,0.035684284905220034,0.0004828049831713469,0.5377824559436152,0.6363636363636364,0.008431418539525504,-0.00314923526380112,0.12207900243384961,0.15059745382481157,-0.028518451390961957
2026-06-20,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.08423565329617574,0.01193640083752912,-0.0005362406698937915,-0.7043579049034251,0.2727272727272727,-0.028859552016037987,0.002734381158695093,0.23630257565369112,0.25161459296134553,-0.015312017307654413
2026-06-21,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.14497580985046973,0.06296186805585313,0.003424646607162221,0.5043460336513488,0.7272727272727273,0.11642055706292159,0.02364335469787901,0.3009999702267956,0.3922934869719399,-0.0912935167451443
2026-06-22,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.13606948036547215,0.03733089949365089,-0.0018647990053593186,-0.5452398844560697,0.45454545454545453,0.0897492367173765,-0.013924609414160322,0.33595228989989045,0.3976910305990832,-0.06173874069919272
2026-06-23,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.0642002354803219,0.012971985137625257,0.00024266152295756782,0.38968099908484155,0.7272727272727273,0.03755139068501606,0.004232394111162385,0.37762385683804106,0.41371856609850993,-0.03609470926046887
2026-06-24,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.1297128860675102,0.09017114762979711,0.0024234638103474686,0.2255944019871183,0.7272727272727273,-0.0038504089549787346,0.011973531408901922,0.4168842046707314,0.40102844282601346,0.01585576184471793
2026-06-25,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.0308615314704925,0.20630146880331482,-0.0023819993728573237,-0.5958460544505466,0.45454545454545453,-0.011763012149881458,-0.04011261549160133,0.2939452413164105,0.30393493162304713,-0.009989690306636656
2026-06-26,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.08099325258888493,0.08670638594897395,-0.0005739830482594202,-0.11930284921539736,0.6363636363636364,-0.042942109761472946,0.011994164911082295,0.2890911593978298,0.2501466954648946,0.038944463932935214
2026-06-27,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.03882696252636439,0.43570508298360155,-0.004139765412659288,-0.3293935601940201,0.2727272727272727,-0.01593712981422085,0.12273411318276614,0.30714720575352067,0.28824378787675864,0.01890341787676203
2026-06-28,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.151394379192134,0.10790272586957443,0.005907699617244905,0.36299281464531286,0.5454545454545454,0.1371245511930756,0.00867749257406969,0.24683577542994417,0.23640800929572922,0.01042776613421495
2026-06-29,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.10376703992210323,0.009360895121705865,0.0005760875801099018,0.7680883046315894,0.8181818181818182,-0.03407984420642651,0.000319155213336364,0.2753741129046201,0.21424842639576863,0.06112568650885147
2026-06-30,june_external,1,24h_to_12h,adjacent,24h_prior,12h_prior,11,0.078544325705097,0.008968462468859732,0.0003474548263620515,0.591771473174708,0.5454545454545454,-0.014984818013328627,-0.0034292950718124993,0.4077314259906877,0.3802549605816411,0.02747646540904658
2026-03-18,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1887425887425887,0.15355624062294218,-0.012040336602274899,-0.6126479480897505,0.5454545454545454,-0.06296681296681296,0.06305858857400792,0.2927442750534512,0.22878943859063386,0.06395483646281733
2026-04-01,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.05862011122461479,0.029277228232600302,-0.0008101584509606742,-0.6551728863831204,0.5454545454545454,0.025408053626240767,-0.0065019568662949,0.16047268541473844,0.19448763832199706,-0.03401495290725862
2026-04-02,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.0387160642103815,0.18844008202789014,-0.0012315391344231298,-0.21518886510300392,0.6363636363636364,0.0008958381214336231,-0.048993402617357795,0.09522064771078555,0.09724235870805314,-0.002021710997267598
2026-04-03,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.11373676876093342,0.09938960784784327,-0.004247243419121798,-0.5170363061568714,0.5454545454545454,0.013420256767574967,0.03148498898607971,0.14921714599104074,0.10603513249341295,0.04318201349762779
2026-04-04,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.1895038999520676,0.2535343063670757,0.026544115146283593,0.744946794821148,0.7272727272727273,0.10113730445771058,0.08232933823733171,0.10447250651022778,0.14703113093484585,-0.042558624424618066
2026-04-05,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.13797618636415224,0.04926842674321273,-0.0002649959261715435,-0.04533102718181145,0.6363636363636364,0.11640752601686594,0.003618162116404089,0.4336069490763028,0.36876082977127017,0.06484611930503265
2026-04-06,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.06582943658324827,0.004588824224597111,0.00011826343083197151,0.5487486105555127,0.45454545454545453,0.0175011042907407,0.0018472502371862098,0.26350463039899885,0.2984977000226261,-0.03499306962362725
2026-04-07,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.2770174374149551,0.054741823829501234,0.004867764030512476,0.34894492739412053,0.7272727272727273,0.12261098189907971,0.013081060302097047,0.13986880388591078,0.2876302670174937,-0.14776146313158295
2026-04-08,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.16979811810409337,0.07105822044647912,0.0035873411449416468,0.4390983788777037,0.7272727272727273,0.10322565237465975,0.022718562664181596,0.2798841542684135,0.37390769520735684,-0.09402354093894333
2026-04-09,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.21461507718280273,0.052764990518997794,0.005730937584507805,0.6001552544470534,0.7272727272727273,0.07550286247815702,0.020247748442703634,0.24841334220707778,0.4369776420551564,-0.1885642998480786
2026-04-10,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.2533970206777001,0.05328749719973127,0.0030211413566732827,0.27193004100951984,0.5454545454545454,-0.1677998834525805,0.015006163300312014,0.3978769862771401,0.5333119752470208,-0.1354349889698807
2026-04-11,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.15293796812827337,0.003768519185782399,0.00014343630303284593,0.28602387090141923,0.5454545454545454,-0.02736538754694849,0.0004202102927213236,0.43004009830181683,0.476744084578523,-0.04670398627670619
2026-04-12,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.2167911850861593,0.0793002845515347,-0.00635855183879129,-0.4503569540923943,0.6363636363636364,0.13778209566529592,0.014269641594240323,0.2737570128311295,0.21667318837771884,0.057083824453410675
2026-04-13,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.10479849885897934,0.028492435125137768,0.0005666543417198282,0.22902458697380967,0.6363636363636364,-0.0291604317059401,0.011017331363150223,0.22659811076569666,0.27749914252608404,-0.05090103176038738
2026-04-14,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.19700172192888682,0.002852514509832441,0.00022620008847318835,0.5620186917376638,0.9090909090909091,0.09135150521017649,0.0011898699728913886,0.20158751465426966,0.36734328415489603,-0.16575576950062637
2026-04-15,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.13175429270765088,0.07540646739908102,-0.0017903890184117796,-0.17367696813098876,0.8181818181818182,0.13175429270765077,0.0002001928501564887,0.2223548289123009,0.29351224567225953,-0.07115741675995862
2026-04-17,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.05153635178613142,0.148386094092662,-0.0032815384255570246,-0.4795676205102614,0.5454545454545454,0.01032271675821489,0.012632340672373177,0.2486275045514539,0.28317940822619037,-0.034551903674736456
2026-04-18,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.11570123794531471,0.21004242572282267,-0.016023468894385044,-0.6598029303253576,0.36363636363636365,0.08712987276642331,-0.07931348909223242,0.36925155224965517,0.4641927023732165,-0.09494115012356136
2026-04-19,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.08361767503367898,0.028157068028741603,0.000523211734151695,0.32690161743781704,0.5454545454545454,-0.01733831922611237,0.009089130072936186,0.31398713853356514,0.37210089009760033,-0.0581137515640352
2026-04-20,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.08603390426513896,0.05301278468619272,-0.001250343054461805,-0.33672503235560225,0.6363636363636364,-0.00856153511792257,0.005758250659624875,0.23181668695908927,0.2588438855837737,-0.027027198624684418
2026-04-21,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.08996463689569288,0.23852320178997927,0.005848320918358065,0.351358099687284,0.45454545454545453,0.06371655544248855,0.08917853837275017,0.3881810731962067,0.4665933878772359,-0.07841231468102922
2026-04-22,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.10444249386528617,0.02793862405818027,0.00044859506150227976,0.1872974036377999,0.45454545454545453,0.08142030638330588,0.007436921556497278,0.2588481627510586,0.30561704261317973,-0.04676887986212114
2026-04-23,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.28205238176931435,0.12347525475735198,-0.019137609563000653,-0.713921281371229,0.45454545454545453,-0.08189297764053297,0.046992044665968846,0.2333746021441496,0.40497197163158655,-0.17159736948743695
2026-04-24,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.07983391343263957,0.23172970362997808,0.0042381144618966315,0.3862751876511798,0.6363636363636364,-0.027477830025600725,-0.0679938476309341,0.4501776214994275,0.4028756590205164,0.04730196247891111
2026-04-25,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.14784837424742692,0.2736005165572191,-0.0006001602448680164,-0.023175049270094297,0.36363636363636365,0.03936564189752473,0.028581299441517022,0.3149863866015997,0.3701846512448791,-0.05519826464327937
2026-04-26,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.17024125049036998,0.05395392250135248,0.004365264486949386,0.5745058638038609,0.6363636363636364,0.017588929988746282,0.020646208557192874,0.2303350266130534,0.3872853558794785,-0.15695032926642508
2026-04-27,development,2,12h_to_6h,adjacent,12h_prior,6h_prior,11,0.18044250368290954,0.0635333962098717,-0.00253941078351709,-0.2382046439170263,0.2727272727272727,-0.0984881890300005,-0.0026790455056762696,0.3923329511567977,0.43395208339198543,-0.041619132235187706
