event_date,decision_rule,selected_threshold,event_rank,market_id,group_item_title,contract_event_type,gp_probability,market_raw_yes,probability_gap,threshold_margin,selection_margin,nearest_book_boundary_distance_c,selected_contract_boundary_distance_c,selected_gp_mean_c,selected_gp_sd_c,weather_delta_mu,weather_gamma_mu,trade,target_available,Y,gross_pnl,net_pnl,hko_daily_max_c,raw_temperature_c,signed_raw_temperature_error_c,absolute_raw_temperature_error_c,signed_gp_mean_error_c,absolute_gp_mean_error_c,absolute_gp_error_quartile
2026-08-01,24h_prior,0.1500000000,3,3216633,25°C,interior_bin,0.2125708164,0.0040000000,0.2085708164,0.0585708164,0.0465304768,0.3498683071,0.3498683071,26.3498683071,1.6155373521,-0.0670401364,-0.0577488101,True,True,0.0000000000,-0.0040000000,-0.0140000000,28.9000000000,24.9000000000,4.0000000000,4.0000000000,2.5501316929,2.5501316929,"(1.569, 3.544]"
2026-08-02,24h_prior,0.1500000000,4,3236597,25°C,interior_bin,0.1459651638,0.0450000000,0.1009651638,-0.0490348362,0.0384479114,0.1577313283,1.1577313283,27.1577313283,1.6154477839,-0.0898167261,0.0010636768,False,True,0.0000000000,0.0000000000,0.0000000000,26.8000000000,25.7000000000,1.1000000000,1.1000000000,-0.3577313283,0.3577313283,"(0.0479, 0.453]"
2026-08-03,24h_prior,0.1500000000,4,3254203,26°C,interior_bin,0.1360948628,0.0300000000,0.1060948628,-0.0439051372,0.0529625721,0.2678427584,1.2678427584,28.2678427584,1.6153462063,-0.0893191562,0.0080717961,False,True,0.0000000000,0.0000000000,0.0000000000,28.4000000000,26.8000000000,1.6000000000,1.6000000000,0.1321572416,0.1321572416,"(0.0479, 0.453]"
2026-08-04,24h_prior,0.1500000000,8,3280252,31°C,interior_bin,0.1755496912,0.0850000000,0.0905496912,-0.0594503088,0.0071543682,0.1756694493,0.8243305507,30.1756694493,1.6152586309,0.0863089305,-0.0227555753,False,True,0.0000000000,0.0000000000,0.0000000000,32.5000000000,28.7000000000,3.8000000000,3.8000000000,2.3243305507,2.3243305507,"(1.569, 3.544]"
2026-08-05,24h_prior,0.1500000000,2,3298700,29°C,interior_bin,0.1446901805,0.0700000000,0.0746901805,-0.0753098195,0.0400988066,0.1719212698,1.1719212698,31.1719212698,1.6152537767,-0.0898155094,0.0020095339,False,True,0.0000000000,0.0000000000,0.0000000000,33.1000000000,29.7000000000,3.4000000000,3.4000000000,1.9280787302,1.9280787302,"(1.569, 3.544]"
2026-08-06,24h_prior,0.1500000000,4,3325403,31°C,interior_bin,0.2050035183,0.0750000000,0.1300035183,-0.0199964817,0.0507002907,0.4582103459,0.4582103459,32.4582103459,1.6152873259,-0.0729186312,-0.0501728219,False,True,0.0000000000,0.0000000000,0.0000000000,34.4000000000,31.0000000000,3.4000000000,3.4000000000,1.9417896541,1.9417896541,"(1.569, 3.544]"
2026-08-07,24h_prior,0.1500000000,3,3352405,32°C,interior_bin,0.2248427479,0.0750000000,0.1498427479,-0.0001572521,0.0330348031,0.1483474350,0.1483474350,33.1483474350,1.6153266756,-0.0541085365,-0.0704402757,False,True,0.0000000000,0.0000000000,0.0000000000,33.8000000000,31.7000000000,2.1000000000,2.1000000000,0.6516525650,0.6516525650,"(0.453, 0.834]"
2026-08-08,24h_prior,0.1500000000,7,3374452,38°C,interior_bin,0.0841774348,0.0060000000,0.0781774348,-0.0718225652,0.0333902497,0.1095590834,1.8904409166,36.1095590834,1.6156226452,0.0746919471,0.0350025351,False,True,0.0000000000,0.0000000000,0.0000000000,34.7000000000,34.7000000000,0.0000000000,0.0000000000,-1.4095590834,1.4095590834,"(0.834, 1.569]"
2026-08-09,24h_prior,0.1500000000,3,3394387,34°C,interior_bin,0.1765746459,0.1250000000,0.0515746459,-0.0984253541,0.0114566077,0.1877118388,0.8122881612,35.8122881612,1.6155918586,-0.0859888769,-0.0236681157,False,True,0.0000000000,0.0000000000,0.0000000000,36.9000000000,34.4000000000,2.5000000000,2.5000000000,1.0877118388,1.0877118388,"(0.834, 1.569]"
2026-08-10,24h_prior,0.1500000000,8,3414742,37°C,interior_bin,0.1344204693,0.0450000000,0.0894204693,-0.0605795307,0.0127339521,0.2866450409,1.2866450409,35.7133549591,1.6155827838,0.0891337000,0.0091911221,False,True,0.0000000000,0.0000000000,0.0000000000,35.4000000000,34.3000000000,1.1000000000,1.1000000000,-0.3133549591,0.3133549591,"(0.0479, 0.453]"
2026-08-11,24h_prior,0.1500000000,6,3435874,36°C,interior_bin,0.1954875686,0.1400000000,0.0554875686,-0.0945124314,0.0118705409,0.4165939849,0.5834060151,35.4165939849,1.6155512303,0.0785955444,-0.0409587565,False,True,0.0000000000,0.0000000000,0.0000000000,35.1000000000,34.0000000000,1.1000000000,1.1000000000,-0.3165939849,0.3165939849,"(0.0479, 0.453]"
2026-08-12,24h_prior,0.1500000000,3,3474695,31°C,interior_bin,0.1466643345,0.0450000000,0.1016643345,-0.0483356655,0.0019087650,0.1499460631,1.1499460631,33.1499460631,1.6153318591,-0.0898354265,0.0005562216,False,True,0.0000000000,0.0000000000,0.0000000000,34.5000000000,31.7000000000,2.8000000000,2.8000000000,1.3500539369,1.3500539369,"(0.834, 1.569]"
2026-08-13,24h_prior,0.1500000000,8,3506291,35°C,interior_bin,0.1028200731,0.0450000000,0.0578200731,-0.0921799269,0.0137607000,0.3469491618,1.6530508382,33.3469491618,1.6153471342,0.0821941021,0.0275034302,False,True,0.0000000000,0.0000000000,0.0000000000,33.8000000000,31.9000000000,1.9000000000,1.9000000000,0.4530508382,0.4530508382,"(0.0479, 0.453]"
2026-08-14,24h_prior,0.1500000000,3,3533870,29°C,interior_bin,0.1354766147,0.0600000000,0.0754766147,-0.0745233853,0.0227656199,0.2747530382,1.2747530382,31.2747530382,1.6152570275,-0.0892706643,0.0084993491,False,True,0.0000000000,0.0000000000,0.0000000000,30.7000000000,29.8000000000,0.9000000000,0.9000000000,-0.5747530382,0.5747530382,"(0.453, 0.834]"
2026-08-15,24h_prior,0.1500000000,2,3558117,29°C,interior_bin,0.0715704592,0.0300000000,0.0415704592,-0.1084295408,0.0024106636,0.0664647470,2.0664647470,32.0664647470,1.6152765071,-0.0682146784,0.0384109505,False,True,0.0000000000,0.0000000000,0.0000000000,31.8000000000,30.6000000000,1.2000000000,1.2000000000,-0.2664647470,0.2664647470,"(0.0479, 0.453]"
2026-08-16,24h_prior,0.1500000000,3,3577375,30°C,interior_bin,0.0868199764,0.0250000000,0.0618199764,-0.0881800236,0.0039404040,0.1448751937,1.8551248063,32.8551248063,1.6153154343,-0.0759256124,0.0341330357,False,True,0.0000000000,0.0000000000,0.0000000000,33.6000000000,31.4000000000,2.2000000000,2.2000000000,0.7448751937,0.7448751937,"(0.453, 0.834]"
2026-08-18,24h_prior,0.1500000000,3,3624121,29°C,interior_bin,0.2231319383,0.0500000000,0.1731319383,0.0231319383,0.0331204172,0.1794783533,0.1794783533,30.1794783533,1.6152591857,-0.0562798578,-0.0686386818,True,True,0.0000000000,-0.0500000000,-0.0600000000,32.2000000000,28.7000000000,3.5000000000,3.5000000000,2.0205216467,2.0205216467,"(1.569, 3.544]"
2026-08-19,24h_prior,0.1500000000,3,3655313,29°C,interior_bin,0.2231454357,0.0550000000,0.1681454357,0.0181454357,0.0306123488,0.1792382016,0.1792382016,30.1792382016,1.6152593332,-0.0562633584,-0.0686528517,True,True,0.0000000000,-0.0550000000,-0.0650000000,32.8000000000,28.7000000000,4.1000000000,4.1000000000,2.6207617984,2.6207617984,"(1.569, 3.544]"
2026-08-20,24h_prior,0.1500000000,2,3688965,29°C,interior_bin,0.2284343423,0.0450000000,0.1834343423,0.0334343423,0.0348914686,0.0789200226,0.0789200226,30.0789200226,1.6152610854,-0.0490896956,-0.0742505176,True,True,1.0000000000,0.9550000000,0.9450000000,29.7000000000,28.6000000000,1.1000000000,1.1000000000,-0.3789200226,0.3789200226,"(0.0479, 0.453]"
2026-08-21,24h_prior,0.1500000000,3,3715077,27°C,interior_bin,0.0522141152,0.0055000000,0.0467141152,-0.1032858848,0.0013064919,0.3783143971,2.3783143971,30.3783143971,1.6152572306,-0.0558212416,0.0402601931,False,True,0.0000000000,0.0000000000,0.0000000000,31.5000000000,28.9000000000,2.6000000000,2.6000000000,1.1216856029,1.1216856029,"(0.834, 1.569]"
2026-08-22,24h_prior,0.1500000000,8,3736492,33°C,interior_bin,0.1571186277,0.0750000000,0.0821186277,-0.0678813723,0.0172736201,0.0334259158,1.0334259158,31.9665740842,1.6152755043,0.0894459896,-0.0074311626,False,True,0.0000000000,0.0000000000,0.0000000000,31.8000000000,30.5000000000,1.3000000000,1.3000000000,-0.1665740842,0.1665740842,"(0.0479, 0.453]"
2026-08-23,24h_prior,0.1500000000,4,3756854,29°C,interior_bin,0.1445199192,0.0650000000,0.0795199192,-0.0704800808,0.0400497156,0.1738171562,1.1738171562,31.1738171562,1.6152581347,-0.0898111219,0.0021332083,False,True,0.0000000000,0.0000000000,0.0000000000,32.0000000000,29.7000000000,2.3000000000,2.3000000000,0.8261828438,0.8261828438,"(0.453, 0.834]"
2026-08-24,24h_prior,0.1500000000,8,3774051,32°C,interior_bin,0.1578269057,0.1000000000,0.0578269057,-0.0921730943,0.0184317161,0.0255074564,1.0255074564,30.9744925436,1.6152567273,0.0893870791,-0.0079904736,False,True,0.0000000000,0.0000000000,0.0000000000,33.0000000000,29.5000000000,3.5000000000,3.5000000000,2.0255074564,2.0255074564,"(1.569, 3.544]"
2026-08-25,24h_prior,0.1500000000,8,3795040,33°C,interior_bin,0.1909774523,0.0605000000,0.1304774523,-0.0195225477,0.0300991272,0.3598256132,0.6401743868,32.3598256132,1.6152925029,0.0808313490,-0.0366961368,False,True,0.0000000000,0.0000000000,0.0000000000,31.1000000000,30.9000000000,0.2000000000,0.2000000000,-1.2598256132,1.2598256132,"(0.834, 1.569]"
2026-08-26,24h_prior,0.1500000000,4,3831609,28°C,interior_bin,0.1010706007,0.0300000000,0.0710706007,-0.0789293993,0.0178755312,0.3256381568,1.6743618432,30.6743618432,1.6152566220,-0.0816047248,0.0283307466,False,True,0.0000000000,0.0000000000,0.0000000000,29.9000000000,29.2000000000,0.7000000000,0.7000000000,-0.7743618432,0.7743618432,"(0.453, 0.834]"
2026-08-27,24h_prior,0.1500000000,4,3867632,28°C,interior_bin,0.1011429590,0.0200000000,0.0811429590,-0.0688570410,0.0028751889,0.3265245771,1.6734754229,30.6734754229,1.6152568631,-0.0816298082,0.0282972471,False,True,0.0000000000,0.0000000000,0.0000000000,29.6000000000,29.2000000000,0.4000000000,0.4000000000,-1.0734754229,1.0734754229,"(0.834, 1.569]"
2026-08-28,24h_prior,0.1500000000,10,3897555,35°C or higher,upper_tail,0.0731488833,0.0130000000,0.0601488833,-0.0898511167,0.0262783178,0.3466134142,2.3466134142,32.6533865858,1.6153089613,0.0859764321,0.0773231900,False,True,0.0000000000,0.0000000000,0.0000000000,32.2000000000,31.2000000000,1.0000000000,1.0000000000,-0.4533865858,0.4533865858,"(0.453, 0.834]"
2026-08-29,24h_prior,0.1500000000,6,3926418,35°C,interior_bin,0.1190495129,0.0600000000,0.0590495129,-0.0909504871,0.0192686750,0.4611663854,1.4611663854,33.5388336146,1.6153729673,0.0866784538,0.0188863296,False,True,0.0000000000,0.0000000000,0.0000000000,32.8000000000,32.1000000000,0.7000000000,0.7000000000,-0.7388336146,0.7388336146,"(0.453, 0.834]"
2026-08-30,24h_prior,0.1500000000,2,3945550,28°C,interior_bin,0.1096853703,0.0600000000,0.0496853703,-0.1003146297,0.0079635514,0.4294246463,1.5705753537,30.5705753537,1.6152578456,-0.0843302344,0.0240819341,False,True,0.0000000000,0.0000000000,0.0000000000,30.1000000000,29.1000000000,1.0000000000,1.0000000000,-0.4705753537,0.4705753537,"(0.453, 0.834]"
2026-08-31,24h_prior,0.1500000000,8,3967474,32°C,interior_bin,0.1216989028,0.0550000000,0.0666989028,-0.0833010972,0.0447034339,0.4306621628,1.4306621628,30.5693378372,1.6152580840,0.0872404654,0.0173263934,False,True,0.0000000000,0.0000000000,0.0000000000,29.5000000000,29.1000000000,0.4000000000,0.4000000000,-1.0693378372,1.0693378372,"(0.834, 1.569]"
