target_date,split,event_order_matern,event_order_raw,event_order_static,net_pnl_matern,net_pnl_raw,net_pnl_static,signal_gap_matern,signal_gap_raw,signal_gap_static,trade_matern,trade_raw,trade_static,static_minus_raw_net_pnl,matern_minus_static_net_pnl,matern_minus_raw_net_pnl,static_changes_trade_decision,matern_changes_trade_decision_vs_static,static_changes_selected_event,matern_changes_selected_event_vs_static
2026-04-06,development,10,7,10,0.0,-0.125,0.0,0.0712088037822243,0.885,0.09301703039702339,False,True,False,0.125,0.0,0.125,True,False,True,False
2026-04-07,development,11,9,11,-0.185,-0.4,-0.185,0.1752987865186435,0.61,0.2169144294986014,True,True,True,0.21500000000000002,0.0,0.21500000000000002,False,False,True,False
2026-04-08,development,7,6,7,-0.055,-0.024,-0.055,0.202436612286592,0.986,0.19272048935925118,True,True,True,-0.031,0.0,-0.031,False,False,True,False
2026-04-09,development,9,8,9,-0.09,-0.019,-0.09,0.1977397197788271,0.991,0.19350934484998128,True,True,True,-0.071,0.0,-0.071,False,False,True,False
2026-04-10,development,8,7,8,-0.065,-0.02,-0.065,0.20130730109347322,0.99,0.19190956012248242,True,True,True,-0.045,0.0,-0.045,False,False,True,False
2026-04-11,development,8,7,8,0.869,-0.027500000000000004,0.869,0.1341421265993385,0.9825,0.12590956012248242,True,True,True,0.8965,0.0,0.8965,False,False,True,False
2026-04-12,development,7,8,7,0.0,-0.254,0.0,0.07985095877172921,0.756,0.06656341708107791,False,True,False,0.254,0.0,0.254,True,False,True,False
2026-04-13,development,6,7,6,0.0,-0.21000000000000002,0.0,0.10794771406966959,0.8,0.0955387924979798,False,True,False,0.21000000000000002,0.0,0.21000000000000002,True,False,True,False
2026-04-14,development,8,8,8,-0.061,-0.061,0.0,0.13087454727488151,0.949,0.1196777448452857,True,True,False,0.061,-0.061,0.0,True,True,False,False
2026-04-15,development,8,7,8,-0.044500000000000005,-0.016,-0.044500000000000005,0.21631718349355397,0.994,0.2124095601224824,True,True,True,-0.028500000000000004,0.0,-0.028500000000000004,False,False,True,False
2026-04-16,development,8,7,8,-0.125,-0.028999999999999998,-0.125,0.13481999188800298,0.981,0.1319095601224824,True,True,True,-0.096,0.0,-0.096,False,False,True,False
2026-04-17,development,7,7,7,-0.059500000000000004,-0.059500000000000004,-0.059500000000000004,0.17248032936396612,0.9505,0.1676138639520856,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-04-18,development,11,8,11,-0.031,0.635,-0.031,0.15203704461306722,0.645,0.157636436361502,True,True,True,-0.666,0.0,-0.666,False,False,True,False
2026-04-19,development,7,7,7,0.0,-0.035,0.0,0.10694325994715412,0.975,0.0989691459135551,False,True,False,0.035,0.0,0.035,True,False,False,False
2026-04-20,development,10,7,10,0.0,-0.335,0.0,0.06818066638353301,0.675,0.07026691180301739,False,True,False,0.335,0.0,0.335,True,False,True,False
2026-04-21,development,9,7,9,0.0,-0.38,-0.09999999999999999,0.1146780161917278,0.63,0.12001392266423219,False,True,True,0.28,0.09999999999999999,0.38,False,True,True,False
2026-04-22,development,7,7,8,-0.0225,-0.0225,-0.13,0.1390966558047442,0.9875,0.13519017927545252,True,True,True,-0.10750000000000001,0.10750000000000001,0.0,False,False,True,True
2026-04-23,development,5,5,5,-0.012,-0.012,-0.012,0.1427864728341156,0.998,0.1449063936249873,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-04-24,development,5,4,5,-0.09,-0.015,-0.09,0.1615254002654506,0.995,0.19350934484998128,True,True,True,-0.075,0.0,-0.075,False,False,True,False
2026-04-25,development,9,7,9,-0.045000000000000005,-0.505,-0.045000000000000005,0.2080001901382365,0.505,0.2061154510633585,True,True,True,0.46,0.0,0.46,False,False,True,False
2026-04-26,development,7,6,7,-0.060000000000000005,-0.027500000000000004,-0.060000000000000005,0.1974706504743588,0.9825,0.20519017927545252,True,True,True,-0.0325,0.0,-0.0325,False,False,True,False
2026-04-27,development,7,7,7,-0.032,-0.032,-0.032,0.1988692397907257,0.978,0.2057455510304551,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-04-28,development,9,6,9,0.0,-0.075,0.0,0.1122682334297748,0.935,0.1099672596207123,False,True,False,0.075,0.0,0.075,True,False,True,False
2026-04-29,development,7,7,7,0.0,-0.0345,-0.0345,0.1164892538799189,0.9755,0.12240639362498731,False,True,True,0.0,0.0345,0.0345,False,True,False,False
2026-04-30,development,11,10,11,0.0,-0.265,0.0,0.11568404440014157,0.745,0.1030136695146161,False,True,False,0.265,0.0,0.265,True,False,True,False
2026-05-01,development,6,5,6,-0.0375,-0.0125,-0.0375,0.2159387320132925,0.9975,0.23494900490015333,True,True,True,-0.024999999999999998,0.0,-0.024999999999999998,False,False,True,False
2026-05-02,development,6,6,6,-0.02,-0.02,-0.02,0.1221500024789559,0.99,0.125285485265521,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-05-03,development,11,8,11,-0.023,-0.485,-0.023,0.2406076715288174,0.525,0.22735524601421028,True,True,True,0.46199999999999997,0.0,0.46199999999999997,False,False,True,False
2026-05-04,development,11,11,11,0.485,0.485,0.485,0.3608863693244818,0.495,0.35713332441300816,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-05-05,development,6,5,5,0.88,-0.0455,-0.0455,0.16057003176816492,0.9645,0.1922455510304552,True,True,True,0.0,0.9255,0.9255,False,False,False,True
2026-05-06,development,5,5,5,-0.049,-0.049,-0.049,0.12054352255838668,0.961,0.1316777448452857,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-05-07,development,8,5,8,0.938,-0.1985,0.938,0.13017466635340752,0.8115,0.12296725962071231,True,True,True,1.1364999999999998,0.0,1.1364999999999998,False,False,True,False
2026-05-08,development,11,8,11,-0.027500000000000004,-0.34500000000000003,-0.027500000000000004,0.3127180809968473,0.665,0.2946566260579364,True,True,True,0.3175,0.0,0.3175,False,False,True,False
2026-05-09,development,8,7,8,-0.0175,-0.0135,-0.0175,0.2616300753334238,0.9965,0.2728997333240994,True,True,True,-0.004000000000000002,0.0,-0.004000000000000002,False,False,True,False
2026-05-10,development,7,7,7,-0.09,-0.09,-0.09,0.12120929641711319,0.92,0.13711386395208558,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-05-11,development,7,7,7,0.0,-0.059500000000000004,-0.059500000000000004,0.11116119051366709,0.9505,0.12117774484528569,False,True,True,0.0,0.059500000000000004,0.059500000000000004,False,True,False,False
2026-05-12,development,11,8,11,0.84,-0.09999999999999999,0.84,0.1600557396830671,0.91,0.137210940973398,True,True,True,0.94,0.0,0.94,False,False,True,False
2026-05-13,development,9,8,9,-0.08,-0.0225,-0.08,0.1798970225632544,0.9875,0.1924490049001532,True,True,True,-0.0575,0.0,-0.0575,False,False,True,False
2026-05-14,development,7,7,7,0.0,-0.09999999999999999,0.0,0.0820451687022033,0.91,0.0926098945498908,False,True,False,0.09999999999999999,0.0,0.09999999999999999,True,False,False,False
2026-05-15,development,11,9,11,-0.325,0.75,0.0,0.13210208545523427,0.76,0.10475188742486058,True,True,False,-0.75,-0.325,-1.075,True,True,True,False
2026-05-16,development,7,6,7,0.8905,-0.0165,0.8905,0.120394136929065,0.9935,0.1382204893592512,True,True,True,0.9069999999999999,0.0,0.9069999999999999,False,False,True,False
2026-05-21,development,7,6,7,-0.11499999999999999,-0.043500000000000004,-0.11499999999999999,0.1348313500995652,0.9665,0.15019017927545253,True,True,True,-0.07149999999999998,0.0,-0.07149999999999998,False,False,True,False
2026-05-22,development,9,9,9,0.0,-0.105,0.0,0.0973418938256159,0.905,0.11095832368911471,False,True,False,0.105,0.0,0.105,True,False,False,False
2026-05-23,development,7,6,7,-0.0765,-0.015,-0.0765,0.1806498655862813,0.995,0.19594900490015332,True,True,True,-0.0615,0.0,-0.0615,False,False,True,False
2026-05-24,development,8,8,8,0.0,-0.03,0.0,0.0963673500355927,0.98,0.10396914591355509,False,True,False,0.03,0.0,0.03,True,False,False,False
2026-05-25,development,8,8,8,-0.06999999999999999,-0.06999999999999999,-0.06999999999999999,0.1428923735506667,0.94,0.1571138639520856,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-05-26,development,8,8,8,-0.044500000000000005,-0.044500000000000005,-0.044500000000000005,0.1469859359031477,0.9655,0.1599128754108576,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-05-27,development,7,7,7,0.0,-0.028999999999999998,0.0,0.1084188256432543,0.981,0.116285485265521,False,True,False,0.028999999999999998,0.0,0.028999999999999998,True,False,False,False
2026-05-28,development,9,9,9,0.0,-0.0225,-0.0225,0.11715157714626849,0.9875,0.12278548526552101,False,True,True,0.0,0.0225,0.0225,False,True,False,False
2026-05-29,development,10,10,10,0.0,-0.13,0.0,0.0985941770247579,0.88,0.1077455510304548,False,True,False,0.13,0.0,0.13,True,False,False,False
2026-05-30,development,11,8,11,-0.08,-0.265,0.0,0.1390750491117967,0.745,0.108636436361502,True,True,False,0.265,-0.08,0.185,True,True,True,False
2026-05-31,development,8,8,8,-0.0725,-0.0725,-0.0725,0.1377351556082107,0.9375,0.1546138639520856,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-06-01,june_external,7,7,7,-0.04,-0.04,-0.04,0.1266947759823055,0.97,0.1406777448452857,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-06-02,june_external,8,8,8,0.0,-0.075,0.0,0.08490932653237049,0.935,0.09373857372666008,False,True,False,0.075,0.0,0.075,True,False,False,False
2026-06-03,june_external,9,8,9,-0.075,-0.031,-0.075,0.1945914452293524,0.979,0.20850934484998107,True,True,True,-0.044,0.0,-0.044,False,False,True,False
2026-06-04,june_external,9,10,9,0.0,-0.19,0.0,0.05097902467801249,0.8200000000000001,0.0491905221460541,False,True,False,0.19,0.0,0.19,True,False,True,False
2026-06-05,june_external,11,8,11,0.0,-0.215,0.0,0.11846415512776569,0.795,0.10358975017254558,False,True,False,0.215,0.0,0.215,True,False,True,False
2026-06-06,june_external,3,3,3,0.9349999999999999,0.9349999999999999,0.9349999999999999,0.1453090637847464,0.945,0.1621138639520856,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-06-07,june_external,4,4,4,-0.019,-0.019,-0.019,0.19994489915510288,0.991,0.2187455510304552,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-06-08,june_external,5,4,5,-0.105,-0.0225,-0.105,0.1622527126101825,0.9875,0.1785093448499813,True,True,True,-0.08249999999999999,0.0,-0.08249999999999999,False,False,True,False
2026-06-09,june_external,9,7,9,-0.08399999999999999,-0.395,-0.08399999999999999,0.1945482304672549,0.615,0.20096748397425418,True,True,True,0.31100000000000005,0.0,0.31100000000000005,False,False,True,False
2026-06-10,june_external,8,5,7,0.0,0.71,0.0,0.05106151100495329,0.72,0.04111545106335848,False,True,False,-0.71,0.0,-0.71,True,False,True,True
2026-06-11,june_external,9,6,9,0.0,-0.28500000000000003,0.0,0.1141903400127233,0.725,0.09801703039702339,False,True,False,0.28500000000000003,0.0,0.28500000000000003,True,False,True,False
2026-06-12,june_external,5,5,5,0.0,-0.052000000000000005,0.0,0.09046349911613039,0.958,0.1049063936249873,False,True,False,0.052000000000000005,0.0,0.052000000000000005,True,False,False,False
2026-06-13,june_external,8,5,8,0.0,-0.16,0.0,0.08005797832296781,0.85,0.0629258529760187,False,True,False,0.16,0.0,0.16,True,False,True,False
2026-06-14,june_external,6,5,6,-0.105,-0.0365,-0.105,0.1489785276046632,0.9735,0.16744900490015333,True,True,True,-0.0685,0.0,-0.0685,False,False,True,False
2026-06-15,june_external,5,5,5,0.0,-0.075,0.0,0.05673584695428689,0.935,0.070285485265521,False,True,False,0.075,0.0,0.075,True,False,False,False
2026-06-16,june_external,4,4,4,-0.063,-0.063,-0.063,0.1346476302789649,0.947,0.1529583236891148,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-06-17,june_external,4,5,4,0.0,-0.31,0.0,0.0604229409074,0.7,0.0705634170810779,False,True,False,0.31,0.0,0.31,True,False,True,False
2026-06-18,june_external,4,4,4,0.0,-0.08099999999999999,0.0,0.07202295260369711,0.929,0.0877385737266606,False,True,False,0.08099999999999999,0.0,0.08099999999999999,True,False,False,False
2026-06-19,june_external,5,5,5,0.0,-0.060000000000000005,0.0,0.09420672027173309,0.95,0.10873857372666058,False,True,False,0.060000000000000005,0.0,0.060000000000000005,True,False,False,False
2026-06-20,june_external,6,5,6,-0.0545,-0.0465,-0.0545,0.17506407666303359,0.9635,0.19322048935925118,True,True,True,-0.008,0.0,-0.008,False,False,True,False
2026-06-21,june_external,5,5,5,-0.027999999999999997,-0.027999999999999997,-0.027999999999999997,0.1501236307071132,0.982,0.1646098945498908,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-06-22,june_external,6,5,6,-0.05,-0.016,-0.05,0.1907893437431597,0.994,0.2069095601224825,True,True,True,-0.034,0.0,-0.034,False,False,True,False
2026-06-23,june_external,6,5,6,-0.0395,-0.026000000000000002,-0.0395,0.2013616195924981,0.984,0.2174095601224825,True,True,True,-0.013499999999999998,0.0,-0.013499999999999998,False,False,True,False
2026-06-24,june_external,6,6,6,-0.068,-0.068,-0.068,0.1244083061609402,0.942,0.1364128754108577,True,True,True,0.0,0.0,0.0,False,False,False,False
2026-06-25,june_external,8,5,8,-0.0495,-0.295,-0.0495,0.1430047146061248,0.7150000000000001,0.1354672596207123,True,True,True,0.2455,0.0,0.2455,False,False,True,False
2026-06-26,june_external,3,4,3,0.0,-0.16,0.0,0.09968497779464909,0.85,0.10903879249797979,False,True,False,0.16,0.0,0.16,True,False,True,False
2026-06-27,june_external,8,5,8,0.0,-0.34500000000000003,0.0,0.09487579916269048,0.665,0.07691272376451769,False,True,False,0.34500000000000003,0.0,0.34500000000000003,True,False,True,False
2026-06-28,june_external,5,4,5,-0.075,-0.022,-0.075,0.1711518392656994,0.988,0.1901901792754525,True,True,True,-0.053,0.0,-0.053,False,False,True,False
2026-06-29,june_external,8,5,4,0.0,-0.28,0.0,0.08390505379031721,0.73,0.0805387924979798,False,True,False,0.28,0.0,0.28,True,False,True,True
2026-06-30,june_external,4,4,4,-0.056,-0.056,-0.056,0.14190175161019808,0.954,0.15995832368911478,True,True,True,0.0,0.0,0.0,False,False,False,False
