strategy_id,model,decision_rule,rule_filter,side_mode,top_k,sizing_rule,ranking_signal,edge_threshold,stability_filter,execution_track,complexity_score,dates,total_net_pnl,mean_daily_net_pnl,daily_pnl_sd,sharpe,opportunity_annualised_sharpe,probabilistic_sharpe_vs_zero,maximum_drawdown,expected_shortfall_5pct,positive_date_fraction,active_dates,position_count,mean_positions_per_active_date,total_entry_cash,return_on_entry_cash,profit_factor_date_level,gross_pnl_before_cost,break_even_cost_per_position,deflated_sharpe_probability,expected_maximum_sharpe_under_trials
S041981,matern,24h_prior,none,short_only,3,edge_weighted,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,5.080150087779458,0.052372681317314,0.13979517819364373,0.37463868206360856,7.15746197097131,0.9999999995910633,0.13484991222054243,-0.0016053560978636007,0.13402061855670103,14,15,1.0714285714285714,8.456850004619971,0.6007142239727766,38.672624357893866,5.2301500877794584,0.34867667251863055,0.0015453203529612108,0.5551176451244564
S042431,matern,24h_prior,none,short_only,5,edge_weighted,edge,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.080150087779458,0.052372681317314,0.13979517819364373,0.37463868206360856,7.15746197097131,0.9999999995910633,0.13484991222054243,-0.0016053560978636007,0.13402061855670103,14,15,1.0714285714285714,8.456850004619971,0.6007142239727766,38.672624357893866,5.2301500877794584,0.34867667251863055,0.0015453203529612108,0.5551176451244564
S042476,matern,24h_prior,none,short_only,5,edge_weighted,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,5.080150087779458,0.052372681317314,0.13979517819364373,0.37463868206360856,7.15746197097131,0.9999999995910633,0.13484991222054243,-0.0016053560978636007,0.13402061855670103,14,15,1.0714285714285714,8.456850004619971,0.6007142239727766,38.672624357893866,5.2301500877794584,0.34867667251863055,0.0015453203529612108,0.5551176451244564
S042521,matern,24h_prior,none,short_only,5,edge_weighted,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,5.080150087779458,0.052372681317314,0.13979517819364373,0.37463868206360856,7.15746197097131,0.9999999995910633,0.13484991222054243,-0.0016053560978636007,0.13402061855670103,14,15,1.0714285714285714,8.456850004619971,0.6007142239727766,38.672624357893866,5.2301500877794584,0.34867667251863055,0.0015453203529612108,0.5551176451244564
S042971,matern,24h_prior,none,short_only,11,edge_weighted,edge,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.080150087779458,0.052372681317314,0.13979517819364373,0.37463868206360856,7.15746197097131,0.9999999995910633,0.13484991222054243,-0.0016053560978636007,0.13402061855670103,14,15,1.0714285714285714,8.456850004619971,0.6007142239727766,38.672624357893866,5.2301500877794584,0.34867667251863055,0.0015453203529612108,0.5551176451244564
S043016,matern,24h_prior,none,short_only,11,edge_weighted,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,5.080150087779458,0.052372681317314,0.13979517819364373,0.37463868206360856,7.15746197097131,0.9999999995910633,0.13484991222054243,-0.0016053560978636007,0.13402061855670103,14,15,1.0714285714285714,8.456850004619971,0.6007142239727766,38.672624357893866,5.2301500877794584,0.34867667251863055,0.0015453203529612108,0.5551176451244564
S043061,matern,24h_prior,none,short_only,11,edge_weighted,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,5.080150087779458,0.052372681317314,0.13979517819364373,0.37463868206360856,7.15746197097131,0.9999999995910633,0.13484991222054243,-0.0016053560978636007,0.13402061855670103,14,15,1.0714285714285714,8.456850004619971,0.6007142239727766,38.672624357893866,5.2301500877794584,0.34867667251863055,0.0015453203529612108,0.5551176451244564
S044231,matern,24h_prior,none,long_short,2,quarter_kelly,roi,0.2,robust_0.10c,includes_synthetic_short_yes,5,97,0.8196473057513116,0.008449972224240326,0.022607690503650964,0.3737653885024533,7.140777720911937,0.9999999999236457,0.009459870862360276,-0.00017884464773223666,0.13402061855670103,15,19,1.2666666666666666,1.4714149162071464,0.5570470278119168,55.55967592308399,1.0096473057513116,0.053139331881647975,0.0009463088502586791,0.5551176451244564
S044276,matern,24h_prior,none,long_short,2,quarter_kelly,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,5,97,0.8196473057513116,0.008449972224240326,0.022607690503650964,0.3737653885024533,7.140777720911937,0.9999999999236457,0.009459870862360276,-0.00017884464773223666,0.13402061855670103,15,19,1.2666666666666666,1.4714149162071464,0.5570470278119168,55.55967592308399,1.0096473057513116,0.053139331881647975,0.0009463088502586791,0.5551176451244564
S041216,matern,24h_prior,none,short_only,2,equal_budget,edge,0.2,robust_0.10c,includes_synthetic_short_yes,2,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S041261,matern,24h_prior,none,short_only,2,equal_budget,roi,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S041306,matern,24h_prior,none,short_only,2,equal_budget,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S041756,matern,24h_prior,none,short_only,3,equal_budget,edge,0.2,robust_0.10c,includes_synthetic_short_yes,2,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S041801,matern,24h_prior,none,short_only,3,equal_budget,roi,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S041846,matern,24h_prior,none,short_only,3,equal_budget,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S042296,matern,24h_prior,none,short_only,5,equal_budget,edge,0.2,robust_0.10c,includes_synthetic_short_yes,2,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S042341,matern,24h_prior,none,short_only,5,equal_budget,roi,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S042386,matern,24h_prior,none,short_only,5,equal_budget,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S042836,matern,24h_prior,none,short_only,11,equal_budget,edge,0.2,robust_0.10c,includes_synthetic_short_yes,2,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S042881,matern,24h_prior,none,short_only,11,equal_budget,roi,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S042926,matern,24h_prior,none,short_only,11,equal_budget,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,5.045,0.052010309278350514,0.14033007925107036,0.37062837529861803,7.080845167804479,0.9999999985837261,0.16999999999999993,-0.002023809523809524,0.13402061855670103,14,15,1.0714285714285714,8.455,0.5966883500887049,30.67647058823529,5.195,0.3463333333333333,0.0015517970390120871,0.5551176451244564
S043826,matern,24h_prior,none,long_short,2,one_share,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,4.843999999999999,0.0499381443298969,0.13599757308136282,0.36719879037856484,7.015323039907046,0.9999999989330326,0.1100000000000001,-0.002303571428571429,0.13402061855670103,15,19,1.2666666666666666,9.156,0.529051987767584,26.033591731266142,5.034,0.2649473684210526,0.0010917593215616908,0.5551176451244564
S043871,matern,24h_prior,none,long_short,2,one_share,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,4.843999999999999,0.0499381443298969,0.13599757308136282,0.36719879037856484,7.015323039907046,0.9999999989330326,0.1100000000000001,-0.002303571428571429,0.13402061855670103,15,19,1.2666666666666666,9.156,0.529051987767584,26.033591731266142,5.034,0.2649473684210526,0.0010917593215616908,0.5551176451244564
S041486,matern,24h_prior,none,short_only,2,quarter_kelly,edge,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S041531,matern,24h_prior,none,short_only,2,quarter_kelly,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S041576,matern,24h_prior,none,short_only,2,quarter_kelly,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S042026,matern,24h_prior,none,short_only,3,quarter_kelly,edge,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S042071,matern,24h_prior,none,short_only,3,quarter_kelly,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S042116,matern,24h_prior,none,short_only,3,quarter_kelly,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S042566,matern,24h_prior,none,short_only,5,quarter_kelly,edge,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S042611,matern,24h_prior,none,short_only,5,quarter_kelly,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S042656,matern,24h_prior,none,short_only,5,quarter_kelly,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S043106,matern,24h_prior,none,short_only,11,quarter_kelly,edge,0.2,robust_0.10c,includes_synthetic_short_yes,3,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S043151,matern,24h_prior,none,short_only,11,quarter_kelly,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S043196,matern,24h_prior,none,short_only,11,quarter_kelly,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,0.7995354944722679,0.008242633963631629,0.022965464655331648,0.3589143127447249,6.857048316947434,0.9999999928356648,0.03460028910982507,-0.0004119082036883938,0.13402061855670103,14,15,1.0714285714285714,1.49152672748619,0.5360517379529632,24.107769184657833,0.9495354944722679,0.0633023662981512,0.0009701223177156621,0.5551176451244564
S043961,matern,24h_prior,none,long_short,2,equal_budget,roi,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,4.36525,0.04500257731958762,0.12565069956263633,0.3581562018853228,6.842564629315228,0.9999999995748663,0.08349999999999999,-0.001648809523809524,0.13402061855670103,15,19,1.2666666666666666,7.63475,0.5717606994335112,32.518050541516246,4.55525,0.23975,0.0003704663121312171,0.5551176451244564
S044006,matern,24h_prior,none,long_short,2,equal_budget,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,4,97,4.36525,0.04500257731958762,0.12565069956263633,0.3581562018853228,6.842564629315228,0.9999999995748663,0.08349999999999999,-0.001648809523809524,0.13402061855670103,15,19,1.2666666666666666,7.63475,0.5717606994335112,32.518050541516246,4.55525,0.23975,0.0003704663121312171,0.5551176451244564
S044096,matern,24h_prior,none,long_short,2,edge_weighted,roi,0.2,robust_0.10c,includes_synthetic_short_yes,5,97,4.437141116115895,0.04574372284655562,0.12799750536737145,0.3573797998270707,6.827731488819661,0.999999998351171,0.10830549239369458,-0.0022833987189725545,0.13402061855670103,15,19,1.2666666666666666,7.775369888242548,0.5706662422356878,24.13354565993524,4.6271411161158955,0.2435337429534682,0.0005314158692490799,0.5551176451244564
S044141,matern,24h_prior,none,long_short,2,edge_weighted,logit_gap,0.2,robust_0.10c,includes_synthetic_short_yes,5,97,4.437141116115895,0.04574372284655562,0.12799750536737145,0.3573797998270707,6.827731488819661,0.999999998351171,0.10830549239369458,-0.0022833987189725545,0.13402061855670103,15,19,1.2666666666666666,7.775369888242548,0.5706662422356878,24.13354565993524,4.6271411161158955,0.2435337429534682,0.0005314158692490799,0.5551176451244564
S040542,matern,24h_prior,none,short_only,1,one_share,edge,0.2,robust_0.25c,includes_synthetic_short_yes,1,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S040587,matern,24h_prior,none,short_only,1,one_share,roi,0.2,robust_0.25c,includes_synthetic_short_yes,2,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S040632,matern,24h_prior,none,short_only,1,one_share,logit_gap,0.2,robust_0.25c,includes_synthetic_short_yes,2,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S040677,matern,24h_prior,none,short_only,1,equal_budget,edge,0.2,robust_0.25c,includes_synthetic_short_yes,1,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S040722,matern,24h_prior,none,short_only,1,equal_budget,roi,0.2,robust_0.25c,includes_synthetic_short_yes,2,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S040767,matern,24h_prior,none,short_only,1,equal_budget,logit_gap,0.2,robust_0.25c,includes_synthetic_short_yes,2,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S040812,matern,24h_prior,none,short_only,1,edge_weighted,edge,0.2,robust_0.25c,includes_synthetic_short_yes,2,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S040857,matern,24h_prior,none,short_only,1,edge_weighted,roi,0.2,robust_0.25c,includes_synthetic_short_yes,3,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S040902,matern,24h_prior,none,short_only,1,edge_weighted,logit_gap,0.2,robust_0.25c,includes_synthetic_short_yes,3,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S041082,matern,24h_prior,none,short_only,2,one_share,edge,0.2,robust_0.25c,includes_synthetic_short_yes,2,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
S041127,matern,24h_prior,none,short_only,2,one_share,roi,0.2,robust_0.25c,includes_synthetic_short_yes,3,97,4.51,0.04649484536082474,0.13155948620549154,0.3534130962491092,6.751947723371344,0.9999999997364402,0.0,0.0,0.1134020618556701,11,11,1.0,6.49,0.6949152542372881,,4.62,0.42,0.00019651879533430212,0.5551176451244564
