strategy_id,model,decision_rule,rule_filter,side_mode,top_k,sizing_rule,ranking_signal,edge_threshold,stability_filter,execution_track,complexity_score
S070452,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.09,robust_0.25c,observed_yes_long_only,3
S070453,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.1,none,observed_yes_long_only,2
S070454,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.1,robust_0.10c,observed_yes_long_only,3
S070455,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.1,robust_0.25c,observed_yes_long_only,3
S070456,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.12,none,observed_yes_long_only,2
S070457,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.12,robust_0.10c,observed_yes_long_only,3
S070458,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.12,robust_0.25c,observed_yes_long_only,3
S070459,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.15,none,observed_yes_long_only,2
S070460,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.15,robust_0.10c,observed_yes_long_only,3
S070461,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.15,robust_0.25c,observed_yes_long_only,3
S070462,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.18,none,observed_yes_long_only,2
S070463,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.18,robust_0.10c,observed_yes_long_only,3
S070464,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.18,robust_0.25c,observed_yes_long_only,3
S070465,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.2,none,observed_yes_long_only,2
S070466,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.2,robust_0.10c,observed_yes_long_only,3
S070467,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.2,robust_0.25c,observed_yes_long_only,3
S070468,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.25,none,observed_yes_long_only,2
S070469,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.25,robust_0.10c,observed_yes_long_only,3
S070470,matern,event_day_open,confirm_6h,long_only,1,equal_budget,logit_gap,0.25,robust_0.25c,observed_yes_long_only,3
S070471,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.01,none,observed_yes_long_only,2
S070472,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.01,robust_0.10c,observed_yes_long_only,3
S070473,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.01,robust_0.25c,observed_yes_long_only,3
S070474,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.02,none,observed_yes_long_only,2
S070475,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.02,robust_0.10c,observed_yes_long_only,3
S070476,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.02,robust_0.25c,observed_yes_long_only,3
S070477,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.03,none,observed_yes_long_only,2
S070478,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.03,robust_0.10c,observed_yes_long_only,3
S070479,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.03,robust_0.25c,observed_yes_long_only,3
S070480,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.04,none,observed_yes_long_only,2
S070481,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.04,robust_0.10c,observed_yes_long_only,3
S070482,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.04,robust_0.25c,observed_yes_long_only,3
S070483,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.05,none,observed_yes_long_only,2
S070484,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.05,robust_0.10c,observed_yes_long_only,3
S070485,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.05,robust_0.25c,observed_yes_long_only,3
S070486,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.06,none,observed_yes_long_only,2
S070487,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.06,robust_0.10c,observed_yes_long_only,3
S070488,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.06,robust_0.25c,observed_yes_long_only,3
S070489,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.07,none,observed_yes_long_only,2
S070490,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.07,robust_0.10c,observed_yes_long_only,3
S070491,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.07,robust_0.25c,observed_yes_long_only,3
S070492,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.08,none,observed_yes_long_only,2
S070493,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.08,robust_0.10c,observed_yes_long_only,3
S070494,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.08,robust_0.25c,observed_yes_long_only,3
S070495,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.09,none,observed_yes_long_only,2
S070496,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.09,robust_0.10c,observed_yes_long_only,3
S070497,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.09,robust_0.25c,observed_yes_long_only,3
S070498,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.1,none,observed_yes_long_only,2
S070499,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.1,robust_0.10c,observed_yes_long_only,3
S070500,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.1,robust_0.25c,observed_yes_long_only,3
S070501,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.12,none,observed_yes_long_only,2
S070502,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.12,robust_0.10c,observed_yes_long_only,3
S070503,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.12,robust_0.25c,observed_yes_long_only,3
S070504,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.15,none,observed_yes_long_only,2
S070505,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.15,robust_0.10c,observed_yes_long_only,3
S070506,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.15,robust_0.25c,observed_yes_long_only,3
S070507,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.18,none,observed_yes_long_only,2
S070508,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.18,robust_0.10c,observed_yes_long_only,3
S070509,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.18,robust_0.25c,observed_yes_long_only,3
S070510,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.2,none,observed_yes_long_only,2
S070511,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.2,robust_0.10c,observed_yes_long_only,3
S070512,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.2,robust_0.25c,observed_yes_long_only,3
S070513,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.25,none,observed_yes_long_only,2
S070514,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.25,robust_0.10c,observed_yes_long_only,3
S070515,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,edge,0.25,robust_0.25c,observed_yes_long_only,3
S070516,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.01,none,observed_yes_long_only,3
S070517,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.01,robust_0.10c,observed_yes_long_only,4
S070518,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.01,robust_0.25c,observed_yes_long_only,4
S070519,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.02,none,observed_yes_long_only,3
S070520,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.02,robust_0.10c,observed_yes_long_only,4
S070521,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.02,robust_0.25c,observed_yes_long_only,4
S070522,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.03,none,observed_yes_long_only,3
S070523,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.03,robust_0.10c,observed_yes_long_only,4
S070524,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.03,robust_0.25c,observed_yes_long_only,4
S070525,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.04,none,observed_yes_long_only,3
S070526,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.04,robust_0.10c,observed_yes_long_only,4
S070527,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.04,robust_0.25c,observed_yes_long_only,4
S070528,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.05,none,observed_yes_long_only,3
S070529,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.05,robust_0.10c,observed_yes_long_only,4
S070530,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.05,robust_0.25c,observed_yes_long_only,4
S070531,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.06,none,observed_yes_long_only,3
S070532,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.06,robust_0.10c,observed_yes_long_only,4
S070533,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.06,robust_0.25c,observed_yes_long_only,4
S070534,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.07,none,observed_yes_long_only,3
S070535,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.07,robust_0.10c,observed_yes_long_only,4
S070536,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.07,robust_0.25c,observed_yes_long_only,4
S070537,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.08,none,observed_yes_long_only,3
S070538,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.08,robust_0.10c,observed_yes_long_only,4
S070539,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.08,robust_0.25c,observed_yes_long_only,4
S070540,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.09,none,observed_yes_long_only,3
S070541,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.09,robust_0.10c,observed_yes_long_only,4
S070542,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.09,robust_0.25c,observed_yes_long_only,4
S070543,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.1,none,observed_yes_long_only,3
S070544,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.1,robust_0.10c,observed_yes_long_only,4
S070545,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.1,robust_0.25c,observed_yes_long_only,4
S070546,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.12,none,observed_yes_long_only,3
S070547,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.12,robust_0.10c,observed_yes_long_only,4
S070548,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.12,robust_0.25c,observed_yes_long_only,4
S070549,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.15,none,observed_yes_long_only,3
S070550,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.15,robust_0.10c,observed_yes_long_only,4
S070551,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.15,robust_0.25c,observed_yes_long_only,4
S070552,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.18,none,observed_yes_long_only,3
S070553,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.18,robust_0.10c,observed_yes_long_only,4
S070554,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.18,robust_0.25c,observed_yes_long_only,4
S070555,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.2,none,observed_yes_long_only,3
S070556,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.2,robust_0.10c,observed_yes_long_only,4
S070557,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.2,robust_0.25c,observed_yes_long_only,4
S070558,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.25,none,observed_yes_long_only,3
S070559,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.25,robust_0.10c,observed_yes_long_only,4
S070560,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,roi,0.25,robust_0.25c,observed_yes_long_only,4
S070561,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.01,none,observed_yes_long_only,3
S070562,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.01,robust_0.10c,observed_yes_long_only,4
S070563,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.01,robust_0.25c,observed_yes_long_only,4
S070564,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.02,none,observed_yes_long_only,3
S070565,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.02,robust_0.10c,observed_yes_long_only,4
S070566,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.02,robust_0.25c,observed_yes_long_only,4
S070567,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.03,none,observed_yes_long_only,3
S070568,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.03,robust_0.10c,observed_yes_long_only,4
S070569,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.03,robust_0.25c,observed_yes_long_only,4
S070570,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.04,none,observed_yes_long_only,3
S070571,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.04,robust_0.10c,observed_yes_long_only,4
S070572,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.04,robust_0.25c,observed_yes_long_only,4
S070573,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.05,none,observed_yes_long_only,3
S070574,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.05,robust_0.10c,observed_yes_long_only,4
S070575,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.05,robust_0.25c,observed_yes_long_only,4
S070576,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.06,none,observed_yes_long_only,3
S070577,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.06,robust_0.10c,observed_yes_long_only,4
S070578,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.06,robust_0.25c,observed_yes_long_only,4
S070579,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.07,none,observed_yes_long_only,3
S070580,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.07,robust_0.10c,observed_yes_long_only,4
S070581,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.07,robust_0.25c,observed_yes_long_only,4
S070582,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.08,none,observed_yes_long_only,3
S070583,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.08,robust_0.10c,observed_yes_long_only,4
S070584,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.08,robust_0.25c,observed_yes_long_only,4
S070585,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.09,none,observed_yes_long_only,3
S070586,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.09,robust_0.10c,observed_yes_long_only,4
S070587,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.09,robust_0.25c,observed_yes_long_only,4
S070588,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.1,none,observed_yes_long_only,3
S070589,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.1,robust_0.10c,observed_yes_long_only,4
S070590,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.1,robust_0.25c,observed_yes_long_only,4
S070591,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.12,none,observed_yes_long_only,3
S070592,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.12,robust_0.10c,observed_yes_long_only,4
S070593,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.12,robust_0.25c,observed_yes_long_only,4
S070594,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.15,none,observed_yes_long_only,3
S070595,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.15,robust_0.10c,observed_yes_long_only,4
S070596,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.15,robust_0.25c,observed_yes_long_only,4
S070597,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.18,none,observed_yes_long_only,3
S070598,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.18,robust_0.10c,observed_yes_long_only,4
S070599,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.18,robust_0.25c,observed_yes_long_only,4
S070600,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.2,none,observed_yes_long_only,3
S070601,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.2,robust_0.10c,observed_yes_long_only,4
S070602,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.2,robust_0.25c,observed_yes_long_only,4
S070603,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.25,none,observed_yes_long_only,3
S070604,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.25,robust_0.10c,observed_yes_long_only,4
S070605,matern,event_day_open,confirm_6h,long_only,1,edge_weighted,logit_gap,0.25,robust_0.25c,observed_yes_long_only,4
S070606,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.01,none,observed_yes_long_only,2
S070607,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.01,robust_0.10c,observed_yes_long_only,3
S070608,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.01,robust_0.25c,observed_yes_long_only,3
S070609,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.02,none,observed_yes_long_only,2
S070610,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.02,robust_0.10c,observed_yes_long_only,3
S070611,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.02,robust_0.25c,observed_yes_long_only,3
S070612,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.03,none,observed_yes_long_only,2
S070613,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.03,robust_0.10c,observed_yes_long_only,3
S070614,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.03,robust_0.25c,observed_yes_long_only,3
S070615,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.04,none,observed_yes_long_only,2
S070616,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.04,robust_0.10c,observed_yes_long_only,3
S070617,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.04,robust_0.25c,observed_yes_long_only,3
S070618,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.05,none,observed_yes_long_only,2
S070619,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.05,robust_0.10c,observed_yes_long_only,3
S070620,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.05,robust_0.25c,observed_yes_long_only,3
S070621,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.06,none,observed_yes_long_only,2
S070622,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.06,robust_0.10c,observed_yes_long_only,3
S070623,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.06,robust_0.25c,observed_yes_long_only,3
S070624,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.07,none,observed_yes_long_only,2
S070625,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.07,robust_0.10c,observed_yes_long_only,3
S070626,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.07,robust_0.25c,observed_yes_long_only,3
S070627,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.08,none,observed_yes_long_only,2
S070628,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.08,robust_0.10c,observed_yes_long_only,3
S070629,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.08,robust_0.25c,observed_yes_long_only,3
S070630,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.09,none,observed_yes_long_only,2
S070631,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.09,robust_0.10c,observed_yes_long_only,3
S070632,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.09,robust_0.25c,observed_yes_long_only,3
S070633,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.1,none,observed_yes_long_only,2
S070634,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.1,robust_0.10c,observed_yes_long_only,3
S070635,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.1,robust_0.25c,observed_yes_long_only,3
S070636,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.12,none,observed_yes_long_only,2
S070637,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.12,robust_0.10c,observed_yes_long_only,3
S070638,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.12,robust_0.25c,observed_yes_long_only,3
S070639,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.15,none,observed_yes_long_only,2
S070640,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.15,robust_0.10c,observed_yes_long_only,3
S070641,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.15,robust_0.25c,observed_yes_long_only,3
S070642,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.18,none,observed_yes_long_only,2
S070643,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.18,robust_0.10c,observed_yes_long_only,3
S070644,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.18,robust_0.25c,observed_yes_long_only,3
S070645,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.2,none,observed_yes_long_only,2
S070646,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.2,robust_0.10c,observed_yes_long_only,3
S070647,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.2,robust_0.25c,observed_yes_long_only,3
S070648,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.25,none,observed_yes_long_only,2
S070649,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.25,robust_0.10c,observed_yes_long_only,3
S070650,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,edge,0.25,robust_0.25c,observed_yes_long_only,3
S070651,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.01,none,observed_yes_long_only,3
S070652,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.01,robust_0.10c,observed_yes_long_only,4
S070653,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.01,robust_0.25c,observed_yes_long_only,4
S070654,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.02,none,observed_yes_long_only,3
S070655,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.02,robust_0.10c,observed_yes_long_only,4
S070656,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.02,robust_0.25c,observed_yes_long_only,4
S070657,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.03,none,observed_yes_long_only,3
S070658,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.03,robust_0.10c,observed_yes_long_only,4
S070659,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.03,robust_0.25c,observed_yes_long_only,4
S070660,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.04,none,observed_yes_long_only,3
S070661,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.04,robust_0.10c,observed_yes_long_only,4
S070662,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.04,robust_0.25c,observed_yes_long_only,4
S070663,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.05,none,observed_yes_long_only,3
S070664,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.05,robust_0.10c,observed_yes_long_only,4
S070665,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.05,robust_0.25c,observed_yes_long_only,4
S070666,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.06,none,observed_yes_long_only,3
S070667,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.06,robust_0.10c,observed_yes_long_only,4
S070668,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.06,robust_0.25c,observed_yes_long_only,4
S070669,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.07,none,observed_yes_long_only,3
S070670,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.07,robust_0.10c,observed_yes_long_only,4
S070671,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.07,robust_0.25c,observed_yes_long_only,4
S070672,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.08,none,observed_yes_long_only,3
S070673,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.08,robust_0.10c,observed_yes_long_only,4
S070674,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.08,robust_0.25c,observed_yes_long_only,4
S070675,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.09,none,observed_yes_long_only,3
S070676,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.09,robust_0.10c,observed_yes_long_only,4
S070677,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.09,robust_0.25c,observed_yes_long_only,4
S070678,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.1,none,observed_yes_long_only,3
S070679,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.1,robust_0.10c,observed_yes_long_only,4
S070680,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.1,robust_0.25c,observed_yes_long_only,4
S070681,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.12,none,observed_yes_long_only,3
S070682,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.12,robust_0.10c,observed_yes_long_only,4
S070683,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.12,robust_0.25c,observed_yes_long_only,4
S070684,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.15,none,observed_yes_long_only,3
S070685,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.15,robust_0.10c,observed_yes_long_only,4
S070686,matern,event_day_open,confirm_6h,long_only,1,quarter_kelly,roi,0.15,robust_0.25c,observed_yes_long_only,4
