event_date,market_id,decision_rule,p_market,decision_cutoff_utc,selected_price_timestamp_utc,price_staleness_hours,source_cutoff_column,source_price_timestamp_column,condition_id,event_id,event_slug,market_slug,question,canonical_label,event_type,contract_event_type,lower_bound_c,upper_bound_c,bound_reference_c,bound_reconstruction_applied,bound_reference_source,source_lower_bound_column,source_upper_bound_column,selected_yes_token_id,no_token_id,sample_block,source_block,decision_rule_order
2026-03-18,1609293,12h_prior,0.125,2026-03-17 04:00:00+00:00,2026-03-17 03:00:26+00:00,0.9927777777777778,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-28corhigher,Will the highest temperature in Hong Kong be 28°C or higher on March 18?,28°C or higher,upper,upper_tail,28.0,,28.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,12268222159614728738434981709516892438897395269600915350011382182854202444351,,march_may_baseline,march_may_baseline,1
2026-03-18,1609283,6h_prior,0.002,2026-03-17 10:00:00+00:00,2026-03-17 09:00:42+00:00,0.9883333333333332,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-18corbelow,Will the highest temperature in Hong Kong be 18°C or below on March 18?,18°C or below,lower,lower_tail_endpoint,,19.0,18.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,110474255066493490332588316800377380653285496596456220682434262080826926516690,,march_may_baseline,march_may_baseline,2
2026-03-18,1609284,6h_prior,0.0025,2026-03-17 10:00:00+00:00,2026-03-17 09:00:41+00:00,0.9886111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-19c,Will the highest temperature in Hong Kong be 19°C on March 18?,19°C,interior,interior_bin,19.0,20.0,19.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,37360368221043859735577577762103864480884668984172010078154389162590441254438,,march_may_baseline,march_may_baseline,2
2026-03-18,1609285,6h_prior,0.0245,2026-03-17 10:00:00+00:00,2026-03-17 09:00:47+00:00,0.9869444444444444,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-20c,Will the highest temperature in Hong Kong be 20°C on March 18?,20°C,interior,interior_bin,20.0,21.0,20.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,22145438231607492786248212827857227280720837366678546698439731971698231574617,,march_may_baseline,march_may_baseline,2
2026-03-18,1609286,6h_prior,0.045,2026-03-17 10:00:00+00:00,2026-03-17 09:00:27+00:00,0.9925,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-21c,Will the highest temperature in Hong Kong be 21°C on March 18?,21°C,interior,interior_bin,21.0,22.0,21.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,22934479917760701215287278315472904846214466137533312331227437532354462195085,,march_may_baseline,march_may_baseline,2
2026-03-18,1609287,6h_prior,0.06,2026-03-17 10:00:00+00:00,2026-03-17 09:00:40+00:00,0.9888888888888888,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-22c,Will the highest temperature in Hong Kong be 22°C on March 18?,22°C,interior,interior_bin,22.0,23.0,22.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,14905800807098121335450400627311466522885081603036629837583273111730697417676,,march_may_baseline,march_may_baseline,2
2026-03-18,1609288,6h_prior,0.1,2026-03-17 10:00:00+00:00,2026-03-17 09:00:28+00:00,0.9922222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-23c,Will the highest temperature in Hong Kong be 23°C on March 18?,23°C,interior,interior_bin,23.0,24.0,23.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,38643976793577449599167113728084786609484981080463675275750414431860275832645,,march_may_baseline,march_may_baseline,2
2026-03-18,1609289,6h_prior,0.205,2026-03-17 10:00:00+00:00,2026-03-17 09:00:46+00:00,0.9872222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-24c,Will the highest temperature in Hong Kong be 24°C on March 18?,24°C,interior,interior_bin,24.0,25.0,24.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,55799776111437449950755224612061328454593820669968373633248129469898230341057,,march_may_baseline,march_may_baseline,2
2026-03-18,1609290,6h_prior,0.16,2026-03-17 10:00:00+00:00,2026-03-17 09:00:28+00:00,0.9922222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-25c,Will the highest temperature in Hong Kong be 25°C on March 18?,25°C,interior,interior_bin,25.0,26.0,25.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,49564577024420605914456724618800305233138629860131859992441195347379033049612,,march_may_baseline,march_may_baseline,2
2026-03-18,1609291,6h_prior,0.2,2026-03-17 10:00:00+00:00,2026-03-17 09:00:28+00:00,0.9922222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-26c,Will the highest temperature in Hong Kong be 26°C on March 18?,26°C,interior,interior_bin,26.0,27.0,26.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,12656638109055951261831148616722371673366233304846545884747086856267391003970,,march_may_baseline,march_may_baseline,2
2026-03-18,1609292,6h_prior,0.11,2026-03-17 10:00:00+00:00,2026-03-17 09:00:45+00:00,0.9875,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-27c,Will the highest temperature in Hong Kong be 27°C on March 18?,27°C,interior,interior_bin,27.0,28.0,27.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,65325550865731780765945673249095015807109286488076063591627840343472326859602,,march_may_baseline,march_may_baseline,2
2026-03-18,1609293,6h_prior,0.09,2026-03-17 10:00:00+00:00,2026-03-17 09:00:27+00:00,0.9925,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-28corhigher,Will the highest temperature in Hong Kong be 28°C or higher on March 18?,28°C or higher,upper,upper_tail,28.0,,28.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,12268222159614728738434981709516892438897395269600915350011382182854202444351,,march_may_baseline,march_may_baseline,2
2026-03-18,1609283,event_day_open,0.0025,2026-03-17 16:00:00+00:00,2026-03-17 15:00:46+00:00,0.9872222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-18corbelow,Will the highest temperature in Hong Kong be 18°C or below on March 18?,18°C or below,lower,lower_tail_endpoint,,19.0,18.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,110474255066493490332588316800377380653285496596456220682434262080826926516690,,march_may_baseline,march_may_baseline,3
2026-03-18,1609284,event_day_open,0.003,2026-03-17 16:00:00+00:00,2026-03-17 15:00:45+00:00,0.9875,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-19c,Will the highest temperature in Hong Kong be 19°C on March 18?,19°C,interior,interior_bin,19.0,20.0,19.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,37360368221043859735577577762103864480884668984172010078154389162590441254438,,march_may_baseline,march_may_baseline,3
2026-03-18,1609285,event_day_open,0.01,2026-03-17 16:00:00+00:00,2026-03-17 15:00:50+00:00,0.9861111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-20c,Will the highest temperature in Hong Kong be 20°C on March 18?,20°C,interior,interior_bin,20.0,21.0,20.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,22145438231607492786248212827857227280720837366678546698439731971698231574617,,march_may_baseline,march_may_baseline,3
2026-03-18,1609286,event_day_open,0.012,2026-03-17 16:00:00+00:00,2026-03-17 15:00:30+00:00,0.9916666666666668,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-21c,Will the highest temperature in Hong Kong be 21°C on March 18?,21°C,interior,interior_bin,21.0,22.0,21.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,22934479917760701215287278315472904846214466137533312331227437532354462195085,,march_may_baseline,march_may_baseline,3
2026-03-18,1609287,event_day_open,0.0155,2026-03-17 16:00:00+00:00,2026-03-17 15:00:44+00:00,0.9877777777777778,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-22c,Will the highest temperature in Hong Kong be 22°C on March 18?,22°C,interior,interior_bin,22.0,23.0,22.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,14905800807098121335450400627311466522885081603036629837583273111730697417676,,march_may_baseline,march_may_baseline,3
2026-03-18,1609288,event_day_open,0.07,2026-03-17 16:00:00+00:00,2026-03-17 15:00:32+00:00,0.9911111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-23c,Will the highest temperature in Hong Kong be 23°C on March 18?,23°C,interior,interior_bin,23.0,24.0,23.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,38643976793577449599167113728084786609484981080463675275750414431860275832645,,march_may_baseline,march_may_baseline,3
2026-03-18,1609289,event_day_open,0.13,2026-03-17 16:00:00+00:00,2026-03-17 15:00:50+00:00,0.9861111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-24c,Will the highest temperature in Hong Kong be 24°C on March 18?,24°C,interior,interior_bin,24.0,25.0,24.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,55799776111437449950755224612061328454593820669968373633248129469898230341057,,march_may_baseline,march_may_baseline,3
2026-03-18,1609290,event_day_open,0.275,2026-03-17 16:00:00+00:00,2026-03-17 15:00:32+00:00,0.9911111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-25c,Will the highest temperature in Hong Kong be 25°C on March 18?,25°C,interior,interior_bin,25.0,26.0,25.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,49564577024420605914456724618800305233138629860131859992441195347379033049612,,march_may_baseline,march_may_baseline,3
2026-03-18,1609291,event_day_open,0.465,2026-03-17 16:00:00+00:00,2026-03-17 15:00:32+00:00,0.9911111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-26c,Will the highest temperature in Hong Kong be 26°C on March 18?,26°C,interior,interior_bin,26.0,27.0,26.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,12656638109055951261831148616722371673366233304846545884747086856267391003970,,march_may_baseline,march_may_baseline,3
2026-03-18,1609292,event_day_open,0.275,2026-03-17 16:00:00+00:00,2026-03-17 15:00:48+00:00,0.9866666666666668,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-27c,Will the highest temperature in Hong Kong be 27°C on March 18?,27°C,interior,interior_bin,27.0,28.0,27.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,65325550865731780765945673249095015807109286488076063591627840343472326859602,,march_may_baseline,march_may_baseline,3
2026-03-18,1609293,event_day_open,0.175,2026-03-17 16:00:00+00:00,2026-03-17 15:00:30+00:00,0.9916666666666668,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-18-2026,highest-temperature-in-hong-kong-on-march-18-2026-28corhigher,Will the highest temperature in Hong Kong be 28°C or higher on March 18?,28°C or higher,upper,upper_tail,28.0,,28.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,12268222159614728738434981709516892438897395269600915350011382182854202444351,,march_may_baseline,march_may_baseline,3
2026-03-19,1609338,24h_prior,0.0015,2026-03-17 16:00:00+00:00,2026-03-17 15:00:30+00:00,0.9916666666666668,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-18corbelow,Will the highest temperature in Hong Kong be 18°C or below on March 19?,18°C or below,lower,lower_tail_endpoint,,19.0,18.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,66728546636913381438287184123387568955943105833454696721546466213565130921220,,march_may_baseline,march_may_baseline,0
2026-03-19,1609339,24h_prior,0.01,2026-03-17 16:00:00+00:00,2026-03-17 15:00:39+00:00,0.9891666666666666,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-19c,Will the highest temperature in Hong Kong be 19°C on March 19?,19°C,interior,interior_bin,19.0,20.0,19.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,111327742962296719107191162056033180829045697164415206391456323781676603034973,,march_may_baseline,march_may_baseline,0
2026-03-19,1609340,24h_prior,0.1025,2026-03-17 16:00:00+00:00,2026-03-17 15:00:38+00:00,0.9894444444444443,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-20c,Will the highest temperature in Hong Kong be 20°C on March 19?,20°C,interior,interior_bin,20.0,21.0,20.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,33331969367428365469801839917865236033975877132756792676749966476776128222554,,march_may_baseline,march_may_baseline,0
2026-03-19,1609341,24h_prior,0.145,2026-03-17 16:00:00+00:00,2026-03-17 15:00:54+00:00,0.985,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-21c,Will the highest temperature in Hong Kong be 21°C on March 19?,21°C,interior,interior_bin,21.0,22.0,21.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,53037367002185492159295706167922652040897401640235496432151791691138525055341,,march_may_baseline,march_may_baseline,0
2026-03-19,1609342,24h_prior,0.12,2026-03-17 16:00:00+00:00,2026-03-17 15:00:52+00:00,0.9855555555555556,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-22c,Will the highest temperature in Hong Kong be 22°C on March 19?,22°C,interior,interior_bin,22.0,23.0,22.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,79187960723332863706622452381680494705039830276425331491162122163992604308333,,march_may_baseline,march_may_baseline,0
2026-03-19,1609343,24h_prior,0.23,2026-03-17 16:00:00+00:00,2026-03-17 15:00:45+00:00,0.9875,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-23c,Will the highest temperature in Hong Kong be 23°C on March 19?,23°C,interior,interior_bin,23.0,24.0,23.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,15431830448012691091108550077442519840908831304557557953827441407855696839787,,march_may_baseline,march_may_baseline,0
2026-03-19,1609344,24h_prior,0.225,2026-03-17 16:00:00+00:00,2026-03-17 15:00:38+00:00,0.9894444444444443,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-24c,Will the highest temperature in Hong Kong be 24°C on March 19?,24°C,interior,interior_bin,24.0,25.0,24.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,49876605515183080888328511221418524643937427572367378711874446294155620015523,,march_may_baseline,march_may_baseline,0
2026-03-19,1609345,24h_prior,0.21,2026-03-17 16:00:00+00:00,2026-03-17 15:00:44+00:00,0.9877777777777778,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-25c,Will the highest temperature in Hong Kong be 25°C on March 19?,25°C,interior,interior_bin,25.0,26.0,25.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,58255877209506276757395985315962201378432754743544335956414400721811407209025,,march_may_baseline,march_may_baseline,0
2026-03-19,1609346,24h_prior,0.175,2026-03-17 16:00:00+00:00,2026-03-17 15:00:34+00:00,0.9905555555555556,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-26c,Will the highest temperature in Hong Kong be 26°C on March 19?,26°C,interior,interior_bin,26.0,27.0,26.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,24762042096779966601488432413643803930851179036897482337508583017551372623713,,march_may_baseline,march_may_baseline,0
2026-03-19,1609347,24h_prior,0.21,2026-03-17 16:00:00+00:00,2026-03-17 15:00:34+00:00,0.9905555555555556,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-27c,Will the highest temperature in Hong Kong be 27°C on March 19?,27°C,interior,interior_bin,27.0,28.0,27.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,11857229487982202063200562415296796289271555091000987698268878301801826678005,,march_may_baseline,march_may_baseline,0
2026-03-19,1609348,24h_prior,0.1,2026-03-17 16:00:00+00:00,2026-03-17 15:00:30+00:00,0.9916666666666668,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-28corhigher,Will the highest temperature in Hong Kong be 28°C or higher on March 19?,28°C or higher,upper,upper_tail,28.0,,28.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,93249664553656843954425644598282848387760105568219245579096150666609197485978,,march_may_baseline,march_may_baseline,0
2026-03-19,1609338,12h_prior,0.001,2026-03-18 04:00:00+00:00,2026-03-18 03:00:27+00:00,0.9925,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-18corbelow,Will the highest temperature in Hong Kong be 18°C or below on March 19?,18°C or below,lower,lower_tail_endpoint,,19.0,18.0,True,group_item_title,event_lower_bound_C,event_upper_bound_C,66728546636913381438287184123387568955943105833454696721546466213565130921220,,march_may_baseline,march_may_baseline,1
2026-03-19,1609339,12h_prior,0.0035,2026-03-18 04:00:00+00:00,2026-03-18 03:00:35+00:00,0.9902777777777778,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-19c,Will the highest temperature in Hong Kong be 19°C on March 19?,19°C,interior,interior_bin,19.0,20.0,19.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,111327742962296719107191162056033180829045697164415206391456323781676603034973,,march_may_baseline,march_may_baseline,1
2026-03-19,1609340,12h_prior,0.02,2026-03-18 04:00:00+00:00,2026-03-18 03:00:34+00:00,0.9905555555555556,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-20c,Will the highest temperature in Hong Kong be 20°C on March 19?,20°C,interior,interior_bin,20.0,21.0,20.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,33331969367428365469801839917865236033975877132756792676749966476776128222554,,march_may_baseline,march_may_baseline,1
2026-03-19,1609341,12h_prior,0.02,2026-03-18 04:00:00+00:00,2026-03-18 03:00:48+00:00,0.9866666666666668,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-21c,Will the highest temperature in Hong Kong be 21°C on March 19?,21°C,interior,interior_bin,21.0,22.0,21.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,53037367002185492159295706167922652040897401640235496432151791691138525055341,,march_may_baseline,march_may_baseline,1
2026-03-19,1609342,12h_prior,0.05,2026-03-18 04:00:00+00:00,2026-03-18 03:00:46+00:00,0.9872222222222222,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-22c,Will the highest temperature in Hong Kong be 22°C on March 19?,22°C,interior,interior_bin,22.0,23.0,22.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,79187960723332863706622452381680494705039830276425331491162122163992604308333,,march_may_baseline,march_may_baseline,1
2026-03-19,1609343,12h_prior,0.085,2026-03-18 04:00:00+00:00,2026-03-18 03:00:41+00:00,0.9886111111111112,decision_cutoff_utc,decision_price_timestamp_utc,,,highest-temperature-in-hong-kong-on-march-19-2026,highest-temperature-in-hong-kong-on-march-19-2026-23c,Will the highest temperature in Hong Kong be 23°C on March 19?,23°C,interior,interior_bin,23.0,24.0,23.0,False,group_item_title,event_lower_bound_C,event_upper_bound_C,15431830448012691091108550077442519840908831304557557953827441407855696839787,,march_may_baseline,march_may_baseline,1
