scope,dates,rows,metric,point_estimate,bootstrap_method,block_length_days,bootstrap_lower_95,bootstrap_upper_95,bootstrap_replications,seed,bootstrap_unit
pooled_all_rules,730,2920,prob_residual_above_1c,0.5859589041095891,circular_moving_block,5.0,0.5366438356164384,0.6349315068493151,10000,20260931,settlement_date
pooled_all_rules,730,2920,prob_residual_above_1.5c,0.46335616438356164,circular_moving_block,5.0,0.413013698630137,0.5133561643835617,10000,20260931,settlement_date
pooled_all_rules,730,2920,prob_residual_above_2c,0.3407534246575342,circular_moving_block,5.0,0.2945205479452055,0.3886986301369863,10000,20260931,settlement_date
pooled_all_rules,730,2920,prob_absolute_residual_above_0.5c,0.8017123287671233,circular_moving_block,5.0,0.7702054794520548,0.8318493150684931,10000,20260931,settlement_date
pooled_all_rules,730,2920,prob_absolute_residual_above_1c,0.6291095890410959,circular_moving_block,5.0,0.5845890410958904,0.6726027397260274,10000,20260931,settlement_date
pooled_all_rules,730,2920,prob_absolute_residual_above_1.5c,0.48424657534246573,circular_moving_block,5.0,0.43561643835616437,0.5325342465753424,10000,20260931,settlement_date
pooled_all_rules,730,2920,prob_absolute_residual_above_2c,0.351027397260274,circular_moving_block,5.0,0.30582191780821916,0.39794520547945206,10000,20260931,settlement_date
pooled_all_rules,730,2920,mean_residual_c,1.4296575342465752,circular_moving_block,7.0,1.2517671232876713,1.6099015410958903,10000,20261031,settlement_date
pooled_all_rules,730,2920,median_residual_c,1.400000000000002,circular_moving_block,7.0,1.1999999999999993,1.6000000000000014,10000,20261031,settlement_date
pooled_all_rules,730,2920,mean_absolute_error_c,1.680068493150685,circular_moving_block,7.0,1.5379777397260275,1.8254118150684935,10000,20261031,settlement_date
pooled_all_rules,730,2920,root_mean_squared_error_c,2.0527162092253373,circular_moving_block,7.0,1.9021430307840996,2.20135741901325,10000,20261031,settlement_date
pooled_all_rules,730,2920,underforecast_rate,0.8246575342465754,circular_moving_block,7.0,0.7904109589041096,0.8575342465753425,10000,20261031,settlement_date
pooled_all_rules,730,2920,prob_residual_above_0.5c,0.7167808219178082,circular_moving_block,7.0,0.6726027397260274,0.7602739726027398,10000,20261031,settlement_date
pooled_all_rules,730,2920,prob_residual_above_1c,0.5859589041095891,circular_moving_block,7.0,0.5315068493150685,0.6397260273972603,10000,20261031,settlement_date
pooled_all_rules,730,2920,prob_residual_above_1.5c,0.46335616438356164,circular_moving_block,7.0,0.40718321917808226,0.5188356164383562,10000,20261031,settlement_date
pooled_all_rules,730,2920,prob_residual_above_2c,0.3407534246575342,circular_moving_block,7.0,0.28835616438356165,0.39315068493150684,10000,20261031,settlement_date
pooled_all_rules,730,2920,prob_absolute_residual_above_0.5c,0.8017123287671233,circular_moving_block,7.0,0.7691780821917809,0.8328767123287671,10000,20261031,settlement_date
pooled_all_rules,730,2920,prob_absolute_residual_above_1c,0.6291095890410959,circular_moving_block,7.0,0.5801369863013699,0.6777397260273973,10000,20261031,settlement_date
pooled_all_rules,730,2920,prob_absolute_residual_above_1.5c,0.48424657534246573,circular_moving_block,7.0,0.429443493150685,0.538013698630137,10000,20261031,settlement_date
pooled_all_rules,730,2920,prob_absolute_residual_above_2c,0.351027397260274,circular_moving_block,7.0,0.29930650684931515,0.40308219178082194,10000,20261031,settlement_date
24h_prior,730,730,mean_residual_c,1.4443835616438356,ordinary_date,,1.3310924657534247,1.5535616438356163,10000,20261731,settlement_date
24h_prior,730,730,median_residual_c,1.3999999999999986,ordinary_date,,1.1999999999999993,1.6000000000000014,10000,20261731,settlement_date
24h_prior,730,730,mean_absolute_error_c,1.7358904109589042,ordinary_date,,1.65,1.822198630136986,10000,20261731,settlement_date
24h_prior,730,730,root_mean_squared_error_c,2.1172287392359324,ordinary_date,,2.026071000345698,2.208294063577305,10000,20261731,settlement_date
24h_prior,730,730,underforecast_rate,0.8041095890410959,ordinary_date,,0.773972602739726,0.8315068493150685,10000,20261731,settlement_date
24h_prior,730,730,prob_residual_above_0.5c,0.7150684931506849,ordinary_date,,0.6821917808219178,0.7465753424657534,10000,20261731,settlement_date
24h_prior,730,730,prob_residual_above_1c,0.5876712328767123,ordinary_date,,0.552054794520548,0.6232876712328768,10000,20261731,settlement_date
24h_prior,730,730,prob_residual_above_1.5c,0.46986301369863015,ordinary_date,,0.4328767123287671,0.5054794520547945,10000,20261731,settlement_date
24h_prior,730,730,prob_residual_above_2c,0.35342465753424657,ordinary_date,,0.31917808219178084,0.38767123287671235,10000,20261731,settlement_date
24h_prior,730,730,prob_absolute_residual_above_0.5c,0.810958904109589,ordinary_date,,0.7821917808219178,0.8383561643835616,10000,20261731,settlement_date
24h_prior,730,730,prob_absolute_residual_above_1c,0.6410958904109589,ordinary_date,,0.6068493150684932,0.6753424657534246,10000,20261731,settlement_date
24h_prior,730,730,prob_absolute_residual_above_1.5c,0.4931506849315068,ordinary_date,,0.4575342465753425,0.5287671232876713,10000,20261731,settlement_date
24h_prior,730,730,prob_absolute_residual_above_2c,0.36712328767123287,ordinary_date,,0.33287671232876714,0.40136986301369865,10000,20261731,settlement_date
24h_prior,730,730,mean_residual_c,1.4443835616438356,circular_moving_block,3.0,1.291640410958904,1.5928801369863015,10000,20261831,settlement_date
24h_prior,730,730,median_residual_c,1.3999999999999986,circular_moving_block,3.0,1.1999999999999993,1.6999999999999975,10000,20261831,settlement_date
24h_prior,730,730,mean_absolute_error_c,1.7358904109589042,circular_moving_block,3.0,1.62027397260274,1.852876712328767,10000,20261831,settlement_date
24h_prior,730,730,root_mean_squared_error_c,2.1172287392359324,circular_moving_block,3.0,1.9874773195878803,2.2443812644631183,10000,20261831,settlement_date
24h_prior,730,730,underforecast_rate,0.8041095890410959,circular_moving_block,3.0,0.7698630136986301,0.8356164383561644,10000,20261831,settlement_date
24h_prior,730,730,prob_residual_above_0.5c,0.7150684931506849,circular_moving_block,3.0,0.6753424657534246,0.7534246575342466,10000,20261831,settlement_date
24h_prior,730,730,prob_residual_above_1c,0.5876712328767123,circular_moving_block,3.0,0.5424657534246575,0.6315068493150685,10000,20261831,settlement_date
24h_prior,730,730,prob_residual_above_1.5c,0.46986301369863015,circular_moving_block,3.0,0.4246575342465753,0.5150684931506849,10000,20261831,settlement_date
24h_prior,730,730,prob_residual_above_2c,0.35342465753424657,circular_moving_block,3.0,0.3095890410958904,0.3972602739726027,10000,20261831,settlement_date
24h_prior,730,730,prob_absolute_residual_above_0.5c,0.810958904109589,circular_moving_block,3.0,0.7794520547945205,0.8424657534246576,10000,20261831,settlement_date
24h_prior,730,730,prob_absolute_residual_above_1c,0.6410958904109589,circular_moving_block,3.0,0.6,0.6808219178082192,10000,20261831,settlement_date
24h_prior,730,730,prob_absolute_residual_above_1.5c,0.4931506849315068,circular_moving_block,3.0,0.44931506849315067,0.5383561643835616,10000,20261831,settlement_date
24h_prior,730,730,prob_absolute_residual_above_2c,0.36712328767123287,circular_moving_block,3.0,0.3232876712328767,0.410958904109589,10000,20261831,settlement_date
24h_prior,730,730,mean_residual_c,1.4443835616438356,circular_moving_block,5.0,1.274517123287671,1.620003424657534,10000,20261931,settlement_date
24h_prior,730,730,median_residual_c,1.3999999999999986,circular_moving_block,5.0,1.1999999999999993,1.6999999999999993,10000,20261931,settlement_date
24h_prior,730,730,mean_absolute_error_c,1.7358904109589042,circular_moving_block,5.0,1.6027397260273972,1.86972602739726,10000,20261931,settlement_date
24h_prior,730,730,root_mean_squared_error_c,2.1172287392359324,circular_moving_block,5.0,1.9731274285540774,2.259309583510854,10000,20261931,settlement_date
24h_prior,730,730,underforecast_rate,0.8041095890410959,circular_moving_block,5.0,0.7671232876712328,0.8383561643835616,10000,20261931,settlement_date
24h_prior,730,730,prob_residual_above_0.5c,0.7150684931506849,circular_moving_block,5.0,0.6725684931506852,0.7575342465753425,10000,20261931,settlement_date
24h_prior,730,730,prob_residual_above_1c,0.5876712328767123,circular_moving_block,5.0,0.536986301369863,0.6383561643835617,10000,20261931,settlement_date
24h_prior,730,730,prob_residual_above_1.5c,0.46986301369863015,circular_moving_block,5.0,0.41643835616438357,0.5205479452054794,10000,20261931,settlement_date
24h_prior,730,730,prob_residual_above_2c,0.35342465753424657,circular_moving_block,5.0,0.3041095890410959,0.40136986301369865,10000,20261931,settlement_date
24h_prior,730,730,prob_absolute_residual_above_0.5c,0.810958904109589,circular_moving_block,5.0,0.7767123287671233,0.8438356164383561,10000,20261931,settlement_date
24h_prior,730,730,prob_absolute_residual_above_1c,0.6410958904109589,circular_moving_block,5.0,0.5958904109589042,0.6863013698630137,10000,20261931,settlement_date
24h_prior,730,730,prob_absolute_residual_above_1.5c,0.4931506849315068,circular_moving_block,5.0,0.44246575342465755,0.5424657534246575,10000,20261931,settlement_date
24h_prior,730,730,prob_absolute_residual_above_2c,0.36712328767123287,circular_moving_block,5.0,0.3178082191780822,0.41506849315068495,10000,20261931,settlement_date
24h_prior,730,730,mean_residual_c,1.4443835616438356,circular_moving_block,7.0,1.259585616438356,1.6323356164383562,10000,20262031,settlement_date
24h_prior,730,730,median_residual_c,1.3999999999999986,circular_moving_block,7.0,1.1999999999999993,1.7000000000000028,10000,20262031,settlement_date
24h_prior,730,730,mean_absolute_error_c,1.7358904109589042,circular_moving_block,7.0,1.5967123287671232,1.8853424657534246,10000,20262031,settlement_date
24h_prior,730,730,root_mean_squared_error_c,2.1172287392359324,circular_moving_block,7.0,1.9652173186609816,2.2729182856956807,10000,20262031,settlement_date
24h_prior,730,730,underforecast_rate,0.8041095890410959,circular_moving_block,7.0,0.7657534246575343,0.8410958904109589,10000,20262031,settlement_date
24h_prior,730,730,prob_residual_above_0.5c,0.7150684931506849,circular_moving_block,7.0,0.6698630136986301,0.7589041095890411,10000,20262031,settlement_date
24h_prior,730,730,prob_residual_above_1c,0.5876712328767123,circular_moving_block,7.0,0.5342465753424658,0.6410958904109589,10000,20262031,settlement_date
24h_prior,730,730,prob_residual_above_1.5c,0.46986301369863015,circular_moving_block,7.0,0.4136986301369863,0.5273972602739726,10000,20262031,settlement_date
24h_prior,730,730,prob_residual_above_2c,0.35342465753424657,circular_moving_block,7.0,0.3,0.40821917808219177,10000,20262031,settlement_date
24h_prior,730,730,prob_absolute_residual_above_0.5c,0.810958904109589,circular_moving_block,7.0,0.7780821917808219,0.8438356164383561,10000,20262031,settlement_date
24h_prior,730,730,prob_absolute_residual_above_1c,0.6410958904109589,circular_moving_block,7.0,0.5931506849315068,0.689041095890411,10000,20262031,settlement_date
24h_prior,730,730,prob_absolute_residual_above_1.5c,0.4931506849315068,circular_moving_block,7.0,0.4383561643835616,0.547945205479452,10000,20262031,settlement_date
24h_prior,730,730,prob_absolute_residual_above_2c,0.36712328767123287,circular_moving_block,7.0,0.3150684931506849,0.42054794520547945,10000,20262031,settlement_date
12h_prior,730,730,mean_residual_c,1.422739726027397,ordinary_date,,1.3145205479452056,1.53,10000,20262731,settlement_date
12h_prior,730,730,median_residual_c,1.400000000000002,ordinary_date,,1.2000000000000028,1.5000000000000018,10000,20262731,settlement_date
12h_prior,730,730,mean_absolute_error_c,1.6742465753424658,ordinary_date,,1.5899965753424656,1.7624657534246575,10000,20262731,settlement_date
12h_prior,730,730,root_mean_squared_error_c,2.05090691599648,ordinary_date,,1.961711232281989,2.143282193655701,10000,20262731,settlement_date
12h_prior,730,730,underforecast_rate,0.8287671232876712,ordinary_date,,0.8013698630136986,0.8561643835616438,10000,20262731,settlement_date
12h_prior,730,730,prob_residual_above_0.5c,0.7123287671232876,ordinary_date,,0.678082191780822,0.7452054794520548,10000,20262731,settlement_date
12h_prior,730,730,prob_residual_above_1c,0.5835616438356165,ordinary_date,,0.5465753424657535,0.6205479452054794,10000,20262731,settlement_date
12h_prior,730,730,prob_residual_above_1.5c,0.46301369863013697,ordinary_date,,0.426027397260274,0.5,10000,20262731,settlement_date
12h_prior,730,730,prob_residual_above_2c,0.33972602739726027,ordinary_date,,0.30547945205479454,0.37397260273972605,10000,20262731,settlement_date
12h_prior,730,730,prob_absolute_residual_above_0.5c,0.7972602739726027,ordinary_date,,0.7671232876712328,0.826027397260274,10000,20262731,settlement_date
12h_prior,730,730,prob_absolute_residual_above_1c,0.626027397260274,ordinary_date,,0.5904109589041096,0.6616438356164384,10000,20262731,settlement_date
12h_prior,730,730,prob_absolute_residual_above_1.5c,0.4863013698630137,ordinary_date,,0.44931506849315067,0.5232876712328767,10000,20262731,settlement_date
12h_prior,730,730,prob_absolute_residual_above_2c,0.3506849315068493,ordinary_date,,0.31643835616438354,0.3863013698630137,10000,20262731,settlement_date
12h_prior,730,730,mean_residual_c,1.422739726027397,circular_moving_block,3.0,1.278900684931507,1.5660308219178083,10000,20262831,settlement_date
12h_prior,730,730,median_residual_c,1.400000000000002,circular_moving_block,3.0,1.1999999999999993,1.599999999999998,10000,20262831,settlement_date
12h_prior,730,730,mean_absolute_error_c,1.6742465753424658,circular_moving_block,3.0,1.5608219178082192,1.788914383561644,10000,20262831,settlement_date
12h_prior,730,730,root_mean_squared_error_c,2.05090691599648,circular_moving_block,3.0,1.929747747710545,2.1709607430666433,10000,20262831,settlement_date
12h_prior,730,730,underforecast_rate,0.8287671232876712,circular_moving_block,3.0,0.7972260273972606,0.8602739726027397,10000,20262831,settlement_date
12h_prior,730,730,prob_residual_above_0.5c,0.7123287671232876,circular_moving_block,3.0,0.6712328767123288,0.7520547945205479,10000,20262831,settlement_date
12h_prior,730,730,prob_residual_above_1c,0.5835616438356165,circular_moving_block,3.0,0.536986301369863,0.6287671232876713,10000,20262831,settlement_date
12h_prior,730,730,prob_residual_above_1.5c,0.46301369863013697,circular_moving_block,3.0,0.4178082191780822,0.5068493150684932,10000,20262831,settlement_date
12h_prior,730,730,prob_residual_above_2c,0.33972602739726027,circular_moving_block,3.0,0.29863013698630136,0.3821917808219178,10000,20262831,settlement_date
12h_prior,730,730,prob_absolute_residual_above_0.5c,0.7972602739726027,circular_moving_block,3.0,0.7643835616438356,0.8301369863013699,10000,20262831,settlement_date
12h_prior,730,730,prob_absolute_residual_above_1c,0.626027397260274,circular_moving_block,3.0,0.5821917808219178,0.6684931506849315,10000,20262831,settlement_date
12h_prior,730,730,prob_absolute_residual_above_1.5c,0.4863013698630137,circular_moving_block,3.0,0.44246575342465755,0.5301369863013699,10000,20262831,settlement_date
12h_prior,730,730,prob_absolute_residual_above_2c,0.3506849315068493,circular_moving_block,3.0,0.3095890410958904,0.39315068493150684,10000,20262831,settlement_date
12h_prior,730,730,mean_residual_c,1.422739726027397,circular_moving_block,5.0,1.2592979452054796,1.5902739726027395,10000,20262931,settlement_date
12h_prior,730,730,median_residual_c,1.400000000000002,circular_moving_block,5.0,1.1999999999999993,1.5999999999999996,10000,20262931,settlement_date
12h_prior,730,730,mean_absolute_error_c,1.6742465753424658,circular_moving_block,5.0,1.5443835616438357,1.8080890410958905,10000,20262931,settlement_date
12h_prior,730,730,root_mean_squared_error_c,2.05090691599648,circular_moving_block,5.0,1.9119370869948238,2.188531596207941,10000,20262931,settlement_date
12h_prior,730,730,underforecast_rate,0.8287671232876712,circular_moving_block,5.0,0.7931506849315069,0.863013698630137,10000,20262931,settlement_date
12h_prior,730,730,prob_residual_above_0.5c,0.7123287671232876,circular_moving_block,5.0,0.6671232876712329,0.7561643835616438,10000,20262931,settlement_date
12h_prior,730,730,prob_residual_above_1c,0.5835616438356165,circular_moving_block,5.0,0.5315068493150685,0.6356164383561644,10000,20262931,settlement_date
12h_prior,730,730,prob_residual_above_1.5c,0.46301369863013697,circular_moving_block,5.0,0.410958904109589,0.5164383561643836,10000,20262931,settlement_date
12h_prior,730,730,prob_residual_above_2c,0.33972602739726027,circular_moving_block,5.0,0.29315068493150687,0.38767123287671235,10000,20262931,settlement_date
12h_prior,730,730,prob_absolute_residual_above_0.5c,0.7972602739726027,circular_moving_block,5.0,0.7616438356164383,0.8315068493150685,10000,20262931,settlement_date
12h_prior,730,730,prob_absolute_residual_above_1c,0.626027397260274,circular_moving_block,5.0,0.5780821917808219,0.673972602739726,10000,20262931,settlement_date
12h_prior,730,730,prob_absolute_residual_above_1.5c,0.4863013698630137,circular_moving_block,5.0,0.43561643835616437,0.5383561643835616,10000,20262931,settlement_date
12h_prior,730,730,prob_absolute_residual_above_2c,0.3506849315068493,circular_moving_block,5.0,0.3041095890410959,0.39863013698630134,10000,20262931,settlement_date
12h_prior,730,730,mean_residual_c,1.422739726027397,circular_moving_block,7.0,1.240955479452055,1.6078082191780823,10000,20263031,settlement_date
12h_prior,730,730,median_residual_c,1.400000000000002,circular_moving_block,7.0,1.1999999999999993,1.6000000000000014,10000,20263031,settlement_date
12h_prior,730,730,mean_absolute_error_c,1.6742465753424658,circular_moving_block,7.0,1.5330136986301368,1.8202739726027393,10000,20263031,settlement_date
12h_prior,730,730,root_mean_squared_error_c,2.05090691599648,circular_moving_block,7.0,1.8992998890321713,2.2020370392710964,10000,20263031,settlement_date
12h_prior,730,730,underforecast_rate,0.8287671232876712,circular_moving_block,7.0,0.7917808219178082,0.8643835616438356,10000,20263031,settlement_date
12h_prior,730,730,prob_residual_above_0.5c,0.7123287671232876,circular_moving_block,7.0,0.6643493150684935,0.7589041095890411,10000,20263031,settlement_date
12h_prior,730,730,prob_residual_above_1c,0.5835616438356165,circular_moving_block,7.0,0.5260273972602739,0.6397260273972603,10000,20263031,settlement_date
12h_prior,730,730,prob_residual_above_1.5c,0.46301369863013697,circular_moving_block,7.0,0.40684931506849314,0.5205479452054794,10000,20263031,settlement_date
12h_prior,730,730,prob_residual_above_2c,0.33972602739726027,circular_moving_block,7.0,0.28900684931506876,0.39315068493150684,10000,20263031,settlement_date
12h_prior,730,730,prob_absolute_residual_above_0.5c,0.7972602739726027,circular_moving_block,7.0,0.7602739726027398,0.8328767123287671,10000,20263031,settlement_date
12h_prior,730,730,prob_absolute_residual_above_1c,0.626027397260274,circular_moving_block,7.0,0.5739726027397261,0.6767123287671233,10000,20263031,settlement_date
12h_prior,730,730,prob_absolute_residual_above_1.5c,0.4863013698630137,circular_moving_block,7.0,0.4315068493150685,0.541095890410959,10000,20263031,settlement_date
12h_prior,730,730,prob_absolute_residual_above_2c,0.3506849315068493,circular_moving_block,7.0,0.3013698630136986,0.40273972602739727,10000,20263031,settlement_date
6h_prior,730,730,mean_residual_c,1.4335616438356165,ordinary_date,,1.3260239726027399,1.541373287671233,10000,20263731,settlement_date
6h_prior,730,730,median_residual_c,1.5,ordinary_date,,1.3000000000000007,1.599999999999996,10000,20263731,settlement_date
6h_prior,730,730,mean_absolute_error_c,1.6784931506849314,ordinary_date,,1.5924657534246576,1.7656198630136988,10000,20263731,settlement_date
6h_prior,730,730,root_mean_squared_error_c,2.0538403720768086,ordinary_date,,1.9634525434430088,2.144506600969513,10000,20263731,settlement_date
6h_prior,730,730,underforecast_rate,0.8315068493150685,ordinary_date,,0.8041095890410959,0.8589041095890411,10000,20263731,settlement_date
6h_prior,730,730,prob_residual_above_0.5c,0.7150684931506849,ordinary_date,,0.6821917808219178,0.7479452054794521,10000,20263731,settlement_date
6h_prior,730,730,prob_residual_above_1c,0.5863013698630137,ordinary_date,,0.5493150684931507,0.6219178082191781,10000,20263731,settlement_date
6h_prior,730,730,prob_residual_above_1.5c,0.4671232876712329,ordinary_date,,0.4301369863013699,0.5027397260273972,10000,20263731,settlement_date
6h_prior,730,730,prob_residual_above_2c,0.33972602739726027,ordinary_date,,0.30547945205479454,0.37397260273972605,10000,20263731,settlement_date
6h_prior,730,730,prob_absolute_residual_above_0.5c,0.7958904109589041,ordinary_date,,0.7657534246575343,0.8246575342465754,10000,20263731,settlement_date
6h_prior,730,730,prob_absolute_residual_above_1c,0.6273972602739726,ordinary_date,,0.5917808219178082,0.663013698630137,10000,20263731,settlement_date
6h_prior,730,730,prob_absolute_residual_above_1.5c,0.4904109589041096,ordinary_date,,0.4534246575342466,0.5260273972602739,10000,20263731,settlement_date
6h_prior,730,730,prob_absolute_residual_above_2c,0.3493150684931507,ordinary_date,,0.3150684931506849,0.3835616438356164,10000,20263731,settlement_date
6h_prior,730,730,mean_residual_c,1.4335616438356165,circular_moving_block,3.0,1.2904006849315068,1.5768527397260272,10000,20263831,settlement_date
6h_prior,730,730,median_residual_c,1.5,circular_moving_block,3.0,1.200000000000001,1.599999999999998,10000,20263831,settlement_date
6h_prior,730,730,mean_absolute_error_c,1.6784931506849314,circular_moving_block,3.0,1.5667089041095887,1.795753424657534,10000,20263831,settlement_date
6h_prior,730,730,root_mean_squared_error_c,2.0538403720768086,circular_moving_block,3.0,1.9324559396194851,2.176840584760297,10000,20263831,settlement_date
6h_prior,730,730,underforecast_rate,0.8315068493150685,circular_moving_block,3.0,0.8,0.8616438356164383,10000,20263831,settlement_date
6h_prior,730,730,prob_residual_above_0.5c,0.7150684931506849,circular_moving_block,3.0,0.6753424657534246,0.7534246575342466,10000,20263831,settlement_date
6h_prior,730,730,prob_residual_above_1c,0.5863013698630137,circular_moving_block,3.0,0.5397260273972603,0.6315068493150685,10000,20263831,settlement_date
6h_prior,730,730,prob_residual_above_1.5c,0.4671232876712329,circular_moving_block,3.0,0.42191780821917807,0.5136986301369864,10000,20263831,settlement_date
6h_prior,730,730,prob_residual_above_2c,0.33972602739726027,circular_moving_block,3.0,0.29726027397260274,0.3835616438356164,10000,20263831,settlement_date
6h_prior,730,730,prob_absolute_residual_above_0.5c,0.7958904109589041,circular_moving_block,3.0,0.763013698630137,0.8287671232876712,10000,20263831,settlement_date
6h_prior,730,730,prob_absolute_residual_above_1c,0.6273972602739726,circular_moving_block,3.0,0.584931506849315,0.6698630136986301,10000,20263831,settlement_date
6h_prior,730,730,prob_absolute_residual_above_1.5c,0.4904109589041096,circular_moving_block,3.0,0.4465753424657534,0.5356164383561643,10000,20263831,settlement_date
6h_prior,730,730,prob_absolute_residual_above_2c,0.3493150684931507,circular_moving_block,3.0,0.30684931506849317,0.39315068493150684,10000,20263831,settlement_date
6h_prior,730,730,mean_residual_c,1.4335616438356165,circular_moving_block,5.0,1.2697191780821917,1.600972602739726,10000,20263931,settlement_date
6h_prior,730,730,median_residual_c,1.5,circular_moving_block,5.0,1.1999999999999993,1.6000000000000014,10000,20263931,settlement_date
6h_prior,730,730,mean_absolute_error_c,1.6784931506849314,circular_moving_block,5.0,1.5475342465753426,1.814390410958904,10000,20263931,settlement_date
6h_prior,730,730,root_mean_squared_error_c,2.0538403720768086,circular_moving_block,5.0,1.9132253302331614,2.1932874712375474,10000,20263931,settlement_date
6h_prior,730,730,underforecast_rate,0.8315068493150685,circular_moving_block,5.0,0.7945205479452054,0.8643835616438356,10000,20263931,settlement_date
6h_prior,730,730,prob_residual_above_0.5c,0.7150684931506849,circular_moving_block,5.0,0.6698630136986301,0.7589041095890411,10000,20263931,settlement_date
