analysis,decision_rule,year_quarter,rows,dates,mean_residual_c,standard_deviation_c,median_residual_c,median_absolute_deviation_c,interquartile_range_c,mean_absolute_error_c,root_mean_squared_error_c,skewness,excess_kurtosis,minimum_c,maximum_c,q01_c,q05_c,q10_c,q25_c,q50_c,q75_c,q90_c,q95_c,q99_c,underforecast_rate,overforecast_rate,exact_zero_rate
residual_stability_by_year_quarter,24h_prior,2024Q3,92,92,1.7978260869565221,1.270024509659624,1.9499999999999993,1.0499999999999972,1.7000000000000028,1.8608695652173912,2.1971819896522393,-0.060631003465431765,-0.7430565109852121,-1.1999999999999955,4.5,-0.5629999999999996,-0.20000000000000087,0.0,0.8749999999999982,1.9499999999999993,2.575000000000001,3.4999999999999996,3.7450000000000006,4.136000000000003,0.8695652173913043,0.09782608695652174,0.03260869565217391
residual_stability_by_year_quarter,24h_prior,2024Q4,92,92,0.9315217391304345,1.5079226193329163,1.049999999999999,0.8999999999999986,1.7250000000000023,1.4271739130434782,1.7654596642480838,-0.29168806297537747,0.8394283033906027,-4.0,4.899999999999999,-2.544000000000002,-1.5899999999999996,-1.0600000000000016,0.10000000000000049,1.049999999999999,1.8250000000000028,2.69,3.3000000000000007,4.353999999999999,0.7608695652173914,0.22826086956521738,0.010869565217391304
residual_stability_by_year_quarter,24h_prior,2025Q1,90,90,1.1411111111111112,1.352392340889056,1.0,0.8999999999999984,1.499999999999999,1.4144444444444446,1.7637397137269937,-0.025167265958100968,0.8719946902308058,-2.6999999999999997,5.100000000000001,-2.165999999999998,-0.7550000000000017,-0.21000000000000218,0.4000000000000021,1.0,1.900000000000001,2.7100000000000004,3.4099999999999997,4.1209999999999996,0.8,0.16666666666666666,0.03333333333333333
residual_stability_by_year_quarter,24h_prior,2025Q2,91,91,1.8846153846153846,1.663658824326876,1.900000000000002,1.099999999999998,2.1499999999999986,2.0934065934065935,2.507811970447721,0.1257545618350352,0.6991125338763764,-2.5,7.600000000000001,-1.3300000000000025,-0.7999999999999989,-0.2999999999999971,0.8000000000000007,1.900000000000002,2.9499999999999993,3.899999999999999,4.199999999999999,5.259999999999986,0.8461538461538461,0.14285714285714285,0.01098901098901099
residual_stability_by_year_quarter,24h_prior,2025Q3,92,92,2.3945652173913046,1.4776253692880645,2.6000000000000014,0.9999999999999982,2.224999999999996,2.494565217391304,2.8095528036543005,-0.5324508336039415,-0.395620441623302,-1.5,4.799999999999997,-0.7719999999999994,-0.4349999999999991,0.3999999999999986,1.3000000000000036,2.6000000000000014,3.5249999999999995,4.19,4.5,4.709,0.9130434782608695,0.08695652173913043,0.0
residual_stability_by_year_quarter,24h_prior,2025Q4,92,92,0.701086956521739,1.339878177603102,0.7999999999999989,0.9500000000000011,1.8000000000000007,1.2228260869565217,1.5057498493095236,0.03175661957541035,-0.538634526490473,-2.5,3.5,-1.9540000000000017,-1.400000000000002,-1.0900000000000014,-0.3000000000000007,0.7999999999999989,1.5,2.49,3.0449999999999995,3.3180000000000014,0.6630434782608695,0.31521739130434784,0.021739130434782608
residual_stability_by_year_quarter,24h_prior,2026Q1,74,74,0.918918918918919,1.4897527307628116,0.799999999999998,0.8999999999999958,1.7749999999999977,1.3378378378378377,1.7417760429469065,0.3574317440294748,0.1140128919495238,-2.5,4.5,-2.135,-1.335,-0.7400000000000008,-0.0999999999999978,0.799999999999998,1.6749999999999998,3.070000000000001,3.7699999999999982,4.427000000000001,0.7297297297297297,0.2702702702702703,0.0
residual_stability_by_year_quarter,6h_prior,2024Q1,16,16,1.7000000000000008,1.158159459372212,1.700000000000001,0.9499999999999995,1.7749999999999995,1.712500000000001,2.036541185441631,0.164202990095981,-0.5859248415738518,-0.1000000000000014,4.0,-0.08500000000000119,-0.02500000000000035,0.25,0.8500000000000014,1.700000000000001,2.625000000000001,2.900000000000002,3.1750000000000016,3.835,0.875,0.0625,0.0625
residual_stability_by_year_quarter,6h_prior,2024Q2,91,91,1.721978021978022,1.335315376630987,1.8000000000000007,0.7000000000000026,1.5,1.8956043956043955,2.1745531308021238,-0.2794005620206505,-0.23437041826797245,-1.6999999999999993,4.600000000000001,-0.9799999999999986,-0.6999999999999993,-0.3999999999999986,1.0,1.8000000000000007,2.5,3.3999999999999986,3.899999999999999,4.149999999999999,0.8461538461538461,0.14285714285714285,0.01098901098901099
residual_stability_by_year_quarter,6h_prior,2024Q3,92,92,1.8445652173913047,1.2298810922989496,1.8000000000000025,1.049999999999999,2.0249999999999986,1.881521739130435,2.2132751651165607,-0.031145457514496096,-0.9042751089385024,-1.0,4.300000000000004,-0.36300000000000066,-0.04499999999999903,0.2000000000000028,0.875,1.8000000000000025,2.8999999999999986,3.3999999999999986,3.8000000000000007,4.117999999999999,0.9347826086956522,0.05434782608695652,0.010869565217391304
residual_stability_by_year_quarter,6h_prior,2024Q4,92,92,0.9891304347826082,1.4287054404414725,0.7999999999999989,0.8500000000000014,1.6999999999999957,1.328260869565217,1.731297578219246,0.3919668349288605,0.7124689284955537,-2.700000000000003,5.199999999999999,-2.063,-1.1450000000000002,-0.5899999999999981,0.1000000000000014,0.7999999999999989,1.7999999999999972,2.9700000000000015,3.4250000000000016,4.927,0.7717391304347826,0.20652173913043478,0.021739130434782608
residual_stability_by_year_quarter,6h_prior,2025Q1,90,90,1.0566666666666666,1.2551064237073521,0.9000000000000004,0.6999999999999977,1.1000000000000014,1.3077777777777777,1.6353389047330011,-0.022234208700005323,1.7832832670902388,-2.6999999999999997,5.199999999999999,-2.4329999999999985,-0.7099999999999994,-0.12000000000000126,0.5,0.9000000000000004,1.6000000000000014,2.599999999999998,2.9649999999999967,3.8649999999999984,0.8555555555555555,0.12222222222222222,0.022222222222222223
residual_stability_by_year_quarter,6h_prior,2025Q2,91,91,1.7945054945054943,1.6149552891893282,2.0,1.0,1.9000000000000004,2.0912087912087913,2.408250470709044,-0.40205200487555803,0.6264052732192362,-2.900000000000002,6.5,-2.3600000000000008,-0.9000000000000021,-0.5,0.9000000000000004,2.0,2.8000000000000007,3.6999999999999993,3.9499999999999993,4.609999999999987,0.8461538461538461,0.15384615384615385,0.0
residual_stability_by_year_quarter,6h_prior,2025Q3,92,92,2.3543478260869564,1.4196743972372845,2.5,0.9500000000000028,1.924999999999999,2.4326086956521737,2.745272616541103,-0.4606724404053132,-0.054843588638187946,-2.0,5.399999999999999,-0.8170000000000025,0.009999999999998135,0.3999999999999989,1.4749999999999996,2.5,3.3999999999999986,4.100000000000001,4.244999999999998,4.763000000000002,0.9456521739130435,0.05434782608695652,0.0
residual_stability_by_year_quarter,6h_prior,2025Q4,92,92,0.7739130434782611,1.3190797295898422,0.8000000000000007,0.9499999999999993,1.9000000000000021,1.210869565217391,1.5231546211727816,0.08288625762689845,-0.4909776890230413,-2.3000000000000007,3.6000000000000014,-1.7539999999999993,-1.3449999999999998,-0.8999999999999986,-0.1999999999999993,0.8000000000000007,1.7000000000000028,2.49,3.035,3.5090000000000003,0.6847826086956522,0.2826086956521739,0.03260869565217391
residual_stability_by_year_quarter,6h_prior,2026Q1,74,74,0.7527027027027028,1.3801154381907048,0.6000000000000014,0.7999999999999989,1.4999999999999991,1.1743243243243242,1.563822413364299,0.4892165782308219,0.9228642954259962,-3.0,4.5,-1.9779999999999986,-1.1000000000000014,-0.9400000000000001,-0.125,0.6000000000000014,1.3749999999999991,2.5,3.1049999999999973,4.354,0.7432432432432432,0.25675675675675674,0.0
residual_stability_by_year_quarter,ALL_DATE_RULES,2024Q1,64,16,1.7203125000000004,1.2359919462803317,1.9000000000000001,0.999999999999998,1.8250000000000002,1.7890625000000007,2.112647923815041,-0.0459426404846616,-0.5343062117248518,-1.3000000000000007,4.199999999999999,-0.7960000000000003,-0.1000000000000014,0.030000000000000488,0.8000000000000007,1.9000000000000001,2.625000000000001,3.270000000000001,3.7000000000000024,4.073999999999999,0.890625,0.078125,0.03125
residual_stability_by_year_quarter,ALL_DATE_RULES,2024Q2,364,91,1.7313186813186814,1.3728606869072904,1.8999999999999984,0.8500000000000014,1.7250000000000023,1.9258241758241759,2.208400544972077,-0.3950739302925196,-0.22857921172224804,-2.8000000000000007,4.600000000000001,-1.4740000000000018,-0.7000000000000028,-0.400000000000001,0.8999999999999986,1.8999999999999984,2.625000000000001,3.4000000000000012,3.899999999999999,4.100000000000001,0.8434065934065934,0.14835164835164835,0.008241758241758242
residual_stability_by_year_quarter,ALL_DATE_RULES,2024Q3,368,92,1.8146739130434784,1.2202657066147353,1.8999999999999984,0.9999999999999998,1.9000000000000021,1.8657608695652175,2.185873619004738,-0.06821821121198167,-0.8060996703186345,-1.1999999999999955,4.5,-0.5989999999999991,-0.1999999999999993,0.1700000000000002,0.8999999999999986,1.8999999999999984,2.8000000000000007,3.3999999999999986,3.764999999999997,4.132999999999999,0.9130434782608695,0.07336956521739131,0.01358695652173913
residual_stability_by_year_quarter,ALL_DATE_RULES,2024Q4,368,92,0.9853260869565215,1.4090798985180133,1.0,0.8000000000000007,1.625,1.3402173913043476,1.7178411628755335,0.1962211978883862,0.8862542876450283,-4.0,5.199999999999999,-2.400000000000002,-1.2000000000000028,-0.6000000000000014,0.17499999999999713,1.0,1.7999999999999972,2.7900000000000054,3.364999999999997,4.899999999999999,0.7771739130434783,0.20380434782608695,0.019021739130434784
residual_stability_by_year_quarter,ALL_DATE_RULES,2025Q1,360,90,1.0155555555555555,1.2982234367059098,0.9000000000000021,0.6999999999999993,1.424999999999998,1.3177777777777777,1.6468319755079919,-0.03763670204087843,0.9494104000069807,-2.6999999999999997,5.199999999999999,-2.3999999999999986,-1.2050000000000027,-0.3999999999999986,0.3000000000000007,0.9000000000000021,1.7249999999999988,2.599999999999998,3.3000000000000007,3.941000000000002,0.8111111111111111,0.1638888888888889,0.025
residual_stability_by_year_quarter,ALL_DATE_RULES,2025Q2,364,91,1.8107142857142862,1.5904919057211522,2.0,1.0,2.0249999999999995,2.068956043956044,2.408609785519668,-0.2440851586547066,0.4670647908200527,-2.900000000000002,7.600000000000001,-2.3000000000000007,-0.9000000000000021,-0.4700000000000002,0.8749999999999991,2.0,2.8999999999999986,3.6999999999999993,4.0,4.936999999999999,0.8516483516483516,0.14285714285714285,0.005494505494505495
residual_stability_by_year_quarter,ALL_DATE_RULES,2025Q3,368,92,2.341847826086956,1.4034557810520993,2.599999999999996,0.999999999999998,2.0,2.421739130434782,2.7292099509788064,-0.48497359731072676,-0.11598403740153707,-2.299999999999997,5.399999999999999,-0.964000000000002,-0.0300000000000014,0.3999999999999986,1.3999999999999986,2.599999999999996,3.3999999999999986,4.099999999999999,4.300000000000002,4.732999999999997,0.9483695652173914,0.051630434782608696,0.0
residual_stability_by_year_quarter,ALL_DATE_RULES,2025Q4,368,92,0.7831521739130436,1.29235389602996,0.8000000000000007,0.9000000000000021,1.8000000000000007,1.2027173913043478,1.5096249174229828,0.11818319548080793,-0.43010226893791703,-2.5,3.799999999999997,-1.7660000000000002,-1.364999999999999,-0.8999999999999986,-0.1000000000000014,0.8000000000000007,1.6999999999999993,2.5,3.1,3.532999999999999,0.6956521739130435,0.27717391304347827,0.02717391304347826
residual_stability_by_year_quarter,ALL_DATE_RULES,2026Q1,296,74,0.7743243243243243,1.3696527641914098,0.6000000000000014,0.7000000000000028,1.5,1.1797297297297298,1.5713653900952476,0.5279266499113249,0.6109545639416103,-3.0,4.5,-2.025,-1.1250000000000009,-0.8499999999999996,-0.1000000000000014,0.6000000000000014,1.3999999999999986,2.6999999999999997,3.299999999999997,4.405000000000003,0.7263513513513513,0.2668918918918919,0.006756756756756757
residual_stability_by_year_quarter,event_day_open,2024Q1,16,16,1.5750000000000002,1.1704699910719631,1.8000000000000007,0.9000000000000004,1.775000000000003,1.6000000000000005,1.9403607911932261,0.12208672931543606,-0.9155503668370657,-0.2000000000000028,3.6999999999999993,-0.15500000000000216,0.025000000000000355,0.15000000000000036,0.549999999999998,1.8000000000000007,2.325000000000001,2.950000000000001,3.4000000000000004,3.6399999999999992,0.9375,0.0625,0.0
residual_stability_by_year_quarter,event_day_open,2024Q2,91,91,1.8791208791208789,1.317026658256855,2.0,0.8000000000000007,1.5500000000000025,2.0241758241758245,2.2905443472225997,-0.5128129151945626,-0.35751002371041896,-1.3999999999999986,4.099999999999998,-0.8600000000000005,-0.6000000000000014,-0.1999999999999993,1.2499999999999982,2.0,2.8000000000000007,3.599999999999998,3.8000000000000007,4.009999999999999,0.8571428571428571,0.14285714285714285,0.0
residual_stability_by_year_quarter,event_day_open,2024Q3,92,92,1.7619565217391306,1.1719095332545186,1.8500000000000032,0.8500000000000032,1.6500000000000044,1.8293478260869567,2.11256592384917,-0.15639758412557891,-0.6757610963591798,-0.7999999999999972,4.199999999999999,-0.5269999999999997,-0.2900000000000009,0.19999999999999965,0.8999999999999986,1.8500000000000032,2.550000000000003,3.200000000000003,3.6000000000000014,4.017999999999998,0.9130434782608695,0.08695652173913043,0.0
residual_stability_by_year_quarter,event_day_open,2024Q4,92,92,1.0467391304347826,1.298642663077134,1.0,0.6999999999999993,1.424999999999998,1.2902173913043478,1.6624693524471619,0.5479060843765868,1.5164067377097048,-2.3000000000000007,5.199999999999999,-2.027,-0.8449999999999979,-0.20000000000000243,0.27500000000000124,1.0,1.6999999999999993,2.2900000000000014,3.4449999999999994,4.927,0.8043478260869565,0.17391304347826086,0.021739130434782608
residual_stability_by_year_quarter,event_day_open,2025Q1,90,90,0.842222222222222,1.3237652952105952,0.8000000000000007,0.7999999999999998,1.4000000000000012,1.271111111111111,1.562761089297472,-0.1745992598106903,0.14672789738517,-2.3999999999999986,3.899999999999999,-2.3110000000000004,-1.5750000000000006,-1.0199999999999998,0.20000000000000018,0.8000000000000007,1.6000000000000014,2.609999999999999,3.1199999999999988,3.4549999999999983,0.7666666666666667,0.2222222222222222,0.011111111111111112
residual_stability_by_year_quarter,event_day_open,2025Q2,91,91,1.7670329670329668,1.480244345073921,1.8999999999999984,1.0000000000000038,2.0,1.9978021978021976,2.299880551126634,-0.4186038352059372,-0.19588510491008204,-2.1999999999999997,4.800000000000001,-1.5699999999999998,-0.8499999999999996,-0.5999999999999979,0.9000000000000004,1.8999999999999984,2.9000000000000004,3.3000000000000043,3.9000000000000004,4.5299999999999985,0.8681318681318682,0.12087912087912088,0.01098901098901099
residual_stability_by_year_quarter,event_day_open,2025Q3,92,92,2.252173913043478,1.31612804254257,2.5000000000000018,0.900000000000002,2.0,2.317391304347826,2.604928439307507,-0.6202271520969379,0.3319543079408631,-2.299999999999997,4.900000000000002,-0.8440000000000023,0.1999999999999993,0.31999999999999734,1.3000000000000007,2.5000000000000018,3.3000000000000007,3.7000000000000024,3.899999999999999,4.536000000000006,0.9782608695652174,0.021739130434782608,0.0
residual_stability_by_year_quarter,event_day_open,2025Q4,92,92,0.8999999999999998,1.1737981929625712,0.8999999999999986,0.7999999999999989,1.599999999999999,1.152173913043478,1.4740509105714499,0.4655506292717115,-0.10292577484188214,-1.3999999999999986,3.799999999999997,-1.2180000000000024,-0.745,-0.4000000000000021,0.0,0.8999999999999986,1.599999999999999,2.2900000000000014,3.345,3.799999999999997,0.7391304347826086,0.2391304347826087,0.021739130434782608
residual_stability_by_year_quarter,event_day_open,2026Q1,74,74,0.7283783783783784,1.2524518715244133,0.5999999999999996,0.7000000000000011,1.4749999999999996,1.0662162162162163,1.4415175937091342,0.866978685330948,1.2118517702804779,-1.6000000000000014,4.5,-1.3809999999999982,-1.099999999999998,-0.7699999999999977,-0.10000000000000049,0.5999999999999996,1.3749999999999991,2.4100000000000006,2.874999999999997,4.354,0.7027027027027027,0.2702702702702703,0.02702702702702703
