request_id,run_date,run_init_utc,cycle_utc,cycle_role,model,request_url,cache_path,status,attempts,network_retrieved,cache_reused,response_sha256,compressed_file_sha256,compressed_file_bytes,hourly_rows,first_time,last_time,returned_timezone,returned_latitude,returned_longitude,returned_elevation,error,market_price_accessed,outcome_accessed,failure_type,successful_core_runs_on_date,retry_with_relaxed_validation,permanently_unavailable,repair_role,original_core_cycle,validation_rule
ifs_20250330_12,2025-03-30,2025-03-30 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-30T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250330_12.json.gz,FAILED,1,False,False,0658fd9bb3546d68fac8ecda0f8188475eb4917ebf1954ab287deb713c74f22d,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250611_12,2025-06-11,2025-06-11 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-11T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250611_12.json.gz,FAILED,1,False,False,ccd9f21dde1595b868549a24caaaceafd023527bbfacee6d53628effec4dd2eb,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250615_12,2025-06-15,2025-06-15 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-15T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250615_12.json.gz,FAILED,1,False,False,f23aa45d60d9bc76f80017b762ab71a2f6c09457f24d311040400af2a6537f74,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250619_00,2025-06-19,2025-06-19 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-19T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250619_00.json.gz,FAILED,1,False,False,8bf96bb0f92e84d1748d13457734fd66033124f8612279b8e9f92147ea842824,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250619_12,2025-06-19,2025-06-19 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-19T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250619_12.json.gz,FAILED,1,False,False,f37b71083f5cacd35e53bc0dfad93eddb166cf57d1000707ad38efc292f65401,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250622_12,2025-06-22,2025-06-22 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-22T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250622_12.json.gz,FAILED,1,False,False,54989feed1af7b7848ca2ea5360c055ad242a1ca80e7e00938f6aa77ae2201bb,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250623_12,2025-06-23,2025-06-23 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-23T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250623_12.json.gz,FAILED,1,False,False,f7c06dd38f984386a31b20f2dabba2b392b34c863a7eb7c2b49250b756e239d3,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250625_00,2025-06-25,2025-06-25 00:00:00+00:00,0,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-25T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250625_00.json.gz,FAILED,1,False,False,ba433bbbe87f18e6f9c47498e8ee912a135a12201fb8a858b84e0ada9ccb22c4,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250626_12,2025-06-26,2025-06-26 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-06-26T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/06/ecmwf_ifs_20250626_12.json.gz,FAILED,1,False,False,f4acce1cd777fb4fc9834fd802e2a57a5c7886515e38fd77f6f230c1cc485916,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250804_12,2025-08-04,2025-08-04 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-04T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250804_12.json.gz,FAILED,1,False,False,8d39df6c25969d7d6992d408429ca11fa3150119973f06842f78f2366ce6b181,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,1,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
ifs_20250805_12,2025-08-05,2025-08-05 12:00:00+00:00,12,core,ecmwf_ifs,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-08-05T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/08/ecmwf_ifs_20250805_12.json.gz,FAILED,1,False,False,6bd836a7834e9be57bf1bf0e137ae7fae36dd21c07f7c1ba17a29713a099ea79,,0,0,,,,,,,ValueError: Temperature response contains missing values.,False,False,partial_or_missing_temperature,0,True,False,core_partial_response_retry,True,retain when at least one Asia/Hong_Kong local date contains 24 nonmissing hourly temperatures
