fold_id,fold_number,decision_rule,decision_rule_order,feature,training_mean,training_standard_deviation,training_minimum,training_maximum,training_rows
fold_02,2,24h_prior,1,seasonal_sin,0.15768645516072058,0.7143777116769499,-0.999999313279348,0.9999857229360024,456
fold_02,2,12h_prior,2,calendar_time_years,0.6228738440898856,0.3604058806001528,0.0,1.2457476881797709,456
fold_02,2,12h_prior,2,forecast_daily_max_c,25.942105263157895,4.646318005309529,13.9,34.4,456
fold_02,2,12h_prior,2,seasonal_cos,-0.08142567623338355,0.6768820622294459,-0.9999787738673416,1.0,456
fold_02,2,12h_prior,2,seasonal_sin,0.15768645516072058,0.7143777116769499,-0.999999313279348,0.9999857229360024,456
fold_02,2,6h_prior,3,calendar_time_years,0.6228738440898856,0.3604058806001528,0.0,1.2457476881797709,456
fold_02,2,6h_prior,3,forecast_daily_max_c,25.93421052631579,4.665778341780289,13.4,34.4,456
fold_02,2,6h_prior,3,seasonal_cos,-0.08142567623338355,0.6768820622294459,-0.9999787738673416,1.0,456
fold_02,2,6h_prior,3,seasonal_sin,0.15768645516072058,0.7143777116769499,-0.999999313279348,0.9999857229360024,456
fold_02,2,event_day_open,4,calendar_time_years,0.6228738440898856,0.3604058806001528,0.0,1.2457476881797709,456
fold_02,2,event_day_open,4,forecast_daily_max_c,25.96184210526316,4.628936459598366,13.4,34.6,456
fold_02,2,event_day_open,4,seasonal_cos,-0.08142567623338355,0.6768820622294459,-0.9999787738673416,1.0,456
fold_02,2,event_day_open,4,seasonal_sin,0.15768645516072058,0.7143777116769499,-0.999999313279348,0.9999857229360024,456
fold_03,3,24h_prior,1,calendar_time_years,0.7474486129078625,0.43232930108600165,0.0,1.4948972258157252,547
fold_03,3,24h_prior,1,forecast_daily_max_c,26.557038391224864,4.523362148097425,13.6,34.2,547
fold_03,3,24h_prior,1,seasonal_cos,-0.20144889687238163,0.6792116752885154,-0.9999787738673416,1.0,547
fold_03,3,24h_prior,1,seasonal_sin,0.06343821970550502,0.7028978833239325,-0.999999313279348,0.9999857229360024,547
fold_03,3,12h_prior,2,calendar_time_years,0.7474486129078625,0.43232930108600165,0.0,1.4948972258157252,547
fold_03,3,12h_prior,2,forecast_daily_max_c,26.56837294332724,4.517587579173415,13.9,34.4,547
fold_03,3,12h_prior,2,seasonal_cos,-0.20144889687238163,0.6792116752885154,-0.9999787738673416,1.0,547
fold_03,3,12h_prior,2,seasonal_sin,0.06343821970550502,0.7028978833239325,-0.999999313279348,0.9999857229360024,547
fold_03,3,6h_prior,3,calendar_time_years,0.7474486129078625,0.43232930108600165,0.0,1.4948972258157252,547
fold_03,3,6h_prior,3,forecast_daily_max_c,26.556307129798903,4.533580926305439,13.4,34.4,547
fold_03,3,6h_prior,3,seasonal_cos,-0.20144889687238163,0.6792116752885154,-0.9999787738673416,1.0,547
fold_03,3,6h_prior,3,seasonal_sin,0.06343821970550502,0.7028978833239325,-0.999999313279348,0.9999857229360024,547
fold_03,3,event_day_open,4,calendar_time_years,0.7474486129078625,0.43232930108600165,0.0,1.4948972258157252,547
fold_03,3,event_day_open,4,forecast_daily_max_c,26.59341864716636,4.516274918062524,13.4,34.6,547
fold_03,3,event_day_open,4,seasonal_cos,-0.20144889687238163,0.6792116752885154,-0.9999787738673416,1.0,547
fold_03,3,event_day_open,4,seasonal_sin,0.06343821970550502,0.7028978833239325,-0.999999313279348,0.9999857229360024,547
fold_04,4,24h_prior,1,calendar_time_years,0.8720233817258396,0.5042526804435964,0.0,1.7440467634516794,638
fold_04,4,24h_prior,1,forecast_daily_max_c,26.54216300940439,4.392169545352352,13.6,34.2,638
fold_04,4,24h_prior,1,seasonal_cos,-0.11501438227730776,0.6791321431090069,-0.9999787738673416,1.0,638
fold_04,4,24h_prior,1,seasonal_sin,-0.06043807749976044,0.7224254029681334,-0.999999313279348,0.9999857229360024,638
fold_04,4,12h_prior,2,calendar_time_years,0.8720233817258396,0.5042526804435964,0.0,1.7440467634516794,638
fold_04,4,12h_prior,2,forecast_daily_max_c,26.54247648902821,4.408732942173216,13.9,34.4,638
fold_04,4,12h_prior,2,seasonal_cos,-0.11501438227730776,0.6791321431090069,-0.9999787738673416,1.0,638
fold_04,4,12h_prior,2,seasonal_sin,-0.06043807749976044,0.7224254029681334,-0.999999313279348,0.9999857229360024,638
fold_04,4,6h_prior,3,calendar_time_years,0.8720233817258396,0.5042526804435964,0.0,1.7440467634516794,638
fold_04,4,6h_prior,3,forecast_daily_max_c,26.53793103448276,4.42781923526658,13.4,34.4,638
fold_04,4,6h_prior,3,seasonal_cos,-0.11501438227730776,0.6791321431090069,-0.9999787738673416,1.0,638
fold_04,4,6h_prior,3,seasonal_sin,-0.06043807749976044,0.7224254029681334,-0.999999313279348,0.9999857229360024,638
fold_04,4,event_day_open,4,calendar_time_years,0.8720233817258396,0.5042526804435964,0.0,1.7440467634516794,638
fold_04,4,event_day_open,4,forecast_daily_max_c,26.558150470219434,4.415903969121845,13.4,34.6,638
fold_04,4,event_day_open,4,seasonal_cos,-0.11501438227730776,0.6791321431090069,-0.9999787738673416,1.0,638
fold_04,4,event_day_open,4,seasonal_sin,-0.06043807749976044,0.7224254029681334,-0.999999313279348,0.9999857229360024,638
