repair_order,request_id,run_date,run_init_utc,cycle_utc,repair_role,request_url,cache_path,status,failure_type,attempts,network_retrieved,cache_reused,response_sha256,compressed_file_sha256,compressed_file_bytes,hourly_rows,nonmissing_temperature_rows,missing_temperature_rows,daily_rows,complete_local_day_count,first_complete_local_date,last_complete_local_date,returned_timezone,error,market_price_accessed,outcome_accessed
74,ifs_20241231_18,2024-12-31,2024-12-31 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2024-12-31T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2024/12/ecmwf_ifs_20241231_18.json.gz,FAILED,no_complete_local_day,1,False,False,a24ef73da05289d6ee0b6e8ca5141fe534840c9b3878bbdc4c78409163f0bd23,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
75,ifs_20250314_06,2025-03-14,2025-03-14 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-14T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250314_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-14T06:00Z""}",False,False
76,ifs_20250314_18,2025-03-14,2025-03-14 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-14T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250314_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-14T18:00Z""}",False,False
77,ifs_20250316_06,2025-03-16,2025-03-16 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-16T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250316_06.json.gz,DOWNLOADED_VALID,,1,True,False,84b3804abf9e484672a102f241a0fea9abb1c52677e1afa7fcef055daa99e6e0,79d2a91f8c4f995b1605ed5d6ba129f47a015a4af6b5278708c62a72b0c28180,1028,240,145,95,11,5,2025-03-17,2025-03-21,Asia/Hong_Kong,,False,False
78,ifs_20250316_12,2025-03-16,2025-03-16 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-16T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250316_12.json.gz,FAILED,no_complete_local_day,1,False,False,c53b67cb64188ab319743bc6cd5a298919bf37ce56d050febc5db00208ace0f8,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
79,ifs_20250316_18,2025-03-16,2025-03-16 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-16T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250316_18.json.gz,FAILED,no_complete_local_day,1,False,False,fa5c414a4bc6a90618c43ffc3bbf8af8ba53a9c5711d470ffc43e00b39a1b00e,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
80,ifs_20250317_06,2025-03-17,2025-03-17 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-17T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250317_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-17T06:00Z"",""error"":true}",False,False
81,ifs_20250317_18,2025-03-17,2025-03-17 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-17T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250317_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-17T18:00Z""}",False,False
82,ifs_20250318_00,2025-03-18,2025-03-18 00:00:00+00:00,0,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-18T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250318_00.json.gz,FAILED,no_complete_local_day,1,False,False,52cb988b95416c71fa5d8f78e4589264a0069cbf5e4e199f1bb0d748dbbaf73f,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
83,ifs_20250318_06,2025-03-18,2025-03-18 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-18T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250318_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-18T06:00Z""}",False,False
84,ifs_20250318_12,2025-03-18,2025-03-18 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-18T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250318_12.json.gz,FAILED,no_complete_local_day,1,False,False,cea442ae65f5ea8abf138ac4f026ea4e54729c483f234315c4624a444221861f,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
85,ifs_20250318_18,2025-03-18,2025-03-18 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-18T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250318_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-18T18:00Z"",""error"":true}",False,False
86,ifs_20250320_06,2025-03-20,2025-03-20 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-20T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250320_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-20T06:00Z""}",False,False
87,ifs_20250320_18,2025-03-20,2025-03-20 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-20T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250320_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-20T18:00Z""}",False,False
88,ifs_20250322_06,2025-03-22,2025-03-22 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-22T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250322_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-22T06:00Z"",""error"":true}",False,False
89,ifs_20250322_12,2025-03-22,2025-03-22 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-22T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250322_12.json.gz,FAILED,no_complete_local_day,1,False,False,5613a4bc762b408714a3e34bfe2a8e15db276bf7f2197ddce82cab09a0e51069,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
90,ifs_20250322_18,2025-03-22,2025-03-22 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-22T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250322_18.json.gz,DOWNLOADED_VALID,,1,True,False,594354c81699aaf6e6dee29320099c1fcca47c59b4ffedf95229a6000df63e27,36b6e270ecbd57a89314d1b315fabc540290b95bfd8a2ad0484934fd956ffc8e,1022,240,145,95,11,5,2025-03-24,2025-03-28,Asia/Hong_Kong,,False,False
91,ifs_20250323_06,2025-03-23,2025-03-23 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-23T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250323_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-23T06:00Z"",""error"":true}",False,False
92,ifs_20250323_18,2025-03-23,2025-03-23 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-23T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250323_18.json.gz,FAILED,no_complete_local_day,1,False,False,0cbe196ba06d8a1dc30b1bd87daebb115d36edfa34b371611ad9551f2289e14a,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
93,ifs_20250324_06,2025-03-24,2025-03-24 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-24T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250324_06.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-24T06:00Z""}",False,False
94,ifs_20250324_18,2025-03-24,2025-03-24 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-24T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250324_18.json.gz,DOWNLOADED_VALID,,1,True,False,bcceebfc09657c1586728f1135a6ac375b5ae490ab6e87ecadc1867ea4407937,25cf87a8c4fc55201491e47aa837630390dfae1df522b4a852aa6e753b1b949c,999,240,145,95,11,5,2025-03-26,2025-03-30,Asia/Hong_Kong,,False,False
95,ifs_20250325_00,2025-03-25,2025-03-25 00:00:00+00:00,0,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-25T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250325_00.json.gz,FAILED,no_complete_local_day,1,False,False,370912abd060df369095d682499912887eafc392e785e8f2355a295cb5aca4de,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
96,ifs_20250325_06,2025-03-25,2025-03-25 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-25T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250325_06.json.gz,DOWNLOADED_VALID,,1,True,False,7e32111ca9c26c45c06faadf3c5bd63459f9fc63f9b0d71f064a6a81081b5f28,f591b6e713dbe478f4abd5b0dbca78241221c9cfaf21971c9d4b6b8dbd6af88b,1007,240,145,95,11,5,2025-03-26,2025-03-30,Asia/Hong_Kong,,False,False
97,ifs_20250325_12,2025-03-25,2025-03-25 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-25T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250325_12.json.gz,FAILED,no_complete_local_day,1,False,False,8bf226138d5bf48030056dfc335c4f907bd014c45aae5d8d599790276a375e24,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
98,ifs_20250325_18,2025-03-25,2025-03-25 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-25T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250325_18.json.gz,FAILED,no_complete_local_day,1,False,False,cb09678d33579ab1427613d0d31f7d11b8e770dd1950bec57674b188087fe6bb,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
99,ifs_20250326_06,2025-03-26,2025-03-26 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-26T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250326_06.json.gz,FAILED,no_complete_local_day,1,False,False,6155a592d09b17cb2dd55c6ccb2907c845172f66b76bb2c370c28b3f913ec774,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
100,ifs_20250326_18,2025-03-26,2025-03-26 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-26T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250326_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-26T18:00Z""}",False,False
101,ifs_20250327_06,2025-03-27,2025-03-27 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-27T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250327_06.json.gz,FAILED,no_complete_local_day,1,False,False,a59aa0f05b628596318eb48cbb98a9b94267e6f862fd6cb0d7c2af3b70b13716,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
102,ifs_20250327_18,2025-03-27,2025-03-27 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-27T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250327_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-27T18:00Z"",""error"":true}",False,False
103,ifs_20250328_00,2025-03-28,2025-03-28 00:00:00+00:00,0,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-28T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250328_00.json.gz,FAILED,no_complete_local_day,1,False,False,58c3df3a6c96f6f556d06ab2650bcf08f638d6ff8503a6494f67aa6e98400d04,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
104,ifs_20250328_06,2025-03-28,2025-03-28 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-28T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250328_06.json.gz,FAILED,no_complete_local_day,1,False,False,4fa8fc1ef1ac2a1565ee45f7e7fe368cbc2170b6949257f2aa6a969238c1ef02,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
105,ifs_20250328_18,2025-03-28,2025-03-28 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-28T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250328_18.json.gz,DOWNLOADED_VALID,,1,True,False,e690d1cd2044e43c8b1d1fcfdd49891c7cf836ebc493a4ac3194a0841e51329e,35c9c0c5657100d89da0c417fef7b24ecd2ace70889f7182805a309bbe4c6645,1012,240,145,95,11,5,2025-03-30,2025-04-03,Asia/Hong_Kong,,False,False
106,ifs_20250329_00,2025-03-29,2025-03-29 00:00:00+00:00,0,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-29T00%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250329_00.json.gz,FAILED,no_complete_local_day,1,False,False,098316bae08f159cfa5e4d0916336b4b5ebccd0a046ea33d1f723e6fe688ac02,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
107,ifs_20250329_06,2025-03-29,2025-03-29 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-29T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250329_06.json.gz,DOWNLOADED_VALID,,1,True,False,9ab1a1868ce7e1374828c7be3861b64666a06517915eea8e2c67d2f7adb55df6,8bfd99e4873ee1ae3cb3f0fcfaed02134d20bab410d9c4c789bab1fa829f62a3,1014,240,145,95,11,5,2025-03-30,2025-04-03,Asia/Hong_Kong,,False,False
108,ifs_20250329_18,2025-03-29,2025-03-29 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-29T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250329_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-29T18:00Z"",""error"":true}",False,False
109,ifs_20250330_06,2025-03-30,2025-03-30 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-30T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250330_06.json.gz,DOWNLOADED_VALID,,1,True,False,0c61be65361a611fa8d610c1ce8d0762477fb678ed444099e49b8aa08caa071a,7ee93cea2c2ba933b891bf7919ddd25b93c5a1acced9c8dc7d692dd47794d6f9,1013,240,145,95,11,5,2025-03-31,2025-04-04,Asia/Hong_Kong,,False,False
110,ifs_20250330_12,2025-03-30,2025-03-30 12:00:00+00:00,12,core_partial_response_retry,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-30T12%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250330_12.json.gz,FAILED,no_complete_local_day,1,False,False,4c2372f9b503073c4fbf20b5b28ac6b428bbab910db4fb1f00c6378600219e7a,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
111,ifs_20250330_18,2025-03-30,2025-03-30 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-30T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250330_18.json.gz,DOWNLOADED_VALID,,1,True,False,9a2a5e697e8518207a84b09704f324f4309a0f567aaa512096cb1e37f5943bfe,3c26a38ce5d6e8bb9a24c3135cc9ab29b11f68a1faa528d58486dca0b8074997,1023,240,145,95,11,5,2025-04-01,2025-04-05,Asia/Hong_Kong,,False,False
112,ifs_20250331_06,2025-03-31,2025-03-31 06:00:00+00:00,6,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-31T06%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250331_06.json.gz,FAILED,no_complete_local_day,1,False,False,fbdca8a0ee637e0c8d396ba39a8b650d97f38bdf481e00677d33ed262b07092c,,0,0,0,0,0,0,,,,ValueError: No complete Hong Kong local day is available.,False,False
113,ifs_20250331_18,2025-03-31,2025-03-31 18:00:00+00:00,18,supplementary_cycle_candidate,https://single-runs-api.open-meteo.com/v1/forecast?latitude=22.3019444444&longitude=114.1741666667&run=2025-03-31T18%3A00&hourly=temperature_2m&models=ecmwf_ifs&timezone=Asia%2FHong_Kong&temperature_unit=celsius&cell_selection=land&forecast_hours=240,data/raw/v2/open_meteo_single_runs_two_year/2025/03/ecmwf_ifs_20250331_18.json.gz,FAILED,run_unavailable,0,False,False,,,0,0,0,0,0,0,,,,"RuntimeError: HTTP 400: {""error"":true,""reason"":""The requested model run is not available. Model: ecmwf_ifs, run: 2025-03-31T18:00Z""}",False,False
