target_date,decision_rule,decision_rule_order,decision_offset_hours,target_midnight_hkt,decision_time_hkt,decision_time_utc,request_id,run_init_utc,cycle_utc,inventory_source,hourly_rows,unique_local_hours,nonmissing_temperature_rows,forecast_daily_max_c,forecast_daily_min_c,forecast_daily_mean_c,complete_local_day,cache_path,issued_before_decision,run_age_hours_at_decision,support_available,selection_rule,market_price_accessed,outcome_accessed,model_fitted,model_selected,used_for_weather_only_training
2024-03-18,6h_prior,2,-6.0,2024-03-18 00:00:00+08:00,2024-03-17 18:00:00+08:00,2024-03-17 10:00:00+00:00,ifs_20240317_00,2024-03-17 00:00:00+00:00,0,original_core_retrieval,24,24,24,21.9,19.4,20.462500000000002,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240317_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-18,event_day_open,3,0.0,2024-03-18 00:00:00+08:00,2024-03-18 00:00:00+08:00,2024-03-17 16:00:00+00:00,ifs_20240317_12,2024-03-17 12:00:00+00:00,12,original_core_retrieval,24,24,24,22.2,18.9,20.154166666666665,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240317_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-19,24h_prior,0,-24.0,2024-03-19 00:00:00+08:00,2024-03-18 00:00:00+08:00,2024-03-17 16:00:00+00:00,ifs_20240317_12,2024-03-17 12:00:00+00:00,12,original_core_retrieval,24,24,24,20.9,16.5,18.4875,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240317_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-19,12h_prior,1,-12.0,2024-03-19 00:00:00+08:00,2024-03-18 12:00:00+08:00,2024-03-18 04:00:00+00:00,ifs_20240318_00,2024-03-18 00:00:00+00:00,0,original_core_retrieval,24,24,24,22.0,16.2,18.741666666666667,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240318_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-19,6h_prior,2,-6.0,2024-03-19 00:00:00+08:00,2024-03-18 18:00:00+08:00,2024-03-18 10:00:00+00:00,ifs_20240318_00,2024-03-18 00:00:00+00:00,0,original_core_retrieval,24,24,24,22.0,16.2,18.741666666666667,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240318_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-19,event_day_open,3,0.0,2024-03-19 00:00:00+08:00,2024-03-19 00:00:00+08:00,2024-03-18 16:00:00+00:00,ifs_20240318_12,2024-03-18 12:00:00+00:00,12,original_core_retrieval,24,24,24,23.3,16.3,18.962500000000002,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240318_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-20,24h_prior,0,-24.0,2024-03-20 00:00:00+08:00,2024-03-19 00:00:00+08:00,2024-03-18 16:00:00+00:00,ifs_20240318_12,2024-03-18 12:00:00+00:00,12,original_core_retrieval,24,24,24,21.1,14.6,17.9375,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240318_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-20,12h_prior,1,-12.0,2024-03-20 00:00:00+08:00,2024-03-19 12:00:00+08:00,2024-03-19 04:00:00+00:00,ifs_20240319_00,2024-03-19 00:00:00+00:00,0,original_core_retrieval,24,24,24,21.4,14.3,17.912499999999998,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240319_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-20,6h_prior,2,-6.0,2024-03-20 00:00:00+08:00,2024-03-19 18:00:00+08:00,2024-03-19 10:00:00+00:00,ifs_20240319_00,2024-03-19 00:00:00+00:00,0,original_core_retrieval,24,24,24,21.4,14.3,17.912499999999998,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240319_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-20,event_day_open,3,0.0,2024-03-20 00:00:00+08:00,2024-03-20 00:00:00+08:00,2024-03-19 16:00:00+00:00,ifs_20240319_12,2024-03-19 12:00:00+00:00,12,original_core_retrieval,24,24,24,21.0,14.5,17.879166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240319_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-21,24h_prior,0,-24.0,2024-03-21 00:00:00+08:00,2024-03-20 00:00:00+08:00,2024-03-19 16:00:00+00:00,ifs_20240319_12,2024-03-19 12:00:00+00:00,12,original_core_retrieval,24,24,24,20.6,15.8,18.366666666666667,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240319_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-21,12h_prior,1,-12.0,2024-03-21 00:00:00+08:00,2024-03-20 12:00:00+08:00,2024-03-20 04:00:00+00:00,ifs_20240320_00,2024-03-20 00:00:00+00:00,0,original_core_retrieval,24,24,24,21.1,16.0,18.504166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240320_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-21,6h_prior,2,-6.0,2024-03-21 00:00:00+08:00,2024-03-20 18:00:00+08:00,2024-03-20 10:00:00+00:00,ifs_20240320_00,2024-03-20 00:00:00+00:00,0,original_core_retrieval,24,24,24,21.1,16.0,18.504166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240320_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-21,event_day_open,3,0.0,2024-03-21 00:00:00+08:00,2024-03-21 00:00:00+08:00,2024-03-20 16:00:00+00:00,ifs_20240320_12,2024-03-20 12:00:00+00:00,12,original_core_retrieval,24,24,24,21.2,16.2,18.599999999999998,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240320_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-22,24h_prior,0,-24.0,2024-03-22 00:00:00+08:00,2024-03-21 00:00:00+08:00,2024-03-20 16:00:00+00:00,ifs_20240320_12,2024-03-20 12:00:00+00:00,12,original_core_retrieval,24,24,24,24.7,18.4,21.308333333333334,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240320_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-22,12h_prior,1,-12.0,2024-03-22 00:00:00+08:00,2024-03-21 12:00:00+08:00,2024-03-21 04:00:00+00:00,ifs_20240321_00,2024-03-21 00:00:00+00:00,0,original_core_retrieval,24,24,24,25.4,18.5,21.599999999999998,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240321_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-22,6h_prior,2,-6.0,2024-03-22 00:00:00+08:00,2024-03-21 18:00:00+08:00,2024-03-21 10:00:00+00:00,ifs_20240321_00,2024-03-21 00:00:00+00:00,0,original_core_retrieval,24,24,24,25.4,18.5,21.599999999999998,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240321_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-22,event_day_open,3,0.0,2024-03-22 00:00:00+08:00,2024-03-22 00:00:00+08:00,2024-03-21 16:00:00+00:00,ifs_20240321_12,2024-03-21 12:00:00+00:00,12,original_core_retrieval,24,24,24,25.3,18.5,21.650000000000002,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240321_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-23,24h_prior,0,-24.0,2024-03-23 00:00:00+08:00,2024-03-22 00:00:00+08:00,2024-03-21 16:00:00+00:00,ifs_20240321_12,2024-03-21 12:00:00+00:00,12,original_core_retrieval,24,24,24,25.6,20.6,22.962500000000002,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240321_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-23,12h_prior,1,-12.0,2024-03-23 00:00:00+08:00,2024-03-22 12:00:00+08:00,2024-03-22 04:00:00+00:00,ifs_20240322_00,2024-03-22 00:00:00+00:00,0,original_core_retrieval,24,24,24,26.8,20.4,23.133333333333336,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240322_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-23,6h_prior,2,-6.0,2024-03-23 00:00:00+08:00,2024-03-22 18:00:00+08:00,2024-03-22 10:00:00+00:00,ifs_20240322_00,2024-03-22 00:00:00+00:00,0,original_core_retrieval,24,24,24,26.8,20.4,23.133333333333336,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240322_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-23,event_day_open,3,0.0,2024-03-23 00:00:00+08:00,2024-03-23 00:00:00+08:00,2024-03-22 16:00:00+00:00,ifs_20240322_12,2024-03-22 12:00:00+00:00,12,original_core_retrieval,24,24,24,26.8,20.3,23.0625,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240322_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-24,24h_prior,0,-24.0,2024-03-24 00:00:00+08:00,2024-03-23 00:00:00+08:00,2024-03-22 16:00:00+00:00,ifs_20240322_12,2024-03-22 12:00:00+00:00,12,original_core_retrieval,24,24,24,27.3,22.1,23.90416666666667,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240322_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-24,12h_prior,1,-12.0,2024-03-24 00:00:00+08:00,2024-03-23 12:00:00+08:00,2024-03-23 04:00:00+00:00,ifs_20240323_00,2024-03-23 00:00:00+00:00,0,original_core_retrieval,24,24,24,27.5,22.1,24.079166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240323_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-24,6h_prior,2,-6.0,2024-03-24 00:00:00+08:00,2024-03-23 18:00:00+08:00,2024-03-23 10:00:00+00:00,ifs_20240323_00,2024-03-23 00:00:00+00:00,0,original_core_retrieval,24,24,24,27.5,22.1,24.079166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240323_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-24,event_day_open,3,0.0,2024-03-24 00:00:00+08:00,2024-03-24 00:00:00+08:00,2024-03-23 16:00:00+00:00,ifs_20240323_12,2024-03-23 12:00:00+00:00,12,original_core_retrieval,24,24,24,27.8,21.9,24.03333333333333,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240323_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-25,24h_prior,0,-24.0,2024-03-25 00:00:00+08:00,2024-03-24 00:00:00+08:00,2024-03-23 16:00:00+00:00,ifs_20240323_12,2024-03-23 12:00:00+00:00,12,original_core_retrieval,24,24,24,27.8,22.3,24.166666666666668,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240323_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-25,12h_prior,1,-12.0,2024-03-25 00:00:00+08:00,2024-03-24 12:00:00+08:00,2024-03-24 04:00:00+00:00,ifs_20240324_00,2024-03-24 00:00:00+00:00,0,original_core_retrieval,24,24,24,28.2,22.0,24.058333333333334,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240324_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-25,6h_prior,2,-6.0,2024-03-25 00:00:00+08:00,2024-03-24 18:00:00+08:00,2024-03-24 10:00:00+00:00,ifs_20240324_00,2024-03-24 00:00:00+00:00,0,original_core_retrieval,24,24,24,28.2,22.0,24.058333333333334,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240324_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-25,event_day_open,3,0.0,2024-03-25 00:00:00+08:00,2024-03-25 00:00:00+08:00,2024-03-24 16:00:00+00:00,ifs_20240324_12,2024-03-24 12:00:00+00:00,12,original_core_retrieval,24,24,24,28.5,21.6,24.204166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240324_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-26,24h_prior,0,-24.0,2024-03-26 00:00:00+08:00,2024-03-25 00:00:00+08:00,2024-03-24 16:00:00+00:00,ifs_20240324_12,2024-03-24 12:00:00+00:00,12,original_core_retrieval,24,24,24,29.2,21.0,24.266666666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240324_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-26,12h_prior,1,-12.0,2024-03-26 00:00:00+08:00,2024-03-25 12:00:00+08:00,2024-03-25 04:00:00+00:00,ifs_20240325_00,2024-03-25 00:00:00+00:00,0,original_core_retrieval,24,24,24,29.4,21.4,24.45,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240325_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-26,6h_prior,2,-6.0,2024-03-26 00:00:00+08:00,2024-03-25 18:00:00+08:00,2024-03-25 10:00:00+00:00,ifs_20240325_00,2024-03-25 00:00:00+00:00,0,original_core_retrieval,24,24,24,29.4,21.4,24.45,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240325_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-26,event_day_open,3,0.0,2024-03-26 00:00:00+08:00,2024-03-26 00:00:00+08:00,2024-03-25 16:00:00+00:00,ifs_20240325_12,2024-03-25 12:00:00+00:00,12,original_core_retrieval,24,24,24,30.2,21.4,24.795833333333334,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240325_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-27,24h_prior,0,-24.0,2024-03-27 00:00:00+08:00,2024-03-26 00:00:00+08:00,2024-03-25 16:00:00+00:00,ifs_20240325_12,2024-03-25 12:00:00+00:00,12,original_core_retrieval,24,24,24,23.5,20.0,21.429166666666664,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240325_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-27,12h_prior,1,-12.0,2024-03-27 00:00:00+08:00,2024-03-26 12:00:00+08:00,2024-03-26 04:00:00+00:00,ifs_20240326_00,2024-03-26 00:00:00+00:00,0,original_core_retrieval,24,24,24,23.2,20.3,21.5625,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240326_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-27,6h_prior,2,-6.0,2024-03-27 00:00:00+08:00,2024-03-26 18:00:00+08:00,2024-03-26 10:00:00+00:00,ifs_20240326_00,2024-03-26 00:00:00+00:00,0,original_core_retrieval,24,24,24,23.2,20.3,21.5625,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240326_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-27,event_day_open,3,0.0,2024-03-27 00:00:00+08:00,2024-03-27 00:00:00+08:00,2024-03-26 16:00:00+00:00,ifs_20240326_12,2024-03-26 12:00:00+00:00,12,original_core_retrieval,24,24,24,23.0,20.5,21.391666666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240326_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-28,24h_prior,0,-24.0,2024-03-28 00:00:00+08:00,2024-03-27 00:00:00+08:00,2024-03-26 16:00:00+00:00,ifs_20240326_12,2024-03-26 12:00:00+00:00,12,original_core_retrieval,24,24,24,29.2,21.1,24.004166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240326_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-28,12h_prior,1,-12.0,2024-03-28 00:00:00+08:00,2024-03-27 12:00:00+08:00,2024-03-27 04:00:00+00:00,ifs_20240327_00,2024-03-27 00:00:00+00:00,0,original_core_retrieval,24,24,24,27.9,21.4,23.995833333333334,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240327_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-28,6h_prior,2,-6.0,2024-03-28 00:00:00+08:00,2024-03-27 18:00:00+08:00,2024-03-27 10:00:00+00:00,ifs_20240327_00,2024-03-27 00:00:00+00:00,0,original_core_retrieval,24,24,24,27.9,21.4,23.995833333333334,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240327_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-28,event_day_open,3,0.0,2024-03-28 00:00:00+08:00,2024-03-28 00:00:00+08:00,2024-03-27 16:00:00+00:00,ifs_20240327_12,2024-03-27 12:00:00+00:00,12,original_core_retrieval,24,24,24,27.7,21.0,23.7625,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240327_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-29,24h_prior,0,-24.0,2024-03-29 00:00:00+08:00,2024-03-28 00:00:00+08:00,2024-03-27 16:00:00+00:00,ifs_20240327_12,2024-03-27 12:00:00+00:00,12,original_core_retrieval,24,24,24,28.1,21.6,24.195833333333336,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240327_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-29,12h_prior,1,-12.0,2024-03-29 00:00:00+08:00,2024-03-28 12:00:00+08:00,2024-03-28 04:00:00+00:00,ifs_20240328_00,2024-03-28 00:00:00+00:00,0,original_core_retrieval,24,24,24,28.5,21.3,24.329166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240328_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-29,6h_prior,2,-6.0,2024-03-29 00:00:00+08:00,2024-03-28 18:00:00+08:00,2024-03-28 10:00:00+00:00,ifs_20240328_00,2024-03-28 00:00:00+00:00,0,original_core_retrieval,24,24,24,28.5,21.3,24.329166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240328_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-29,event_day_open,3,0.0,2024-03-29 00:00:00+08:00,2024-03-29 00:00:00+08:00,2024-03-28 16:00:00+00:00,ifs_20240328_12,2024-03-28 12:00:00+00:00,12,original_core_retrieval,24,24,24,28.3,21.7,24.245833333333334,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240328_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-30,24h_prior,0,-24.0,2024-03-30 00:00:00+08:00,2024-03-29 00:00:00+08:00,2024-03-28 16:00:00+00:00,ifs_20240328_12,2024-03-28 12:00:00+00:00,12,original_core_retrieval,24,24,24,27.9,21.3,24.337500000000002,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240328_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-30,12h_prior,1,-12.0,2024-03-30 00:00:00+08:00,2024-03-29 12:00:00+08:00,2024-03-29 04:00:00+00:00,ifs_20240329_00,2024-03-29 00:00:00+00:00,0,original_core_retrieval,24,24,24,27.9,21.6,24.254166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240329_00.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-30,6h_prior,2,-6.0,2024-03-30 00:00:00+08:00,2024-03-29 18:00:00+08:00,2024-03-29 10:00:00+00:00,ifs_20240329_00,2024-03-29 00:00:00+00:00,0,original_core_retrieval,24,24,24,27.9,21.6,24.254166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240329_00.json.gz,True,10.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-30,event_day_open,3,0.0,2024-03-30 00:00:00+08:00,2024-03-30 00:00:00+08:00,2024-03-29 16:00:00+00:00,ifs_20240329_12,2024-03-29 12:00:00+00:00,12,original_core_retrieval,24,24,24,28.4,20.8,24.329166666666666,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240329_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
2024-03-31,24h_prior,0,-24.0,2024-03-31 00:00:00+08:00,2024-03-30 00:00:00+08:00,2024-03-29 16:00:00+00:00,ifs_20240329_12,2024-03-29 12:00:00+00:00,12,original_core_retrieval,24,24,24,25.8,23.6,24.3875,True,data/raw/v2/open_meteo_single_runs_two_year/2024/03/ecmwf_ifs_20240329_12.json.gz,True,4.0,True,latest available complete-day forecast issued no later than the decision time,False,False,False,False,True
