target_month,decision_rule,n,unique_dates,mean_forecast_c,mean_hko_c,mean_residual_c,forecast_bias_c,mae_c,rmse_c,median_absolute_error_c,residual_sd_c,residual_q05_c,residual_q25_c,residual_q50_c,residual_q75_c,residual_q95_c,max_absolute_error_c,forecast_hko_correlation
2026-06,6h_prior,30,30,29.5166666667,31.1733333333,1.6566666667,-1.6566666667,1.7566666667,1.9701945758,1.7000000000,1.0845890159,-0.1850000000,1.1250000000,1.7000000000,2.3750000000,3.3650000000,3.7000000000,0.8356784056
2026-06,event_day_open,30,30,29.5233333333,31.1733333333,1.6500000000,-1.6500000000,1.7500000000,1.9647730997,1.6500000000,1.0849280923,-0.1850000000,1.1250000000,1.6500000000,2.3750000000,3.3650000000,3.7000000000,0.8359630830
2026-07,24h_prior,31,31,29.2645161290,31.1258064516,1.8612903226,-1.8612903226,1.9709677419,2.2856494806,1.8000000000,1.3484997638,-0.1500000000,1.0500000000,1.8000000000,2.6500000000,3.8000000000,5.0000000000,0.7984872046
2026-07,12h_prior,31,31,29.4709677419,31.1258064516,1.6548387097,-1.6548387097,1.8870967742,2.1946415682,1.9000000000,1.4653415324,-0.8500000000,0.9500000000,1.9000000000,2.4000000000,3.8500000000,5.1000000000,0.7568459419
2026-07,6h_prior,31,31,29.4258064516,31.1258064516,1.7000000000,-1.7000000000,1.7903225806,2.0990781387,1.8000000000,1.2516655570,-0.2000000000,0.9000000000,1.8000000000,2.6500000000,3.3000000000,4.3000000000,0.8312803390
2026-07,event_day_open,31,31,29.4258064516,31.1258064516,1.7000000000,-1.7000000000,1.7903225806,2.0990781387,1.8000000000,1.2516655570,-0.2000000000,0.9000000000,1.8000000000,2.6500000000,3.3000000000,4.3000000000,0.8312803390
2026-08,24h_prior,30,30,30.2466666667,32.1800000000,1.9333333333,-1.9333333333,1.9333333333,2.2703891003,1.7500000000,1.2106804394,0.2900000000,1.0250000000,1.7500000000,2.7500000000,3.9100000000,4.1000000000,0.8622572205
2026-08,12h_prior,30,30,30.4033333333,32.1800000000,1.7766666667,-1.7766666667,1.7966666667,2.1329947648,1.6500000000,1.2004836190,-0.0100000000,0.9500000000,1.6500000000,2.5000000000,3.8000000000,4.0000000000,0.8782956185
2026-08,6h_prior,30,30,30.7533333333,32.1800000000,1.4266666667,-1.4266666667,1.4800000000,1.8044389710,1.4000000000,1.1237048739,-0.2200000000,0.5750000000,1.4000000000,2.1500000000,3.4150000000,4.2000000000,0.8787050226
2026-08,event_day_open,30,30,30.7533333333,32.1800000000,1.4266666667,-1.4266666667,1.4800000000,1.8044389710,1.4000000000,1.1237048739,-0.2200000000,0.5750000000,1.4000000000,2.1500000000,3.4150000000,4.2000000000,0.8787050226
