event_date,decision_rule,empirical_period,market_book_sum,abs_book_sum_error,categorical_log,multiclass_brier,winning_probability,max_record_age_hours
2026-05-02,12h_prior,market_development,1.0615000000,0.0615000000,1.2308659837,0.6792434829,0.2920395667,0.9988888889
2026-05-02,24h_prior,market_development,1.0820000000,0.0820000000,1.3881445004,0.7453644070,0.2495378928,0.9983333333
2026-05-02,6h_prior,market_development,1.0415000000,0.0415000000,2.2034851323,1.1017156696,0.1104176668,0.9986111111
2026-05-02,event_day_open,market_development,1.0095000000,0.0095000000,1.9404766953,1.0509348902,0.1436354631,0.9988888889
2026-05-03,12h_prior,market_development,1.0525000000,0.0525000000,0.9068343966,0.4837548874,0.4038004751,0.9983333333
2026-05-03,24h_prior,market_development,1.0880000000,0.0880000000,0.9882093603,0.5307735456,0.3722426471,0.9988888889
2026-05-03,6h_prior,market_development,1.0100000000,0.0100000000,0.9907795839,0.5657102245,0.3712871287,0.9983333333
2026-05-03,event_day_open,market_development,1.0515000000,0.0515000000,0.9790872302,0.6047620307,0.3756538279,0.9986111111
2026-05-04,12h_prior,market_development,1.0290000000,0.0290000000,0.4142499377,0.1775606536,0.6608357629,0.9991666667
2026-05-04,24h_prior,market_development,0.9990000000,0.0010000000,0.3920420878,0.1714963211,0.6756756757,0.9986111111
2026-05-04,6h_prior,market_development,1.0275000000,0.0275000000,0.7303261838,0.4108945602,0.4817518248,0.9986111111
2026-05-04,event_day_open,market_development,1.0230000000,0.0230000000,0.7059363367,0.4089442337,0.4936461388,0.9980555556
2026-05-05,12h_prior,market_development,1.0735000000,0.0735000000,2.2337474890,1.0470397815,0.1071262226,0.9950000000
2026-05-05,24h_prior,market_development,1.0410000000,0.0410000000,3.0359140632,1.1435057918,0.0480307397,0.9980555556
2026-05-05,6h_prior,market_development,1.0515000000,0.0515000000,2.2130408668,1.0535993573,0.1093675701,0.9991666667
2026-05-05,event_day_open,market_development,1.0455000000,0.0455000000,2.2517701531,1.0572467781,0.1052128168,0.9986111111
2026-05-06,12h_prior,market_development,1.0655000000,0.0655000000,3.8576841423,1.2264704995,0.0211168466,0.9983333333
2026-05-06,6h_prior,market_development,1.0195000000,0.0195000000,4.7870014265,1.2905974498,0.0083374203,0.9986111111
2026-05-06,event_day_open,market_development,1.0350000000,0.0350000000,4.1387963248,1.2671483582,0.0159420290,0.9983333333
2026-05-07,12h_prior,market_development,1.0510000000,0.0510000000,1.3777675449,0.7684869921,0.2521408183,0.9991666667
2026-05-07,24h_prior,market_development,1.0715000000,0.0715000000,1.2898394586,0.6996924734,0.2753149790,0.9986111111
2026-05-07,6h_prior,market_development,1.0530000000,0.0530000000,1.8842246969,0.9478616245,0.1519468186,0.9983333333
2026-05-07,event_day_open,market_development,1.0650000000,0.0650000000,3.0194863596,1.1737759263,0.0488262911,0.9980555556
2026-05-08,12h_prior,market_development,1.0545000000,0.0545000000,3.5108344541,1.2129070000,0.0298719772,0.9991666667
2026-05-08,24h_prior,market_development,1.0940000000,0.0940000000,3.1909334932,1.1800789749,0.0411334552,0.9980555556
2026-05-08,6h_prior,market_development,1.0550000000,0.0550000000,2.2931510608,1.1121304553,0.1009478673,0.9991666667
2026-05-08,event_day_open,market_development,1.0410000000,0.0410000000,2.0804026182,1.0456725734,0.1248799232,0.9952777778
2026-05-09,12h_prior,market_development,1.0505000000,0.0505000000,1.0990883658,0.5987534324,0.3331746787,0.9991666667
2026-05-09,24h_prior,market_development,1.0510000000,0.0510000000,1.1736721885,0.6463166338,0.3092293054,0.9952777778
2026-05-09,6h_prior,market_development,0.9995000000,0.0005000000,0.6438568913,0.3172196403,0.5252626313,0.9991666667
2026-05-09,event_day_open,market_development,0.9975000000,0.0025000000,0.3685605512,0.1767757740,0.6917293233,0.9991666667
2026-05-10,12h_prior,market_development,1.0695000000,0.0695000000,1.2066255327,0.6812444416,0.2992052361,0.9988888889
2026-05-10,24h_prior,market_development,1.0465000000,0.0465000000,1.6548891753,0.8500329517,0.1911132346,0.9991666667
2026-05-10,6h_prior,market_development,1.0445000000,0.0445000000,1.5132142721,0.8769086333,0.2202010531,0.9988888889
2026-05-10,event_day_open,market_development,1.0580000000,0.0580000000,1.4628774019,0.8779932176,0.2315689981,0.9977777778
2026-05-11,12h_prior,market_development,1.0485000000,0.0485000000,0.9889691112,0.5172391288,0.3719599428,0.9988888889
2026-05-11,24h_prior,market_development,1.0675000000,0.0675000000,1.0461487191,0.5572598983,0.3512880562,0.9977777778
2026-05-11,6h_prior,market_development,1.0180000000,0.0180000000,1.1730225583,0.6221239690,0.3094302554,0.9988888889
2026-05-11,event_day_open,market_development,1.0720000000,0.0720000000,1.0637783360,0.5624460487,0.3451492537,0.9986111111
2026-05-12,12h_prior,market_development,1.0470000000,0.0470000000,1.6806846523,0.8760040284,0.1862464183,0.9988888889
2026-05-12,24h_prior,market_development,1.0830000000,0.0830000000,1.6403827163,0.8437337208,0.1939058172,0.9986111111
2026-05-12,6h_prior,market_development,1.0480000000,0.0480000000,1.7616820140,0.9411752120,0.1717557252,0.9983333333
2026-05-12,event_day_open,market_development,1.0485000000,0.0485000000,1.9444805562,1.0242217633,0.1430615165,0.9980555556
2026-05-13,12h_prior,market_development,1.0660000000,0.0660000000,1.7193951767,0.9142025034,0.1791744841,0.9986111111
2026-05-13,24h_prior,market_development,1.0485000000,0.0485000000,2.4442563438,1.1246536313,0.0867906533,0.9980555556
2026-05-13,6h_prior,market_development,1.0470000000,0.0470000000,0.5175338425,0.2299894454,0.5959885387,0.9983333333
2026-05-13,event_day_open,market_development,1.0515000000,0.0515000000,0.3259712177,0.1199681003,0.7218259629,0.9983333333
2026-05-14,12h_prior,market_development,1.0960000000,0.0960000000,1.1273046780,0.6112014825,0.3239051095,0.9988888889
2026-05-14,24h_prior,market_development,1.1310000000,0.1310000000,1.4701758451,0.7822772114,0.2298850575,0.9983333333
2026-05-14,6h_prior,market_development,1.0675000000,0.0675000000,1.2527629685,0.7023391781,0.2857142857,0.9988888889
2026-05-14,event_day_open,market_development,1.0220000000,0.0220000000,1.0296194172,0.6070255744,0.3571428571,0.9963888889
2026-05-15,12h_prior,market_development,1.0350000000,0.0350000000,1.7491998548,0.9826581717,0.1739130435,0.9983333333
2026-05-15,24h_prior,market_development,1.0500000000,0.0500000000,1.9131203262,1.0510321995,0.1476190476,0.9963888889
2026-05-15,6h_prior,market_development,1.0290000000,0.0290000000,1.3566129098,0.7917779912,0.2575315841,0.9977777778
2026-05-15,event_day_open,market_development,1.0235000000,0.0235000000,1.4503444818,0.8469544121,0.2344894968,0.9983333333
2026-05-16,12h_prior,market_development,1.0030000000,0.0030000000,3.1971787213,1.1815684552,0.0408773679,0.9983333333
2026-05-16,24h_prior,market_development,1.0665000000,0.0665000000,2.7236422959,1.1125881351,0.0656352555,0.9983333333
2026-05-16,6h_prior,market_development,1.0400000000,0.0400000000,2.6429108989,1.1441905510,0.0711538462,0.9983333333
2026-05-16,event_day_open,market_development,1.0375000000,0.0375000000,2.3444116079,1.1383671360,0.0959036145,0.9972222222
2026-05-17,12h_prior,market_development,1.0460000000,0.0460000000,2.4529189743,1.0780621068,0.0860420650,0.9947222222
2026-05-17,24h_prior,market_development,1.0590000000,0.0590000000,2.4112034540,1.0452660366,0.0897072710,0.9963888889
2026-05-17,6h_prior,market_development,1.0645000000,0.0645000000,1.3905306583,0.7211901406,0.2489431658,0.9972222222
2026-05-17,event_day_open,market_development,1.0780000000,0.0780000000,0.9307735825,0.4994320548,0.3942486085,0.9969444444
2026-05-18,12h_prior,market_development,1.0320000000,0.0320000000,1.9625202036,0.9539911777,0.1405038760,0.9986111111
2026-05-18,24h_prior,market_development,1.0340000000,0.0340000000,1.3427680961,0.7025691293,0.2611218569,0.9977777778
2026-05-18,6h_prior,market_development,1.0515000000,0.0515000000,1.6349630160,0.8121717294,0.1949595816,0.9986111111
2026-05-18,event_day_open,market_development,1.0605000000,0.0605000000,1.2795204177,0.7081067371,0.2781706742,0.9980555556
2026-05-19,12h_prior,market_development,1.0795000000,0.0795000000,2.9067158060,1.1135484001,0.0546549328,2.9983333333
2026-05-19,24h_prior,market_development,1.0585000000,0.0585000000,3.1918471525,1.1653615412,0.0410958904,0.9980555556
2026-05-19,6h_prior,market_development,1.0795000000,0.0795000000,2.9067158060,1.1135484001,0.0546549328,8.9983333333
2026-05-19,event_day_open,market_development,1.0795000000,0.0795000000,2.9067158060,1.1135484001,0.0546549328,14.9983333333
2026-05-21,12h_prior,market_development,1.0855000000,0.0855000000,3.3654550563,1.1118031096,0.0345462920,0.9991666667
2026-05-21,6h_prior,market_development,1.0805000000,0.0805000000,2.6220805512,1.0636903708,0.0726515502,0.9991666667
2026-05-21,event_day_open,market_development,1.0105000000,0.0105000000,1.8715548052,0.9432590653,0.1538842157,0.9988888889
2026-05-22,12h_prior,market_development,1.0550000000,0.0550000000,0.8409986270,0.4286350262,0.4312796209,0.9980555556
