path,n_columns,has_event_date,has_decision_rule,has_empirical_period,has_target,has_market_price_like,has_bid,has_ask,has_yes,has_no,has_raw_model,has_static_model,has_rbf_model,has_matern_model,execution_candidate,bid_ask_candidate
outputs/final_pipeline/synthesis/thesis_evidence_register.csv,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/synthesis/thesis_output_manifest.csv,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/trading/common_rule_selection_sensitivity.csv,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/trading/fixed_policy_attribution_summary.csv,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/trading/fixed_policy_decision_overlap.csv,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/trading/forecast_error_pnl_bins.csv,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/trading/forecast_risk_spearman_summary.csv,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/trading/probability_derivative_validation.csv,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/trading/selected_gp_cost_sensitivity.csv,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
outputs/final_pipeline/trading/selected_gp_full_strategy_mean_shocks.csv,12,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
outputs/final_pipeline/trading/selected_gp_portfolio_finite_slopes.csv,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/trading/trading_bootstrap_summary.csv,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/trading/trading_risk_summary.csv,29,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
outputs/final_pipeline/trading/trading_support_summary.csv,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
outputs/final_pipeline/weather/deterministic_error_summary.csv,19,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/deterministic_monthly_error_summary.csv,19,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/deterministic_pairwise_rule_comparison.csv,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/models/decision_rule_pairwise_inference.csv,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/models/frozen_weather_model_continuous_scores.csv,6,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/models/full_history_fit_ledger.csv,22,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
outputs/final_pipeline/weather/models/gp_fit_ledger.csv,27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/models/selected_gp_coverage_summary.csv,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/models/selected_gp_standardised_residual_diagnostics.csv,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/models/weather_model_attribution_summary.csv,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
outputs/final_pipeline/weather/models/weather_model_bootstrap_intervals.csv,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/models/weather_model_rule_block_crps.csv,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
outputs/final_pipeline/weather/residual_support_summary.csv,9,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
