path,column,role_flags
data/processed/final_pipeline/trading/forecast_error_pnl_panel.csv,signed_raw_temperature_error_c,raw
data/processed/final_pipeline/trading/forecast_error_pnl_panel.csv,absolute_raw_temperature_error_c,raw
data/processed/final_pipeline/trading/selected_gp_fixed_contract_mean_shocks.csv.gz,event_date,event_date
data/processed/final_pipeline/trading/selected_gp_fixed_contract_mean_shocks.csv.gz,market_raw_yes,market_price;raw
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,event_date,event_date
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,decision_rule,decision_rule
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,raw_temperature_c,raw
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,static_mean_c,static
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,static_sd_c,static
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,selected_gp_mean_c,matern_or_selected_gp
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,selected_gp_sd_c,matern_or_selected_gp
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,p_raw,raw
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,p_static,static
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,p_selected_gp,matern_or_selected_gp
data/processed/final_pipeline/trading/selected_gp_local_event_sensitivity.csv.gz,market_raw_yes,market_price;raw
data/processed/final_pipeline/trading/selected_gp_selected_contract_sensitivity.csv,event_date,event_date
data/processed/final_pipeline/trading/selected_gp_selected_contract_sensitivity.csv,decision_rule,decision_rule
data/processed/final_pipeline/trading/selected_gp_selected_contract_sensitivity.csv,market_raw_yes,market_price;raw
data/processed/final_pipeline/trading/selected_gp_selected_contract_sensitivity.csv,selected_gp_mean_c,matern_or_selected_gp
data/processed/final_pipeline/trading/selected_gp_selected_contract_sensitivity.csv,selected_gp_sd_c,matern_or_selected_gp
data/processed/final_pipeline/trading/selected_gp_selected_contract_sensitivity.csv,raw_temperature_c,raw
data/processed/final_pipeline/trading/selected_gp_selected_contract_sensitivity.csv,signed_raw_temperature_error_c,raw
data/processed/final_pipeline/trading/selected_gp_selected_contract_sensitivity.csv,absolute_raw_temperature_error_c,raw
data/processed/final_pipeline/weather_models/chronological_validation_date_losses.csv,raw_date_crps_c,raw
data/processed/final_pipeline/weather_models/chronological_validation_date_losses.csv,static_date_crps_c,static
data/processed/final_pipeline/weather_models/chronological_validation_date_losses.csv,rbf_date_crps_c,rbf
data/processed/final_pipeline/weather_models/chronological_validation_date_losses.csv,matern32_date_crps_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,decision_rule,decision_rule
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,raw_mean_c,raw
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,raw_crps_c,raw
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,static_residual_mean_c,static
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,static_residual_sd_c,static
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,static_mean_c,static
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,static_sd_c,static
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,static_crps_c,static
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,rbf_mean_c,rbf
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,rbf_sd_c,rbf
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,rbf_crps_c,rbf
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,rbf_z,rbf
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,rbf_pit,rbf
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,matern_mean_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,matern_sd_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,matern_crps_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,matern_z,matern_or_selected_gp
data/processed/final_pipeline/weather_models/chronological_validation_predictions.csv,matern_pit,matern_or_selected_gp
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,decision_rule,decision_rule
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,raw_mean_c,raw
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,raw_sd_c,raw
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,static_mean_c,static
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,static_sd_c,static
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,rbf_mean_c,rbf
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,rbf_sd_c,rbf
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,matern_mean_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,matern_sd_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,selected_gp_mean_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,selected_gp_sd_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,raw_crps_c,raw
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,static_crps_c,static
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,rbf_crps_c,rbf
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,matern_crps_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,selected_gp_crps_c,matern_or_selected_gp
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,selected_gp_z,matern_or_selected_gp
data/processed/final_pipeline/weather_models/frozen_weather_model_predictions_mar_aug.csv,selected_gp_pit,matern_or_selected_gp
data/processed/final_pipeline/weather_residual_panel.csv,decision_rule,decision_rule
data/processed/final_pipeline/weather_residual_panel.csv,raw_source_origin,raw
outputs/final_pipeline/audit/ecmwf_historical_reconciliation.csv,decision_rule,decision_rule
outputs/final_pipeline/audit/ecmwf_unsupported_keys.csv,decision_rule,decision_rule
outputs/final_pipeline/audit/ecmwf_unsupported_keys.csv,raw_source_origin,raw
outputs/final_pipeline/market/clob_fetch_diagnostics.csv,event_date,event_date
outputs/final_pipeline/market/contract_book_chronology_audit.csv,event_date,event_date
outputs/final_pipeline/market/contract_date_summary.csv,event_date,event_date
outputs/final_pipeline/market/contract_universe_issues.csv,event_date,event_date
outputs/final_pipeline/market/exact_support_summary.csv,market_price_cells,market_price
outputs/final_pipeline/market/market_book_summary.csv,event_date,event_date
outputs/final_pipeline/market/market_book_summary.csv,decision_rule,decision_rule
outputs/final_pipeline/market/market_only_score_summary.csv,decision_rule,decision_rule
outputs/final_pipeline/market/market_only_score_summary.csv,mean_raw_yes,raw
outputs/final_pipeline/market/missing_decision_snapshots.csv,event_date,event_date
outputs/final_pipeline/market/missing_decision_snapshots.csv,decision_rule,decision_rule
outputs/final_pipeline/market/missing_decision_snapshots.csv,market_price_available,market_price
outputs/final_pipeline/market/missing_decision_snapshots.csv,market_raw_yes,market_price;raw
outputs/final_pipeline/market/total_variation_summary.csv,raw_distance_closure,raw
outputs/final_pipeline/market/weather_market_disagreement_summary.csv,mean_market_minus_gp_winner_probability,market_price
outputs/final_pipeline/market/weather_probability_mass_audit.csv,event_date,event_date
outputs/final_pipeline/market/weather_probability_mass_audit.csv,decision_rule,decision_rule
outputs/final_pipeline/market/weather_probability_mass_audit.csv,raw_sum,raw
outputs/final_pipeline/market/weather_probability_mass_audit.csv,static_sum,static
outputs/final_pipeline/market/weather_probability_mass_audit.csv,selected_gp_sum,matern_or_selected_gp
outputs/final_pipeline/synthesis/cross_stage_attribution.csv,raw,raw
outputs/final_pipeline/synthesis/cross_stage_attribution.csv,static,static
outputs/final_pipeline/synthesis/cross_stage_attribution.csv,selected_gp,matern_or_selected_gp
outputs/final_pipeline/synthesis/cross_stage_attribution.csv,static_share_of_raw_to_gp_improvement,raw;static
outputs/final_pipeline/synthesis/cross_stage_attribution.csv,static_captures_at_least_90pct,static
outputs/final_pipeline/trading/common_rule_selection_sensitivity.csv,decision_rule,decision_rule
outputs/final_pipeline/trading/probability_derivative_validation.csv,event_date,event_date
outputs/final_pipeline/trading/selected_gp_cost_sensitivity.csv,maximum_drawdown,raw
outputs/final_pipeline/trading/selected_gp_full_strategy_mean_shocks.csv,maximum_drawdown,raw
outputs/final_pipeline/trading/trading_risk_summary.csv,maximum_drawdown,raw
outputs/final_pipeline/trading/trading_support_summary.csv,selected_gp_trade_count_all_dates,matern_or_selected_gp
outputs/final_pipeline/trading/trading_support_summary.csv,selected_gp_settled_trade_count,matern_or_selected_gp
outputs/final_pipeline/weather/deterministic_error_summary.csv,decision_rule,decision_rule
outputs/final_pipeline/weather/deterministic_monthly_error_summary.csv,decision_rule,decision_rule
outputs/final_pipeline/weather/models/frozen_weather_model_continuous_scores.csv,decision_rule,decision_rule
outputs/final_pipeline/weather/models/full_history_fit_ledger.csv,decision_rule,decision_rule
outputs/final_pipeline/weather/models/full_history_fit_ledger.csv,static_residual_mean_c,static
outputs/final_pipeline/weather/models/full_history_fit_ledger.csv,static_residual_sd_c,static
outputs/final_pipeline/weather/models/gp_fit_ledger.csv,decision_rule,decision_rule
outputs/final_pipeline/weather/models/selected_gp_standardised_residual_diagnostics.csv,decision_rule,decision_rule
outputs/final_pipeline/weather/models/weather_model_attribution_summary.csv,selected_gp,matern_or_selected_gp
outputs/final_pipeline/weather/models/weather_model_rule_block_crps.csv,decision_rule,decision_rule
outputs/final_pipeline/weather/residual_support_summary.csv,decision_rule,decision_rule
