model,transition,dates,metric,point_estimate,bootstrap_method,block_length_days,bootstrap_lower_95,bootstrap_upper_95,bootstrap_replications,seed,bootstrap_unit
raw,6h_to_open,365,median_crps_improvement_c,0.0,circular_moving_block,3.0,0.0,0.0,10000,20271002,settlement_date
raw,6h_to_open,365,improved_date_fraction,0.4273972602739726,circular_moving_block,3.0,0.3726027397260274,0.4821917808219178,10000,20271002,settlement_date
raw,6h_to_open,365,mean_absolute_crps_change_c,0.4052054794520547,circular_moving_block,3.0,0.3578082191780822,0.45452739726027397,10000,20271002,settlement_date
raw,6h_to_open,365,mean_crps_improvement_c,0.09671232876712335,circular_moving_block,5.0,0.03452054794520556,0.1578082191780822,10000,20271003,settlement_date
raw,6h_to_open,365,median_crps_improvement_c,0.0,circular_moving_block,5.0,0.0,0.0,10000,20271003,settlement_date
raw,6h_to_open,365,improved_date_fraction,0.4273972602739726,circular_moving_block,5.0,0.3726027397260274,0.4849315068493151,10000,20271003,settlement_date
raw,6h_to_open,365,mean_absolute_crps_change_c,0.4052054794520547,circular_moving_block,5.0,0.35506164383561634,0.4575342465753423,10000,20271003,settlement_date
raw,6h_to_open,365,mean_crps_improvement_c,0.09671232876712335,circular_moving_block,7.0,0.035068493150684825,0.1575342465753425,10000,20271004,settlement_date
raw,6h_to_open,365,median_crps_improvement_c,0.0,circular_moving_block,7.0,0.0,0.0,10000,20271004,settlement_date
raw,6h_to_open,365,improved_date_fraction,0.4273972602739726,circular_moving_block,7.0,0.3698630136986301,0.484999999999999,10000,20271004,settlement_date
raw,6h_to_open,365,mean_absolute_crps_change_c,0.4052054794520547,circular_moving_block,7.0,0.3515068493150684,0.45836301369863014,10000,20271004,settlement_date
raw,24h_to_6h,365,mean_crps_improvement_c,0.046027397260274,ordinary_date,,-0.016438356164383636,0.11096575342465743,10000,20271101,settlement_date
raw,24h_to_6h,365,median_crps_improvement_c,0.0,ordinary_date,,0.0,0.1000000000000014,10000,20271101,settlement_date
raw,24h_to_6h,365,improved_date_fraction,0.4931506849315068,ordinary_date,,0.4410958904109589,0.5452054794520548,10000,20271101,settlement_date
raw,24h_to_6h,365,mean_absolute_crps_change_c,0.43890410958904125,ordinary_date,,0.3950616438356163,0.48603424657534244,10000,20271101,settlement_date
raw,24h_to_6h,365,mean_crps_improvement_c,0.046027397260274,circular_moving_block,3.0,-0.02411643835616443,0.11699315068493153,10000,20271102,settlement_date
raw,24h_to_6h,365,median_crps_improvement_c,0.0,circular_moving_block,3.0,0.0,0.10000000000000142,10000,20271102,settlement_date
raw,24h_to_6h,365,improved_date_fraction,0.4931506849315068,circular_moving_block,3.0,0.4383561643835616,0.547945205479452,10000,20271102,settlement_date
raw,24h_to_6h,365,mean_absolute_crps_change_c,0.43890410958904125,circular_moving_block,3.0,0.3912328767123288,0.4890479452054795,10000,20271102,settlement_date
raw,24h_to_6h,365,mean_crps_improvement_c,0.046027397260274,circular_moving_block,5.0,-0.02438356164383563,0.11945205479452065,10000,20271103,settlement_date
raw,24h_to_6h,365,median_crps_improvement_c,0.0,circular_moving_block,5.0,0.0,0.10000000000000142,10000,20271103,settlement_date
raw,24h_to_6h,365,improved_date_fraction,0.4931506849315068,circular_moving_block,5.0,0.4382876712328773,0.547945205479452,10000,20271103,settlement_date
raw,24h_to_6h,365,mean_absolute_crps_change_c,0.43890410958904125,circular_moving_block,5.0,0.38794520547945205,0.49095890410958903,10000,20271103,settlement_date
raw,24h_to_6h,365,mean_crps_improvement_c,0.046027397260274,circular_moving_block,7.0,-0.021917808219177996,0.11698630136986314,10000,20271104,settlement_date
raw,24h_to_6h,365,median_crps_improvement_c,0.0,circular_moving_block,7.0,0.0,0.10000000000000142,10000,20271104,settlement_date
raw,24h_to_6h,365,improved_date_fraction,0.4931506849315068,circular_moving_block,7.0,0.43561643835616437,0.5506849315068493,10000,20271104,settlement_date
raw,24h_to_6h,365,mean_absolute_crps_change_c,0.43890410958904125,circular_moving_block,7.0,0.38739726027397253,0.4950684931506849,10000,20271104,settlement_date
raw,12h_to_open,365,mean_crps_improvement_c,0.09013698630136996,ordinary_date,,0.025479452054794606,0.15863013698630138,10000,20271201,settlement_date
raw,12h_to_open,365,median_crps_improvement_c,0.0,ordinary_date,,0.0,0.09999999999999787,10000,20271201,settlement_date
raw,12h_to_open,365,improved_date_fraction,0.4575342465753425,ordinary_date,,0.4054794520547945,0.5095890410958904,10000,20271201,settlement_date
raw,12h_to_open,365,mean_absolute_crps_change_c,0.4490410958904109,ordinary_date,,0.4008219178082191,0.49836301369862995,10000,20271201,settlement_date
raw,12h_to_open,365,mean_crps_improvement_c,0.09013698630136996,circular_moving_block,3.0,0.02164383561643854,0.15726712328767128,10000,20271202,settlement_date
raw,12h_to_open,365,median_crps_improvement_c,0.0,circular_moving_block,3.0,0.0,0.09999999999999787,10000,20271202,settlement_date
raw,12h_to_open,365,improved_date_fraction,0.4575342465753425,circular_moving_block,3.0,0.4054794520547945,0.5123287671232877,10000,20271202,settlement_date
raw,12h_to_open,365,mean_absolute_crps_change_c,0.4490410958904109,circular_moving_block,3.0,0.4030068493150683,0.4961643835616437,10000,20271202,settlement_date
raw,12h_to_open,365,mean_crps_improvement_c,0.09013698630136996,circular_moving_block,5.0,0.02246575342465768,0.15643835616438354,10000,20271203,settlement_date
raw,12h_to_open,365,median_crps_improvement_c,0.0,circular_moving_block,5.0,0.0,0.09999999999999787,10000,20271203,settlement_date
raw,12h_to_open,365,improved_date_fraction,0.4575342465753425,circular_moving_block,5.0,0.40273972602739727,0.5095890410958904,10000,20271203,settlement_date
raw,12h_to_open,365,mean_absolute_crps_change_c,0.4490410958904109,circular_moving_block,5.0,0.403013698630137,0.4967123287671232,10000,20271203,settlement_date
raw,12h_to_open,365,mean_crps_improvement_c,0.09013698630136996,circular_moving_block,7.0,0.024924657534246653,0.1547945205479453,10000,20271204,settlement_date
raw,12h_to_open,365,median_crps_improvement_c,0.0,circular_moving_block,7.0,0.0,0.09999999999999787,10000,20271204,settlement_date
raw,12h_to_open,365,improved_date_fraction,0.4575342465753425,circular_moving_block,7.0,0.4054794520547945,0.5095890410958904,10000,20271204,settlement_date
raw,12h_to_open,365,mean_absolute_crps_change_c,0.4490410958904109,circular_moving_block,7.0,0.40109589041095883,0.4969863013698629,10000,20271204,settlement_date
raw,24h_to_open,365,mean_crps_improvement_c,0.14273972602739737,ordinary_date,,0.06520547945205485,0.22054794520547957,10000,20271301,settlement_date
raw,24h_to_open,365,median_crps_improvement_c,0.09999999999999964,ordinary_date,,0.0,0.19999999999999907,10000,20271301,settlement_date
raw,24h_to_open,365,improved_date_fraction,0.5260273972602739,ordinary_date,,0.473972602739726,0.5780821917808219,10000,20271301,settlement_date
raw,24h_to_open,365,mean_absolute_crps_change_c,0.54,ordinary_date,,0.48630136986301387,0.5958904109589043,10000,20271301,settlement_date
raw,24h_to_open,365,mean_crps_improvement_c,0.14273972602739737,circular_moving_block,3.0,0.061369863013698685,0.22658219178082198,10000,20271302,settlement_date
raw,24h_to_open,365,median_crps_improvement_c,0.09999999999999964,circular_moving_block,3.0,0.0,0.19999999999999907,10000,20271302,settlement_date
raw,24h_to_open,365,improved_date_fraction,0.5260273972602739,circular_moving_block,3.0,0.473972602739726,0.5780821917808219,10000,20271302,settlement_date
raw,24h_to_open,365,mean_absolute_crps_change_c,0.54,circular_moving_block,3.0,0.4819178082191782,0.602472602739726,10000,20271302,settlement_date
raw,24h_to_open,365,mean_crps_improvement_c,0.14273972602739737,circular_moving_block,5.0,0.0594520547945208,0.2323287671232878,10000,20271303,settlement_date
raw,24h_to_open,365,median_crps_improvement_c,0.09999999999999964,circular_moving_block,5.0,0.0,0.1999999999999993,10000,20271303,settlement_date
raw,24h_to_open,365,improved_date_fraction,0.5260273972602739,circular_moving_block,5.0,0.4712328767123288,0.5808219178082191,10000,20271303,settlement_date
raw,24h_to_open,365,mean_absolute_crps_change_c,0.54,circular_moving_block,5.0,0.48,0.6041095890410958,10000,20271303,settlement_date
raw,24h_to_open,365,mean_crps_improvement_c,0.14273972602739737,circular_moving_block,7.0,0.05835616438356171,0.23506849315068504,10000,20271304,settlement_date
raw,24h_to_open,365,median_crps_improvement_c,0.09999999999999964,circular_moving_block,7.0,0.0,0.1999999999999993,10000,20271304,settlement_date
raw,24h_to_open,365,improved_date_fraction,0.5260273972602739,circular_moving_block,7.0,0.4712328767123288,0.5835616438356165,10000,20271304,settlement_date
raw,24h_to_open,365,mean_absolute_crps_change_c,0.54,circular_moving_block,7.0,0.4789041095890411,0.6057534246575342,10000,20271304,settlement_date
static,24h_to_12h,365,mean_crps_improvement_c,0.025810649734982753,ordinary_date,,-0.017013722979755203,0.06725352291629469,10000,20271401,settlement_date
static,24h_to_12h,365,median_crps_improvement_c,0.010758103511447736,ordinary_date,,0.0020143819707739707,0.02147511537908592,10000,20271401,settlement_date
static,24h_to_12h,365,improved_date_fraction,0.5561643835616439,ordinary_date,,0.5068493150684932,0.6054794520547945,10000,20271401,settlement_date
static,24h_to_12h,365,mean_absolute_crps_change_c,0.2561480789902456,ordinary_date,,0.22469088842032595,0.2905339140153943,10000,20271401,settlement_date
static,24h_to_12h,365,mean_crps_improvement_c,0.025810649734982753,circular_moving_block,3.0,-0.020388390183045984,0.0726646850207004,10000,20271402,settlement_date
static,24h_to_12h,365,median_crps_improvement_c,0.010758103511447736,circular_moving_block,3.0,0.001156475738089302,0.02147511537908592,10000,20271402,settlement_date
static,24h_to_12h,365,improved_date_fraction,0.5561643835616439,circular_moving_block,3.0,0.5041095890410959,0.6082191780821918,10000,20271402,settlement_date
static,24h_to_12h,365,mean_absolute_crps_change_c,0.2561480789902456,circular_moving_block,3.0,0.22222781574326925,0.2928390057810371,10000,20271402,settlement_date
static,24h_to_12h,365,mean_crps_improvement_c,0.025810649734982753,circular_moving_block,5.0,-0.02160772381624566,0.07373344839633496,10000,20271403,settlement_date
static,24h_to_12h,365,median_crps_improvement_c,0.010758103511447736,circular_moving_block,5.0,0.0006474876805770968,0.02147511537908592,10000,20271403,settlement_date
static,24h_to_12h,365,improved_date_fraction,0.5561643835616439,circular_moving_block,5.0,0.5013698630136987,0.6109589041095891,10000,20271403,settlement_date
static,24h_to_12h,365,mean_absolute_crps_change_c,0.2561480789902456,circular_moving_block,5.0,0.22022673018157332,0.2949281386250826,10000,20271403,settlement_date
static,24h_to_12h,365,mean_crps_improvement_c,0.025810649734982753,circular_moving_block,7.0,-0.022384209233039742,0.07489236348535656,10000,20271404,settlement_date
static,24h_to_12h,365,median_crps_improvement_c,0.010758103511447736,circular_moving_block,7.0,0.0005838063794360456,0.02302170189710251,10000,20271404,settlement_date
static,24h_to_12h,365,improved_date_fraction,0.5561643835616439,circular_moving_block,7.0,0.5013013698630143,0.6109589041095891,10000,20271404,settlement_date
static,24h_to_12h,365,mean_absolute_crps_change_c,0.2561480789902456,circular_moving_block,7.0,0.2181319117405383,0.2957625157018397,10000,20271404,settlement_date
static,12h_to_6h,365,mean_crps_improvement_c,0.00840275535410979,ordinary_date,,-0.0025604270050754484,0.020983226258998774,10000,20271501,settlement_date
static,12h_to_6h,365,median_crps_improvement_c,8.574453426035689e-05,ordinary_date,,-0.0006363975733988392,0.0010564222929719258,10000,20271501,settlement_date
static,12h_to_6h,365,improved_date_fraction,0.5205479452054794,ordinary_date,,0.4684931506849315,0.5698630136986301,10000,20271501,settlement_date
static,12h_to_6h,365,mean_absolute_crps_change_c,0.031369698660721576,ordinary_date,,0.020701578024435407,0.0436361788524345,10000,20271501,settlement_date
static,12h_to_6h,365,mean_crps_improvement_c,0.00840275535410979,circular_moving_block,3.0,-0.002141508154021908,0.020601635694909966,10000,20271502,settlement_date
static,12h_to_6h,365,median_crps_improvement_c,8.574453426035689e-05,circular_moving_block,3.0,-0.0010470661578003138,0.0012099896443148461,10000,20271502,settlement_date
static,12h_to_6h,365,improved_date_fraction,0.5205479452054794,circular_moving_block,3.0,0.4575342465753425,0.5835616438356165,10000,20271502,settlement_date
static,12h_to_6h,365,mean_absolute_crps_change_c,0.031369698660721576,circular_moving_block,3.0,0.01975720301159301,0.04504079795784577,10000,20271502,settlement_date
static,12h_to_6h,365,mean_crps_improvement_c,0.00840275535410979,circular_moving_block,5.0,-0.0018105569219364986,0.01983779047204727,10000,20271503,settlement_date
static,12h_to_6h,365,median_crps_improvement_c,8.574453426035689e-05,circular_moving_block,5.0,-0.0013148813214644561,0.0013076578510360926,10000,20271503,settlement_date
static,12h_to_6h,365,improved_date_fraction,0.5205479452054794,circular_moving_block,5.0,0.44931506849315067,0.5945205479452055,10000,20271503,settlement_date
static,12h_to_6h,365,mean_absolute_crps_change_c,0.031369698660721576,circular_moving_block,5.0,0.018815247929286565,0.04567383173867039,10000,20271503,settlement_date
static,12h_to_6h,365,mean_crps_improvement_c,0.00840275535410979,circular_moving_block,7.0,-0.0018177698143397867,0.019996954525976055,10000,20271504,settlement_date
static,12h_to_6h,365,median_crps_improvement_c,8.574453426035689e-05,circular_moving_block,7.0,-0.0013148813214645116,0.001338415978278662,10000,20271504,settlement_date
static,12h_to_6h,365,improved_date_fraction,0.5205479452054794,circular_moving_block,7.0,0.4438356164383562,0.6,10000,20271504,settlement_date
static,12h_to_6h,365,mean_absolute_crps_change_c,0.031369698660721576,circular_moving_block,7.0,0.018036246480309666,0.046579650073521925,10000,20271504,settlement_date
static,6h_to_open,365,mean_crps_improvement_c,0.07365426277333904,ordinary_date,,0.031087630052735075,0.11738935697535435,10000,20271601,settlement_date
static,6h_to_open,365,median_crps_improvement_c,0.016124330419065136,ordinary_date,,0.007661669468345345,0.024575759956374565,10000,20271601,settlement_date
static,6h_to_open,365,improved_date_fraction,0.589041095890411,ordinary_date,,0.5397260273972603,0.6383561643835617,10000,20271601,settlement_date
static,6h_to_open,365,mean_absolute_crps_change_c,0.2549852637968373,ordinary_date,,0.221521483024747,0.2903238217575756,10000,20271601,settlement_date
static,6h_to_open,365,mean_crps_improvement_c,0.07365426277333904,circular_moving_block,3.0,0.025611455288967428,0.12378793425626683,10000,20271602,settlement_date
static,6h_to_open,365,median_crps_improvement_c,0.016124330419065136,circular_moving_block,3.0,0.006119172284535623,0.029743112321252874,10000,20271602,settlement_date
static,6h_to_open,365,improved_date_fraction,0.589041095890411,circular_moving_block,3.0,0.5315068493150685,0.6465753424657534,10000,20271602,settlement_date
static,6h_to_open,365,mean_absolute_crps_change_c,0.2549852637968373,circular_moving_block,3.0,0.21841807668430477,0.2954632434925243,10000,20271602,settlement_date
static,6h_to_open,365,mean_crps_improvement_c,0.07365426277333904,circular_moving_block,5.0,0.026366757582927322,0.12421772395931352,10000,20271603,settlement_date
static,6h_to_open,365,median_crps_improvement_c,0.016124330419065136,circular_moving_block,5.0,0.006119172284535623,0.029743112321252874,10000,20271603,settlement_date
static,6h_to_open,365,improved_date_fraction,0.589041095890411,circular_moving_block,5.0,0.5315068493150685,0.6438356164383562,10000,20271603,settlement_date
static,6h_to_open,365,mean_absolute_crps_change_c,0.2549852637968373,circular_moving_block,5.0,0.21565766033362108,0.2969842738656739,10000,20271603,settlement_date
static,6h_to_open,365,mean_crps_improvement_c,0.07365426277333904,circular_moving_block,7.0,0.02628194110753338,0.12432624186822654,10000,20271604,settlement_date
static,6h_to_open,365,median_crps_improvement_c,0.016124330419065136,circular_moving_block,7.0,0.006119172284535623,0.029784761897355294,10000,20271604,settlement_date
static,6h_to_open,365,improved_date_fraction,0.589041095890411,circular_moving_block,7.0,0.5315068493150685,0.6465753424657534,10000,20271604,settlement_date
static,6h_to_open,365,mean_absolute_crps_change_c,0.2549852637968373,circular_moving_block,7.0,0.21242069282712714,0.29933944247684807,10000,20271604,settlement_date
static,24h_to_6h,365,mean_crps_improvement_c,0.03421340508909255,ordinary_date,,-0.007676365049630246,0.07793123192232629,10000,20271701,settlement_date
static,24h_to_6h,365,median_crps_improvement_c,0.011904351710187888,ordinary_date,,-0.0009473862029670821,0.028930857302062185,10000,20271701,settlement_date
static,24h_to_6h,365,improved_date_fraction,0.5452054794520548,ordinary_date,,0.4958904109589041,0.5972602739726027,10000,20271701,settlement_date
static,24h_to_6h,365,mean_absolute_crps_change_c,0.26766417230283457,ordinary_date,,0.23509514871256385,0.3013557356407904,10000,20271701,settlement_date
static,24h_to_6h,365,mean_crps_improvement_c,0.03421340508909255,circular_moving_block,3.0,-0.010776202449497603,0.08042923512855714,10000,20271702,settlement_date
static,24h_to_6h,365,median_crps_improvement_c,0.011904351710187888,circular_moving_block,3.0,-0.0009473862029670821,0.028930857302062185,10000,20271702,settlement_date
static,24h_to_6h,365,improved_date_fraction,0.5452054794520548,circular_moving_block,3.0,0.4958904109589041,0.5972602739726027,10000,20271702,settlement_date
static,24h_to_6h,365,mean_absolute_crps_change_c,0.26766417230283457,circular_moving_block,3.0,0.23380839272029091,0.3042383978620228,10000,20271702,settlement_date
static,24h_to_6h,365,mean_crps_improvement_c,0.03421340508909255,circular_moving_block,5.0,-0.012442308263487115,0.08071529447119977,10000,20271703,settlement_date
static,24h_to_6h,365,median_crps_improvement_c,0.011904351710187888,circular_moving_block,5.0,-0.0025651854196434565,0.0311098047639915,10000,20271703,settlement_date
static,24h_to_6h,365,improved_date_fraction,0.5452054794520548,circular_moving_block,5.0,0.4931506849315068,0.5972602739726027,10000,20271703,settlement_date
static,24h_to_6h,365,mean_absolute_crps_change_c,0.26766417230283457,circular_moving_block,5.0,0.23196034695298712,0.30475020657848345,10000,20271703,settlement_date
static,24h_to_6h,365,mean_crps_improvement_c,0.03421340508909255,circular_moving_block,7.0,-0.013350690164863859,0.0825466653720577,10000,20271704,settlement_date
static,24h_to_6h,365,median_crps_improvement_c,0.011904351710187888,circular_moving_block,7.0,-0.0021072621667446167,0.0311098047639915,10000,20271704,settlement_date
static,24h_to_6h,365,improved_date_fraction,0.5452054794520548,circular_moving_block,7.0,0.4931506849315068,0.5972602739726027,10000,20271704,settlement_date
static,24h_to_6h,365,mean_absolute_crps_change_c,0.26766417230283457,circular_moving_block,7.0,0.23044296855595073,0.3069179965963341,10000,20271704,settlement_date
static,12h_to_open,365,mean_crps_improvement_c,0.08205701812744882,ordinary_date,,0.03830735305728143,0.12678003660189469,10000,20271801,settlement_date
static,12h_to_open,365,median_crps_improvement_c,0.01642749061019677,ordinary_date,,0.00806385102369983,0.050415051505908415,10000,20271801,settlement_date
static,12h_to_open,365,improved_date_fraction,0.5863013698630137,ordinary_date,,0.536986301369863,0.6356164383561644,10000,20271801,settlement_date
static,12h_to_open,365,mean_absolute_crps_change_c,0.27496456167221006,ordinary_date,,0.24116658271714236,0.31031833798533026,10000,20271801,settlement_date
static,12h_to_open,365,mean_crps_improvement_c,0.08205701812744882,circular_moving_block,3.0,0.03197837562148887,0.13109245040614462,10000,20271802,settlement_date
static,12h_to_open,365,median_crps_improvement_c,0.01642749061019677,circular_moving_block,3.0,0.0061551625186988534,0.050415051505908415,10000,20271802,settlement_date
static,12h_to_open,365,improved_date_fraction,0.5863013698630137,circular_moving_block,3.0,0.5315068493150685,0.6410958904109589,10000,20271802,settlement_date
static,12h_to_open,365,mean_absolute_crps_change_c,0.27496456167221006,circular_moving_block,3.0,0.24000793373155707,0.3139525044616712,10000,20271802,settlement_date
static,12h_to_open,365,mean_crps_improvement_c,0.08205701812744882,circular_moving_block,5.0,0.032166155443838,0.13212728894965314,10000,20271803,settlement_date
static,12h_to_open,365,median_crps_improvement_c,0.01642749061019677,circular_moving_block,5.0,0.0061551625186988534,0.050415051505908415,10000,20271803,settlement_date
static,12h_to_open,365,improved_date_fraction,0.5863013698630137,circular_moving_block,5.0,0.5341780821917814,0.6383561643835617,10000,20271803,settlement_date
static,12h_to_open,365,mean_absolute_crps_change_c,0.27496456167221006,circular_moving_block,5.0,0.2369734894274801,0.3146084988697498,10000,20271803,settlement_date
static,12h_to_open,365,mean_crps_improvement_c,0.08205701812744882,circular_moving_block,7.0,0.03210811687186362,0.13359465483955626,10000,20271804,settlement_date
static,12h_to_open,365,median_crps_improvement_c,0.01642749061019677,circular_moving_block,7.0,0.0061551625186988534,0.050415051505908415,10000,20271804,settlement_date
static,12h_to_open,365,improved_date_fraction,0.5863013698630137,circular_moving_block,7.0,0.5342465753424658,0.6383561643835617,10000,20271804,settlement_date
static,12h_to_open,365,mean_absolute_crps_change_c,0.27496456167221006,circular_moving_block,7.0,0.23570189470510214,0.3152580140505768,10000,20271804,settlement_date
static,24h_to_open,365,mean_crps_improvement_c,0.10786766786243158,ordinary_date,,0.05730058947031919,0.15782238017644004,10000,20271901,settlement_date
static,24h_to_open,365,median_crps_improvement_c,0.0551591628597925,ordinary_date,,0.03373095474777918,0.08870655556582635,10000,20271901,settlement_date
static,24h_to_open,365,improved_date_fraction,0.6301369863013698,ordinary_date,,0.5808219178082191,0.6794520547945205,10000,20271901,settlement_date
static,24h_to_open,365,mean_absolute_crps_change_c,0.3262366556768654,ordinary_date,,0.2879597483665399,0.36605645124424263,10000,20271901,settlement_date
static,24h_to_open,365,mean_crps_improvement_c,0.10786766786243158,circular_moving_block,3.0,0.051588378223715675,0.16802544998031105,10000,20271902,settlement_date
static,24h_to_open,365,median_crps_improvement_c,0.0551591628597925,circular_moving_block,3.0,0.030838450597205025,0.0919169322524177,10000,20271902,settlement_date
static,24h_to_open,365,improved_date_fraction,0.6301369863013698,circular_moving_block,3.0,0.5780821917808219,0.6821917808219178,10000,20271902,settlement_date
static,24h_to_open,365,mean_absolute_crps_change_c,0.3262366556768654,circular_moving_block,3.0,0.2834514016632624,0.3730906109254746,10000,20271902,settlement_date
static,24h_to_open,365,mean_crps_improvement_c,0.10786766786243158,circular_moving_block,5.0,0.05139043727217285,0.1695868225040515,10000,20271903,settlement_date
static,24h_to_open,365,median_crps_improvement_c,0.0551591628597925,circular_moving_block,5.0,0.0322822497990467,0.0919169322524177,10000,20271903,settlement_date
static,24h_to_open,365,improved_date_fraction,0.6301369863013698,circular_moving_block,5.0,0.5780821917808219,0.6794520547945205,10000,20271903,settlement_date
static,24h_to_open,365,mean_absolute_crps_change_c,0.3262366556768654,circular_moving_block,5.0,0.2815943428863001,0.3757053808516118,10000,20271903,settlement_date
static,24h_to_open,365,mean_crps_improvement_c,0.10786766786243158,circular_moving_block,7.0,0.05184621382265,0.1687584041241082,10000,20271904,settlement_date
