event_date,decision_rule,market_slug,target_Y_event,contract_event_type_v2,model,probability,brier,log_score
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-23c,0,interior_bin,catboost_calibrated,0.006497373761110628,4.221586579156887e-05,0.006518573572632613
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-28c,0,interior_bin,catboost_calibrated,0.29079647877775117,0.08456259206953909,0.3436127397320175
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-27c,0,interior_bin,catboost_calibrated,0.3347820307354767,0.11207900810336965,0.40764051870211543
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-30c,0,interior_bin,catboost_calibrated,0.0691257673511356,0.004778371711883324,0.07163109928483291
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-29c,0,interior_bin,catboost_calibrated,0.15079909619630594,0.02274036741362273,0.16345948485344453
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-24c,1,interior_bin,catboost_calibrated,0.009318373862510243,0.9814500843664211,4.675767143779175
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-26c,0,interior_bin,catboost_calibrated,0.13506602576576732,0.01824283131615892,0.14510210532861723
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-22c,0,interior_bin,catboost_calibrated,0.00633172166425375,4.009069923358028e-05,0.006351852032115713
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-25c,0,interior_bin,catboost_calibrated,0.026442650064621404,0.0006992137424400223,0.02679854482610083
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-21corbelow,0,lower_tail_endpoint,catboost_calibrated,0.006533343082368341,4.268457183193026e-05,0.0065547787838218866
2026-05-06,6h_prior,highest-temperature-in-hong-kong-on-may-6-2026-31corhigher,0,upper_tail,catboost_calibrated,0.011435390731517569,0.00013076816118247792,0.011501277588345717
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-23c,0,interior_bin,catboost_calibrated,0.006554072042787765,4.295586034205218e-05,0.0065756442819600944
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-28c,0,interior_bin,catboost_calibrated,0.28929640155938957,0.08369240795521159,0.34149981592781486
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-27c,0,interior_bin,catboost_calibrated,0.31570944511990456,0.09967245373791803,0.37937266372000056
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-30c,0,interior_bin,catboost_calibrated,0.0720164522985791,0.005186369401673519,0.07474127512311357
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-29c,0,interior_bin,catboost_calibrated,0.2644912238565093,0.06995560749711412,0.30719280679770583
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-24c,1,interior_bin,catboost_calibrated,0.0093994562458295,0.9812894372860582,4.667103437567685
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-26c,0,interior_bin,catboost_calibrated,0.133231635693335,0.017750668749521532,0.14298350709410781
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-22c,0,interior_bin,catboost_calibrated,0.006248391486597763,3.90423961697874e-05,0.00626799438506661
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-25c,0,interior_bin,catboost_calibrated,0.014720037337752628,0.00021667949922483148,0.014829452141577711
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-21corbelow,0,lower_tail_endpoint,catboost_calibrated,0.0065342185460067785,4.269601200697894e-05,0.00655566000516748
2026-05-06,event_day_open,highest-temperature-in-hong-kong-on-may-6-2026-31corhigher,0,upper_tail,catboost_calibrated,0.01124516622656351,0.0001264537634630446,0.011308871140100511
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-31c,0,interior_bin,catboost_calibrated,0.09276720015006482,0.008605753423682186,0.0973561916248205
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-28c,0,interior_bin,catboost_calibrated,0.39971070835331424,0.15976865037230822,0.5103435872198002
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-23c,0,interior_bin,catboost_calibrated,0.011600614834788496,0.00013457426454511492,0.01166842691845066
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-27c,0,interior_bin,catboost_calibrated,0.1405293136244132,0.019748487987748687,0.15143856017936297
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-29c,1,interior_bin,catboost_calibrated,0.1495199433314882,0.723316326790875,1.9003254948377895
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-24c,0,interior_bin,catboost_calibrated,0.013412062774381523,0.0001798834278639506,0.013502816868213334
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-25c,0,interior_bin,catboost_calibrated,0.016786210800246667,0.0002817768730303178,0.016928696011985364
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-26c,0,interior_bin,catboost_calibrated,0.061488963926648287,0.003780892684772654,0.06346066375635759
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-30c,0,interior_bin,catboost_calibrated,0.11357283877937907,0.01289878970840683,0.1205563212873013
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-22corbelow,0,lower_tail_endpoint,catboost_calibrated,0.011654664414946555,0.00013583120262502152,0.011723112361243742
2026-05-07,12h_prior,highest-temperature-in-hong-kong-on-may-7-2026-32corhigher,0,upper_tail,catboost_calibrated,0.018042566113996242,0.00032553419197792546,0.018207317915416275
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-31c,0,interior_bin,catboost_calibrated,0.07475760055289293,0.005588698840425898,0.07769952234338948
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-28c,0,interior_bin,catboost_calibrated,0.3456811468306327,0.11949545527414146,0.42416050326301974
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-23c,0,interior_bin,catboost_calibrated,0.011639849155801416,0.00013548608836981094,0.011708122511468811
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-27c,0,interior_bin,catboost_calibrated,0.1152518053228205,0.013282978630169317,0.12245220024784703
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-29c,1,interior_bin,catboost_calibrated,0.17410888118257487,0.6820961401414983,1.7480744215471131
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-24c,0,interior_bin,catboost_calibrated,0.013651639096833692,0.00018636725003019823,0.013745679573772426
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-25c,0,interior_bin,catboost_calibrated,0.016818503779795952,0.0002828620693910107,0.016961540862450237
