event_slug,threshold_K,yes_token_id,decision_rule,cutoff_utc,lookback_hours,interval,fidelity,status_code,history_rows,raw_path,request_url,text_preview
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_event_day_hkt,2026-05-19 16:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_event_day_hkt__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779163200&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_event_day_hkt,2026-05-19 16:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_event_day_hkt__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779163200&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_event_day_hkt,2026-05-19 16:00:00+00:00,24,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_event_day_hkt__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779120000&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_event_day_hkt,2026-05-19 16:00:00+00:00,24,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_event_day_hkt__lb24h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779120000&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_event_day_hkt,2026-05-19 16:00:00+00:00,24,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_event_day_hkt__lb24h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779120000&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_24h_prior,2026-05-18 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779109200&endTs=1779120000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_24h_prior,2026-05-18 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_24h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779109200&endTs=1779120000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_24h_prior,2026-05-18 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_24h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779109200&endTs=1779120000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_24h_prior,2026-05-18 16:00:00+00:00,12,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_24h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779076800&endTs=1779120000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_24h_prior,2026-05-18 16:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_24h_prior__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779076800&endTs=1779120000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_24h_prior,2026-05-18 16:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_24h_prior__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779076800&endTs=1779120000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_24h_prior,2026-05-18 16:00:00+00:00,24,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_24h_prior__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779033600&endTs=1779120000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_24h_prior,2026-05-18 16:00:00+00:00,24,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_24h_prior__lb24h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779033600&endTs=1779120000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_24h_prior,2026-05-18 16:00:00+00:00,24,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_24h_prior__lb24h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779033600&endTs=1779120000,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_12h_prior,2026-05-19 04:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779152400&endTs=1779163200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_12h_prior,2026-05-19 04:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_12h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779152400&endTs=1779163200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_12h_prior,2026-05-19 04:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_12h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779152400&endTs=1779163200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_12h_prior,2026-05-19 04:00:00+00:00,12,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_12h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779120000&endTs=1779163200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_12h_prior,2026-05-19 04:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_12h_prior__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779120000&endTs=1779163200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_12h_prior,2026-05-19 04:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_12h_prior__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779120000&endTs=1779163200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_12h_prior,2026-05-19 04:00:00+00:00,24,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_12h_prior__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779076800&endTs=1779163200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_12h_prior,2026-05-19 04:00:00+00:00,24,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_12h_prior__lb24h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779076800&endTs=1779163200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_12h_prior,2026-05-19 04:00:00+00:00,24,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_12h_prior__lb24h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779076800&endTs=1779163200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_6h_prior,2026-05-19 10:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779174000&endTs=1779184800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_6h_prior,2026-05-19 10:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_6h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779174000&endTs=1779184800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_6h_prior,2026-05-19 10:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_6h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779174000&endTs=1779184800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_6h_prior,2026-05-19 10:00:00+00:00,12,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_6h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779141600&endTs=1779184800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_6h_prior,2026-05-19 10:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_6h_prior__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779141600&endTs=1779184800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_6h_prior,2026-05-19 10:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_6h_prior__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779141600&endTs=1779184800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_6h_prior,2026-05-19 10:00:00+00:00,24,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_6h_prior__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1m&fidelity=60&startTs=1779098400&endTs=1779184800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_6h_prior,2026-05-19 10:00:00+00:00,24,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_6h_prior__lb24h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=1h&fidelity=60&startTs=1779098400&endTs=1779184800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-20-2026,30.0,10483252582046362716743572631826923447971896699466575311552889764606016104129,last_price_before_6h_prior,2026-05-19 10:00:00+00:00,24,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-20-2026__K30.0__104832525820463627167435__last_price_before_6h_prior__lb24h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=10483252582046362716743572631826923447971896699466575311552889764606016104129&interval=6h&fidelity=60&startTs=1779098400&endTs=1779184800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_event_day_hkt,2026-05-20 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=1m&fidelity=60&startTs=1779282000&endTs=1779292800,"{""history"":[{""t"":1779282007,""p"":0.038},{""t"":1779285606,""p"":0.0515},{""t"":1779289204,""p"":0.0645}]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_24h_prior,2026-05-19 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=1m&fidelity=60&startTs=1779195600&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_24h_prior,2026-05-19 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_24h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=1h&fidelity=60&startTs=1779195600&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_24h_prior,2026-05-19 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_24h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=6h&fidelity=60&startTs=1779195600&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_24h_prior,2026-05-19 16:00:00+00:00,12,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_24h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=1m&fidelity=60&startTs=1779163200&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_24h_prior,2026-05-19 16:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_24h_prior__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=1h&fidelity=60&startTs=1779163200&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_24h_prior,2026-05-19 16:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_24h_prior__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=6h&fidelity=60&startTs=1779163200&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_24h_prior,2026-05-19 16:00:00+00:00,24,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_24h_prior__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=1m&fidelity=60&startTs=1779120000&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_24h_prior,2026-05-19 16:00:00+00:00,24,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_24h_prior__lb24h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=1h&fidelity=60&startTs=1779120000&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_24h_prior,2026-05-19 16:00:00+00:00,24,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_24h_prior__lb24h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=6h&fidelity=60&startTs=1779120000&endTs=1779206400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_12h_prior,2026-05-20 04:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=1m&fidelity=60&startTs=1779238800&endTs=1779249600,"{""history"":[{""t"":1779238805,""p"":0.0195},{""t"":1779242404,""p"":0.0175},{""t"":1779246003,""p"":0.0175}]}
"
highest-temperature-in-hong-kong-on-may-21-2026,32.0,8298995960565799240763564117311752642850515541086574337436555603327232170699,last_price_before_6h_prior,2026-05-20 10:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-21-2026__K32.0__829899596056579924076356__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=8298995960565799240763564117311752642850515541086574337436555603327232170699&interval=1m&fidelity=60&startTs=1779260400&endTs=1779271200,"{""history"":[{""t"":1779260405,""p"":0.0505},{""t"":1779264007,""p"":0.0345},{""t"":1779267603,""p"":0.0465}]}
"
highest-temperature-in-hong-kong-on-may-22-2026,31.0,25194199608782784165316135869811696616199856850720636894398972446842237931123,last_price_before_event_day_hkt,2026-05-21 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-22-2026__K31.0__251941996087827841653161__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=25194199608782784165316135869811696616199856850720636894398972446842237931123&interval=1m&fidelity=60&startTs=1779368400&endTs=1779379200,"{""history"":[{""t"":1779368409,""p"":0.735},{""t"":1779372008,""p"":0.755},{""t"":1779375610,""p"":0.745}]}
"
highest-temperature-in-hong-kong-on-may-22-2026,31.0,25194199608782784165316135869811696616199856850720636894398972446842237931123,last_price_before_24h_prior,2026-05-20 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-22-2026__K31.0__251941996087827841653161__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=25194199608782784165316135869811696616199856850720636894398972446842237931123&interval=1m&fidelity=60&startTs=1779282000&endTs=1779292800,"{""history"":[{""t"":1779282010,""p"":0.415},{""t"":1779285610,""p"":0.43},{""t"":1779289209,""p"":0.405}]}
"
highest-temperature-in-hong-kong-on-may-22-2026,31.0,25194199608782784165316135869811696616199856850720636894398972446842237931123,last_price_before_12h_prior,2026-05-21 04:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-22-2026__K31.0__251941996087827841653161__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=25194199608782784165316135869811696616199856850720636894398972446842237931123&interval=1m&fidelity=60&startTs=1779325200&endTs=1779336000,"{""history"":[{""t"":1779325209,""p"":0.465},{""t"":1779328805,""p"":0.475},{""t"":1779332412,""p"":0.455}]}
"
highest-temperature-in-hong-kong-on-may-22-2026,31.0,25194199608782784165316135869811696616199856850720636894398972446842237931123,last_price_before_6h_prior,2026-05-21 10:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-22-2026__K31.0__251941996087827841653161__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=25194199608782784165316135869811696616199856850720636894398972446842237931123&interval=1m&fidelity=60&startTs=1779346800&endTs=1779357600,"{""history"":[{""t"":1779346812,""p"":0.55},{""t"":1779350408,""p"":0.605},{""t"":1779354019,""p"":0.615}]}
"
highest-temperature-in-hong-kong-on-may-23-2026,33.0,13885238404632021210234084656747082937265188231346930067843245471750306078365,last_price_before_event_day_hkt,2026-05-22 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-23-2026__K33.0__138852384046320212102340__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=13885238404632021210234084656747082937265188231346930067843245471750306078365&interval=1m&fidelity=60&startTs=1779454800&endTs=1779465600,"{""history"":[{""t"":1779454805,""p"":0.13},{""t"":1779458410,""p"":0.155},{""t"":1779462010,""p"":0.115}]}
"
highest-temperature-in-hong-kong-on-may-23-2026,33.0,13885238404632021210234084656747082937265188231346930067843245471750306078365,last_price_before_24h_prior,2026-05-21 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-may-23-2026__K33.0__138852384046320212102340__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=13885238404632021210234084656747082937265188231346930067843245471750306078365&interval=1m&fidelity=60&startTs=1779368400&endTs=1779379200,"{""history"":[{""t"":1779368409,""p"":0.165},{""t"":1779372008,""p"":0.17},{""t"":1779375610,""p"":0.175}]}
"
