model,decision_rule,threshold,event_date,n_trades,total_net_pnl,total_gross_pnl,cumulative_net_pnl
catboost_platt,event_day_open,0.0,2026-05-26,11,-0.01600000000000007,-0.01600000000000007,0.1514999999999998
catboost_platt,event_day_open,0.0,2026-05-27,11,0.7465,0.7465,0.8979999999999999
catboost_platt,event_day_open,0.0,2026-05-28,11,-0.3235,-0.3235,0.5744999999999998
catboost_platt,event_day_open,0.0,2026-05-29,11,-0.272,-0.272,0.30249999999999977
catboost_platt,event_day_open,0.0,2026-05-30,11,0.451,0.451,0.7534999999999998
catboost_platt,event_day_open,0.0,2026-05-31,11,1.1105,1.1105,1.8639999999999999
catboost_platt,event_day_open,0.02,2026-05-22,8,-0.18500000000000003,-0.18500000000000003,-0.18500000000000003
catboost_platt,event_day_open,0.02,2026-05-23,10,-0.02850000000000004,-0.02850000000000004,-0.21350000000000008
catboost_platt,event_day_open,0.02,2026-05-24,9,0.43999999999999995,0.43999999999999995,0.22649999999999987
catboost_platt,event_day_open,0.02,2026-05-25,9,-0.6205,-0.6205,-0.3940000000000002
catboost_platt,event_day_open,0.02,2026-05-26,9,0.38449999999999995,0.38449999999999995,-0.00950000000000023
catboost_platt,event_day_open,0.02,2026-05-27,11,0.7465,0.7465,0.7369999999999999
catboost_platt,event_day_open,0.02,2026-05-28,10,-0.32300000000000006,-0.32300000000000006,0.4139999999999997
catboost_platt,event_day_open,0.02,2026-05-29,10,-0.27149999999999996,-0.27149999999999996,0.14249999999999974
catboost_platt,event_day_open,0.02,2026-05-30,10,0.4515,0.4515,0.5939999999999998
catboost_platt,event_day_open,0.02,2026-05-31,9,1.1115,1.1115,1.7054999999999998
catboost_platt,event_day_open,0.05,2026-05-22,3,-0.3665,-0.3665,-0.3665
catboost_platt,event_day_open,0.05,2026-05-23,6,-0.026500000000000037,-0.026500000000000037,-0.393
catboost_platt,event_day_open,0.05,2026-05-24,4,-0.15799999999999997,-0.15799999999999997,-0.5509999999999999
catboost_platt,event_day_open,0.05,2026-05-25,4,-0.188,-0.188,-0.739
catboost_platt,event_day_open,0.05,2026-05-26,5,0.38649999999999995,0.38649999999999995,-0.35250000000000004
catboost_platt,event_day_open,0.05,2026-05-27,4,-0.26049999999999995,-0.26049999999999995,-0.613
catboost_platt,event_day_open,0.05,2026-05-28,6,-0.32100000000000006,-0.32100000000000006,-0.934
catboost_platt,event_day_open,0.05,2026-05-29,7,-0.27,-0.27,-1.2040000000000002
catboost_platt,event_day_open,0.05,2026-05-30,6,0.45449999999999996,0.45449999999999996,-0.7495
catboost_platt,event_day_open,0.05,2026-05-31,5,1.1135,1.1135,0.3639999999999999
catboost_platt,event_day_open,0.1,2026-05-22,1,-0.255,-0.255,-0.255
catboost_platt,event_day_open,0.1,2026-05-23,3,-0.4865,-0.4865,-0.7415
catboost_platt,event_day_open,0.1,2026-05-24,1,-0.02,-0.02,-0.7615
catboost_platt,event_day_open,0.1,2026-05-25,2,-0.175,-0.175,-0.9365
catboost_platt,event_day_open,0.1,2026-05-26,2,-0.1945,-0.1945,-1.131
catboost_platt,event_day_open,0.1,2026-05-27,2,-0.24,-0.24,-1.371
catboost_platt,event_day_open,0.1,2026-05-28,3,-0.3175,-0.3175,-1.6885
catboost_platt,event_day_open,0.1,2026-05-29,5,-0.269,-0.269,-1.9575
catboost_platt,event_day_open,0.1,2026-05-30,3,0.6255,0.6255,-1.332
catboost_platt,event_day_open,0.1,2026-05-31,4,1.1175,1.1175,-0.21450000000000014
catboost_raw,12h_prior,0.0,2026-05-22,11,0.48499999999999993,0.48499999999999993,0.48499999999999993
catboost_raw,12h_prior,0.0,2026-05-23,11,-0.07600000000000001,-0.07600000000000001,0.4089999999999999
catboost_raw,12h_prior,0.0,2026-05-24,11,-0.02150000000000002,-0.02150000000000002,0.3874999999999999
catboost_raw,12h_prior,0.0,2026-05-25,11,-0.040999999999999995,-0.040999999999999995,0.3464999999999999
catboost_raw,12h_prior,0.0,2026-05-26,11,-0.039499999999999924,-0.039499999999999924,0.307
catboost_raw,12h_prior,0.0,2026-05-27,11,-0.036499999999999984,-0.036499999999999984,0.2705
catboost_raw,12h_prior,0.0,2026-05-28,11,-0.04149999999999998,-0.04149999999999998,0.229
catboost_raw,12h_prior,0.0,2026-05-29,11,-0.525,-0.525,-0.29600000000000004
catboost_raw,12h_prior,0.0,2026-05-30,11,-0.05550000000000001,-0.05550000000000001,-0.35150000000000003
catboost_raw,12h_prior,0.0,2026-05-31,11,-1.5785,-1.5785,-1.9300000000000002
catboost_raw,12h_prior,0.02,2026-05-22,5,0.5185,0.5185,0.5185
catboost_raw,12h_prior,0.02,2026-05-23,5,-0.9430000000000001,-0.9430000000000001,-0.4245000000000001
catboost_raw,12h_prior,0.02,2026-05-24,4,-0.010000000000000009,-0.010000000000000009,-0.4345000000000001
catboost_raw,12h_prior,0.02,2026-05-25,5,-0.029999999999999985,-0.029999999999999985,-0.4645000000000001
catboost_raw,12h_prior,0.02,2026-05-26,6,-0.035499999999999976,-0.035499999999999976,-0.5000000000000001
catboost_raw,12h_prior,0.02,2026-05-27,6,-0.03349999999999998,-0.03349999999999998,-0.5335000000000001
catboost_raw,12h_prior,0.02,2026-05-28,6,-0.039000000000000035,-0.039000000000000035,-0.5725000000000001
catboost_raw,12h_prior,0.02,2026-05-29,6,-0.273,-0.273,-0.8455000000000001
catboost_raw,12h_prior,0.02,2026-05-30,5,0.21350000000000002,0.21350000000000002,-0.6320000000000001
catboost_raw,12h_prior,0.02,2026-05-31,5,-1.5699999999999998,-1.5699999999999998,-2.202
catboost_raw,12h_prior,0.05,2026-05-22,4,0.5499999999999999,0.5499999999999999,0.5499999999999999
catboost_raw,12h_prior,0.05,2026-05-23,4,-0.91,-0.91,-0.3600000000000001
catboost_raw,12h_prior,0.05,2026-05-24,4,-0.010000000000000009,-0.010000000000000009,-0.3700000000000001
catboost_raw,12h_prior,0.05,2026-05-25,4,0.135,0.135,-0.2350000000000001
catboost_raw,12h_prior,0.05,2026-05-26,4,-0.02999999999999997,-0.02999999999999997,-0.26500000000000007
catboost_raw,12h_prior,0.05,2026-05-27,6,-0.03349999999999998,-0.03349999999999998,-0.29850000000000004
catboost_raw,12h_prior,0.05,2026-05-28,4,-0.03500000000000003,-0.03500000000000003,-0.3335000000000001
catboost_raw,12h_prior,0.05,2026-05-29,4,-0.272,-0.272,-0.6055000000000001
catboost_raw,12h_prior,0.05,2026-05-30,5,0.21350000000000002,0.21350000000000002,-0.39200000000000007
catboost_raw,12h_prior,0.05,2026-05-31,5,-1.5699999999999998,-1.5699999999999998,-1.962
catboost_raw,12h_prior,0.1,2026-05-22,1,0.27,0.27,0.27
catboost_raw,12h_prior,0.1,2026-05-23,3,-0.835,-0.835,-0.565
catboost_raw,12h_prior,0.1,2026-05-24,4,-0.010000000000000009,-0.010000000000000009,-0.575
catboost_raw,12h_prior,0.1,2026-05-25,4,0.135,0.135,-0.43999999999999995
catboost_raw,12h_prior,0.1,2026-05-26,3,0.015000000000000013,0.015000000000000013,-0.42499999999999993
catboost_raw,12h_prior,0.1,2026-05-27,4,0.030000000000000013,0.030000000000000013,-0.3949999999999999
catboost_raw,12h_prior,0.1,2026-05-28,3,-0.015000000000000013,-0.015000000000000013,-0.4099999999999999
catboost_raw,12h_prior,0.1,2026-05-29,3,-0.268,-0.268,-0.6779999999999999
catboost_raw,12h_prior,0.1,2026-05-30,4,0.226,0.226,-0.45199999999999996
catboost_raw,12h_prior,0.1,2026-05-31,3,-0.45,-0.45,-0.9019999999999999
catboost_raw,24h_prior,0.0,2026-05-22,11,0.9914999999999999,0.9914999999999999,0.9914999999999999
catboost_raw,24h_prior,0.0,2026-05-23,11,-1.7575,-1.7575,-0.7660000000000001
catboost_raw,24h_prior,0.0,2026-05-24,11,0.3269999999999999,0.3269999999999999,-0.4390000000000002
catboost_raw,24h_prior,0.0,2026-05-25,11,0.33749999999999997,0.33749999999999997,-0.10150000000000026
catboost_raw,24h_prior,0.0,2026-05-26,11,-0.0480000000000001,-0.0480000000000001,-0.14950000000000035
catboost_raw,24h_prior,0.0,2026-05-27,11,-0.06250000000000001,-0.06250000000000001,-0.21200000000000035
catboost_raw,24h_prior,0.0,2026-05-28,11,-0.03200000000000003,-0.03200000000000003,-0.24400000000000038
catboost_raw,24h_prior,0.0,2026-05-29,11,-0.04149999999999998,-0.04149999999999998,-0.28550000000000036
catboost_raw,24h_prior,0.0,2026-05-30,11,-0.051499999999999935,-0.051499999999999935,-0.3370000000000003
catboost_raw,24h_prior,0.0,2026-05-31,11,-1.527,-1.527,-1.8640000000000003
catboost_raw,24h_prior,0.02,2026-05-22,5,1.007,1.007,1.007
catboost_raw,24h_prior,0.02,2026-05-23,6,-1.744,-1.744,-0.7370000000000001
catboost_raw,24h_prior,0.02,2026-05-24,4,0.15349999999999997,0.15349999999999997,-0.5835000000000001
catboost_raw,24h_prior,0.02,2026-05-25,6,0.346,0.346,-0.23750000000000016
catboost_raw,24h_prior,0.02,2026-05-26,6,-0.04400000000000015,-0.04400000000000015,-0.2815000000000003
catboost_raw,24h_prior,0.02,2026-05-27,6,-0.051500000000000004,-0.051500000000000004,-0.3330000000000003
catboost_raw,24h_prior,0.02,2026-05-28,6,-0.025000000000000022,-0.025000000000000022,-0.3580000000000003
catboost_raw,24h_prior,0.02,2026-05-29,7,-0.03699999999999998,-0.03699999999999998,-0.3950000000000003
catboost_raw,24h_prior,0.02,2026-05-30,5,0.21050000000000002,0.21050000000000002,-0.18450000000000027
catboost_raw,24h_prior,0.02,2026-05-31,5,-1.511,-1.511,-1.6955000000000002
catboost_raw,24h_prior,0.05,2026-05-22,4,1.035,1.035,1.035
catboost_raw,24h_prior,0.05,2026-05-23,5,-1.705,-1.705,-0.6700000000000002
catboost_raw,24h_prior,0.05,2026-05-24,3,0.16999999999999993,0.16999999999999993,-0.5000000000000002
catboost_raw,24h_prior,0.05,2026-05-25,5,0.36,0.36,-0.14000000000000024
catboost_raw,24h_prior,0.05,2026-05-26,3,0.05499999999999988,0.05499999999999988,-0.08500000000000035
catboost_raw,24h_prior,0.05,2026-05-27,6,-0.051500000000000004,-0.051500000000000004,-0.13650000000000034
catboost_raw,24h_prior,0.05,2026-05-28,4,-0.020000000000000018,-0.020000000000000018,-0.15650000000000036
catboost_raw,24h_prior,0.05,2026-05-29,6,-0.035999999999999976,-0.035999999999999976,-0.19250000000000034
catboost_raw,24h_prior,0.05,2026-05-30,5,0.21050000000000002,0.21050000000000002,0.017999999999999683
catboost_raw,24h_prior,0.05,2026-05-31,5,-1.511,-1.511,-1.4930000000000003
catboost_raw,24h_prior,0.1,2026-05-22,2,0.905,0.905,0.905
catboost_raw,24h_prior,0.1,2026-05-23,3,-0.815,-0.815,0.09000000000000008
catboost_raw,24h_prior,0.1,2026-05-24,3,0.16999999999999993,0.16999999999999993,0.26
catboost_raw,24h_prior,0.1,2026-05-25,4,0.16499999999999998,0.16499999999999998,0.425
catboost_raw,24h_prior,0.1,2026-05-26,3,0.05499999999999988,0.05499999999999988,0.47999999999999987
catboost_raw,24h_prior,0.1,2026-05-27,5,-0.04000000000000001,-0.04000000000000001,0.43999999999999984
catboost_raw,24h_prior,0.1,2026-05-28,3,0.010000000000000009,0.010000000000000009,0.44999999999999984
catboost_raw,24h_prior,0.1,2026-05-29,3,-0.333,-0.333,0.11699999999999988
catboost_raw,24h_prior,0.1,2026-05-30,5,0.21050000000000002,0.21050000000000002,0.3274999999999999
catboost_raw,24h_prior,0.1,2026-05-31,4,-0.751,-0.751,-0.4235000000000001
catboost_raw,6h_prior,0.0,2026-05-22,11,0.5045,0.5045,0.5045
catboost_raw,6h_prior,0.0,2026-05-23,11,-0.05,-0.05,0.45449999999999996
catboost_raw,6h_prior,0.0,2026-05-24,11,0.5419999999999999,0.5419999999999999,0.9964999999999999
catboost_raw,6h_prior,0.0,2026-05-25,11,-0.04200000000000001,-0.04200000000000001,0.9544999999999998
catboost_raw,6h_prior,0.0,2026-05-26,11,-0.031000000000000028,-0.031000000000000028,0.9234999999999998
catboost_raw,6h_prior,0.0,2026-05-27,11,-0.0010000000000000148,-0.0010000000000000148,0.9224999999999998
catboost_raw,6h_prior,0.0,2026-05-28,11,-0.37850000000000006,-0.37850000000000006,0.5439999999999997
catboost_raw,6h_prior,0.0,2026-05-29,11,-0.4195,-0.4195,0.12449999999999972
catboost_raw,6h_prior,0.0,2026-05-30,11,-0.04299999999999996,-0.04299999999999996,0.08149999999999977
catboost_raw,6h_prior,0.0,2026-05-31,11,-0.026999999999999913,-0.026999999999999913,0.05449999999999985
catboost_raw,6h_prior,0.02,2026-05-22,2,0.3,0.3,0.3
catboost_raw,6h_prior,0.02,2026-05-23,5,-0.039999999999999994,-0.039999999999999994,0.26
catboost_raw,6h_prior,0.02,2026-05-24,5,0.546,0.546,0.806
catboost_raw,6h_prior,0.02,2026-05-25,5,-0.036000000000000004,-0.036000000000000004,0.77
catboost_raw,6h_prior,0.02,2026-05-26,6,-0.028000000000000025,-0.028000000000000025,0.742
catboost_raw,6h_prior,0.02,2026-05-27,6,0.0024999999999999745,0.0024999999999999745,0.7444999999999999
catboost_raw,6h_prior,0.02,2026-05-28,5,-0.37550000000000006,-0.37550000000000006,0.36899999999999994
catboost_raw,6h_prior,0.02,2026-05-29,7,-0.4175,-0.4175,-0.04850000000000004
catboost_raw,6h_prior,0.02,2026-05-30,5,0.21649999999999997,0.21649999999999997,0.16799999999999993
catboost_raw,6h_prior,0.02,2026-05-31,5,-0.021499999999999964,-0.021499999999999964,0.14649999999999996
catboost_raw,6h_prior,0.05,2026-05-22,2,0.3,0.3,0.3
catboost_raw,6h_prior,0.05,2026-05-23,5,-0.039999999999999994,-0.039999999999999994,0.26
catboost_raw,6h_prior,0.05,2026-05-24,4,0.55,0.55,0.81
catboost_raw,6h_prior,0.05,2026-05-25,5,-0.036000000000000004,-0.036000000000000004,0.774
catboost_raw,6h_prior,0.05,2026-05-26,4,-0.02300000000000002,-0.02300000000000002,0.751
catboost_raw,6h_prior,0.05,2026-05-27,6,0.0024999999999999745,0.0024999999999999745,0.7535000000000001
catboost_raw,6h_prior,0.05,2026-05-28,3,-0.37000000000000005,-0.37000000000000005,0.38349999999999995
catboost_raw,6h_prior,0.05,2026-05-29,5,-0.4165,-0.4165,-0.03300000000000003
catboost_raw,6h_prior,0.05,2026-05-30,5,0.21649999999999997,0.21649999999999997,0.18349999999999994
catboost_raw,6h_prior,0.05,2026-05-31,4,-0.015000000000000013,-0.015000000000000013,0.16849999999999993
catboost_raw,6h_prior,0.1,2026-05-22,2,0.3,0.3,0.3
catboost_raw,6h_prior,0.1,2026-05-23,5,-0.039999999999999994,-0.039999999999999994,0.26
catboost_raw,6h_prior,0.1,2026-05-24,3,0.585,0.585,0.845
catboost_raw,6h_prior,0.1,2026-05-25,4,-0.015,-0.015,0.83
catboost_raw,6h_prior,0.1,2026-05-26,4,-0.02300000000000002,-0.02300000000000002,0.8069999999999999
catboost_raw,6h_prior,0.1,2026-05-27,4,0.03999999999999998,0.03999999999999998,0.847
catboost_raw,6h_prior,0.1,2026-05-28,2,-0.185,-0.185,0.6619999999999999
catboost_raw,6h_prior,0.1,2026-05-29,3,-0.21850000000000003,-0.21850000000000003,0.4434999999999999
catboost_raw,6h_prior,0.1,2026-05-30,4,0.21999999999999997,0.21999999999999997,0.6634999999999999
catboost_raw,6h_prior,0.1,2026-05-31,4,-0.015000000000000013,-0.015000000000000013,0.6484999999999999
catboost_raw,event_day_open,0.0,2026-05-22,11,0.3235,0.3235,0.3235
catboost_raw,event_day_open,0.0,2026-05-23,11,-0.02900000000000004,-0.02900000000000004,0.2945
catboost_raw,event_day_open,0.0,2026-05-24,11,0.439,0.439,0.7335
