model,event_date,decision_rule,strategy,threshold,n_contracts,n_positions,stake_sum,selected_market_slug,selected_contract_event_type,selected_q_market,selected_q_model,selected_normalised_edge,selected_market_price_raw,selected_target,gross_pnl,net_pnl,winning_contract_selected,winning_contract_weight,mean_selected_normalised_edge
catboost_raw,2026-05-29,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-32c,interior_bin,0.03933948518698397,0.2620960851001093,0.22275659991312532,0.0405,0.0,-0.0405,-0.0405,0.0,,
catboost_raw,2026-05-29,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-29-2026-32c,interior_bin,0.018101761252446183,0.2368752470651145,0.2187734858126683,0.0185,0.0,-0.0185,-0.0185,0.0,,
catboost_raw,2026-05-30,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-29c,interior_bin,0.06537186167693036,0.18922998927503434,0.12385812759810398,0.069,0.0,-0.069,-0.069,0.0,,
catboost_raw,2026-05-30,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-29c,interior_bin,0.03613884926295768,0.1345797385086834,0.09844088924572572,0.038,0.0,-0.038,-0.038,0.0,,
catboost_raw,2026-05-30,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-32c,interior_bin,0.21572387344199426,0.3590773104216789,0.14335343697968464,0.225,1.0,0.775,0.775,1.0,,
catboost_raw,2026-05-30,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-30-2026-32c,interior_bin,0.24551463644948066,0.3746066727205851,0.12909203627110447,0.26,1.0,0.74,0.74,1.0,,
catboost_raw,2026-05-31,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-31-2026-29c,interior_bin,0.0631988332523092,0.18896501666097332,0.12576618340866413,0.065,0.0,-0.065,-0.065,0.0,,
catboost_raw,2026-05-31,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-31-2026-29c,interior_bin,0.044687189672293945,0.15037330763382542,0.10568611796153148,0.045,0.0,-0.045,-0.045,0.0,,
catboost_raw,2026-05-31,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-31-2026-31c,interior_bin,0.2531645569620253,0.3734562604244721,0.12029170346244683,0.26,0.0,-0.26,-0.26,0.0,,
catboost_raw,2026-05-31,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-31-2026-31c,interior_bin,0.2308802308802309,0.39674058872515816,0.16586035784492725,0.24,0.0,-0.24,-0.24,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-22,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0.2559241706161138,0.34324344900875636,0.08731927839264259,0.27,0.0,-0.27,-0.27,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-22,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-31corhigher,upper_tail,0.38406827880512096,0.4609997213856529,0.07693144258053197,0.405,1.0,0.595,0.595,1.0,,
ecmwf_bias_adaptive_sigma,2026-05-22,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-29c,interior_bin,0.08453505718547986,0.20119798985582316,0.11666293267034329,0.085,0.0,-0.085,-0.085,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-22,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-22-2026-30c,interior_bin,0.1767797419971333,0.36688965217760244,0.19010991018046913,0.185,0.0,-0.185,-0.185,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-23,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-30c,interior_bin,0.11617100371747213,0.33762311979586507,0.22145211607839294,0.125,1.0,0.875,0.875,1.0,,
ecmwf_bias_adaptive_sigma,2026-05-23,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-31c,interior_bin,0.25917926565874727,0.35043787602725446,0.09125861036850719,0.3,0.0,-0.3,-0.3,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-23,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-30c,interior_bin,0.09047619047619047,0.34119354680613184,0.25071735632994135,0.095,1.0,0.905,0.905,1.0,,
