model,event_date,decision_rule,n_contracts,n_winners,market_probability_sum_raw,model_probability_sum_raw,complete_book
catboost_raw,2026-05-28,event_day_open,11,1,1.0135,2.3876176438563554,True
catboost_raw,2026-05-29,12h_prior,11,1,1.025,3.313746772390383,True
catboost_raw,2026-05-29,24h_prior,11,1,1.0415,3.4516789572945266,True
catboost_raw,2026-05-29,6h_prior,11,1,1.0295,3.24207012003043,True
catboost_raw,2026-05-29,event_day_open,11,1,1.022,3.0953222507181715,True
catboost_raw,2026-05-30,12h_prior,11,1,1.0555,2.969917314043702,True
catboost_raw,2026-05-30,24h_prior,11,1,1.0515,2.880305099926765,True
catboost_raw,2026-05-30,6h_prior,11,1,1.043,2.6264084218222137,True
catboost_raw,2026-05-30,event_day_open,11,1,1.059,2.421697901051589,True
catboost_raw,2026-05-31,12h_prior,11,1,1.0285,1.8490876092898505,True
catboost_raw,2026-05-31,24h_prior,11,1,1.007,1.8018569469213686,True
catboost_raw,2026-05-31,6h_prior,11,1,1.0270000000000001,2.553586371886853,True
catboost_raw,2026-05-31,event_day_open,11,1,1.0394999999999999,2.416799497955547,True
catboost_platt,2026-05-22,12h_prior,11,1,1.055,1.2392941555373156,True
catboost_platt,2026-05-22,24h_prior,11,1,1.0545,1.1902762075023858,True
catboost_platt,2026-05-22,6h_prior,11,1,1.0055,1.2880840102002837,True
catboost_platt,2026-05-22,event_day_open,11,1,1.0465,1.1717205850382055,True
catboost_platt,2026-05-23,12h_prior,11,1,1.0759999999999998,2.106884914716142,True
catboost_platt,2026-05-23,24h_prior,11,1,1.1575,1.8532448784036217,True
catboost_platt,2026-05-23,6h_prior,11,1,1.05,1.9099991246833354,True
catboost_platt,2026-05-23,event_day_open,11,1,1.029,1.9525402289712017,True
catboost_platt,2026-05-24,12h_prior,11,1,1.0215,1.5616703316258052,True
catboost_platt,2026-05-24,24h_prior,11,1,1.033,1.5305069917771446,True
catboost_platt,2026-05-24,6h_prior,11,1,1.028,1.4627944817203995,True
catboost_platt,2026-05-24,event_day_open,11,1,1.0110000000000001,1.3945043749009094,True
catboost_platt,2026-05-25,12h_prior,11,1,1.041,1.8677786099623177,True
catboost_platt,2026-05-25,24h_prior,11,1,1.0525,1.9930849812512006,True
catboost_platt,2026-05-25,6h_prior,11,1,1.0419999999999998,1.8381211694120703,True
catboost_platt,2026-05-25,event_day_open,11,1,1.0559999999999998,1.7460945699331474,True
catboost_platt,2026-05-26,12h_prior,11,1,1.0394999999999999,1.9770902276919131,True
catboost_platt,2026-05-26,24h_prior,11,1,1.0479999999999998,1.8490762983979636,True
catboost_platt,2026-05-26,6h_prior,11,1,1.031,2.1474677410549186,True
catboost_platt,2026-05-26,event_day_open,11,1,1.016,2.0295001479165022,True
catboost_platt,2026-05-27,12h_prior,11,1,1.0364999999999998,2.515402119021434,True
catboost_platt,2026-05-27,24h_prior,11,1,1.0625,2.362225221145382,True
catboost_platt,2026-05-27,6h_prior,11,1,1.001,2.404533202569449,True
catboost_platt,2026-05-27,event_day_open,11,1,1.0534999999999999,2.205409077731756,True
catboost_platt,2026-05-28,12h_prior,11,1,1.0415,2.0555159449367246,True
catboost_platt,2026-05-28,24h_prior,11,1,1.032,1.9155302826331975,True
catboost_platt,2026-05-28,6h_prior,11,1,1.0085,1.9592175511147807,True
catboost_platt,2026-05-28,event_day_open,11,1,1.0135,2.031750786948316,True
catboost_platt,2026-05-29,12h_prior,11,1,1.025,2.6406805069761314,True
catboost_platt,2026-05-29,24h_prior,11,1,1.0415,2.8492574413682594,True
catboost_platt,2026-05-29,6h_prior,11,1,1.0295,2.5935518014297627,True
catboost_platt,2026-05-29,event_day_open,11,1,1.022,2.497051135852728,True
catboost_platt,2026-05-30,12h_prior,11,1,1.0555,2.457107448552204,True
catboost_platt,2026-05-30,24h_prior,11,1,1.0515,2.4190458481989507,True
catboost_platt,2026-05-30,6h_prior,11,1,1.043,2.267453913894078,True
catboost_platt,2026-05-30,event_day_open,11,1,1.059,2.0878503457110797,True
catboost_platt,2026-05-31,12h_prior,11,1,1.0285,1.6288868482661745,True
catboost_platt,2026-05-31,24h_prior,11,1,1.007,1.6086937809483923,True
catboost_platt,2026-05-31,6h_prior,11,1,1.0270000000000001,2.1499088366698667,True
catboost_platt,2026-05-31,event_day_open,11,1,1.0394999999999999,2.0623165394003844,True
ecmwf_raw,2026-05-22,12h_prior,11,1,1.055,0.9999999999999997,True
ecmwf_raw,2026-05-22,24h_prior,11,1,1.0545,0.9999999999999996,True
ecmwf_raw,2026-05-22,6h_prior,11,1,1.0055,0.9999999999999996,True
ecmwf_raw,2026-05-22,event_day_open,11,1,1.0465,0.9999999999999996,True
ecmwf_raw,2026-05-23,12h_prior,11,1,1.0759999999999998,0.9999999999999997,True
ecmwf_raw,2026-05-23,24h_prior,11,1,1.1575,0.9999999999999994,True
ecmwf_raw,2026-05-23,6h_prior,11,1,1.05,0.9999999999999994,True
ecmwf_raw,2026-05-23,event_day_open,11,1,1.029,0.9999999999999993,True
ecmwf_raw,2026-05-24,12h_prior,11,1,1.0215,0.9999999999999996,True
ecmwf_raw,2026-05-24,24h_prior,11,1,1.033,0.9999999999999996,True
ecmwf_raw,2026-05-24,6h_prior,11,1,1.028,0.9999999999999997,True
ecmwf_raw,2026-05-24,event_day_open,11,1,1.0110000000000001,0.9999999999999998,True
ecmwf_raw,2026-05-25,12h_prior,11,1,1.041,0.9999999999999997,True
ecmwf_raw,2026-05-25,24h_prior,11,1,1.0525,0.9999999999999993,True
ecmwf_raw,2026-05-25,6h_prior,11,1,1.0419999999999998,0.9999999999999997,True
ecmwf_raw,2026-05-25,event_day_open,11,1,1.0559999999999998,0.9999999999999997,True
ecmwf_raw,2026-05-26,12h_prior,11,1,1.0394999999999999,0.9999999999999996,True
ecmwf_raw,2026-05-26,24h_prior,11,1,1.0479999999999998,0.9999999999999997,True
ecmwf_raw,2026-05-26,6h_prior,11,1,1.031,0.9999999999999997,True
ecmwf_raw,2026-05-26,event_day_open,11,1,1.016,0.9999999999999996,True
ecmwf_raw,2026-05-27,12h_prior,11,1,1.0364999999999998,0.9999999999999997,True
ecmwf_raw,2026-05-27,24h_prior,11,1,1.0625,0.9999999999999998,True
ecmwf_raw,2026-05-27,6h_prior,11,1,1.001,0.9999999999999998,True
ecmwf_raw,2026-05-27,event_day_open,11,1,1.0534999999999999,0.9999999999999998,True
ecmwf_raw,2026-05-28,12h_prior,11,1,1.0415,0.9999999999999997,True
ecmwf_raw,2026-05-28,24h_prior,11,1,1.032,0.9999999999999997,True
ecmwf_raw,2026-05-28,6h_prior,11,1,1.0085,0.9999999999999993,True
ecmwf_raw,2026-05-28,event_day_open,11,1,1.0135,0.9999999999999996,True
ecmwf_raw,2026-05-29,12h_prior,11,1,1.025,0.9999999999999998,True
ecmwf_raw,2026-05-29,24h_prior,11,1,1.0415,0.9999999999999998,True
ecmwf_raw,2026-05-29,6h_prior,11,1,1.0295,0.9999999999999998,True
ecmwf_raw,2026-05-29,event_day_open,11,1,1.022,0.9999999999999998,True
ecmwf_raw,2026-05-30,12h_prior,11,1,1.0555,0.9999999999999994,True
ecmwf_raw,2026-05-30,24h_prior,11,1,1.0515,0.9999999999999998,True
ecmwf_raw,2026-05-30,6h_prior,11,1,1.043,0.9999999999999994,True
ecmwf_raw,2026-05-30,event_day_open,11,1,1.059,0.9999999999999996,True
ecmwf_raw,2026-05-31,12h_prior,11,1,1.0285,0.9999999999999994,True
ecmwf_raw,2026-05-31,24h_prior,11,1,1.007,0.9999999999999997,True
ecmwf_raw,2026-05-31,6h_prior,11,1,1.0270000000000001,0.9999999999999998,True
ecmwf_raw,2026-05-31,event_day_open,11,1,1.0394999999999999,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-22,12h_prior,11,1,1.055,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-22,24h_prior,11,1,1.0545,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-22,6h_prior,11,1,1.0055,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-22,event_day_open,11,1,1.0465,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-23,12h_prior,11,1,1.0759999999999998,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-23,24h_prior,11,1,1.1575,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-23,6h_prior,11,1,1.05,0.9999999999999996,True
ecmwf_bias_fixed_sigma,2026-05-23,event_day_open,11,1,1.029,0.9999999999999996,True
ecmwf_bias_fixed_sigma,2026-05-24,12h_prior,11,1,1.0215,0.9999999999999996,True
ecmwf_bias_fixed_sigma,2026-05-24,24h_prior,11,1,1.033,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-24,6h_prior,11,1,1.028,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-24,event_day_open,11,1,1.0110000000000001,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-25,12h_prior,11,1,1.041,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-25,24h_prior,11,1,1.0525,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-25,6h_prior,11,1,1.0419999999999998,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-25,event_day_open,11,1,1.0559999999999998,0.9999999999999996,True
ecmwf_bias_fixed_sigma,2026-05-26,12h_prior,11,1,1.0394999999999999,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-26,24h_prior,11,1,1.0479999999999998,0.9999999999999994,True
ecmwf_bias_fixed_sigma,2026-05-26,6h_prior,11,1,1.031,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-26,event_day_open,11,1,1.016,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-27,12h_prior,11,1,1.0364999999999998,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-27,24h_prior,11,1,1.0625,0.9999999999999996,True
ecmwf_bias_fixed_sigma,2026-05-27,6h_prior,11,1,1.001,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-27,event_day_open,11,1,1.0534999999999999,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-28,12h_prior,11,1,1.0415,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-28,24h_prior,11,1,1.032,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-28,6h_prior,11,1,1.0085,0.9999999999999996,True
ecmwf_bias_fixed_sigma,2026-05-28,event_day_open,11,1,1.0135,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-29,12h_prior,11,1,1.025,0.9999999999999999,True
ecmwf_bias_fixed_sigma,2026-05-29,24h_prior,11,1,1.0415,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-29,6h_prior,11,1,1.0295,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-29,event_day_open,11,1,1.022,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-30,12h_prior,11,1,1.0555,0.9999999999999996,True
ecmwf_bias_fixed_sigma,2026-05-30,24h_prior,11,1,1.0515,0.9999999999999996,True
ecmwf_bias_fixed_sigma,2026-05-30,6h_prior,11,1,1.043,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-30,event_day_open,11,1,1.059,0.9999999999999999,True
ecmwf_bias_fixed_sigma,2026-05-31,12h_prior,11,1,1.0285,0.9999999999999997,True
ecmwf_bias_fixed_sigma,2026-05-31,24h_prior,11,1,1.007,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-31,6h_prior,11,1,1.0270000000000001,0.9999999999999998,True
ecmwf_bias_fixed_sigma,2026-05-31,event_day_open,11,1,1.0394999999999999,0.9999999999999996,True
ecmwf_bias_adaptive_sigma,2026-05-22,12h_prior,11,1,1.055,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-22,24h_prior,11,1,1.0545,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-22,6h_prior,11,1,1.0055,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-22,event_day_open,11,1,1.0465,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-23,12h_prior,11,1,1.0759999999999998,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-23,24h_prior,11,1,1.1575,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-23,6h_prior,11,1,1.05,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-23,event_day_open,11,1,1.029,0.9999999999999997,True
ecmwf_bias_adaptive_sigma,2026-05-24,12h_prior,11,1,1.0215,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-24,24h_prior,11,1,1.033,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-24,6h_prior,11,1,1.028,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-24,event_day_open,11,1,1.0110000000000001,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-25,12h_prior,11,1,1.041,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-25,24h_prior,11,1,1.0525,0.9999999999999996,True
ecmwf_bias_adaptive_sigma,2026-05-25,6h_prior,11,1,1.0419999999999998,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-25,event_day_open,11,1,1.0559999999999998,0.9999999999999997,True
ecmwf_bias_adaptive_sigma,2026-05-26,12h_prior,11,1,1.0394999999999999,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-26,24h_prior,11,1,1.0479999999999998,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-26,6h_prior,11,1,1.031,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-26,event_day_open,11,1,1.016,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-27,12h_prior,11,1,1.0364999999999998,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-27,24h_prior,11,1,1.0625,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-27,6h_prior,11,1,1.001,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-27,event_day_open,11,1,1.0534999999999999,0.9999999999999997,True
ecmwf_bias_adaptive_sigma,2026-05-28,12h_prior,11,1,1.0415,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-28,24h_prior,11,1,1.032,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-28,6h_prior,11,1,1.0085,0.9999999999999996,True
ecmwf_bias_adaptive_sigma,2026-05-28,event_day_open,11,1,1.0135,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-29,12h_prior,11,1,1.025,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-29,24h_prior,11,1,1.0415,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-29,6h_prior,11,1,1.0295,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-29,event_day_open,11,1,1.022,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-30,12h_prior,11,1,1.0555,0.9999999999999997,True
ecmwf_bias_adaptive_sigma,2026-05-30,24h_prior,11,1,1.0515,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-30,6h_prior,11,1,1.043,0.9999999999999996,True
ecmwf_bias_adaptive_sigma,2026-05-30,event_day_open,11,1,1.059,0.9999999999999997,True
ecmwf_bias_adaptive_sigma,2026-05-31,12h_prior,11,1,1.0285,0.9999999999999999,True
ecmwf_bias_adaptive_sigma,2026-05-31,24h_prior,11,1,1.007,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-31,6h_prior,11,1,1.0270000000000001,0.9999999999999998,True
ecmwf_bias_adaptive_sigma,2026-05-31,event_day_open,11,1,1.0394999999999999,1.0,True
