pipeline,model,decision_rule,strategy,threshold,robustness_cost,staleness_rule,staleness_quantile,max_staleness_hours,unrestricted_staleness,n_books,n_active_books,n_positions,n_dates,total_net_pnl,mean_net_pnl_per_active_book,positive_book_rate
21b,catboost_raw,6h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.6300000000000001,-0.126,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,3,3,-0.43000000000000005,-0.14333333333333334,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,4,8,4,-0.43599888066189935,-0.10899972016547484,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,4,3,-0.4528093285754135,-0.15093644285847116,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,3,3,-0.55,-0.18333333333333335,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-1.31,-0.21833333333333335,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,4,4,4,-0.645,-0.16125,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,3,3,-0.55,-0.18333333333333335,0.0
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,12,7,0.4627561854705675,0.06610802649579536,0.42857142857142855
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,10,7,0.417106069722259,0.059586581388894146,0.42857142857142855
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,8,5,1.199036860786637,0.23980737215732742,0.8
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,8,8,8,0.8049999999999999,0.10062499999999999,0.375
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,8,8,8,0.8049999999999999,0.10062499999999999,0.375
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,1.385,0.277,0.6
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,11,7,0.29020848439044084,0.04145835491292012,0.42857142857142855
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,9,7,0.5804598987062908,0.08292284267232722,0.42857142857142855
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,2,2,2,0.305,0.1525,0.5
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,8,8,8,-0.07500000000000001,-0.009375000000000001,0.25
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,7,7,0.135,0.019285714285714278,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,2,2,2,0.305,0.1525,0.5
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,13,6,0.26450120992075526,0.044083534986792544,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,10,6,0.29949809374370767,0.04991634895728461,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,7,5,0.146255748214706,0.029251149642941197,0.2
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,7,7,0.49,0.06999999999999999,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,7,7,0.49,0.06999999999999999,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,0.29500000000000004,0.04916666666666667,0.16666666666666666
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,12,5,-0.11730615054498289,-0.02346123010899658,0.2
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,13,7,0.10585363545014503,0.01512194792144929,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,9,6,0.40189012115648204,0.06698168685941368,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,7,7,0.10349999999999993,0.014785714285714275,0.14285714285714285
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,7,7,0.10349999999999993,0.014785714285714275,0.14285714285714285
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,0.22350000000000003,0.037249999999999985,0.16666666666666666
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,4,9,4,0.38522689525245457,0.09630672381311364,0.5
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,11,6,0.7963387678154689,0.13272312796924482,0.5
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,4,5,4,1.1741069023159363,0.29352672557898407,0.75
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,8,8,8,1.2149999999999999,0.15187499999999998,0.375
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,7,7,7,1.2850000000000001,0.18357142857142858,0.42857142857142855
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,1.525,0.305,0.6
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,9,5,1.091607325239057,0.2183214650478114,0.6
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,4,5,4,0.8481507978752678,0.21203769946881695,0.5
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,2,2,2,0.305,0.1525,0.5
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,1.61,0.32199999999999995,0.6
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,4,4,4,0.81,0.2025,0.5
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,2,2,2,0.305,0.1525,0.5
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,9,3,0.21562565311143872,0.0718752177038129,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,8,3,0.2395985667989619,0.0798661889329873,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,4,6,4,0.21872394324084124,0.05468098581021031,0.25
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,0.6540000000000001,0.1308,0.2
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,0.6540000000000001,0.1308,0.2
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,4,4,4,0.685,0.17125,0.25
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,11,3,0.013489663170996119,0.00449655439033204,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,4,11,4,-0.06563948032232099,-0.016409870080580247,0.25
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,8,5,0.39100885137259744,0.0782017702745195,0.4
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,8,8,8,-0.5275000000000001,-0.0659375,0.0
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,8,8,8,-0.5275000000000001,-0.0659375,0.0
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.2935,-0.058699999999999995,0.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,2,9,2,-0.027257114385639894,-0.013628557192819947,0.5
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,2,9,2,-0.027257114385639894,-0.013628557192819947,0.5
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,2,5,2,-0.0934323836013391,-0.04671619180066955,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.20700000000000002,-0.041400000000000006,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.20700000000000002,-0.041400000000000006,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.20700000000000002,-0.041400000000000006,0.0
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,1,5,1,0.0408684547669029,0.0408684547669029,1.0
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,2,7,2,0.026303905963696902,0.013151952981848451,0.5
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,6,3,-0.1439319694338161,-0.047977323144605365,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.33049999999999996,-0.055083333333333324,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.33049999999999996,-0.055083333333333324,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.33049999999999996,-0.055083333333333324,0.0
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,14,3,0.027170102823061607,0.009056700941020535,0.3333333333333333
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,13,3,0.025264823131371905,0.008421607710457302,0.3333333333333333
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,3,9,3,-0.08895779570210721,-0.02965259856736907,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.1365,-0.022750000000000003,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.1365,-0.022750000000000003,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.1365,-0.022750000000000003,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,1,5,1,-0.015757367382883,-0.015757367382883,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,1,4,1,-0.0164602879199615,-0.0164602879199615,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,2,7,2,-0.0537520731479302,-0.0268760365739651,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.02,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.0555,-0.011100000000000002,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.05,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.0555,-0.011100000000000002,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.1,0.0,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.0555,-0.011100000000000002,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,6,29,6,-0.4142434736900051,-0.06904057894833418,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,10,7,-0.7589111981410365,-0.10841588544871951,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,4,4,-0.5899999999999999,-0.14750000000000002,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.8200000000000001,-0.11714285714285715,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.8200000000000001,-0.11714285714285715,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,4,4,-0.5899999999999999,-0.14750000000000002,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,5,24,5,-0.2745218111224498,-0.05490436222448995,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,7,4,-0.3248533906305685,-0.08121334765764213,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,2,2,2,-0.26,-0.13,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.6645,-0.09492857142857143,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,4,4,-0.41,-0.1025,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,2,2,2,-0.26,-0.13,0.0
21b,catboost_platt,6h_prior,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,24,4,-0.09177376079664361,-0.022943440199160902,0.25
21b,catboost_platt,6h_prior,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,12,7,-0.552846065857201,-0.07897800940817157,0.14285714285714285
21b,catboost_platt,6h_prior,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,5,4,-0.6402410344923124,-0.1600602586230781,0.0
21b,catboost_platt,6h_prior,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-1.0050000000000001,-0.14357142857142854,0.0
21b,catboost_platt,6h_prior,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-1.0050000000000001,-0.14357142857142854,0.0
21b,catboost_platt,6h_prior,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,4,4,-0.6900000000000001,-0.17250000000000001,0.0
21b,catboost_platt,event_day_open,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,6,32,6,-0.20337092440308313,-0.03389515406718052,0.16666666666666666
21b,catboost_platt,event_day_open,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,6,8,6,-0.3759531436920252,-0.0626588572820042,0.16666666666666666
21b,catboost_platt,event_day_open,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,3,3,3,-0.55,-0.18333333333333335,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-1.021,-0.127625,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.9544999999999999,-0.13635714285714287,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,4,4,-0.7,-0.175,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,6,12,6,-0.7597775577565948,-0.12662959295943246,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,9,7,-0.8440184538965093,-0.12057406484235846,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,4,4,-0.5899999999999999,-0.14750000000000002,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.8200000000000001,-0.11714285714285715,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.8200000000000001,-0.11714285714285715,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,4,4,-0.5899999999999999,-0.14750000000000002,0.0
21b,catboost_raw,24h_prior,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,15,7,-0.556663551236789,-0.07952336446239842,0.2857142857142857
21b,catboost_raw,24h_prior,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,9,7,-0.7536464997074489,-0.1076637856724927,0.14285714285714285
21b,catboost_raw,24h_prior,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,3,3,3,0.335,0.11166666666666668,0.3333333333333333
21b,catboost_raw,24h_prior,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.51,-0.07285714285714286,0.14285714285714285
21b,catboost_raw,24h_prior,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.51,-0.07285714285714286,0.14285714285714285
21b,catboost_raw,24h_prior,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,3,3,3,0.335,0.11166666666666668,0.3333333333333333
21b,catboost_raw,6h_prior,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,13,7,-0.5261056783156891,-0.07515795404509844,0.14285714285714285
21b,catboost_raw,6h_prior,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,11,8,-0.8678213979082986,-0.10847767473853732,0.125
21b,catboost_raw,6h_prior,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,5,4,-0.6386516076754658,-0.15966290191886645,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-1.31,-0.16375,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-1.31,-0.16375,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,4,4,4,-0.6900000000000001,-0.17250000000000001,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,14,7,-0.25795852121607343,-0.03685121731658193,0.14285714285714285
21b,catboost_raw,event_day_open,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,6,9,6,-0.2865307841149086,-0.047755130685818103,0.16666666666666666
21b,catboost_raw,event_day_open,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,5,5,5,0.07500000000000001,0.01499999999999999,0.2
21b,catboost_raw,event_day_open,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,9,9,9,-0.835,-0.09277777777777778,0.1111111111111111
21b,catboost_raw,event_day_open,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.16999999999999993,-0.024285714285714292,0.14285714285714285
21b,catboost_raw,event_day_open,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,6,6,6,-0.07499999999999996,-0.012500000000000011,0.16666666666666666
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,15,8,0.6709860423790407,0.08387325529738009,0.5
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,13,8,0.6253359266307322,0.07816699082884151,0.5
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,5,8,5,1.199036860786637,0.23980737215732742,0.8
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,0.8049999999999999,0.10062499999999999,0.375
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,0.8049999999999999,0.10062499999999999,0.375
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,5,5,5,1.385,0.277,0.6
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,9,14,9,0.446194657969821,0.049577184218869,0.4444444444444444
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,10,8,0.8854598987062907,0.11068248733828634,0.5
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,3,3,3,0.6100000000000001,0.20333333333333337,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,9,9,9,0.22999999999999993,0.025555555555555547,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.05,0.0,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,0.4400000000000001,0.055,0.375
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.1,0.0,empirical_q75,0.75,0.9986111111111112,False,10,3,3,3,0.6100000000000001,0.20333333333333337,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.02,0.0,empirical_q75,0.75,0.9986111111111112,False,10,7,16,7,0.18314975884743176,0.026164251263918824,0.2857142857142857
