pipeline,model,decision_rule,strategy,threshold,robustness_cost,staleness_rule,staleness_quantile,max_staleness_hours,unrestricted_staleness,n_books,n_active_books,n_positions,n_dates,total_net_pnl,mean_net_pnl_per_active_book,positive_book_rate
21b,catboost_platt,12h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,6,7,6,-0.8203208823311887,-0.1367201470551981,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-1.1689999999999998,-0.11689999999999998,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,-1.1689999999999998,-0.11689999999999998,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,6,6,6,-0.8299999999999998,-0.13833333333333334,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,47,10,-0.39437490569208705,-0.03943749056920871,0.2
21b,catboost_platt,24h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,7,13,7,0.4392341709311727,0.06274773870445322,0.2857142857142857
21b,catboost_platt,24h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,3,4,3,-0.3682960069664757,-0.1227653356554919,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.1675,-0.01675,0.1
21b,catboost_platt,24h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,7,7,7,0.1170000000000001,0.016714285714285713,0.14285714285714285
21b,catboost_platt,24h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,3,3,3,-0.39999999999999997,-0.13333333333333333,0.0
21b,catboost_platt,6h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,54,10,-0.507065281239329,-0.050706528123932906,0.3
21b,catboost_platt,6h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,18,10,-0.4096409440227441,-0.04096409440227441,0.2
21b,catboost_platt,6h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,6,9,6,-0.016864535110841183,-0.0028107558518068454,0.16666666666666666
21b,catboost_platt,6h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.4055000000000001,-0.04055000000000001,0.1
21b,catboost_platt,6h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,-0.4055000000000001,-0.04055000000000001,0.1
21b,catboost_platt,6h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,6,6,6,-0.01550000000000007,-0.002583333333333345,0.16666666666666666
21b,catboost_platt,event_day_open,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,57,10,-0.9316269966150501,-0.093162699661505,0.1
21b,catboost_platt,event_day_open,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,9,15,9,-0.6777977705378856,-0.0753108633930984,0.1111111111111111
21b,catboost_platt,event_day_open,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,5,8,5,-0.7665570376506099,-0.15331140753012196,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-1.1595,-0.11595,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,9,9,9,-1.083,-0.12033333333333335,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,5,5,5,-0.7685,-0.1537,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,23,10,-0.9971176420410199,-0.099711764204102,0.1
21b,catboost_raw,12h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,15,10,-0.8426906885035438,-0.08426906885035437,0.1
21b,catboost_raw,12h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,7,9,7,-0.5022029841753342,-0.0717432834536192,0.14285714285714285
21b,catboost_raw,12h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-1.1689999999999998,-0.11689999999999998,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,-1.1689999999999998,-0.11689999999999998,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,7,7,7,-0.9089999999999998,-0.12985714285714284,0.0
21b,catboost_raw,24h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,25,10,-0.06268816957122791,-0.006268816957122792,0.4
21b,catboost_raw,24h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,15,10,0.0945176756605419,0.00945176756605419,0.3
21b,catboost_raw,24h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,5,6,5,0.9554628348581967,0.1910925669716393,0.4
21b,catboost_raw,24h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.013000000000000032,-0.0013000000000000032,0.2
21b,catboost_raw,24h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,-0.013000000000000032,-0.0013000000000000032,0.2
21b,catboost_raw,24h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,5,5,5,0.9199999999999998,0.18399999999999994,0.4
21b,catboost_raw,6h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,23,10,-0.4451293872586162,-0.04451293872586162,0.2
21b,catboost_raw,6h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,16,10,-0.6233537856717606,-0.06233537856717606,0.2
21b,catboost_raw,6h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,6,9,6,-0.014843216437020468,-0.002473869406170078,0.16666666666666666
21b,catboost_raw,6h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.6755000000000001,-0.06755000000000001,0.1
21b,catboost_raw,6h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,-0.6755000000000001,-0.06755000000000001,0.1
21b,catboost_raw,6h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,6,6,6,-0.01550000000000007,-0.002583333333333345,0.16666666666666666
21b,catboost_raw,event_day_open,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,23,10,-0.5996220199658517,-0.059962201996585175,0.1
21b,catboost_raw,event_day_open,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,8,14,8,-0.56044727387141,-0.07005590923392625,0.125
21b,catboost_raw,event_day_open,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,7,10,7,-0.15891648975650152,-0.022702355679500234,0.14285714285714285
21b,catboost_raw,event_day_open,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.9535,-0.09535,0.1
21b,catboost_raw,event_day_open,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,8,8,8,-0.26849999999999996,-0.03356250000000001,0.125
21b,catboost_raw,event_day_open,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,7,7,7,-0.16349999999999998,-0.02335714285714287,0.14285714285714285
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,19,10,0.22012737691281797,0.022012737691281797,0.4
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,16,10,0.21921113662081576,0.021921113662081576,0.4
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,5,8,5,1.119036860786637,0.2238073721573274,0.8
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,0.5509999999999999,0.055099999999999996,0.3
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,0.5509999999999999,0.055099999999999996,0.3
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,5,5,5,1.335,0.267,0.6
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,15,10,0.25819465796982083,0.025819465796982084,0.4
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,8,10,8,0.7854598987062908,0.09818248733828633,0.5
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,3,3,3,0.5800000000000001,0.19333333333333336,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,0.09199999999999992,0.009199999999999991,0.3
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,8,8,8,0.36000000000000004,0.04499999999999999,0.375
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,3,3,3,0.5800000000000001,0.19333333333333336,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,24,10,-0.14957475590906694,-0.014957475590906693,0.3
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,18,10,-0.03644401162410091,-0.003644401162410091,0.3
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,7,12,7,0.1893594355283397,0.027051347932619964,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,0.029999999999999923,0.0029999999999999923,0.2
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,0.029999999999999923,0.0029999999999999923,0.2
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,7,7,7,0.19499999999999998,0.027857142857142858,0.14285714285714285
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,23,10,0.1635944490684939,0.01635944490684939,0.3
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,9,16,9,0.15694993762171405,0.01743888195796823,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,7,10,7,0.15189012115648198,0.02169858873664029,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,0.5734999999999999,0.05734999999999999,0.2
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,9,9,9,0.6034999999999998,0.06705555555555555,0.2222222222222222
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,7,7,7,0.0034999999999999476,0.0004999999999999767,0.14285714285714285
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,27,10,0.2828657130395243,0.02828657130395243,0.4
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,9,16,9,0.45891445903879946,0.05099049544875551,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,6,8,6,0.9647336201814,0.1607889366969,0.5
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,0.9610000000000001,0.0961,0.3
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,9,9,9,1.041,0.11566666666666668,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,6,6,6,1.3800000000000001,0.22999999999999998,0.5
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,22,10,0.8174944669628028,0.08174944669628029,0.4
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,8,10,8,0.8072385919683054,0.10090482399603816,0.375
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,3,3,3,0.5800000000000001,0.19333333333333336,0.6666666666666666
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,1.492,0.1492,0.4
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,8,8,8,0.8270000000000002,0.10337500000000001,0.375
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,3,3,3,0.5800000000000001,0.19333333333333336,0.6666666666666666
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,9,32,9,-0.32772809078007664,-0.036414232308897405,0.2222222222222222
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,9,25,9,-0.28520418517140145,-0.031689353907933496,0.2222222222222222
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,8,13,8,-0.10494832289039965,-0.01311854036129996,0.25
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,9,9,9,0.17600000000000005,0.019555555555555562,0.1111111111111111
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,9,9,9,0.17600000000000005,0.019555555555555562,0.1111111111111111
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,8,8,8,0.217,0.027125000000000007,0.125
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,34,10,-0.4796411867160384,-0.04796411867160384,0.2
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,25,10,-0.35172082594756116,-0.03517208259475611,0.2
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,6,9,6,0.2885088513725974,0.04808480856209957,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.6599999999999999,-0.06599999999999999,0.0
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,-0.6599999999999999,-0.06599999999999999,0.0
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,6,6,6,-0.366,-0.061,0.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,42,10,-0.7443096928881616,-0.07443096928881617,0.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,9,35,9,-0.6392923323271508,-0.07103248136968342,0.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,9,24,9,-0.5936180296358687,-0.06595755884842985,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.47950000000000004,-0.047950000000000007,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,9,9,9,-0.40950000000000003,-0.045500000000000006,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,9,9,9,-0.40950000000000003,-0.045500000000000006,0.0
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,43,10,-0.825052379022606,-0.0825052379022606,0.0
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,32,10,-0.6738702920789987,-0.06738702920789988,0.1
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,9,19,9,-0.5729599938514285,-0.0636622215390476,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.6625000000000002,-0.06625000000000002,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,-0.6625000000000002,-0.06625000000000002,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,9,9,9,-0.5425,-0.06027777777777779,0.0
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,44,10,-0.6024219124426841,-0.060242191244268405,0.1
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,38,10,-0.5465790719961909,-0.05465790719961909,0.1
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,10,27,10,-0.538801283675641,-0.0538801283675641,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.3435000000000001,-0.034350000000000006,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,-0.3435000000000001,-0.034350000000000006,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,10,10,10,-0.3435000000000001,-0.034350000000000006,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.02,0.01,unrestricted,,inf,True,10,10,44,10,-0.6534443787388484,-0.06534443787388484,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.05,0.01,unrestricted,,inf,True,10,10,36,10,-0.6035066658815359,-0.06035066658815359,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.1,0.01,unrestricted,,inf,True,10,10,27,10,-0.488007174277801,-0.048800717427780096,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.02,0.01,unrestricted,,inf,True,10,10,10,10,-0.255,-0.025500000000000002,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.05,0.01,unrestricted,,inf,True,10,10,10,10,-0.255,-0.025500000000000002,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.1,0.01,unrestricted,,inf,True,10,10,10,10,-0.255,-0.025500000000000002,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,1,2,1,-0.2006478855725827,-0.2006478855725827,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,3,4,3,-0.5087322870986838,-0.1695774290328946,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.415,-0.2075,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.505,-0.16833333333333333,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.505,-0.16833333333333333,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.415,-0.2075,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,catboost_platt,24h_prior,proportional_positive_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,1,2,1,-0.0965814490557516,-0.0965814490557516,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,catboost_platt,24h_prior,single_best_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.159,-0.0795,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,1,1,1,-0.1,-0.1,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,catboost_platt,6h_prior,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,3,18,3,-0.39810879303012336,-0.13270293101004113,0.0
21b,catboost_platt,6h_prior,proportional_positive_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,3,4,3,-0.3752410344923124,-0.1250803448307708,0.0
21b,catboost_platt,6h_prior,proportional_positive_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,1,2,1,-0.1352410344923124,-0.1352410344923124,0.0
21b,catboost_platt,6h_prior,single_best_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.405,-0.135,0.0
21b,catboost_platt,6h_prior,single_best_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.405,-0.135,0.0
21b,catboost_platt,6h_prior,single_best_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,1,1,1,-0.16499999999999998,-0.16499999999999998,0.0
21b,catboost_platt,event_day_open,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,catboost_platt,event_day_open,proportional_positive_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.35,-0.175,0.0
21b,catboost_platt,event_day_open,proportional_positive_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.35,-0.175,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.4365,-0.1455,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.35,-0.175,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.35,-0.175,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,3,5,3,-0.5850931287999838,-0.19503104293332793,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.505,-0.16833333333333333,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.415,-0.2075,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.505,-0.16833333333333333,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.505,-0.16833333333333333,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.415,-0.2075,0.0
21b,catboost_raw,24h_prior,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,2,4,2,-0.04981918632022203,-0.024909593160111015,0.5
21b,catboost_raw,24h_prior,proportional_positive_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,2,3,2,0.019437536378039078,0.009718768189019539,0.5
21b,catboost_raw,24h_prior,proportional_positive_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,1,1,1,0.575,0.575,1.0
21b,catboost_raw,24h_prior,single_best_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,0.2899999999999999,0.14499999999999996,0.5
21b,catboost_raw,24h_prior,single_best_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,0.2899999999999999,0.14499999999999996,0.5
21b,catboost_raw,24h_prior,single_best_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,1,1,1,0.575,0.575,1.0
21b,catboost_raw,6h_prior,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,3,4,3,-0.3736516076754657,-0.1245505358918219,0.0
21b,catboost_raw,6h_prior,proportional_positive_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,3,4,3,-0.3736516076754657,-0.1245505358918219,0.0
21b,catboost_raw,6h_prior,proportional_positive_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,1,2,1,-0.1336516076754657,-0.1336516076754657,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.405,-0.135,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.405,-0.135,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,1,1,1,-0.16499999999999998,-0.16499999999999998,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,2,4,2,-0.4106633712163102,-0.2053316856081551,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,1,1,1,-0.18,-0.18,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.35,-0.175,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.675,-0.225,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.35,-0.175,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.35,-0.175,0.0
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,4,7,4,0.07194016086178978,0.017985040215447445,0.5
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,4,6,4,0.058463448214169184,0.014615862053542296,0.5
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,3,5,3,0.32846344821416923,0.10948781607138974,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,5,5,5,0.40499999999999997,0.08099999999999999,0.4
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,10,5,5,5,0.40499999999999997,0.08099999999999999,0.4
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,10,3,3,3,0.88,0.29333333333333333,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,10,1,1,1,0.6,0.6,1.0
