n_contracts_common,expected_n_contracts,n_yes,book_ready,book_issue,market_total_book_probability,ecmwf_total_book_probability,market_abs_book_probability_error,ecmwf_abs_book_probability_error,market_winning_probability_raw,ecmwf_winning_probability_raw,market_winning_probability_normalised,ecmwf_winning_probability_normalised,market_normalised_categorical_log_score,ecmwf_normalised_categorical_log_score,market_normalised_multiclass_brier,ecmwf_normalised_multiclass_brier,delta_norm_log_market_minus_ecmwf,delta_norm_brier_market_minus_ecmwf,event_date,decision_rule
11,11,1.0,True,,1.3,0.9999999999999998,0.30000000000000004,2.220446049250313e-16,0.225,0.0684610877776886,0.17307692307692307,0.06846108777768861,1.754019141245208,2.681489756761682,0.7728106508875738,1.0478821338166042,-0.9274706155164743,-0.2750714829290304,2026-03-18,12h_prior
11,11,1.0,True,,1.029,0.9999999999999998,0.028999999999999915,2.220446049250313e-16,0.68,0.2742531177500739,0.6608357628765793,0.27425311775007394,0.41424993766389706,1.2937038116140267,0.17756065358254913,0.6756325154567357,-0.8794538739501296,-0.4980718618741866,2026-05-04,12h_prior
11,11,1.0,True,,1.0284999999999997,0.9999999999999994,0.028499999999999748,5.551115123125783e-16,0.225,0.1108649016586423,0.21876519202722416,0.11086490165864235,1.5197563068885915,2.1994429211145765,0.8564889468806964,0.9629497821854864,-0.679686614225985,-0.10646083530479,2026-05-31,12h_prior
11,11,1.0,True,,1.0555,0.9999999999999996,0.055500000000000105,4.440892098500626e-16,0.215,0.0253249029511799,0.2036949313121743,0.02532490295117991,1.5911318391607125,3.6759670609897808,0.8524399386848478,1.1340135177414876,-2.084835221829068,-0.2815735790566398,2026-05-30,12h_prior
11,11,1.0,True,,1.025,1.0,0.02499999999999991,0.0,0.75,0.6554217416103245,0.7317073170731708,0.6554217416103245,0.3123746850421523,0.4224763702277755,0.11177775133848894,0.1708161576772712,-0.11010168518562319,-0.05903840633878227,2026-05-29,12h_prior
11,11,1.0,True,,1.0415,0.9999999999999997,0.04150000000000009,3.3306690738754696e-16,0.49,0.1753239448522298,0.470475276044167,0.17532394485222985,0.7540118695963546,1.7411199028163722,0.4452632920547172,0.8482608393667219,-0.9871080332200176,-0.4029975473120047,2026-05-28,12h_prior
11,11,1.0,True,,1.0365,0.9999999999999997,0.03649999999999998,3.3306690738754696e-16,0.35,0.0760396778111262,0.3376748673420164,0.07603967781112622,1.085671777392375,2.5764999984681207,0.6071971682875572,1.0327860917694793,-1.4908282210757458,-0.4255889234819221,2026-05-27,12h_prior
11,11,1.0,True,,1.0394999999999999,0.9999999999999997,0.03949999999999987,3.3306690738754696e-16,0.385,0.0926068302294892,0.3703703703703704,0.09260683022948923,0.9932517730102833,2.3793923794725433,0.5893863854421815,0.9998501860062713,-1.3861406064622601,-0.4104638005640898,2026-05-26,12h_prior
11,11,1.0,True,,1.041,0.9999999999999996,0.040999999999999925,4.440892098500626e-16,0.335,0.0547846815912408,0.32180595581171956,0.05478468159124083,1.1338065367899022,2.9043446571113547,0.6356764582935384,1.0751592788682283,-1.7705381203214525,-0.4394828205746899,2026-05-25,12h_prior
11,11,1.0,True,,1.0214999999999999,0.9999999999999996,0.021499999999999853,4.440892098500626e-16,0.435,0.130465464351,0.4258443465491924,0.13046546435100007,0.8536813831689926,2.0366467282314997,0.48157516000219475,0.9251293524071922,-1.1829653450625073,-0.44355419240499744,2026-05-24,12h_prior
11,11,1.0,True,,1.0759999999999998,0.9999999999999996,0.07599999999999985,4.440892098500626e-16,0.125,0.1716158659179379,0.11617100371747213,0.17161586591793798,2.1526920034194283,1.7624966374730777,0.9979201503572367,0.8414292312475664,0.3901953659463506,0.15649091910967028,2026-05-23,12h_prior
11,11,1.0,True,,1.055,0.9999999999999997,0.05499999999999994,3.3306690738754696e-16,0.455,0.0912112197258678,0.43127962085308064,0.09121121972586783,0.8409986269592163,2.394577366158644,0.42863502616742644,1.005496867388494,-1.5535787391994273,-0.5768618412210677,2026-05-22,12h_prior
11,11,1.0,True,,1.0855000000000001,0.9999999999999996,0.08550000000000013,4.440892098500626e-16,0.0375,0.005954697061078,0.034546292031321965,0.005954697061078003,3.3654550563419816,5.123574948824364,1.111803109580011,1.1727479186704894,-1.758119892482382,-0.0609448090904785,2026-05-21,12h_prior
11,11,1.0,True,,1.0030000000000001,0.9999999999999997,0.0030000000000001137,3.3306690738754696e-16,0.041,0.2107860862503066,0.040877367896311065,0.21078608625030668,3.197178721257628,1.5569114689985095,1.1815684551529855,0.7630848595878544,1.6402672522591184,0.41848359556513104,2026-05-16,12h_prior
11,11,1.0,True,,1.035,0.9999999999999997,0.03499999999999992,3.3306690738754696e-16,0.18,0.2588905185378326,0.17391304347826086,0.25889051853783274,1.749199854809259,1.351350014997094,0.9826581717192933,0.6739375952994456,0.39784983981216504,0.3087205764198476,2026-05-15,12h_prior
11,11,1.0,True,,1.0959999999999999,0.9999999999999996,0.09599999999999986,4.440892098500626e-16,0.355,0.1108649016586423,0.3239051094890511,0.11086490165864235,1.127304678032545,2.1994429211145765,0.6112014824977358,0.9629497821854865,-1.0721382430820314,-0.3517482996877508,2026-05-14,12h_prior
11,11,1.0,True,,1.0659999999999998,0.9999999999999996,0.06599999999999984,4.440892098500626e-16,0.191,0.0359303191129258,0.17917448405253286,0.03593031911292582,1.7193951766791598,3.326173796378593,0.9142025034408232,1.1132032082393983,-1.6067786196994334,-0.19900070479857512,2026-05-13,12h_prior
11,11,1.0,True,,1.0469999999999997,0.9999999999999998,0.04699999999999971,2.220446049250313e-16,0.195,0.0807566592337709,0.18624641833810895,0.08075665923377091,1.6806846523067898,2.5163148529883306,0.8760040284288854,1.0256260703757671,-0.8356302006815408,-0.14962204194688178,2026-05-12,12h_prior
11,11,1.0,True,,1.0485000000000002,0.9999999999999994,0.04850000000000021,5.551115123125783e-16,0.39,0.1108649016586423,0.37195994277539335,0.11086490165864235,0.9889691112182827,2.1994429211145765,0.5172391287687818,0.9629497821854865,-1.210473809896294,-0.4457106534167048,2026-05-11,12h_prior
11,11,1.0,True,,1.0695,0.9999999999999997,0.0694999999999999,3.3306690738754696e-16,0.32,0.1716158659179379,0.29920523609163163,0.17161586591793795,1.2066255327286879,1.762496637473078,0.6812444416468265,0.8414292312475664,-0.55587110474439,-0.1601847896007399,2026-05-10,12h_prior
