model,scope,scope_value,nominal_probability,empirical_probability,calibration_error,absolute_calibration_error,squared_calibration_error,dates
rbf,decision_rule,event_day_open,0.94,0.936986301369863,-0.0030136986301368,0.0030136986301368,9.082379433289003e-06,365
rbf,decision_rule,event_day_open,0.95,0.958904109589041,0.008904109589041,0.008904109589041,7.928316757365343e-05,365
rbf,decision_rule,event_day_open,0.96,0.96986301369863,0.0098630136986301,0.0098630136986301,9.727903921936667e-05,365
rbf,decision_rule,event_day_open,0.97,0.978082191780822,0.0080821917808219,0.0080821917808219,6.532182398198546e-05,365
rbf,decision_rule,event_day_open,0.98,0.9863013698630136,0.0063013698630136,0.0063013698630136,3.970726215049681e-05,365
rbf,decision_rule,event_day_open,0.99,0.9945205479452056,0.0045205479452055,0.0045205479452055,2.043535372490177e-05,365
matern32,overall,all,0.01,0.0157534246575342,0.0057534246575342,0.0057534246575342,3.310189528992308e-05,365
matern32,overall,all,0.02,0.0260273972602739,0.0060273972602739,0.0060273972602739,3.63295177331582e-05,365
matern32,overall,all,0.03,0.0376712328767123,0.0076712328767123,0.0076712328767123,5.88478138487521e-05,365
matern32,overall,all,0.04,0.0506849315068493,0.0106849315068493,0.0106849315068493,0.000114167761306,365
matern32,overall,all,0.05,0.0643835616438356,0.0143835616438356,0.0143835616438356,0.000206886845562,365
matern32,overall,all,0.06,0.0746575342465753,0.0146575342465753,0.0146575342465753,0.0002148433101895,365
matern32,overall,all,0.07,0.0835616438356164,0.0135616438356164,0.0135616438356164,0.0001839181835241,365
matern32,overall,all,0.08,0.0938356164383561,0.0138356164383561,0.0138356164383561,0.0001914242822293,365
matern32,overall,all,0.09,0.1041095890410958,0.0141095890410958,0.0141095890410958,0.0001990805029086,365
matern32,overall,all,0.1,0.1171232876712328,0.0171232876712328,0.0171232876712328,0.0002932069806717,365
matern32,overall,all,0.11,0.1321917808219178,0.0221917808219178,0.0221917808219178,0.000492475136048,365
matern32,overall,all,0.12,0.1410958904109589,0.0210958904109589,0.0210958904109589,0.0004450365922311,365
matern32,overall,all,0.13,0.1534246575342465,0.0234246575342465,0.0234246575342465,0.0005487145805967,365
matern32,overall,all,0.14,0.1636986301369863,0.0236986301369862,0.0236986301369862,0.0005616250703696,365
matern32,overall,all,0.15,0.1780821917808219,0.0280821917808219,0.0280821917808219,0.0007886094952148,365
matern32,overall,all,0.16,0.1897260273972602,0.0297260273972602,0.0297260273972602,0.0008836367048226,365
matern32,overall,all,0.17,0.197945205479452,0.027945205479452,0.027945205479452,0.0007809345092887,365
matern32,overall,all,0.18,0.2075342465753424,0.0275342465753424,0.0275342465753424,0.0007581347344717,365
matern32,overall,all,0.19,0.2178082191780821,0.0278082191780821,0.0278082191780821,0.0007732970538562,365
matern32,overall,all,0.2,0.2321917808219178,0.0321917808219177,0.0321917808219177,0.0010363107524863,365
matern32,overall,all,0.21,0.2424657534246575,0.0324657534246575,0.0324657534246575,0.0010540251454306,365
matern32,overall,all,0.22,0.2513698630136986,0.0313698630136986,0.0313698630136986,0.0009840683054982,365
matern32,overall,all,0.23,0.2589041095890411,0.028904109589041,0.028904109589041,0.0008354475511352,365
matern32,overall,all,0.24,0.2698630136986301,0.0298630136986301,0.0298630136986301,0.0008917995871645,365
matern32,overall,all,0.25,0.2815068493150685,0.0315068493150684,0.0315068493150684,0.0009926815537624,365
matern32,overall,all,0.26,0.2890410958904109,0.0290410958904109,0.0290410958904109,0.000843385250516,365
matern32,overall,all,0.27,0.3020547945205479,0.0320547945205479,0.0320547945205479,0.0010275098517545,365
matern32,overall,all,0.28,0.3095890410958904,0.0295890410958903,0.0295890410958903,0.0008755113529742,365
matern32,overall,all,0.29,0.3219178082191781,0.0319178082191781,0.0319178082191781,0.0010187464815162,365
matern32,overall,all,0.3,0.3315068493150685,0.0315068493150685,0.0315068493150685,0.0009926815537624,365
matern32,overall,all,0.31,0.336986301369863,0.026986301369863,0.026986301369863,0.000728260461625,365
matern32,overall,all,0.32,0.3438356164383561,0.0238356164383561,0.0238356164383561,0.0005681366109964,365
matern32,overall,all,0.33,0.3554794520547945,0.0254794520547945,0.0254794520547945,0.0006492024770125,365
matern32,overall,all,0.34,0.3664383561643836,0.0264383561643835,0.0264383561643835,0.0006989866766747,365
matern32,overall,all,0.35,0.3787671232876712,0.0287671232876712,0.0287671232876712,0.000827547382248,365
matern32,overall,all,0.36,0.3890410958904109,0.0290410958904109,0.0290410958904109,0.000843385250516,365
matern32,overall,all,0.37,0.3945205479452054,0.0245205479452054,0.0245205479452054,0.0006012572715331,365
matern32,overall,all,0.38,0.4006849315068493,0.0206849315068493,0.0206849315068493,0.000427866391443,365
matern32,overall,all,0.39,0.410958904109589,0.020958904109589,0.020958904109589,0.0004392756614749,365
matern32,overall,all,0.4,0.4273972602739726,0.0273972602739726,0.0273972602739726,0.0007506098705197,365
matern32,overall,all,0.41,0.4410958904109589,0.0310958904109589,0.0310958904109589,0.0009669544004503,365
matern32,overall,all,0.42,0.4506849315068493,0.0306849315068493,0.0306849315068493,0.00094156502158,365
matern32,overall,all,0.43,0.4568493150684931,0.0268493150684931,0.0268493150684931,0.0007208857196472,365
matern32,overall,all,0.44,0.4664383561643835,0.0264383561643835,0.0264383561643835,0.0006989866766747,365
matern32,overall,all,0.45,0.4787671232876712,0.0287671232876712,0.0287671232876712,0.000827547382248,365
matern32,overall,all,0.46,0.4863013698630137,0.0263013698630136,0.0263013698630136,0.000691762056671,365
matern32,overall,all,0.47,0.4986301369863014,0.0286301369863014,0.0286301369863014,0.0008196847438543,365
matern32,overall,all,0.48,0.5061643835616438,0.0261643835616438,0.0261643835616438,0.0006845749671608,365
matern32,overall,all,0.49,0.5116438356164383,0.0216438356164383,0.0216438356164383,0.0004684556201914,365
matern32,overall,all,0.5,0.5171232876712328,0.0171232876712328,0.0171232876712328,0.0002932069806717,365
matern32,overall,all,0.51,0.5301369863013699,0.0201369863013698,0.0201369863013698,0.0004054982173015,365
matern32,overall,all,0.52,0.536986301369863,0.016986301369863,0.016986301369863,0.0002885344342278,365
matern32,overall,all,0.53,0.5452054794520548,0.0152054794520547,0.0152054794520547,0.0002312066053668,365
matern32,overall,all,0.54,0.5534246575342465,0.0134246575342464,0.0134246575342464,0.0001802214299118,365
matern32,overall,all,0.55,0.563013698630137,0.0130136986301369,0.0130136986301369,0.000169356352036,365
matern32,overall,all,0.56,0.571917808219178,0.0119178082191779,0.0119178082191779,0.0001420341527491,365
matern32,overall,all,0.57,0.5842465753424657,0.0142465753424657,0.0142465753424657,0.0002029649089885,365
matern32,overall,all,0.58,0.5897260273972603,0.0097260273972603,0.0097260273972603,9.459560893225916e-05,365
matern32,overall,all,0.59,0.6047945205479452,0.0147945205479452,0.0147945205479452,0.0002188778382435,365
matern32,overall,all,0.6,0.6116438356164383,0.0116438356164383,0.0116438356164383,0.0001355789078626,365
matern32,overall,all,0.61,0.6205479452054794,0.0105479452054794,0.0105479452054794,0.0001112591480577,365
matern32,overall,all,0.62,0.6267123287671232,0.0067123287671232,0.0067123287671232,4.505535747795024e-05,365
matern32,overall,all,0.63,0.6301369863013698,0.0001369863013698,0.0001369863013698,1.8765246762984133e-08,365
matern32,overall,all,0.64,0.6404109589041096,0.0004109589041095,0.0004109589041095,1.6888722086694846e-07,365
matern32,overall,all,0.65,0.647945205479452,-0.002054794520548,0.002054794520548,4.222180521674168e-06,365
matern32,overall,all,0.66,0.6547945205479452,-0.0052054794520548,0.0052054794520548,2.709701632576527e-05,365
matern32,overall,all,0.67,0.6664383561643835,-0.0035616438356165,0.0035616438356165,1.2685306811785182e-05,365
matern32,overall,all,0.68,0.6773972602739726,-0.0026027397260274,0.0026027397260274,6.774254081441317e-06,365
matern32,overall,all,0.69,0.6842465753424658,-0.0057534246575341,0.0057534246575341,3.31018952899219e-05,365
matern32,overall,all,0.7,0.6952054794520548,-0.0047945205479451,0.0047945205479451,2.298742728466834e-05,365
matern32,overall,all,0.71,0.7041095890410959,-0.005890410958904,0.005890410958904,3.4696941264777284e-05,365
matern32,overall,all,0.72,0.7102739726027397,-0.0097260273972602,0.0097260273972602,9.4595608932257e-05,365
matern32,overall,all,0.73,0.7246575342465753,-0.0053424657534246,0.0053424657534246,2.8541940326515475e-05,365
matern32,overall,all,0.74,0.7342465753424657,-0.0057534246575342,0.0057534246575342,3.310189528992317e-05,365
matern32,overall,all,0.75,0.7417808219178083,-0.0082191780821917,0.0082191780821917,6.755488834678121e-05,365
matern32,overall,all,0.76,0.7561643835616438,-0.0038356164383561,0.0038356164383561,1.4711953462188077e-05,365
matern32,overall,all,0.77,0.7636986301369864,-0.0063013698630136,0.0063013698630136,3.970726215049681e-05,365
matern32,overall,all,0.78,0.7753424657534247,-0.0046575342465753,0.0046575342465753,2.169262525802207e-05,365
matern32,overall,all,0.79,0.7794520547945205,-0.0105479452054795,0.0105479452054795,0.0001112591480577,365
matern32,overall,all,0.8,0.8,0.0,0.0,0.0,365
matern32,overall,all,0.81,0.8068493150684931,-0.0031506849315069,0.0031506849315069,9.926815537624902e-06,365
matern32,overall,all,0.82,0.8164383561643835,-0.0035616438356164,0.0035616438356164,1.2685306811784391e-05,365
matern32,overall,all,0.83,0.821917808219178,-0.0080821917808219,0.0080821917808219,6.532182398198546e-05,365
matern32,overall,all,0.84,0.8328767123287671,-0.0071232876712328,0.0071232876712328,5.0741227247137565e-05,365
matern32,overall,all,0.85,0.8438356164383561,-0.0061643835616438,0.0061643835616438,3.799962469506477e-05,365
matern32,overall,all,0.86,0.8568493150684932,-0.0031506849315068,0.0031506849315068,9.926815537624204e-06,365
matern32,overall,all,0.87,0.8678082191780822,-0.0021917808219178,0.0021917808219178,4.803903171326858e-06,365
matern32,overall,all,0.88,0.8746575342465753,-0.0053424657534246,0.0053424657534246,2.8541940326515475e-05,365
matern32,overall,all,0.89,0.8842465753424658,-0.0057534246575342,0.0057534246575342,3.310189528992317e-05,365
matern32,overall,all,0.9,0.9,0.0,0.0,0.0,365
matern32,overall,all,0.91,0.9068493150684932,-0.0031506849315068,0.0031506849315068,9.926815537624204e-06,365
matern32,overall,all,0.92,0.9143835616438356,-0.0056164383561644,0.0056164383561644,3.154437980859504e-05,365
matern32,overall,all,0.93,0.9226027397260274,-0.0073972602739726,0.0073972602739726,5.471945956089458e-05,365
matern32,overall,all,0.94,0.936986301369863,-0.0030136986301368,0.0030136986301368,9.082379433289003e-06,365
matern32,overall,all,0.95,0.9452054794520548,-0.0047945205479451,0.0047945205479451,2.298742728466834e-05,365
matern32,overall,all,0.96,0.9568493150684932,-0.0031506849315068,0.0031506849315068,9.926815537624204e-06,365
matern32,overall,all,0.97,0.9773972602739726,0.0073972602739725,0.0073972602739725,5.471945956089294e-05,365
matern32,overall,all,0.98,0.9883561643835616,0.0083561643835616,0.0083561643835616,6.982548320510478e-05,365
matern32,overall,all,0.99,0.9952054794520548,0.0052054794520548,0.0052054794520548,2.709701632576527e-05,365
matern32,decision_rule,24h_prior,0.01,0.0136986301369863,0.0036986301369863,0.0036986301369863,1.36798648902233e-05,365
matern32,decision_rule,24h_prior,0.02,0.021917808219178,0.001917808219178,0.001917808219178,3.677988365547006e-06,365
matern32,decision_rule,24h_prior,0.03,0.0383561643835616,0.0083561643835616,0.0083561643835616,6.98254832051042e-05,365
matern32,decision_rule,24h_prior,0.04,0.0575342465753424,0.0175342465753424,0.0175342465753424,0.0003074498029649,365
matern32,decision_rule,24h_prior,0.05,0.0657534246575342,0.0157534246575342,0.0157534246575342,0.0002481703884406,365
matern32,decision_rule,24h_prior,0.06,0.0767123287671232,0.0167123287671232,0.0167123287671232,0.0002793019328204,365
matern32,decision_rule,24h_prior,0.07,0.084931506849315,0.014931506849315,0.014931506849315,0.0002229498967911,365
matern32,decision_rule,24h_prior,0.08,0.0986301369863013,0.0186301369863013,0.0186301369863013,0.0003470820041283,365
matern32,decision_rule,24h_prior,0.09,0.1095890410958904,0.0195890410958904,0.0195890410958904,0.0003837305310564,365
matern32,decision_rule,24h_prior,0.1,0.1205479452054794,0.0205479452054794,0.0205479452054794,0.0004222180521673,365
matern32,decision_rule,24h_prior,0.11,0.1287671232876712,0.0187671232876712,0.0187671232876712,0.0003522049164946,365
matern32,decision_rule,24h_prior,0.12,0.1397260273972602,0.0197260273972602,0.0197260273972602,0.0003891161568774,365
matern32,decision_rule,24h_prior,0.13,0.1534246575342465,0.0234246575342465,0.0234246575342465,0.0005487145805967,365
matern32,decision_rule,24h_prior,0.14,0.1753424657534246,0.0353424657534246,0.0353424657534246,0.0012490898855319,365
matern32,decision_rule,24h_prior,0.15,0.1890410958904109,0.0390410958904109,0.0390410958904109,0.0015242071683242,365
matern32,decision_rule,24h_prior,0.16,0.2,0.04,0.04,0.0016,365
matern32,decision_rule,24h_prior,0.17,0.210958904109589,0.040958904109589,0.040958904109589,0.0016776318258585,365
matern32,decision_rule,24h_prior,0.18,0.210958904109589,0.030958904109589,0.030958904109589,0.0009584537436667,365
matern32,decision_rule,24h_prior,0.19,0.2328767123287671,0.0428767123287671,0.0428767123287671,0.0018384124601238,365
matern32,decision_rule,24h_prior,0.2,0.2383561643835616,0.0383561643835616,0.0383561643835616,0.0014711953462188,365
matern32,decision_rule,24h_prior,0.21,0.2520547945205479,0.0420547945205479,0.0420547945205479,0.0017686057421655,365
matern32,decision_rule,24h_prior,0.22,0.2602739726027397,0.0402739726027397,0.0402739726027397,0.0016219928692062,365
matern32,decision_rule,24h_prior,0.23,0.2657534246575342,0.0357534246575342,0.0357534246575342,0.0012783073747419,365
matern32,decision_rule,24h_prior,0.24,0.2767123287671232,0.0367123287671232,0.0367123287671232,0.0013477950835053,365
matern32,decision_rule,24h_prior,0.25,0.284931506849315,0.034931506849315,0.034931506849315,0.0012202101707637,365
matern32,decision_rule,24h_prior,0.26,0.2904109589041095,0.0304109589041095,0.0304109589041095,0.0009248264214674,365
matern32,decision_rule,24h_prior,0.27,0.3041095890410959,0.0341095890410959,0.0341095890410959,0.0011634640645524,365
matern32,decision_rule,24h_prior,0.28,0.3068493150684931,0.0268493150684931,0.0268493150684931,0.0007208857196472,365
matern32,decision_rule,24h_prior,0.29,0.3150684931506849,0.0250684931506849,0.0250684931506849,0.0006284293488459,365
matern32,decision_rule,24h_prior,0.3,0.3178082191780822,0.0178082191780822,0.0178082191780822,0.0003171326702946,365
matern32,decision_rule,24h_prior,0.31,0.3260273972602739,0.0160273972602739,0.0160273972602739,0.0002568774629386,365
matern32,decision_rule,24h_prior,0.32,0.3315068493150685,0.0115068493150685,0.0115068493150685,0.0001324075811596,365
matern32,decision_rule,24h_prior,0.33,0.3424657534246575,0.0124657534246575,0.0124657534246575,0.0001553950084443,365
matern32,decision_rule,24h_prior,0.34,0.3534246575342465,0.0134246575342465,0.0134246575342465,0.0001802214299118,365
matern32,decision_rule,24h_prior,0.35,0.3643835616438356,0.0143835616438356,0.0143835616438356,0.000206886845562,365
matern32,decision_rule,24h_prior,0.36,0.3726027397260274,0.0126027397260274,0.0126027397260274,0.0001588290486019,365
matern32,decision_rule,24h_prior,0.37,0.3808219178082191,0.0108219178082191,0.0108219178082191,0.0001171139050478,365
matern32,decision_rule,24h_prior,0.38,0.3917808219178082,0.0117808219178082,0.0117808219178082,0.0001387877650591,365
matern32,decision_rule,24h_prior,0.39,0.4054794520547945,0.0154794520547945,0.0154794520547945,0.0002396134359166,365
matern32,decision_rule,24h_prior,0.4,0.421917808219178,0.021917808219178,0.021917808219178,0.0004803903171326,365
matern32,decision_rule,24h_prior,0.41,0.4383561643835616,0.0283561643835616,0.0283561643835616,0.0008040720585475,365
matern32,decision_rule,24h_prior,0.42,0.4520547945205479,0.0320547945205479,0.0320547945205479,0.0010275098517545,365
matern32,decision_rule,24h_prior,0.43,0.4547945205479452,0.0247945205479452,0.0247945205479452,0.0006147682492024,365
matern32,decision_rule,24h_prior,0.44,0.4602739726027397,0.0202739726027397,0.0202739726027397,0.0004110339650966,365
matern32,decision_rule,24h_prior,0.45,0.473972602739726,0.023972602739726,0.023972602739726,0.0005746856821167,365
matern32,decision_rule,24h_prior,0.46,0.4767123287671233,0.0167123287671232,0.0167123287671232,0.0002793019328204,365
matern32,decision_rule,24h_prior,0.47,0.4849315068493151,0.0149315068493151,0.0149315068493151,0.0002229498967911,365
matern32,decision_rule,24h_prior,0.48,0.4958904109589041,0.0158904109589041,0.0158904109589041,0.0002525051604428,365
matern32,decision_rule,24h_prior,0.49,0.4986301369863014,0.0086301369863013,0.0086301369863013,7.447926440232714e-05,365
matern32,decision_rule,24h_prior,0.5,0.5013698630136987,0.0013698630136986,0.0013698630136986,1.87652467629963e-06,365
matern32,decision_rule,24h_prior,0.51,0.5095890410958904,-0.0004109589041095,0.0004109589041095,1.6888722086694846e-07,365
matern32,decision_rule,24h_prior,0.52,0.5150684931506849,-0.004931506849315,0.004931506849315,2.4319759804841672e-05,365
matern32,decision_rule,24h_prior,0.53,0.5287671232876713,-0.0012328767123287,0.0012328767123287,1.519984987802536e-06,365
matern32,decision_rule,24h_prior,0.54,0.5342465753424658,-0.0057534246575342,0.0057534246575342,3.310189528992317e-05,365
matern32,decision_rule,24h_prior,0.55,0.5506849315068493,0.0006849315068492,0.0006849315068492,4.691311690747554e-07,365
matern32,decision_rule,24h_prior,0.56,0.5589041095890411,-0.0010958904109589,0.0010958904109589,1.2009757928317144e-06,365
matern32,decision_rule,24h_prior,0.57,0.5616438356164384,-0.0083561643835615,0.0083561643835615,6.982548320510293e-05,365
matern32,decision_rule,24h_prior,0.58,0.5616438356164384,-0.0183561643835615,0.0183561643835615,0.0003369487708763,365
matern32,decision_rule,24h_prior,0.59,0.5780821917808219,-0.011917808219178,0.011917808219178,0.0001420341527491,365
matern32,decision_rule,24h_prior,0.6,0.589041095890411,-0.0109589041095889,0.0109589041095889,0.0001200975792831,365
matern32,decision_rule,24h_prior,0.61,0.5972602739726027,-0.0127397260273972,0.0127397260273972,0.0001623006192531,365
matern32,decision_rule,24h_prior,0.62,0.6082191780821918,-0.0117808219178081,0.0117808219178081,0.0001387877650591,365
matern32,decision_rule,24h_prior,0.63,0.6164383561643836,-0.0135616438356164,0.0135616438356164,0.0001839181835241,365
matern32,decision_rule,24h_prior,0.64,0.6246575342465753,-0.0153424657534246,0.0153424657534246,0.000235391255395,365
matern32,decision_rule,24h_prior,0.65,0.6328767123287671,-0.0171232876712329,0.0171232876712329,0.0002932069806717,365
matern32,decision_rule,24h_prior,0.66,0.6356164383561644,-0.0243835616438355,0.0243835616438355,0.0005945580784387,365
matern32,decision_rule,24h_prior,0.67,0.6465753424657534,-0.0234246575342466,0.0234246575342466,0.0005487145805967,365
matern32,decision_rule,24h_prior,0.68,0.6547945205479452,-0.0252054794520548,0.0252054794520548,0.0006353161944079,365
matern32,decision_rule,24h_prior,0.69,0.663013698630137,-0.0269863013698629,0.0269863013698629,0.000728260461625,365
matern32,decision_rule,24h_prior,0.7,0.673972602739726,-0.0260273972602739,0.0260273972602739,0.0006774254081441,365
matern32,decision_rule,24h_prior,0.71,0.6794520547945205,-0.0305479452054794,0.0305479452054794,0.0009331769562769,365
matern32,decision_rule,24h_prior,0.72,0.684931506849315,-0.0350684931506849,0.0350684931506849,0.0012297992118596,365
matern32,decision_rule,24h_prior,0.73,0.6876712328767123,-0.0423287671232877,0.0423287671232877,0.0017917245261775,365
matern32,decision_rule,24h_prior,0.74,0.6986301369863014,-0.0413698630136986,0.0413698630136986,0.0017114655657721,365
matern32,decision_rule,24h_prior,0.75,0.7013698630136986,-0.0486301369863013,0.0486301369863013,0.0023648902233064,365
matern32,decision_rule,24h_prior,0.76,0.7232876712328767,-0.0367123287671232,0.0367123287671232,0.0013477950835053,365
matern32,decision_rule,24h_prior,0.77,0.7287671232876712,-0.0412328767123287,0.0412328767123287,0.0017001501219741,365
matern32,decision_rule,24h_prior,0.78,0.7616438356164383,-0.0183561643835616,0.0183561643835616,0.0003369487708763,365
matern32,decision_rule,24h_prior,0.79,0.7643835616438356,-0.0256164383561644,0.0256164383561644,0.0006562019140551,365
matern32,decision_rule,24h_prior,0.8,0.7863013698630137,-0.0136986301369863,0.0136986301369863,0.0001876524676299,365
matern32,decision_rule,24h_prior,0.81,0.7917808219178082,-0.0182191780821918,0.0182191780821918,0.0003319384499906,365
matern32,decision_rule,24h_prior,0.82,0.8027397260273973,-0.0172602739726026,0.0172602739726026,0.0002979170576093,365
matern32,decision_rule,24h_prior,0.83,0.8027397260273973,-0.0272602739726026,0.0272602739726026,0.0007431225370613,365
matern32,decision_rule,24h_prior,0.84,0.821917808219178,-0.0180821917808219,0.0180821917808219,0.0003269656595984,365
matern32,decision_rule,24h_prior,0.85,0.8465753424657534,-0.0034246575342465,0.0034246575342465,1.1728279226871929e-05,365
matern32,decision_rule,24h_prior,0.86,0.8547945205479452,-0.0052054794520547,0.0052054794520547,2.7097016325764117e-05,365
matern32,decision_rule,24h_prior,0.87,0.8657534246575342,-0.0042465753424657,0.0042465753424657,1.8033402139238123e-05,365
matern32,decision_rule,24h_prior,0.88,0.873972602739726,-0.006027397260274,0.006027397260274,3.6329517733158697e-05,365
matern32,decision_rule,24h_prior,0.89,0.8794520547945206,-0.0105479452054794,0.0105479452054794,0.0001112591480577,365
matern32,decision_rule,24h_prior,0.9,0.8904109589041096,-0.0095890410958904,0.0095890410958904,9.194970913867548e-05,365
matern32,decision_rule,24h_prior,0.91,0.8931506849315068,-0.0168493150684931,0.0168493150684931,0.0002838994182773,365
matern32,decision_rule,24h_prior,0.92,0.9068493150684932,-0.0131506849315068,0.0131506849315068,0.0001729405141677,365
matern32,decision_rule,24h_prior,0.93,0.9178082191780822,-0.0121917808219178,0.0121917808219178,0.0001486395196096,365
matern32,decision_rule,24h_prior,0.94,0.9287671232876712,-0.0112328767123287,0.0112328767123287,0.0001261775192343,365
matern32,decision_rule,24h_prior,0.95,0.936986301369863,-0.0130136986301369,0.0130136986301369,0.000169356352036,365
matern32,decision_rule,24h_prior,0.96,0.9506849315068492,-0.0093150684931506,0.0093150684931506,8.677050103208828e-05,365
matern32,decision_rule,24h_prior,0.97,0.96986301369863,-0.0001369863013698,0.0001369863013698,1.8765246762984133e-08,365
matern32,decision_rule,24h_prior,0.98,0.9808219178082191,0.0008219178082191,0.0008219178082191,6.755488834677938e-07,365
matern32,decision_rule,24h_prior,0.99,0.9917808219178084,0.0017808219178082,0.0017808219178082,3.171326702946296e-06,365
matern32,decision_rule,12h_prior,0.01,0.0191780821917808,0.0091780821917808,0.0091780821917808,8.423719271908428e-05,365
matern32,decision_rule,12h_prior,0.02,0.0301369863013698,0.0101369863013698,0.0101369863013698,0.0001027584912741,365
matern32,decision_rule,12h_prior,0.03,0.0438356164383561,0.0138356164383561,0.0138356164383561,0.0001914242822293,365
matern32,decision_rule,12h_prior,0.04,0.0547945205479452,0.0147945205479452,0.0147945205479452,0.0002188778382435,365
matern32,decision_rule,12h_prior,0.05,0.0712328767123287,0.0212328767123287,0.0212328767123287,0.0004508350534809,365
matern32,decision_rule,12h_prior,0.06,0.0794520547945205,0.0194520547945205,0.0194520547945205,0.000378382435729,365
matern32,decision_rule,12h_prior,0.07,0.0931506849315068,0.0231506849315068,0.0231506849315068,0.0005359542127978,365
matern32,decision_rule,12h_prior,0.08,0.1041095890410958,0.0241095890410958,0.0241095890410958,0.0005812722837305,365
matern32,decision_rule,12h_prior,0.09,0.1095890410958904,0.0195890410958904,0.0195890410958904,0.0003837305310564,365
matern32,decision_rule,12h_prior,0.1,0.1232876712328767,0.0232876712328767,0.0232876712328767,0.0005423156314505,365
matern32,decision_rule,12h_prior,0.11,0.1424657534246575,0.0324657534246575,0.0324657534246575,0.0010540251454306,365
matern32,decision_rule,12h_prior,0.12,0.1506849315068493,0.0306849315068493,0.0306849315068493,0.00094156502158,365
matern32,decision_rule,12h_prior,0.13,0.1643835616438356,0.0343835616438356,0.0343835616438356,0.0011822293113154,365
matern32,decision_rule,12h_prior,0.14,0.1698630136986301,0.0298630136986301,0.0298630136986301,0.0008917995871645,365
matern32,decision_rule,12h_prior,0.15,0.1863013698630137,0.0363013698630137,0.0363013698630137,0.0013177894539313,365
matern32,decision_rule,12h_prior,0.16,0.2,0.04,0.04,0.0016,365
matern32,decision_rule,12h_prior,0.17,0.2054794520547945,0.0354794520547945,0.0354794520547945,0.0012587915181084,365
matern32,decision_rule,12h_prior,0.18,0.2164383561643835,0.0364383561643835,0.0364383561643835,0.0013277537999624,365
matern32,decision_rule,12h_prior,0.19,0.2246575342465753,0.0346575342465753,0.0346575342465753,0.0012011446800525,365
matern32,decision_rule,12h_prior,0.2,0.2383561643835616,0.0383561643835616,0.0383561643835616,0.0014711953462188,365
matern32,decision_rule,12h_prior,0.21,0.2465753424657534,0.0365753424657534,0.0365753424657534,0.0013377556764871,365
matern32,decision_rule,12h_prior,0.22,0.2493150684931507,0.0293150684931506,0.0293150684931506,0.0008593732407581,365
matern32,decision_rule,12h_prior,0.23,0.2602739726027397,0.0302739726027397,0.0302739726027397,0.0009165134171514,365
matern32,decision_rule,12h_prior,0.24,0.273972602739726,0.033972602739726,0.033972602739726,0.0011541377369112,365
matern32,decision_rule,12h_prior,0.25,0.2876712328767123,0.0376712328767123,0.0376712328767123,0.0014191217864514,365
matern32,decision_rule,12h_prior,0.26,0.2958904109589041,0.0358904109589041,0.0358904109589041,0.001288121598799,365
matern32,decision_rule,12h_prior,0.27,0.3068493150684931,0.0368493150684931,0.0368493150684931,0.001357872021017,365
matern32,decision_rule,12h_prior,0.28,0.3205479452054794,0.0405479452054794,0.0405479452054794,0.0016441358603865,365
matern32,decision_rule,12h_prior,0.29,0.336986301369863,0.046986301369863,0.046986301369863,0.0022077125164195,365
matern32,decision_rule,12h_prior,0.3,0.347945205479452,0.047945205479452,0.047945205479452,0.0022987427284668,365
matern32,decision_rule,12h_prior,0.31,0.3534246575342465,0.0434246575342465,0.0434246575342465,0.0018857008819665,365
matern32,decision_rule,12h_prior,0.32,0.3616438356164383,0.0416438356164383,0.0416438356164383,0.0017342090448489,365
matern32,decision_rule,12h_prior,0.33,0.3671232876712328,0.0371232876712328,0.0371232876712328,0.0013781384875211,365
matern32,decision_rule,12h_prior,0.34,0.3808219178082191,0.0408219178082191,0.0408219178082191,0.0016664289735409,365
matern32,decision_rule,12h_prior,0.35,0.3945205479452054,0.0445205479452054,0.0445205479452054,0.0019820791893413,365
matern32,decision_rule,12h_prior,0.36,0.4027397260273972,0.0427397260273972,0.0427397260273972,0.0018266841808969,365
matern32,decision_rule,12h_prior,0.37,0.4082191780821917,0.0382191780821917,0.0382191780821917,0.0014607055732782,365
matern32,decision_rule,12h_prior,0.38,0.410958904109589,0.030958904109589,0.030958904109589,0.0009584537436667,365
matern32,decision_rule,12h_prior,0.39,0.421917808219178,0.031917808219178,0.031917808219178,0.0010187464815162,365
matern32,decision_rule,12h_prior,0.4,0.4356164383561643,0.0356164383561643,0.0356164383561643,0.0012685306811784,365
matern32,decision_rule,12h_prior,0.41,0.4465753424657534,0.0365753424657534,0.0365753424657534,0.0013377556764871,365
matern32,decision_rule,12h_prior,0.42,0.4547945205479452,0.0347945205479452,0.0347945205479452,0.0012106586601613,365
matern32,decision_rule,12h_prior,0.43,0.4630136986301369,0.0330136986301369,0.0330136986301369,0.0010899042972415,365
matern32,decision_rule,12h_prior,0.44,0.4712328767123288,0.0312328767123287,0.0312328767123287,0.0009754925877275,365
matern32,decision_rule,12h_prior,0.45,0.4904109589041096,0.0404109589041095,0.0404109589041095,0.0016330455995496,365
matern32,decision_rule,12h_prior,0.46,0.4958904109589041,0.0358904109589041,0.0358904109589041,0.001288121598799,365
matern32,decision_rule,12h_prior,0.47,0.5123287671232877,0.0423287671232877,0.0423287671232877,0.0017917245261775,365
