sample_period,strategy_id,decision_rule,threshold,calendar_dates,available_rule_dates,trade_count,total_net_pnl_calendar,mean_date_net_pnl_calendar,standard_error_calendar
weather_plus_market_training,12h_prior|threshold=0.040,12h_prior,0.04,67,60,58,-1.8285000000000002,-0.027291044776119405,0.020635371038764422
weather_plus_market_training,12h_prior|threshold=0.050,12h_prior,0.05,67,60,56,-1.7185000000000004,-0.02564925373134329,0.02062727863850339
weather_plus_market_training,12h_prior|threshold=0.060,12h_prior,0.06,67,60,53,-1.5375,-0.022947761194029852,0.020575266771189222
weather_plus_market_training,12h_prior|threshold=0.070,12h_prior,0.07,67,60,48,-1.1725,-0.0175,0.0204501605933765
weather_plus_market_training,12h_prior|threshold=0.080,12h_prior,0.08,67,60,45,-0.8700000000000001,-0.012985074626865673,0.020278967951420094
weather_plus_market_training,12h_prior|threshold=0.090,12h_prior,0.09,67,60,44,-0.7150000000000001,-0.010671641791044777,0.020165135624023927
weather_plus_market_training,12h_prior|threshold=0.100,12h_prior,0.1,67,60,40,-0.4525,-0.006753731343283582,0.020081233076759047
weather_plus_market_training,12h_prior|threshold=0.110,12h_prior,0.11,67,60,35,-0.09,-0.0013432835820895521,0.019906061072142635
weather_plus_market_training,12h_prior|threshold=0.120,12h_prior,0.12,67,60,31,0.1899999999999999,0.0028358208955223865,0.019762781870739557
weather_plus_market_training,12h_prior|threshold=0.130,12h_prior,0.13,67,60,23,-0.06150000000000015,-0.0009179104477611963,0.015405170137403185
weather_plus_market_training,12h_prior|threshold=0.140,12h_prior,0.14,67,60,19,0.20949999999999996,0.0031268656716417903,0.015243884016844062
weather_plus_market_training,12h_prior|threshold=0.150,12h_prior,0.15,67,60,16,0.42400000000000004,0.006328358208955225,0.015075921808955289
weather_plus_market_training,12h_prior|threshold=0.160,12h_prior,0.16,67,60,12,0.3899999999999999,0.005820895522388059,0.014508881937490717
weather_plus_market_training,12h_prior|threshold=0.170,12h_prior,0.17,67,60,10,0.49799999999999994,0.007432835820895521,0.014448159390059325
weather_plus_market_training,12h_prior|threshold=0.180,12h_prior,0.18,67,60,6,0.7164999999999999,0.010694029850746268,0.014314049466307995
weather_plus_market_training,12h_prior|threshold=0.190,12h_prior,0.19,67,60,5,0.7925,0.011828358208955224,0.014254779135584577
weather_plus_market_training,12h_prior|threshold=0.200,12h_prior,0.2,67,60,2,-0.10950000000000001,-0.0016343283582089553,0.001167389229443367
weather_plus_market_training,12h_prior|threshold=0.210,12h_prior,0.21,67,60,2,-0.10950000000000001,-0.0016343283582089553,0.001167389229443367
weather_plus_market_training,12h_prior|threshold=0.220,12h_prior,0.22,67,60,2,-0.10950000000000001,-0.0016343283582089553,0.001167389229443367
weather_plus_market_training,12h_prior|threshold=0.230,12h_prior,0.23,67,60,1,-0.065,-0.0009701492537313433,0.000970149253731344
weather_plus_market_training,12h_prior|threshold=0.240,12h_prior,0.24,67,60,1,-0.065,-0.0009701492537313433,0.000970149253731344
weather_plus_market_training,12h_prior|threshold=0.250,12h_prior,0.25,67,60,1,-0.065,-0.0009701492537313433,0.000970149253731344
weather_plus_market_training,6h_prior|threshold=0.000,6h_prior,0.0,67,58,58,3.4285,0.051171641791044775,0.03755763933345639
weather_plus_market_training,6h_prior|threshold=0.010,6h_prior,0.01,67,58,58,3.4285,0.051171641791044775,0.03755763933345639
weather_plus_market_training,6h_prior|threshold=0.020,6h_prior,0.02,67,58,58,3.4285,0.051171641791044775,0.03755763933345639
weather_plus_market_training,6h_prior|threshold=0.030,6h_prior,0.03,67,58,57,3.479,0.05192537313432836,0.037534279905083325
weather_plus_market_training,6h_prior|threshold=0.040,6h_prior,0.04,67,58,56,3.529,0.052671641791044777,0.03751098670993376
weather_plus_market_training,6h_prior|threshold=0.050,6h_prior,0.05,67,58,56,3.529,0.052671641791044777,0.03751098670993376
weather_plus_market_training,6h_prior|threshold=0.060,6h_prior,0.06,67,58,56,3.529,0.052671641791044777,0.03751098670993376
weather_plus_market_training,6h_prior|threshold=0.070,6h_prior,0.07,67,58,54,3.7209999999999996,0.055537313432835814,0.03738602657982662
weather_plus_market_training,6h_prior|threshold=0.080,6h_prior,0.08,67,58,52,3.006,0.04486567164179104,0.035546259827909155
weather_plus_market_training,6h_prior|threshold=0.090,6h_prior,0.09,67,58,51,3.3209999999999997,0.04956716417910447,0.03513361279492601
weather_plus_market_training,6h_prior|threshold=0.100,6h_prior,0.1,67,58,47,1.6649999999999998,0.024850746268656715,0.029954426063020595
weather_plus_market_training,6h_prior|threshold=0.110,6h_prior,0.11,67,58,42,1.1395,0.017007462686567165,0.026532093783059003
weather_plus_market_training,6h_prior|threshold=0.120,6h_prior,0.12,67,58,34,1.2304999999999997,0.01836567164179104,0.026163788416392962
weather_plus_market_training,6h_prior|threshold=0.130,6h_prior,0.13,67,58,29,0.5789999999999997,0.008641791044776116,0.021687753210051692
weather_plus_market_training,6h_prior|threshold=0.140,6h_prior,0.14,67,58,22,1.0479999999999996,0.015641791044776112,0.02142285182937097
weather_plus_market_training,6h_prior|threshold=0.150,6h_prior,0.15,67,58,21,1.1829999999999998,0.017656716417910445,0.02130259529652711
weather_plus_market_training,6h_prior|threshold=0.160,6h_prior,0.16,67,58,18,0.4429999999999998,0.006611940298507459,0.01655097392229585
weather_plus_market_training,6h_prior|threshold=0.170,6h_prior,0.17,67,58,18,0.4429999999999998,0.006611940298507459,0.01655097392229585
weather_plus_market_training,6h_prior|threshold=0.180,6h_prior,0.18,67,58,14,0.6634999999999999,0.009902985074626863,0.016439413727391813
weather_plus_market_training,6h_prior|threshold=0.190,6h_prior,0.19,67,58,9,-0.06900000000000003,-0.0010298507462686572,0.00883687972679604
weather_plus_market_training,6h_prior|threshold=0.200,6h_prior,0.2,67,58,7,0.01149999999999999,0.00017164179104477595,0.008795502943585451
weather_plus_market_training,6h_prior|threshold=0.210,6h_prior,0.21,67,58,7,0.01149999999999999,0.00017164179104477595,0.008795502943585451
weather_plus_market_training,6h_prior|threshold=0.220,6h_prior,0.22,67,58,6,0.05149999999999999,0.0007686567164179103,0.008774425289617091
weather_plus_market_training,6h_prior|threshold=0.230,6h_prior,0.23,67,58,5,0.08700000000000002,0.0012985074626865674,0.008757222642246086
weather_plus_market_training,6h_prior|threshold=0.240,6h_prior,0.24,67,58,5,0.08700000000000002,0.0012985074626865674,0.008757222642246086
weather_plus_market_training,6h_prior|threshold=0.250,6h_prior,0.25,67,58,5,0.08700000000000002,0.0012985074626865674,0.008757222642246086
weather_plus_market_training,event_day_open|threshold=0.000,event_day_open,0.0,67,63,63,5.266500000000001,0.07860447761194031,0.04117671805281776
weather_plus_market_training,event_day_open|threshold=0.010,event_day_open,0.01,67,63,63,5.266500000000001,0.07860447761194031,0.04117671805281776
weather_plus_market_training,event_day_open|threshold=0.020,event_day_open,0.02,67,63,63,5.266500000000001,0.07860447761194031,0.04117671805281776
weather_plus_market_training,event_day_open|threshold=0.030,event_day_open,0.03,67,63,62,5.290000000000001,0.07895522388059703,0.041165032457867304
weather_plus_market_training,event_day_open|threshold=0.040,event_day_open,0.04,67,63,62,5.290000000000001,0.07895522388059703,0.041165032457867304
weather_plus_market_training,event_day_open|threshold=0.050,event_day_open,0.05,67,63,62,5.290000000000001,0.07895522388059703,0.041165032457867304
weather_plus_market_training,event_day_open|threshold=0.060,event_day_open,0.06,67,63,62,5.290000000000001,0.07895522388059703,0.041165032457867304
weather_plus_market_training,event_day_open|threshold=0.070,event_day_open,0.07,67,63,60,5.401000000000001,0.08061194029850748,0.041098911341343775
weather_plus_market_training,event_day_open|threshold=0.080,event_day_open,0.08,67,63,57,5.631999999999999,0.08405970149253729,0.04094019079512797
weather_plus_market_training,event_day_open|threshold=0.090,event_day_open,0.09,67,63,56,5.732,0.08555223880597015,0.0408656599547567
weather_plus_market_training,event_day_open|threshold=0.100,event_day_open,0.1,67,63,51,5.377,0.08025373134328358,0.03918590283676428
weather_plus_market_training,event_day_open|threshold=0.110,event_day_open,0.11,67,63,48,5.4685,0.08161940298507463,0.03913498784728766
weather_plus_market_training,event_day_open|threshold=0.120,event_day_open,0.12,67,63,42,4.495,0.06708955223880597,0.036762292955286324
weather_plus_market_training,event_day_open|threshold=0.130,event_day_open,0.13,67,63,37,2.8070000000000004,0.04189552238805971,0.0316919491374453
weather_plus_market_training,event_day_open|threshold=0.140,event_day_open,0.14,67,63,28,1.801,0.026880597014925373,0.02482499599651676
weather_plus_market_training,event_day_open|threshold=0.150,event_day_open,0.15,67,63,25,1.9275,0.02876865671641791,0.024760856041328428
weather_plus_market_training,event_day_open|threshold=0.160,event_day_open,0.16,67,63,23,2.0015,0.02987313432835821,0.024728186169534174
weather_plus_market_training,event_day_open|threshold=0.170,event_day_open,0.17,67,63,18,0.43450000000000005,0.006485074626865673,0.016952210111116202
weather_plus_market_training,event_day_open|threshold=0.180,event_day_open,0.18,67,63,14,0.884,0.013194029850746268,0.01648805453873111
weather_plus_market_training,event_day_open|threshold=0.190,event_day_open,0.19,67,63,13,0.9605,0.014335820895522388,0.0164333879699097
weather_plus_market_training,event_day_open|threshold=0.200,event_day_open,0.2,67,63,10,1.1425,0.01705223880597015,0.016306040113407347
weather_plus_market_training,event_day_open|threshold=0.210,event_day_open,0.21,67,63,7,1.3075,0.01951492537313433,0.01619953797322779
weather_plus_market_training,event_day_open|threshold=0.220,event_day_open,0.22,67,63,4,0.4169999999999999,0.006223880597014925,0.0072778596766096566
weather_plus_market_training,event_day_open|threshold=0.230,event_day_open,0.23,67,63,4,0.4169999999999999,0.006223880597014925,0.0072778596766096566
weather_plus_market_training,event_day_open|threshold=0.240,event_day_open,0.24,67,63,4,0.4169999999999999,0.006223880597014925,0.0072778596766096566
weather_plus_market_training,event_day_open|threshold=0.250,event_day_open,0.25,67,63,3,0.43999999999999995,0.006567164179104477,0.0072650590303158695
