omitted_target_date,decision_rule,selected_threshold,full_sample_frozen_threshold,threshold_change,selected_primary_rule,rule_is_primary,selection_score,training_dates_after_omission,training_trades_after_omission
2026-05-24,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-24,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-24,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.006013686036880392,57,47
2026-05-24,event_day_open,0.12,0.12,0.0,event_day_open,True,0.03282967860240515,62,42
2026-05-25,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-25,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-25,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.0040943291399731,57,46
2026-05-25,event_day_open,0.12,0.12,0.0,event_day_open,True,0.034009161904304634,62,41
2026-05-26,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-26,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-26,6h_prior,0.12,0.12,0.0,event_day_open,False,-0.008504489424585676,57,33
2026-05-26,event_day_open,0.12,0.12,0.0,event_day_open,True,0.033575639971222884,62,41
2026-05-27,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-27,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-27,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.0052761248216283765,57,46
2026-05-27,event_day_open,0.12,0.12,0.0,event_day_open,True,0.032829678602405134,62,42
2026-05-28,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-28,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-28,6h_prior,0.12,0.12,0.0,event_day_open,False,-0.008285851457722957,57,33
2026-05-28,event_day_open,0.12,0.12,0.0,event_day_open,True,0.032829678602405134,62,42
2026-05-29,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-29,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-29,6h_prior,0.12,0.12,0.0,event_day_open,False,-0.0091869898962148,57,34
2026-05-29,event_day_open,0.12,0.12,0.0,event_day_open,True,0.032829678602405134,62,42
2026-05-30,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-30,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-30,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.005385011859708022,57,46
2026-05-30,event_day_open,0.12,0.12,0.0,event_day_open,True,0.03418037787925269,62,41
2026-05-31,24h_prior,0.12,0.13,-0.010000000000000009,24h_prior,True,0.04127402449191328,54,26
2026-05-31,12h_prior,0.16,0.17,-0.010000000000000009,24h_prior,False,-0.008549477521611526,59,11
2026-05-31,6h_prior,0.12,0.12,0.0,24h_prior,False,-0.008468153554569053,57,33
2026-05-31,event_day_open,0.12,0.12,0.0,24h_prior,False,0.03405190208609631,62,41
