model,scope_type,scope_value,series,lag_days,autocorrelation,dates
rbf,overall,all_dates,squared_standardised_residual,3,0.1127278310652762,365
rbf,overall,all_dates,squared_standardised_residual,4,0.047761976249142524,365
rbf,overall,all_dates,squared_standardised_residual,5,0.034229227932466626,365
rbf,overall,all_dates,squared_standardised_residual,6,-0.018619526964856647,365
rbf,overall,all_dates,squared_standardised_residual,7,0.031270109408956484,365
rbf,overall,all_dates,squared_standardised_residual,8,-0.09308704206624255,365
rbf,overall,all_dates,squared_standardised_residual,9,0.00822910262142734,365
rbf,overall,all_dates,squared_standardised_residual,10,0.014008776402531934,365
rbf,overall,all_dates,squared_standardised_residual,11,-0.0454956696351571,365
rbf,overall,all_dates,squared_standardised_residual,12,-0.005226039342088687,365
rbf,overall,all_dates,squared_standardised_residual,13,0.06625421060424048,365
rbf,overall,all_dates,squared_standardised_residual,14,0.14512545791712878,365
rbf,decision_rule,24h_prior,standardised_residual,1,0.5011477239243145,365
rbf,decision_rule,24h_prior,standardised_residual,2,0.3381937564612793,365
rbf,decision_rule,24h_prior,standardised_residual,3,0.31923567203706144,365
rbf,decision_rule,24h_prior,standardised_residual,4,0.2721923532183138,365
rbf,decision_rule,24h_prior,standardised_residual,5,0.2630233242736122,365
rbf,decision_rule,24h_prior,standardised_residual,6,0.2730693865006085,365
rbf,decision_rule,24h_prior,standardised_residual,7,0.2370747448119818,365
rbf,decision_rule,24h_prior,standardised_residual,8,0.21068406923388683,365
rbf,decision_rule,24h_prior,standardised_residual,9,0.22888803214975942,365
rbf,decision_rule,24h_prior,standardised_residual,10,0.20120748513811085,365
rbf,decision_rule,24h_prior,standardised_residual,11,0.17116950887637686,365
rbf,decision_rule,24h_prior,standardised_residual,12,0.21800690760808628,365
rbf,decision_rule,24h_prior,standardised_residual,13,0.18951281993549923,365
rbf,decision_rule,24h_prior,standardised_residual,14,0.14679836480612266,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,1,0.2271625943420332,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,2,0.11991370766437662,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,3,0.13098145022725508,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,4,0.050004217772713924,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,5,0.0014356293748143264,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,6,-0.005643025744991209,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,7,-0.0127259178293131,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,8,-0.11491956836572607,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,9,0.03589349002847913,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,10,0.005945627376872497,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,11,-0.058882851013133626,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,12,-4.357628190296249e-05,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,13,0.05956353505912242,365
rbf,decision_rule,24h_prior,absolute_standardised_residual,14,0.0967113939114882,365
rbf,decision_rule,24h_prior,squared_standardised_residual,1,0.30847182718958144,365
rbf,decision_rule,24h_prior,squared_standardised_residual,2,0.1519112446931617,365
rbf,decision_rule,24h_prior,squared_standardised_residual,3,0.14938043858364433,365
rbf,decision_rule,24h_prior,squared_standardised_residual,4,0.07729179729717842,365
rbf,decision_rule,24h_prior,squared_standardised_residual,5,0.0114480945053859,365
rbf,decision_rule,24h_prior,squared_standardised_residual,6,-0.014194865823548957,365
rbf,decision_rule,24h_prior,squared_standardised_residual,7,-0.020778368698460777,365
rbf,decision_rule,24h_prior,squared_standardised_residual,8,-0.1090877587065066,365
rbf,decision_rule,24h_prior,squared_standardised_residual,9,-0.004635964091624781,365
rbf,decision_rule,24h_prior,squared_standardised_residual,10,-0.009682819241936024,365
rbf,decision_rule,24h_prior,squared_standardised_residual,11,-0.04851735301680526,365
rbf,decision_rule,24h_prior,squared_standardised_residual,12,-0.032346982999664306,365
rbf,decision_rule,24h_prior,squared_standardised_residual,13,0.0587758804198293,365
rbf,decision_rule,24h_prior,squared_standardised_residual,14,0.08157357140760693,365
rbf,decision_rule,12h_prior,standardised_residual,1,0.48174368441502824,365
rbf,decision_rule,12h_prior,standardised_residual,2,0.33012898685950987,365
rbf,decision_rule,12h_prior,standardised_residual,3,0.2864299821791062,365
rbf,decision_rule,12h_prior,standardised_residual,4,0.24534033217466256,365
rbf,decision_rule,12h_prior,standardised_residual,5,0.22349004192916283,365
rbf,decision_rule,12h_prior,standardised_residual,6,0.25006105306290616,365
rbf,decision_rule,12h_prior,standardised_residual,7,0.15601895453485967,365
rbf,decision_rule,12h_prior,standardised_residual,8,0.15536081750502986,365
rbf,decision_rule,12h_prior,standardised_residual,9,0.15840873002718459,365
rbf,decision_rule,12h_prior,standardised_residual,10,0.15123628715606105,365
rbf,decision_rule,12h_prior,standardised_residual,11,0.1369575975181502,365
rbf,decision_rule,12h_prior,standardised_residual,12,0.2056424866595587,365
rbf,decision_rule,12h_prior,standardised_residual,13,0.2510832769186522,365
rbf,decision_rule,12h_prior,standardised_residual,14,0.1892357132742455,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,1,0.1905624118923654,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,2,0.12691329925010525,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,3,0.11188932710888544,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,4,-0.02119782571458592,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,5,0.009199518465921888,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,6,0.01553476955559469,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,7,0.08038456893768287,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,8,-0.07589401889460023,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,9,0.0359517446800466,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,10,0.028508665662027338,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,11,-0.03642023627710656,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,12,0.009900654254700977,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,13,0.01865222757107568,365
rbf,decision_rule,12h_prior,absolute_standardised_residual,14,0.10124376134812539,365
rbf,decision_rule,12h_prior,squared_standardised_residual,1,0.1867806871133287,365
rbf,decision_rule,12h_prior,squared_standardised_residual,2,0.13014771532086628,365
rbf,decision_rule,12h_prior,squared_standardised_residual,3,0.06843786572417816,365
rbf,decision_rule,12h_prior,squared_standardised_residual,4,0.01700421030450102,365
rbf,decision_rule,12h_prior,squared_standardised_residual,5,0.03301339098701869,365
rbf,decision_rule,12h_prior,squared_standardised_residual,6,-0.014670895351993044,365
rbf,decision_rule,12h_prior,squared_standardised_residual,7,0.04014124272383741,365
rbf,decision_rule,12h_prior,squared_standardised_residual,8,-0.0806117535227383,365
rbf,decision_rule,12h_prior,squared_standardised_residual,9,0.0052803935938683984,365
rbf,decision_rule,12h_prior,squared_standardised_residual,10,0.00010668278653627337,365
rbf,decision_rule,12h_prior,squared_standardised_residual,11,-0.06731732240368961,365
rbf,decision_rule,12h_prior,squared_standardised_residual,12,-0.00885418979785652,365
rbf,decision_rule,12h_prior,squared_standardised_residual,13,0.03298134351703154,365
rbf,decision_rule,12h_prior,squared_standardised_residual,14,0.15317081192870718,365
rbf,decision_rule,6h_prior,standardised_residual,1,0.4868408112490928,365
rbf,decision_rule,6h_prior,standardised_residual,2,0.33937833470640333,365
rbf,decision_rule,6h_prior,standardised_residual,3,0.2991234981381876,365
rbf,decision_rule,6h_prior,standardised_residual,4,0.2674170666097894,365
rbf,decision_rule,6h_prior,standardised_residual,5,0.21975215413036508,365
rbf,decision_rule,6h_prior,standardised_residual,6,0.2294854044455716,365
rbf,decision_rule,6h_prior,standardised_residual,7,0.14391163024457498,365
rbf,decision_rule,6h_prior,standardised_residual,8,0.16444033532592736,365
rbf,decision_rule,6h_prior,standardised_residual,9,0.12997716667944345,365
rbf,decision_rule,6h_prior,standardised_residual,10,0.1410233249952521,365
rbf,decision_rule,6h_prior,standardised_residual,11,0.13803068338620214,365
rbf,decision_rule,6h_prior,standardised_residual,12,0.1799543045393772,365
rbf,decision_rule,6h_prior,standardised_residual,13,0.25430031852564633,365
rbf,decision_rule,6h_prior,standardised_residual,14,0.16084246015099904,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,1,0.20225488196739308,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,2,0.12764807857115318,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,3,0.11657849376998039,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,4,0.012884443666723807,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,5,-0.007341075113850323,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,6,0.0010176141981236054,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,7,0.08269397674254655,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,8,-0.07324678663235322,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,9,0.03249535315753772,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,10,0.024639264149362426,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,11,-0.04901256111444452,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,12,-0.003716352732895686,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,13,0.019919738270692426,365
rbf,decision_rule,6h_prior,absolute_standardised_residual,14,0.11251941431473152,365
rbf,decision_rule,6h_prior,squared_standardised_residual,1,0.17883681322057213,365
rbf,decision_rule,6h_prior,squared_standardised_residual,2,0.12515582201665712,365
rbf,decision_rule,6h_prior,squared_standardised_residual,3,0.07656142462509995,365
rbf,decision_rule,6h_prior,squared_standardised_residual,4,0.04537212688356848,365
rbf,decision_rule,6h_prior,squared_standardised_residual,5,0.03697263288593888,365
rbf,decision_rule,6h_prior,squared_standardised_residual,6,-0.012686604913200174,365
rbf,decision_rule,6h_prior,squared_standardised_residual,7,0.04822678382519892,365
rbf,decision_rule,6h_prior,squared_standardised_residual,8,-0.07872657365192748,365
rbf,decision_rule,6h_prior,squared_standardised_residual,9,0.005018564093360799,365
rbf,decision_rule,6h_prior,squared_standardised_residual,10,-0.0030707909503144715,365
rbf,decision_rule,6h_prior,squared_standardised_residual,11,-0.0750988041651667,365
rbf,decision_rule,6h_prior,squared_standardised_residual,12,-0.022165706698022945,365
rbf,decision_rule,6h_prior,squared_standardised_residual,13,0.04106647388040388,365
rbf,decision_rule,6h_prior,squared_standardised_residual,14,0.14910369644567284,365
rbf,decision_rule,event_day_open,standardised_residual,1,0.47794849884239876,365
rbf,decision_rule,event_day_open,standardised_residual,2,0.2874386879050473,365
rbf,decision_rule,event_day_open,standardised_residual,3,0.31571882808083884,365
rbf,decision_rule,event_day_open,standardised_residual,4,0.2779103906836623,365
rbf,decision_rule,event_day_open,standardised_residual,5,0.23499889509740987,365
rbf,decision_rule,event_day_open,standardised_residual,6,0.22780485755359098,365
rbf,decision_rule,event_day_open,standardised_residual,7,0.16316909404245475,365
rbf,decision_rule,event_day_open,standardised_residual,8,0.16682447282871662,365
rbf,decision_rule,event_day_open,standardised_residual,9,0.19223728311059096,365
rbf,decision_rule,event_day_open,standardised_residual,10,0.16952426652912866,365
rbf,decision_rule,event_day_open,standardised_residual,11,0.1468934723719825,365
rbf,decision_rule,event_day_open,standardised_residual,12,0.16608129751099274,365
rbf,decision_rule,event_day_open,standardised_residual,13,0.21320162475175228,365
rbf,decision_rule,event_day_open,standardised_residual,14,0.16215255638592244,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,1,0.1848927361636025,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,2,0.07630187782137825,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,3,0.12384656342093041,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,4,0.0005040933710672764,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,5,0.02543689720616139,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,6,0.013701135502261468,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,7,0.02735197318299806,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,8,-0.042930306818383814,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,9,0.032189049234112886,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,10,0.0727094053823895,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,11,0.04161420771502829,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,12,0.027504450677538702,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,13,0.03230495233444414,365
rbf,decision_rule,event_day_open,absolute_standardised_residual,14,0.09074657418306126,365
rbf,decision_rule,event_day_open,squared_standardised_residual,1,0.16455144348348913,365
rbf,decision_rule,event_day_open,squared_standardised_residual,2,0.048060727551308205,365
rbf,decision_rule,event_day_open,squared_standardised_residual,3,0.09825615564454249,365
rbf,decision_rule,event_day_open,squared_standardised_residual,4,0.024500605647550484,365
rbf,decision_rule,event_day_open,squared_standardised_residual,5,0.06323760236412014,365
rbf,decision_rule,event_day_open,squared_standardised_residual,6,-0.00934107982413416,365
rbf,decision_rule,event_day_open,squared_standardised_residual,7,0.040189304393428806,365
rbf,decision_rule,event_day_open,squared_standardised_residual,8,-0.03963658319084067,365
rbf,decision_rule,event_day_open,squared_standardised_residual,9,0.02892074520360215,365
rbf,decision_rule,event_day_open,squared_standardised_residual,10,0.058907302354563734,365
rbf,decision_rule,event_day_open,squared_standardised_residual,11,0.006110731880693929,365
rbf,decision_rule,event_day_open,squared_standardised_residual,12,-0.0018030216789799351,365
rbf,decision_rule,event_day_open,squared_standardised_residual,13,0.06102839382881232,365
rbf,decision_rule,event_day_open,squared_standardised_residual,14,0.08182816269024684,365
matern,overall,all_dates,standardised_residual,1,0.5097679178714232,365
matern,overall,all_dates,standardised_residual,2,0.33006808154995276,365
matern,overall,all_dates,standardised_residual,3,0.30340121391353814,365
matern,overall,all_dates,standardised_residual,4,0.25624174214591733,365
matern,overall,all_dates,standardised_residual,5,0.2396204330123722,365
matern,overall,all_dates,standardised_residual,6,0.2417460715650196,365
matern,overall,all_dates,standardised_residual,7,0.16787717933212734,365
matern,overall,all_dates,standardised_residual,8,0.1641982400289047,365
matern,overall,all_dates,standardised_residual,9,0.16505268420918065,365
matern,overall,all_dates,standardised_residual,10,0.1551368405068708,365
matern,overall,all_dates,standardised_residual,11,0.14497354028639042,365
matern,overall,all_dates,standardised_residual,12,0.1923443990351643,365
matern,overall,all_dates,standardised_residual,13,0.230537468299614,365
matern,overall,all_dates,standardised_residual,14,0.16005307785699047,365
matern,overall,all_dates,absolute_standardised_residual,1,0.24354867331107702,365
matern,overall,all_dates,absolute_standardised_residual,2,0.1502979558014403,365
matern,overall,all_dates,absolute_standardised_residual,3,0.15925731751714195,365
matern,overall,all_dates,absolute_standardised_residual,4,0.028149441183889217,365
matern,overall,all_dates,absolute_standardised_residual,5,0.024566607370075853,365
matern,overall,all_dates,absolute_standardised_residual,6,0.017048227242570817,365
matern,overall,all_dates,absolute_standardised_residual,7,0.07715410484898011,365
matern,overall,all_dates,absolute_standardised_residual,8,-0.06518483635005556,365
matern,overall,all_dates,absolute_standardised_residual,9,0.057486714785255175,365
matern,overall,all_dates,absolute_standardised_residual,10,0.053813571721678964,365
matern,overall,all_dates,absolute_standardised_residual,11,-0.005533770598296117,365
matern,overall,all_dates,absolute_standardised_residual,12,0.04349666435063528,365
matern,overall,all_dates,absolute_standardised_residual,13,0.059296772299807884,365
matern,overall,all_dates,absolute_standardised_residual,14,0.12767359634626696,365
matern,overall,all_dates,squared_standardised_residual,1,0.2382560017614505,365
matern,overall,all_dates,squared_standardised_residual,2,0.13967266001367448,365
matern,overall,all_dates,squared_standardised_residual,3,0.12312935452158331,365
matern,overall,all_dates,squared_standardised_residual,4,0.056322813191295396,365
matern,overall,all_dates,squared_standardised_residual,5,0.050943610200415684,365
matern,overall,all_dates,squared_standardised_residual,6,-0.004409591004360466,365
matern,overall,all_dates,squared_standardised_residual,7,0.05506657195496691,365
matern,overall,all_dates,squared_standardised_residual,8,-0.07224902413946727,365
matern,overall,all_dates,squared_standardised_residual,9,0.02128817994183615,365
matern,overall,all_dates,squared_standardised_residual,10,0.026713966645965957,365
matern,overall,all_dates,squared_standardised_residual,11,-0.033104217129278767,365
matern,overall,all_dates,squared_standardised_residual,12,0.007481479432761091,365
matern,overall,all_dates,squared_standardised_residual,13,0.07767195981985829,365
matern,overall,all_dates,squared_standardised_residual,14,0.14364569233420932,365
matern,decision_rule,24h_prior,standardised_residual,1,0.4907884072153389,365
matern,decision_rule,24h_prior,standardised_residual,2,0.3250726092640807,365
matern,decision_rule,24h_prior,standardised_residual,3,0.30572933907153227,365
matern,decision_rule,24h_prior,standardised_residual,4,0.25928624558050534,365
matern,decision_rule,24h_prior,standardised_residual,5,0.25255004997251806,365
matern,decision_rule,24h_prior,standardised_residual,6,0.2628663522815475,365
matern,decision_rule,24h_prior,standardised_residual,7,0.2250318823443806,365
matern,decision_rule,24h_prior,standardised_residual,8,0.1987938381981723,365
matern,decision_rule,24h_prior,standardised_residual,9,0.21829189154109985,365
matern,decision_rule,24h_prior,standardised_residual,10,0.18836366841521324,365
matern,decision_rule,24h_prior,standardised_residual,11,0.1569288088997047,365
matern,decision_rule,24h_prior,standardised_residual,12,0.204420016461742,365
matern,decision_rule,24h_prior,standardised_residual,13,0.17645336689303476,365
matern,decision_rule,24h_prior,standardised_residual,14,0.13335421549508522,365
matern,decision_rule,24h_prior,absolute_standardised_residual,1,0.2434233462199989,365
matern,decision_rule,24h_prior,absolute_standardised_residual,2,0.1367357042161849,365
matern,decision_rule,24h_prior,absolute_standardised_residual,3,0.14641362020942666,365
matern,decision_rule,24h_prior,absolute_standardised_residual,4,0.05647794781155294,365
matern,decision_rule,24h_prior,absolute_standardised_residual,5,0.012701663188751426,365
matern,decision_rule,24h_prior,absolute_standardised_residual,6,0.006447389386370497,365
matern,decision_rule,24h_prior,absolute_standardised_residual,7,-0.0046103112852831215,365
matern,decision_rule,24h_prior,absolute_standardised_residual,8,-0.10103812882387044,365
matern,decision_rule,24h_prior,absolute_standardised_residual,9,0.045536800176547106,365
matern,decision_rule,24h_prior,absolute_standardised_residual,10,0.012155029234144844,365
matern,decision_rule,24h_prior,absolute_standardised_residual,11,-0.0449515297832639,365
matern,decision_rule,24h_prior,absolute_standardised_residual,12,0.011991807396756706,365
matern,decision_rule,24h_prior,absolute_standardised_residual,13,0.06362752973693264,365
matern,decision_rule,24h_prior,absolute_standardised_residual,14,0.10264467816369355,365
matern,decision_rule,24h_prior,squared_standardised_residual,1,0.3192927069562288,365
matern,decision_rule,24h_prior,squared_standardised_residual,2,0.15757603097315626,365
matern,decision_rule,24h_prior,squared_standardised_residual,3,0.15689061416585134,365
matern,decision_rule,24h_prior,squared_standardised_residual,4,0.0859297476239173,365
matern,decision_rule,24h_prior,squared_standardised_residual,5,0.021411113314932697,365
matern,decision_rule,24h_prior,squared_standardised_residual,6,-0.0067607353819247,365
matern,decision_rule,24h_prior,squared_standardised_residual,7,-0.014240180094897015,365
matern,decision_rule,24h_prior,squared_standardised_residual,8,-0.10037195805352625,365
matern,decision_rule,24h_prior,squared_standardised_residual,9,-0.0003227942158502886,365
matern,decision_rule,24h_prior,squared_standardised_residual,10,0.00045946392460524454,365
matern,decision_rule,24h_prior,squared_standardised_residual,11,-0.039976995803874926,365
matern,decision_rule,24h_prior,squared_standardised_residual,12,-0.026301286862170484,365
matern,decision_rule,24h_prior,squared_standardised_residual,13,0.060533747760314394,365
matern,decision_rule,24h_prior,squared_standardised_residual,14,0.08503276147432359,365
matern,decision_rule,12h_prior,standardised_residual,1,0.47801331871793545,365
matern,decision_rule,12h_prior,standardised_residual,2,0.31827734743830954,365
matern,decision_rule,12h_prior,standardised_residual,3,0.2664681811500782,365
matern,decision_rule,12h_prior,standardised_residual,4,0.22762435233941256,365
matern,decision_rule,12h_prior,standardised_residual,5,0.21074953235126045,365
matern,decision_rule,12h_prior,standardised_residual,6,0.2309223008791487,365
matern,decision_rule,12h_prior,standardised_residual,7,0.1385657751425489,365
matern,decision_rule,12h_prior,standardised_residual,8,0.13801405162059582,365
matern,decision_rule,12h_prior,standardised_residual,9,0.1379393455488223,365
matern,decision_rule,12h_prior,standardised_residual,10,0.13276010125938353,365
matern,decision_rule,12h_prior,standardised_residual,11,0.12069058080022795,365
matern,decision_rule,12h_prior,standardised_residual,12,0.19107566725970535,365
matern,decision_rule,12h_prior,standardised_residual,13,0.24297232163214588,365
matern,decision_rule,12h_prior,standardised_residual,14,0.1791899916330977,365
matern,decision_rule,12h_prior,absolute_standardised_residual,1,0.20381355466457282,365
matern,decision_rule,12h_prior,absolute_standardised_residual,2,0.13298294239612024,365
matern,decision_rule,12h_prior,absolute_standardised_residual,3,0.10863601800560825,365
matern,decision_rule,12h_prior,absolute_standardised_residual,4,-0.016995702677224615,365
matern,decision_rule,12h_prior,absolute_standardised_residual,5,0.02528850058502522,365
matern,decision_rule,12h_prior,absolute_standardised_residual,6,0.02738306964342264,365
matern,decision_rule,12h_prior,absolute_standardised_residual,7,0.10204844232366193,365
matern,decision_rule,12h_prior,absolute_standardised_residual,8,-0.05389626235438055,365
matern,decision_rule,12h_prior,absolute_standardised_residual,9,0.04650885971389353,365
matern,decision_rule,12h_prior,absolute_standardised_residual,10,0.03927480403324418,365
matern,decision_rule,12h_prior,absolute_standardised_residual,11,-0.024614135259190244,365
matern,decision_rule,12h_prior,absolute_standardised_residual,12,0.020685170433039152,365
matern,decision_rule,12h_prior,absolute_standardised_residual,13,0.03679405450626285,365
matern,decision_rule,12h_prior,absolute_standardised_residual,14,0.10977719058682332,365
matern,decision_rule,12h_prior,squared_standardised_residual,1,0.20150818913647137,365
matern,decision_rule,12h_prior,squared_standardised_residual,2,0.1298881375210702,365
matern,decision_rule,12h_prior,squared_standardised_residual,3,0.06783202264678381,365
matern,decision_rule,12h_prior,squared_standardised_residual,4,0.018247755978438248,365
matern,decision_rule,12h_prior,squared_standardised_residual,5,0.05103760324015429,365
matern,decision_rule,12h_prior,squared_standardised_residual,6,-0.0031313555020507943,365
matern,decision_rule,12h_prior,squared_standardised_residual,7,0.06562236330372312,365
matern,decision_rule,12h_prior,squared_standardised_residual,8,-0.05966146235031674,365
matern,decision_rule,12h_prior,squared_standardised_residual,9,0.020887146712470377,365
matern,decision_rule,12h_prior,squared_standardised_residual,10,0.01196821784430765,365
matern,decision_rule,12h_prior,squared_standardised_residual,11,-0.05897727804756011,365
matern,decision_rule,12h_prior,squared_standardised_residual,12,0.0024227817124871883,365
matern,decision_rule,12h_prior,squared_standardised_residual,13,0.05184652198377651,365
matern,decision_rule,12h_prior,squared_standardised_residual,14,0.1556297119215655,365
matern,decision_rule,6h_prior,standardised_residual,1,0.4844802737871386,365
matern,decision_rule,6h_prior,standardised_residual,2,0.3293282815214354,365
matern,decision_rule,6h_prior,standardised_residual,3,0.2797317233105558,365
matern,decision_rule,6h_prior,standardised_residual,4,0.2497032305558685,365
matern,decision_rule,6h_prior,standardised_residual,5,0.20804821382713676,365
matern,decision_rule,6h_prior,standardised_residual,6,0.2104533364129968,365
matern,decision_rule,6h_prior,standardised_residual,7,0.12614271745955533,365
matern,decision_rule,6h_prior,standardised_residual,8,0.1475178273023992,365
matern,decision_rule,6h_prior,standardised_residual,9,0.10953278798626029,365
matern,decision_rule,6h_prior,standardised_residual,10,0.12209691730840029,365
matern,decision_rule,6h_prior,standardised_residual,11,0.1214315641284425,365
matern,decision_rule,6h_prior,standardised_residual,12,0.1658827634015249,365
matern,decision_rule,6h_prior,standardised_residual,13,0.2463631344652747,365
matern,decision_rule,6h_prior,standardised_residual,14,0.15011254901506782,365
matern,decision_rule,6h_prior,absolute_standardised_residual,1,0.21441501618818692,365
matern,decision_rule,6h_prior,absolute_standardised_residual,2,0.13403178631678753,365
matern,decision_rule,6h_prior,absolute_standardised_residual,3,0.11600276691276269,365
matern,decision_rule,6h_prior,absolute_standardised_residual,4,0.019259677383452904,365
matern,decision_rule,6h_prior,absolute_standardised_residual,5,0.011545754942193887,365
matern,decision_rule,6h_prior,absolute_standardised_residual,6,0.012072463289239006,365
matern,decision_rule,6h_prior,absolute_standardised_residual,7,0.10409620151923359,365
matern,decision_rule,6h_prior,absolute_standardised_residual,8,-0.049985650158702016,365
matern,decision_rule,6h_prior,absolute_standardised_residual,9,0.048978789524726896,365
matern,decision_rule,6h_prior,absolute_standardised_residual,10,0.03669885482378131,365
matern,decision_rule,6h_prior,absolute_standardised_residual,11,-0.03505106584860947,365
matern,decision_rule,6h_prior,absolute_standardised_residual,12,0.009859510337722342,365
matern,decision_rule,6h_prior,absolute_standardised_residual,13,0.036074932363647796,365
matern,decision_rule,6h_prior,absolute_standardised_residual,14,0.12035413119143366,365
matern,decision_rule,6h_prior,squared_standardised_residual,1,0.19321792124409465,365
matern,decision_rule,6h_prior,squared_standardised_residual,2,0.12547893927830825,365
matern,decision_rule,6h_prior,squared_standardised_residual,3,0.07882615880251467,365
matern,decision_rule,6h_prior,squared_standardised_residual,4,0.04964360901562147,365
matern,decision_rule,6h_prior,squared_standardised_residual,5,0.05553236708032819,365
matern,decision_rule,6h_prior,squared_standardised_residual,6,-0.0019512135586945579,365
matern,decision_rule,6h_prior,squared_standardised_residual,7,0.07346254772305764,365
matern,decision_rule,6h_prior,squared_standardised_residual,8,-0.05751029077076446,365
matern,decision_rule,6h_prior,squared_standardised_residual,9,0.024394968031890993,365
matern,decision_rule,6h_prior,squared_standardised_residual,10,0.009373891785782802,365
