model,scope,scope_value,nominal_coverage,rows,dates,decision_rules,empirical_coverage,coverage_error,bootstrap_lower_95_coverage,bootstrap_upper_95_coverage,bootstrap_lower_95_coverage_error,bootstrap_upper_95_coverage_error,mean_interval_width_c,median_interval_width_c,bootstrap_replications,bootstrap_unit
matern32,rule_by_validation_block,event_day_open|fold_02,0.8,91,91,1,0.7802197802197802,-0.01978021978021982,0.6923076923076923,0.8681318681318682,-0.10769230769230775,0.06813186813186811,3.5505736506846164,3.6122068833000007,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_02,0.9,91,91,1,0.9340659340659341,0.034065934065934056,0.8791208791208791,0.978021978021978,-0.020879120879120916,0.07802197802197797,4.557111944691208,4.6362173425,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_03,0.5,91,91,1,0.5054945054945055,0.005494505494505475,0.4065934065934066,0.6153846153846154,-0.09340659340659341,0.11538461538461542,1.9728376010758242,2.0148441113999986,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_03,0.8,91,91,1,0.8021978021978022,0.00219780219780219,0.7142857142857143,0.8791208791208791,-0.08571428571428574,0.07912087912087906,3.748452983135165,3.828266663099999,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_03,0.9,91,91,1,0.8571428571428571,-0.04285714285714293,0.7802197802197802,0.9230769230769231,-0.1197802197802198,0.023076923076923106,4.811087318315384,4.913527067499999,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_03,0.5,91,91,1,0.45054945054945056,-0.04945054945054944,0.3516483516483517,0.5494505494505495,-0.14835164835164832,0.0494505494505495,2.080347585464835,2.1023025349999998,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_03,0.8,91,91,1,0.7912087912087912,-0.008791208791208871,0.7032967032967034,0.8681318681318682,-0.09670329670329669,0.06813186813186811,3.952725307168133,3.9944403960000017,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_03,0.9,91,91,1,0.8681318681318682,-0.031868131868131866,0.7912087912087912,0.9340659340659341,-0.10879120879120885,0.034065934065934056,5.073268007814285,5.126808744800002,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_03,0.5,91,91,1,0.4945054945054945,-0.005494505494505475,0.3956043956043956,0.5934065934065934,-0.10439560439560441,0.09340659340659341,1.965043407798901,2.005807325900001,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_03,0.8,91,91,1,0.7912087912087912,-0.008791208791208871,0.7032967032967034,0.8681318681318682,-0.09670329670329669,0.06813186813186811,3.7336437727769227,3.8110964887000023,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_03,0.9,91,91,1,0.8241758241758241,-0.07582417582417589,0.7472527472527473,0.9010989010989011,-0.15274725274725276,0.001098901098901095,4.792079902614286,4.891489387299998,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_03,0.5,91,91,1,0.4945054945054945,-0.005494505494505475,0.38461538461538464,0.6043956043956044,-0.11538461538461536,0.10439560439560436,1.8843408949461542,1.9288274486999981,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_03,0.8,91,91,1,0.7912087912087912,-0.008791208791208871,0.7032967032967034,0.8681318681318682,-0.09670329670329669,0.06813186813186811,3.5803064809098903,3.664832320800002,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_03,0.9,91,91,1,0.9230769230769231,0.023076923076923106,0.8681318681318682,0.978021978021978,-0.031868131868131866,0.07802197802197797,4.595273619143956,4.7037613601,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_04,0.5,92,92,1,0.5434782608695652,0.04347826086956519,0.44565217391304346,0.6413043478260869,-0.05434782608695654,0.14130434782608692,2.023483816780435,2.074064384349999,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_04,0.8,92,92,1,0.8478260869565217,0.047826086956521685,0.7717391304347826,0.9130434782608695,-0.02826086956521745,0.11304347826086947,3.844682372858696,3.940787029099999,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_04,0.9,92,92,1,0.9347826086956522,0.034782608695652195,0.8804347826086957,0.9782608695652174,-0.019565217391304346,0.07826086956521738,4.934596402901088,5.057945393799999,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_04,0.5,92,92,1,0.5,0.0,0.40217391304347827,0.5978260869565217,-0.09782608695652173,0.09782608695652173,2.103722385231522,2.1301412089000014,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_04,0.8,92,92,1,0.8369565217391305,0.036956521739130443,0.7608695652173914,0.9130434782608695,-0.03913043478260869,0.11304347826086947,3.997138155893478,4.047334745000001,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_04,0.9,92,92,1,0.9239130434782609,0.023913043478260843,0.8695652173913043,0.9782608695652174,-0.0304347826086957,0.07826086956521738,5.1302712820260865,5.1946979068,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_04,0.5,92,92,1,0.5543478260869565,0.05434782608695654,0.45652173913043476,0.6630434782608695,-0.043478260869565244,0.1630434782608695,2.0206482174630436,2.06817309815,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_04,0.8,92,92,1,0.8695652173913043,0.06956521739130428,0.8043478260869565,0.9347826086956522,0.004347826086956497,0.13478260869565217,3.8392946457021737,3.9295934015,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_04,0.9,92,92,1,0.9347826086956522,0.034782608695652195,0.8804347826086957,0.9782608695652174,-0.019565217391304346,0.07826086956521738,4.927681329967391,5.043578528300001,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_04,0.5,92,92,1,0.6195652173913043,0.11956521739130432,0.5217391304347826,0.717391304347826,0.021739130434782594,0.21739130434782605,1.9095194652891303,1.9529234348000006,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_04,0.8,92,92,1,0.8586956521739131,0.05869565217391304,0.782608695652174,0.9239130434782609,-0.017391304347826098,0.12391304347826082,3.6281465499804346,3.710615446000002,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_04,0.9,92,92,1,0.9565217391304348,0.05652173913043479,0.9130434782608695,0.9891304347826086,0.01304347826086949,0.08913043478260863,4.65667568305,4.7625233652,10000,target_date
