gp_weight,market_weight,binary_brier,binary_log,categorical_log,multiclass_brier,development_dates,development_books,probability_pool
0.106,0.894,0.06628043984053118,0.21150475743977568,1.4874040519457334,0.729084838245843,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.107,0.893,0.06627329821459076,0.21147919100416432,1.487179457081124,0.7290062803604983,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.108,0.892,0.06626617180283335,0.21145373616179242,1.4869559580177374,0.7289278898311669,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.109,0.891,0.06625906060525895,0.21142839228066979,1.4867335478847332,0.7288496666578486,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.11,0.89,0.06625196462186755,0.21140315873699117,1.4865122199011165,0.7287716108405432,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.111,0.889,0.0662448838526592,0.21137803491498147,1.4862919673740311,0.7286937223792511,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.112,0.888,0.06623781829763382,0.21135302020674482,1.4860727836971046,0.7286160012739719,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.113,0.887,0.06623076795679146,0.2113281140121175,1.4858546623488296,0.7285384475247061,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.114,0.886,0.06622373283013211,0.21130331573852443,1.4856375968909818,0.7284610611314533,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.115,0.885,0.06621671291765578,0.21127862480083898,1.485421580967086,0.7283838420942135,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.116,0.884,0.06620970821936245,0.21125404062124656,1.4852066083009097,0.728306790412987,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.117,0.883,0.06620271873525212,0.2112295626291114,1.4849926726949982,0.7282299060877734,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.118,0.882,0.06619574446532485,0.21120519026084614,1.4847797680292472,0.7281531891185732,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.119,0.881,0.06618878540958054,0.21118092295978516,1.4845678882595024,0.7280766395053858,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.12,0.88,0.06618184156801925,0.21115676017606042,1.4843570274161981,0.7280002572482117,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.121,0.879,0.066174912940641,0.21113270136648074,1.4841471796030297,0.7279240423470507,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.122,0.878,0.0661679995274457,0.2111087459944132,1.4839383389956478,0.7278479948019028,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.123,0.877,0.06616110132843346,0.21108489352966814,1.4837304998403966,0.727772114612768,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.124,0.876,0.06615421834360424,0.2110611434483863,1.4835236564530692,0.7276964017796463,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.125,0.875,0.066147350572958,0.21103749523292856,1.4833178032176992,0.727620856302538,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.126,0.874,0.06614049801649478,0.21101394837176857,1.4831129345853782,0.7275454781814424,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.127,0.873,0.06613366067421457,0.21099050235938763,1.482909045073098,0.7274702674163602,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.128,0.872,0.06612683854611737,0.21096715669617183,1.4827061292626247,0.7273952240072911,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.129,0.871,0.06612003163220317,0.21094391088831185,1.4825041817993905,0.7273203479542348,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.13,0.87,0.06611323993247199,0.21092076444770463,1.482303197391419,0.7272456392571921,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.131,0.869,0.06610646344692384,0.21089771689185763,1.4821031708082677,0.7271710979161622,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.132,0.868,0.06609970217555869,0.21087476774379485,1.481904096879999,0.7270967239311455,67,236,convex linear pool of coherent GP and normalised market book probabilities
