path,rows,date_col,unique_dates,rule_col,unique_rules,model_col,unique_models,unique_date_rule_keys,january_to_may_dates,june_dates,columns,read_error
data/processed/18k_hko_realised_outcomes_used.csv,92,event_date,92,,,,,,92,0,event_date|hko_tmax_C|hko_tmax_min_C|hko_tmax_max_C|n_source_rows|hko_source_files|hko_value_conflict,
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_certified_contract_outcome_panel.csv,1133,event_date,103,,,final_modelling_split,1,,73,30,event_date|market_id|event_type|lower_bound_c|upper_bound_c|bound_reference_c|hko_daily_max_c|Y_event_int|condition_id|event_id|event_slug|market_slug|question|canonical_label|selected_yes_token_id|no_token_id|bound_reconstruction_applied|bound_reference_source|source_lower_bound_column|source_upper_bound_column|Y_no_int|contract_event_type|sample_block|final_modelling_split|outcome_history_admissibility_status|source_block,
data/processed/18s_expanded_march_june_canonical_sample/18s_expanded_deterministic_weather_panel.csv,4125,event_date,102,decision_rule,4,final_modelling_split,1,375,72,30,event_date|market_id|decision_rule|weather_path_ready|forecast_daily_max_c|decision_cutoff_utc|selected_run_initialisation_utc|selected_run_available_utc|selected_run_key|source_forecast_max_column|source_cutoff_column|source_run_initialisation_column|source_run_available_column|run_metadata_reconstructed|condition_id|event_id|event_slug|market_slug|question|canonical_label|event_type|contract_event_type|lower_bound_c|upper_bound_c|bound_reference_c|bound_reconstruction_applied|bound_reference_source|source_lower_bound_column|source_upper_bound_column|selected_yes_token_id|no_token_id|hko_daily_max_c|Y_event_int|Y_no_int|sample_block|final_modelling_split|outcome_history_admissibility_status|source_block|decision_rule_order|forecast_error_c|absolute_error_c|deterministic_forecast_event_indicator,
data/processed/19b_common_support_binary_score_by_event_type.csv,12,,,decision_rule,4,,,,,,decision_rule|contract_event_type_v2|n|market_mean_brier|ecmwf_mean_brier|market_mean_log_score|ecmwf_mean_log_score|market_median_brier|ecmwf_median_brier|market_median_log_score|ecmwf_median_log_score|mean_p_market|mean_p_ecmwf_proxy|outcome_rate|market_minus_ecmwf_brier|market_minus_ecmwf_log_score|brier_winner|log_score_winner,
data/processed/19b_common_support_binary_score_summary.csv,4,,,decision_rule,4,,,,,,decision_rule|n|market_mean_brier|ecmwf_mean_brier|market_mean_log_score|ecmwf_mean_log_score|market_median_brier|ecmwf_median_brier|market_median_log_score|ecmwf_median_log_score|mean_p_market|mean_p_ecmwf_proxy|outcome_rate|market_minus_ecmwf_brier|market_minus_ecmwf_log_score|brier_winner|log_score_winner,
data/processed/19b_common_support_categorical_book_score_panel.csv,241,event_date,67,decision_rule,4,,,241,67,0,n_contracts_common|expected_n_contracts|n_yes|book_ready|book_issue|market_total_book_probability|ecmwf_total_book_probability|market_abs_book_probability_error|ecmwf_abs_book_probability_error|market_winning_probability_raw|ecmwf_winning_probability_raw|market_winning_probability_normalised|ecmwf_winning_probability_normalised|market_normalised_categorical_log_score|ecmwf_normalised_categorical_log_score|market_normalised_multiclass_brier|ecmwf_normalised_multiclass_brier|delta_norm_log_market_minus_ecmwf|delta_norm_brier_market_minus_ecmwf|event_date|decision_rule,
data/processed/19b_common_support_categorical_score_summary.csv,4,,,decision_rule,4,,,,,,decision_rule|n_books|market_mean_total_book_probability|ecmwf_mean_total_book_probability|market_mean_abs_book_probability_error|ecmwf_mean_abs_book_probability_error|market_median_winning_probability_normalised|ecmwf_median_winning_probability_normalised|market_normalised_categorical_log_score|ecmwf_normalised_categorical_log_score|market_normalised_multiclass_brier|ecmwf_normalised_multiclass_brier|market_minus_ecmwf_normalised_log|market_minus_ecmwf_normalised_brier|normalised_categorical_log_winner|normalised_multiclass_brier_winner,
data/processed/19b_common_support_decision_rule_rankings.csv,16,,,decision_rule,4,,,,,,metric|decision_rule|market_value|ecmwf_proxy_value|winner|winning_value|lower_better|rank,
data/processed/19b_common_support_integrity_checks.csv,11,,,,,,,,,,check|passed|detail,
data/processed/19b_common_support_issues.csv,5,event_date,4,decision_rule,3,,,5,4,0,issue_type|event_date|decision_rule|detail|n_contracts_common|expected_n_contracts|n_yes,
data/processed/19b_common_support_market_vs_ecmwf_panel.csv,2635,event_date,67,decision_rule,4,,,241,67,0,event_date|decision_rule|_join_token|market_slug_market|group_item_title_market|contract_event_type_v2_market|event_set_v2_market|selected_yes_token_id_market|p_market|Y_event_int_market|hko_tmax_C|price_staleness_hours|market_slug_ecmwf|group_item_title_ecmwf|contract_event_type_v2_ecmwf|event_set_v2_ecmwf|selected_yes_token_id_ecmwf|p_ecmwf_proxy|Y_event_int_ecmwf|forecast_hko_daily_max_C|temperature_error_C|abs_temperature_error_C|selected_run_init_utc|decision_cutoff_utc|market_slug|group_item_title|contract_event_type_v2|event_set_v2|selected_yes_token_id|Y_event_int|Y_mismatch|brier_market_common|brier_ecmwf_common|log_market_common|log_ecmwf_common|delta_brier_market_minus_ecmwf|delta_log_market_minus_ecmwf,
data/processed/19b_common_support_score_differences_by_date.csv,241,event_date,67,decision_rule,4,,,241,67,0,event_date|decision_rule|n|mean_delta_brier_market_minus_ecmwf|mean_delta_log_market_minus_ecmwf|outcome_count,
data/processed/19c_common_support_calibrated_probability_panel.csv,2635,event_date,67,decision_rule,4,,,241,67,0,event_date|decision_rule|_join_token|market_slug_market|group_item_title_market|contract_event_type_v2_market|event_set_v2_market|selected_yes_token_id_market|p_market|Y_event_int_market|hko_tmax_C|price_staleness_hours|market_slug_ecmwf|group_item_title_ecmwf|contract_event_type_v2_ecmwf|event_set_v2_ecmwf|selected_yes_token_id_ecmwf|p_ecmwf_proxy|Y_event_int_ecmwf|forecast_hko_daily_max_C|temperature_error_C|abs_temperature_error_C|selected_run_init_utc|decision_cutoff_utc|market_slug|group_item_title|contract_event_type_v2|event_set_v2|selected_yes_token_id|Y_event_int|Y_mismatch|brier_market_common|brier_ecmwf_common|log_market_common|log_ecmwf_common|delta_brier_market_minus_ecmwf|delta_log_market_minus_ecmwf|calibration_ready|n_train_dates|training_start_date|training_end_date|training_last_outcome_available_utc|bias_correction_C|sigma_mle_C|sigma_used_C|corrected_forecast_hko_daily_max_C|corrected_temperature_error_C|event_lower_C|event_upper_C|p_ecmwf_raw|p_ecmwf_bias_fixed_sigma|p_ecmwf_bias_scale|brier_market|log_market|brier_ecmwf_raw|log_ecmwf_raw|brier_ecmwf_bias_fixed_sigma|log_ecmwf_bias_fixed_sigma|brier_ecmwf_bias_scale|log_ecmwf_bias_scale,
data/processed/20d_common_support_binary_score_summary.csv,5,n_dates,1,,,model,5,,1,0,model|n_rows|n_dates|mean_brier|mean_log_score,
data/processed/20d_common_support_model_probability_panel.csv,2970,event_date,14,decision_rule,4,model,5,54,14,0,event_date|decision_rule|market_slug|target_Y_event|contract_event_type_v2|model|probability|brier|log_score,
data/processed/20e_locked_holdout_common_support_panel.csv,2640,event_date,10,decision_rule,4,model,6,40,10,0,event_date|decision_rule|market_slug|date_group_id|contract_event_type_v2|target_Y_event|model|probability|brier|log_score,
data/processed/21c_canonical_staleness_snapshots.csv,440,event_date,10,decision_rule,4,,,40,10,0,event_date|decision_rule|market_slug|market_price_staleness_hours,
data/processed/21d_common_support_forecast_table.csv,4,,,decision_rule,4,,,,,,decision_rule|n_common_support|market_brier|ecmwf_proxy_brier|market_log_score|ecmwf_proxy_log_score|brier_advantage_market_over_raw_ecmwf|log_advantage_market_over_raw_ecmwf,
data/processed/v2/phase8_clean_gp/phase8_gp_model_summary.csv,4,training_dates,1,decision_rule,4,kernel,4,4,1,0,decision_rule|kernel_family|training_dates|training_rows|training_residual_mean_c|training_residual_mae_c|kernel|model_file,
data/processed/v2/phase8_clean_gp/phase8_missing_forecast_support.csv,37,target_date,17,decision_rule,4,,,37,16,1,target_date|decision_rule|missing_reason,
data/processed/v2/phase8_clean_gp/phase8_settlement_market_universe_dates.csv,103,target_date,103,,,,,,73,30,target_date,
data/processed/v2/phase8_clean_gp/phase8_weather_only_training_panel.csv,2920,target_date,730,decision_rule,4,,,2920,302,60,target_date|decision_rule|forecast_daily_max_c|residual_c,
outputs/diagnostics/01_june_contract_candidate_audit.csv,18,june_dates,1,,,,,,1,0,source|status|june_dates|june_rows|score|reason,
outputs/diagnostics/04_common_support_panel.csv,132,target_date,38,decision_rule,4,,,132,38,0,row_id|target_date|decision_rule|development_fold,
outputs/diagnostics/07_continuous_prediction_and_outcome_panel.csv,477,target_date,40,decision_rule,4,selected_model,1,159,10,30,row_id|target_date|decision_rule|chronology_block|forecast_daily_max_c|selected_model|selected_family|dispersion_scale|forecast_variant|forecast_variant_display|q_01|q_02|q_03|q_04|q_05|q_06|q_07|q_08|q_09|q_10|q_11|q_12|q_13|q_14|q_15|q_16|q_17|q_18|q_19|q_20|q_21|q_22|q_23|q_24|q_25|q_26|q_27|q_28|q_29|q_30|q_31|q_32|q_33|q_34|q_35|q_36|q_37|q_38|q_39|q_40|q_41|q_42|q_43|q_44|q_45|q_46|q_47|q_48|q_49|q_50|q_51|q_52|q_53|q_54|q_55|q_56|q_57|q_58|q_59|q_60|q_61|q_62|q_63|q_64|q_65|q_66|q_67|q_68|q_69|q_70|q_71|q_72|q_73|q_74|q_75|q_76|q_77|q_78|q_79|q_80|q_81|q_82|q_83|q_84|q_85|q_86|q_87|q_88|q_89|q_90|q_91|q_92|q_93|q_94|q_95|q_96|q_97|q_98|q_99|hko_daily_max_c,
outputs/diagnostics/08_event_probability_book_summary.csv,159,target_date,40,decision_rule,4,selected_model,1,159,10,30,row_id|target_date|decision_rule|chronology_block|selected_model|selected_family|dispersion_scale|events|probability_sum|particle_count_sum|occupied_events|zero_probability_events|minimum_probability|maximum_probability|probability_entropy|effective_event_count,
outputs/diagnostics/08_event_probability_integrity_checks.csv,17,,,,,,,,,,check|passed|value,
outputs/diagnostics/08_locked_event_probability_panel.csv,1749,target_date,40,decision_rule,4,selected_model,1,159,10,30,row_id|target_date|decision_rule|chronology_block|selected_model|selected_family|dispersion_scale|event_id|event_order|event_label|source_event_label|source_event_identifier|lower_bound_c|upper_bound_c|lower_unbounded|upper_unbounded|lower_inclusive|upper_inclusive|quantile_particle_count|quantile_particle_total|raw_event_probability|probability_regularised|market_price_accessed|outcome_accessed|score_calculated,
outputs/diagnostics/09_development_raw_event_probability_panel.csv,1672,target_date,38,decision_rule,4,selected_model,1,152,38,0,row_id|target_date|decision_rule|development_fold|chronology_block|selected_model|selected_family|dispersion_scale|event_id|event_index|event_label|lower_bound_c|upper_bound_c|lower_closed|upper_closed|quantile_particle_count|quantile_particle_total|raw_event_probability|realised_yes,
outputs/diagnostics/09_development_regularised_event_probability_panel.csv,1672,target_date,38,decision_rule,4,selected_model,1,152,38,0,row_id|target_date|decision_rule|development_fold|chronology_block|selected_model|selected_family|dispersion_scale|event_id|event_index|event_label|lower_bound_c|upper_bound_c|lower_closed|upper_closed|quantile_particle_count|quantile_particle_total|raw_event_probability|realised_yes|uniform_mixing_lambda|regularised_event_probability|probability_regularised,
outputs/diagnostics/09_locked_regularised_event_probability_panel.csv,1749,target_date,40,decision_rule,4,selected_model,1,159,10,30,row_id|target_date|decision_rule|chronology_block|selected_model|selected_family|dispersion_scale|event_id|event_order|event_label|source_event_label|source_event_identifier|lower_bound_c|upper_bound_c|lower_unbounded|upper_unbounded|lower_inclusive|upper_inclusive|quantile_particle_count|quantile_particle_total|raw_event_probability|probability_regularised|market_price_accessed|outcome_accessed|score_calculated|uniform_mixing_lambda|regularised_event_probability|probability_calibration_locked|trading_returns_calculated,
outputs/diagnostics/10_locked_event_probability_outcome_panel.csv,1749,target_date,40,decision_rule,4,selected_model,1,159,10,30,row_id|target_date|decision_rule|chronology_block|selected_model|selected_family|dispersion_scale|event_id|event_order|event_label_probability|source_event_label|source_event_identifier|lower_bound_c|upper_bound_c|lower_unbounded|upper_unbounded|lower_inclusive|upper_inclusive|quantile_particle_count|quantile_particle_total|raw_event_probability|probability_regularised|market_price_accessed|outcome_accessed|score_calculated|uniform_mixing_lambda|regularised_event_probability|probability_calibration_locked|trading_returns_calculated|event_index|event_label_certified|realised_yes|hko_daily_max_c|certification_status,
outputs/diagnostics/11_common_support_book_score_panel.csv,154,target_date,40,decision_rule,4,model_realised_probability,32,154,10,30,row_id|target_date|decision_rule|chronology_block|model_realised_probability|market_realised_probability|model_categorical_log_score|market_categorical_log_score|log_score_difference_model_minus_market|model_multiclass_brier_score|market_multiclass_brier_score|brier_score_difference_model_minus_market|market_probability_book_raw_sum,
outputs/diagnostics/11_common_support_date_score_panel.csv,40,target_date,40,decision_rules,3,model_categorical_log_score,39,40,10,30,chronology_block|target_date|probability_books|decision_rules|model_categorical_log_score|market_categorical_log_score|log_score_difference_model_minus_market|model_multiclass_brier_score|market_multiclass_brier_score|brier_score_difference_model_minus_market|mean_raw_market_probability_sum,
outputs/diagnostics/11_common_support_integrity_checks.csv,13,,,,,,,,,,check|passed|value,
outputs/diagnostics/11_common_support_missing_books.csv,6,target_date,4,decision_rule,3,,,6,0,4,book_key|target_date|decision_rule|chronology_block|support_status|reason,
outputs/diagnostics/11_common_support_probability_panel.csv,1694,target_date,40,decision_rule,4,selected_model,1,154,10,30,row_id|target_date|decision_rule|chronology_block|selected_model|selected_family|event_order|source_event_label|lower_bound_c|upper_bound_c|realised_yes|model_probability|market_probability_raw|market_probability_normalised|market_probability_book_raw_sum|market_id|market_source_condition_id|market_source_event_slug|market_slug|market_source_canonical_label|market_source_event_type|market_source_contract_event_type|market_source_selected_yes_token_id|market_source_no_token_id|market_source_price_staleness_hours|market_source_source_cutoff_column|market_source_source_price_timestamp_column,
outputs/diagnostics/12_development_trading_common_support_panel.csv,1276,target_date,29,decision_rule,4,model_probability,52,116,29,0,target_date|decision_rule|model_probability|lower_bound_key|upper_bound_key|lower_bound_c|upper_bound_c|event_label|chronology_block|event_key|p_market|market_event_label|realised_yes|edge|rule_order,
outputs/final_tables/08_event_probability_book_summary.csv,159,target_date,40,decision_rule,4,selected_model,1,159,10,30,row_id|target_date|decision_rule|chronology_block|selected_model|selected_family|dispersion_scale|events|probability_sum|particle_count_sum|occupied_events|zero_probability_events|minimum_probability|maximum_probability|probability_entropy|effective_event_count,
outputs/final_tables/11_common_support_block_summary.csv,2,dates,1,decision_rules,1,mean_date_model_log_score,2,2,1,0,chronology_block|dates|probability_books|decision_rules|mean_date_model_log_score|standard_error_date_model_log_score|mean_date_market_log_score|standard_error_date_market_log_score|mean_date_log_score_difference_model_minus_market|standard_error_date_log_score_difference_model_minus_market|model_log_score_date_win_share|mean_date_model_brier_score|standard_error_date_model_brier_score|mean_date_market_brier_score|standard_error_date_market_brier_score|mean_date_brier_score_difference_model_minus_market|standard_error_date_brier_score_difference_model_minus_market|model_brier_score_date_win_share|minimum_raw_market_probability_sum|mean_raw_market_probability_sum|maximum_raw_market_probability_sum,
outputs/v2/diagnostics/01_single_runs_overlap_summary.csv,1,overlap_dates,1,,,,,,1,0,overlap_dates|overlap_rows|successful_rows|complete_24_hour_rows|availability_pass_rows|mean_absolute_difference_c|median_absolute_difference_c|maximum_absolute_difference_c,
outputs/v2/diagnostics/02_two_year_request_plan_summary.csv,4,request_dates,1,,,,,,1,0,run_period|cycle_role|retrieval_selected|request_rows|request_dates|cycles,
outputs/v2/diagnostics/02_two_year_training_target_support_map.csv,730,target_date,730,,,,,,302,60,target_date|target_period|earliest_support_run_date|latest_support_run_date|expected_core_support_requests|available_core_support_requests|support_complete|core_request_ids|market_price_accessed|outcome_accessed,
outputs/v2/diagnostics/03b_two_year_repair_retrieval_summary.csv,4,,,,,,,,,,repair_role|status|failure_type|requests|complete_local_days|downloaded|cache_reused,
outputs/v2/diagnostics/04_weather_only_decision_support_panel.csv,2920,target_date,730,decision_rule,4,model_fitted,1,2920,302,60,target_date|decision_rule|decision_rule_order|decision_offset_hours|target_midnight_hkt|decision_time_hkt|decision_time_utc|request_id|run_init_utc|cycle_utc|inventory_source|hourly_rows|unique_local_hours|nonmissing_temperature_rows|forecast_daily_max_c|forecast_daily_min_c|forecast_daily_mean_c|complete_local_day|cache_path|issued_before_decision|run_age_hours_at_decision|support_available|selection_rule|market_price_accessed|outcome_accessed|model_fitted|model_selected|used_for_weather_only_training,
outputs/v2/diagnostics/04_weather_only_missing_support.csv,0,target_date,0,decision_rule,0,,,0,,,target_date|decision_rule|decision_rule_order|decision_offset_hours|target_midnight_hkt|decision_time_hkt|decision_time_utc|support_available|missing_reason,
outputs/v2/diagnostics/04_weather_only_support_integrity_checks.csv,11,,,,,,,,,,check|required|passed|detail,
outputs/v2/diagnostics/04_weather_only_support_summary.csv,4,supported_dates,1,decision_rule,4,,,4,1,0,decision_rule|decision_rule_order|supported_rows|supported_dates|minimum_target_date|maximum_target_date|mean_run_age_hours|median_run_age_hours|maximum_run_age_hours|distinct_selected_runs|expected_dates|missing_dates|support_share,
outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv,2920,target_date,730,decision_rule,4,model_fitted,1,2920,302,60,target_date|decision_rule|decision_rule_order|decision_offset_hours|target_midnight_hkt|decision_time_hkt|decision_time_utc|request_id|run_init_utc|cycle_utc|inventory_source|hourly_rows|unique_local_hours|nonmissing_temperature_rows|forecast_daily_max_c|forecast_daily_min_c|forecast_daily_mean_c|complete_local_day|cache_path|issued_before_decision|run_age_hours_at_decision|support_available|selection_rule|market_price_accessed|outcome_accessed|model_fitted|model_selected|used_for_weather_only_training|hko_daily_max_c|observation_join_status|residual_c|forecast_error_c|absolute_error_c|squared_error_c|target_year|target_month|target_day|day_of_year|seasonal_sin|seasonal_cos|calendar_day_index|weather_only_training_period|weather_plus_market_training_period|out_of_sample_validation_period|polymarket_outcome_accessed|calibration_selected|trading_returns_calculated,
outputs/v2/diagnostics/05_weather_only_residual_date_summary.csv,730,target_date,730,decision_rules,1,,,730,302,60,target_date|decision_rules|mean_forecast_daily_max_c|hko_daily_max_c|mean_residual_c|mean_absolute_error_c|mean_squared_error_c|root_mean_squared_error_c,
outputs/v2/diagnostics/05_weather_only_residual_integrity_checks.csv,20,,,,,,,,,,check|required|passed|detail,
outputs/v2/diagnostics/05_weather_only_residual_month_summary.csv,100,dates,1,decision_rule,4,,,20,1,0,target_year|target_month|decision_rule|decision_rule_order|rows|dates|mean_forecast_daily_max_c|mean_hko_daily_max_c|mean_residual_c|median_residual_c|residual_standard_deviation_c|mean_absolute_error_c|root_mean_squared_error_c|minimum_residual_c|maximum_residual_c,
outputs/v2/diagnostics/05_weather_only_residual_rule_summary.csv,4,dates,1,decision_rule,4,,,4,1,0,decision_rule|decision_rule_order|rows|dates|mean_forecast_daily_max_c|mean_hko_daily_max_c|mean_residual_c|median_residual_c|residual_standard_deviation_c|mean_absolute_error_c|root_mean_squared_error_c|minimum_residual_c|maximum_residual_c,
outputs/v2/diagnostics/06_gp_fold_summary.csv,4,training_dates,1,,,,,,1,0,fold_id|fold_number|training_start|training_end|validation_start|validation_end|training_dates|validation_dates|training_rows|validation_rows,
outputs/v2/diagnostics/06_gp_raw_design_panel.csv,2920,target_date,730,decision_rule,4,gp_model_scope,1,2920,302,60,target_date|decision_rule|decision_rule_order|forecast_daily_max_c|hko_daily_max_c|residual_c|forecast_error_c|absolute_error_c|squared_error_c|calendar_day_index|day_of_year|seasonal_sin|seasonal_cos|calendar_time_years|gp_target|gp_model_scope|covariance_kernel_candidate_1|covariance_kernel_candidate_2|weather_only_training_period|market_price_accessed|polymarket_outcome_accessed|model_fitted|hyperparameters_estimated|model_selected,
outputs/v2/diagnostics/07_gp_kernel_rule_summary.csv,8,validation_dates,1,decision_rule,4,kernel,2,4,1,0,kernel|kernel_order|decision_rule|decision_rule_order|validation_dates|validation_rows|mean_crps_c|median_crps_c|mean_negative_log_score|corrected_mae_c|mean_predictive_standard_deviation_c|central_50_coverage|central_80_coverage|central_90_coverage|pit_mean|corrected_rmse_c,
outputs/v2/diagnostics/07_gp_validation_integrity_checks.csv,20,,,,,,,,,,check|required|passed|detail,
