model,scope,scope_value,rows,dates,mean,standard_deviation,rmse,median,mean_absolute_value,skewness,excess_kurtosis,proportion_absolute_above_1,proportion_absolute_above_1_645,proportion_absolute_above_1_96,proportion_absolute_above_2_576,aggregation
matern32,rule_by_validation_block,24h_prior|fold_02,91,91,0.6133940995492992,0.93312764873955,1.1123898144704936,0.7458717830863074,0.9416390258496136,-0.45373858190739186,-0.23954632830630862,0.42857142857142855,0.16483516483516483,0.06593406593406594,0.0,rule-specific standardised residual
matern32,rule_by_validation_block,6h_prior|fold_02,91,91,0.489420152909874,0.9362814742857578,1.0519134305610935,0.5751047264873855,0.8742448413307653,-0.5417709610740996,0.19642022387671743,0.34065934065934067,0.14285714285714285,0.03296703296703297,0.0,rule-specific standardised residual
matern32,rule_by_validation_block,event_day_open|fold_02,91,91,0.3818366540689536,0.9379632951598917,1.0079218792856675,0.5214849543408955,0.84437421440993,-0.596313837458687,0.48871772755045617,0.3516483516483517,0.06593406593406594,0.02197802197802198,0.01098901098901099,rule-specific standardised residual
matern32,rule_by_validation_block,12h_prior|fold_03,91,91,-0.5437403037948455,0.8947134617986167,1.0427698018094618,-0.5685503486322084,0.837853193456066,-0.04184433654510764,-0.3403772084082739,0.3626373626373626,0.14285714285714285,0.06593406593406594,0.01098901098901099,rule-specific standardised residual
matern32,rule_by_validation_block,24h_prior|fold_03,91,91,-0.43828428427175603,0.9133665596659267,1.0085455519786106,-0.3269193647487497,0.819472964849304,-0.27079580157008654,-0.8924817789753163,0.31868131868131866,0.13186813186813187,0.04395604395604396,0.01098901098901099,rule-specific standardised residual
matern32,rule_by_validation_block,6h_prior|fold_03,91,91,-0.581982113214096,0.9116376728092127,1.0773363651421664,-0.6134026054092228,0.8639187516037171,-0.04816590013123675,-0.363695456717128,0.3626373626373626,0.17582417582417584,0.07692307692307693,0.01098901098901099,rule-specific standardised residual
matern32,rule_by_validation_block,event_day_open|fold_03,91,91,-0.4811132287965455,0.8295802540828189,0.9550448482580538,-0.5103713976253461,0.7841121044006368,0.26162458532114463,-0.24098294620126337,0.34065934065934067,0.07692307692307693,0.03296703296703297,0.0,rule-specific standardised residual
matern32,rule_by_validation_block,12h_prior|fold_04,92,92,-0.3687375866830848,0.829641907843061,0.9037651904329597,-0.3993734933200166,0.7280831661972272,0.356745199048976,0.6373372613052553,0.29347826086956524,0.06521739130434782,0.010869565217391304,0.010869565217391304,rule-specific standardised residual
matern32,rule_by_validation_block,24h_prior|fold_04,92,92,-0.3653758183780806,0.8690414182005634,0.9383620948236824,-0.42483216018726877,0.7566685656983363,0.3529161747441071,0.44778189218911235,0.31521739130434784,0.07608695652173914,0.03260869565217391,0.0,rule-specific standardised residual
matern32,rule_by_validation_block,6h_prior|fold_04,92,92,-0.33594475237354865,0.8245905192015408,0.8862379168738258,-0.3764680885729151,0.7086690355828513,0.36334008769362136,0.8827743416800646,0.2608695652173913,0.06521739130434782,0.021739130434782608,0.010869565217391304,rule-specific standardised residual
matern32,rule_by_validation_block,event_day_open|fold_04,92,92,-0.2450597612103962,0.7787619722835094,0.8123622520434498,-0.31649618877932717,0.6447260052323082,0.6964211540070813,0.9492034536288751,0.21739130434782608,0.043478260869565216,0.021739130434782608,0.0,rule-specific standardised residual
